Rk,Player,Pos,Squad,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%
27,Diana Silva,FW,Aston Villa,25,1995,5.8,1,0,0,7,12,5,16,5,6,0,0,0,38,0,10,0
28,Caroline Siems,DF,Aston Villa,21,1999,10.5,1,0,0,4,8,1,9,35,9,0,0,1,64,3,7,30
29,Sian Rogers,GK,Aston Villa,22,1998,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,
30,Ramona Petzelberger,"MF,FW",Aston Villa,27,1992,8.8,1,0,0,13,8,2,7,8,20,0,0,0,54,1,11,8.3
31,Elisha N'Dow,DF,Aston Villa,23,1996,17.5,5,0,0,15,16,0,10,35,36,0,0,0,73,7,9,43.8
32,Olivia McLoughlin,"MF,DF",Aston Villa,15,2004,6.8,1,0,0,6,5,0,4,12,13,0,0,0,54,2,4,33.3
33,Stine Larsen,FW,Aston Villa,24,1996,16.1,2,0,0,27,19,6,9,13,19,0,0,0,68,56,53,51.4
34,Mana Iwabuchi,"MF,FW",Aston Villa,27,1993,10.9,1,0,0,8,18,0,11,12,20,0,0,0,67,5,7,41.7
35,Jodie Hutton,"DF,FW",Aston Villa,19,2001,11.7,6,0,0,15,14,0,32,19,11,0,1,0,39,9,5,64.3
36,Sophie Haywood,"MF,DF",Aston Villa,24,1996,3.6,0,0,0,1,8,0,4,11,5,0,0,0,24,1,2,33.3
37,Shania Hayles,"FW,MF",Aston Villa,20,1999,10.6,0,0,0,12,3,1,2,3,5,0,0,0,28,3,4,42.9
38,Nadine Hanssen,"MF,FW",Aston Villa,26,1993,9.3,3,0,0,8,1,1,8,11,10,0,0,0,34,10,17,37
39,Natalie Haigh,DF,Aston Villa,20,1999,17.4,0,0,0,7,4,1,3,26,11,0,0,1,82,15,14,51.7
40,Freya Gregory,"MF,DF",Aston Villa,17,2003,4.2,1,0,0,6,0,3,15,4,4,0,0,0,14,2,2,50
41,Ella Franklin-Fraiture,DF,Aston Villa,23,1997,9.4,0,0,0,5,17,2,12,31,12,0,0,0,38,7,4,63.6
42,Emma Follis,"FW,MF",Aston Villa,28,1992,8.1,0,0,0,4,2,1,21,5,13,0,0,0,36,2,3,40
43,Marisa Ewers,"MF,DF",Aston Villa,31,1989,14.5,0,0,0,12,15,0,5,31,20,1,0,0,73,8,10,44.4
44,Anita Asante,"DF,MF",Aston Villa,35,1985,18.4,1,0,0,15,1,0,3,34,25,0,0,0,128,10,10,50
45,Chloe Arthur,MF,Aston Villa,25,1995,14.7,3,0,0,20,12,0,20,25,32,0,2,0,100,17,24,41.5
46,Asmita Ale,DF,Aston Villa,18,2001,16.2,2,0,0,7,6,1,21,46,37,0,0,0,136,16,15,51.6
47,Lucy Whipp,MF,Birmingham City,24,1995,13.9,1,0,0,5,10,0,4,19,19,0,0,0,80,5,21,19.2
48,Claudia Walker,FW,Birmingham City,24,1996,20.3,0,0,0,33,42,15,20,3,8,0,0,1,52,17,53,24.3
49,Destiney Toussaint,"MF,FW",Birmingham City,,,0.8,0,0,0,4,1,0,2,3,4,0,0,0,3,1,2,33.3
50,Harriet Scott,DF,Birmingham City,27,1993,19.5,5,0,0,27,25,1,16,38,42,0,0,0,86,16,12,57.1
51,Connie Scofield,MF,Birmingham City,21,1999,6.3,2,0,0,7,2,0,2,12,8,0,0,0,30,2,3,40
52,Veatriki Sarri,"MF,FW",Birmingham City,22,1998,0.4,0,0,0,0,0,0,3,0,0,0,0,0,2,1,1,50
53,Emma Rose Kelly,"MF,DF",Birmingham City,23,1997,8.8,2,0,0,9,4,3,5,19,10,0,0,0,50,6,17,26.1
54,Jamie-Lee Napier,"MF,FW",Birmingham City,20,2000,16,1,0,0,22,11,12,11,25,21,0,0,0,52,6,32,15.8
55,Christie Murray,MF,Birmingham City,30,1990,15.5,1,0,0,8,21,1,9,35,32,1,1,0,107,9,22,29
56,Emily Murphy,FW,Birmingham City,17,2003,7.6,1,0,0,10,8,3,11,5,4,0,0,0,42,8,15,34.8
57,Chloe McCarron,MF,Birmingham City,22,1997,3.3,1,0,0,4,0,1,1,6,5,0,0,0,14,1,1,50
58,Sarah Mayling,"MF,DF",Birmingham City,23,1997,17.4,2,0,0,11,14,1,68,26,33,0,0,0,112,10,20,33.3
59,Ruby Mace,"DF,MF",Birmingham City,16,2003,10.9,0,0,0,4,2,0,4,20,21,0,0,0,47,7,9,43.8
60,Ruesha Littlejohn,MF,Birmingham City,30,1990,9.9,6,0,0,16,7,0,7,3,12,0,0,0,41,10,17,37
61,Gemma Lawley,DF,Birmingham City,19,2001,2.2,0,0,0,2,1,0,2,5,1,0,0,0,4,3,2,60
62,Rebecca Holloway,DF,Birmingham City,24,1995,20.1,3,0,0,20,8,1,48,39,30,0,1,0,117,12,16,42.9
63,Hannah Hampton,GK,Birmingham City,19,2000,21,0,0,0,0,3,0,0,2,0,0,0,0,15,3,1,75
64,Mollie Green,MF,Birmingham City,22,1997,10.6,0,0,0,5,5,1,2,10,1,0,0,0,50,5,8,38.5
65,Abbi Grant,MF,Birmingham City,24,1995,0.4,2,1,1,2,1,0,0,1,0,0,0,0,2,1,0,100
66,Rachel Corsie,DF,Birmingham City,30,1989,7,1,0,0,2,6,0,0,12,5,0,1,0,47,6,9,40
67,Georgia Brougham,DF,Birmingham City,24,1996,19,0,0,0,2,7,0,4,27,14,0,0,0,87,11,11,50
68,Victoria Williams,DF,Brighton,30,1990,15,1,0,0,14,4,0,3,25,11,0,2,0,72,24,22,52.2
69,Aileen Whelan,"FW,MF",Brighton,28,1991,21.8,0,0,0,16,20,3,31,33,31,1,0,0,98,28,32,46.7
70,Megan Walsh,GK,Brighton,25,1994,15,0,0,0,0,3,0,0,0,1,0,0,0,25,1,0,100
71,Maisie Symonds,"MF,FW",Brighton,17,2003,0.3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
72,Rebekah Stott,DF,Brighton,27,1993,4.7,0,0,0,0,1,0,1,18,5,0,0,0,42,2,0,100
73,Emily Simpkins,"MF,FW",Brighton,30,1990,5.9,1,0,0,7,14,1,1,5,5,0,0,0,27,4,4,50
74,Bethan Roe,DF,Brighton,20,1999,2.4,0,0,0,3,1,0,5,7,5,0,0,0,11,3,1,75
75,Katie Robinson,FW,Brighton,17,2002,0.7,0,0,0,0,2,0,1,0,1,0,0,0,2,0,0,
76,Denise O'Sullivan,"MF,FW",Brighton,26,1994,8.5,0,0,0,8,8,2,10,5,15,0,0,0,60,5,10,33.3
77,Maya Le Tissier,DF,Brighton,18,2002,22,3,0,0,14,20,0,33,32,19,0,2,0,97,25,19,56.8
78,Emma Koivisto,"DF,MF",Brighton,25,1994,8.5,1,0,0,6,11,0,11,19,9,0,1,0,51,4,6,40
79,Danique Kerkdijk,DF,Brighton,24,1996,16.8,5,0,0,15,5,0,0,34,17,0,0,0,52,15,6,71.4
80,Inessa Kaagman,"MF,FW",Brighton,24,1996,21.1,0,0,0,15,11,4,83,14,28,0,0,0,107,0,13,0
81,Rianna Jarrett,FW,Brighton,21,1999,8.2,0,0,0,6,11,6,4,1,1,0,0,0,28,7,22,24.1
82,Nora Heroum,"FW,MF",Brighton,26,1994,5,1,0,0,4,3,2,7,2,5,0,0,0,21,2,4,33.3
83,Kayleigh Green,"FW,MF",Brighton,32,1988,13,4,1,0,17,13,3,15,24,26,1,0,0,70,19,23,45.2
84,Felicity Gibbons,DF,Brighton,26,1994,12.1,0,0,0,9,20,1,22,19,13,0,0,0,68,15,8,65.2
85,Lee Geum-min,FW,Brighton,26,1994,11.5,2,0,0,14,28,2,14,7,8,0,0,0,49,5,17,22.7
86,Cecilie Fiskerstrand,GK,Brighton,24,1996,7,0,0,0,0,0,0,0,0,0,0,0,0,20,1,1,50
87,Megan Connolly,"MF,DF",Brighton,23,1997,13.7,2,0,0,15,16,0,32,17,15,0,0,0,75,11,16,40.7
88,Danielle Buet,"MF,DF",Brighton,31,1988,11.5,3,0,0,12,12,1,12,15,9,0,0,0,88,6,9,40
89,Ellie Brazil,"FW,MF",Brighton,21,1999,13.6,1,0,0,18,10,6,32,23,15,1,0,0,61,8,21,27.6
90,Kirsty Barton,DF,Brighton,28,1992,0.9,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
91,Libby Bance,"MF,FW",Brighton,17,2003,2.6,1,0,0,2,0,0,0,4,5,0,0,0,13,2,1,66.7
92,Jessica Wooley,FW,Bristol City,19,2001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
93,Georgia Wilson,MF,Bristol City,18,2002,0.2,0,0,0,1,0,0,0,1,1,0,0,0,1,1,1,50
94,Charlie Wellings,"MF,FW",Bristol City,22,1998,16.2,2,0,0,8,15,2,18,4,8,0,0,0,58,12,23,34.3
95,Kiera Skeels,"DF,MF",Bristol City,19,2001,9.1,1,0,0,8,7,0,2,21,10,0,0,0,36,8,15,34.8
96,Meaghan Sargeant,DF,Bristol City,26,1994,2.8,0,0,0,0,0,0,0,3,1,0,0,1,13,5,2,71.4
97,Ebony Salmon,"FW,MF",Bristol City,19,2001,16.8,1,0,0,21,23,13,22,5,6,0,0,0,51,1,16,5.9
98,Laura Rafferty,"DF,MF",Bristol City,24,1996,6.5,1,0,0,6,1,0,0,15,6,0,0,0,27,4,8,33.3
99,Jemma Purfield,DF,Bristol City,23,1997,21,2,0,0,22,11,1,72,45,37,0,0,1,95,14,21,40
100,Molly Pike,MF,Bristol City,19,2001,11,0,0,0,11,10,0,24,10,8,0,0,0,58,9,14,39.1
101,Aimee Palmer,"MF,DF",Bristol City,20,2000,9.6,1,0,0,10,6,0,4,22,6,0,0,0,55,8,13,38.1
102,Jasmine Matthews,"DF,MF",Bristol City,27,1993,8.9,1,0,0,9,1,0,2,26,8,0,1,0,53,7,5,58.3
103,Ella Mastrantonio,MF,Bristol City,28,1992,10.2,1,0,0,18,8,0,13,19,22,0,0,0,64,5,4,55.6
104,Chloe Logarzo,"MF,FW",Bristol City,25,1994,6.5,0,0,0,6,10,3,5,11,5,0,0,0,23,5,9,35.7
105,Naomi Layzell,DF,Bristol City,16,2004,4.2,0,0,0,2,0,0,0,12,2,0,0,0,9,3,1,75
106,Ellen Jones,MF,Bristol City,17,2002,1,0,0,0,2,2,0,0,0,2,0,0,0,6,1,0,100
107,Carla Humphrey,MF,Bristol City,23,1996,18.2,0,0,0,7,8,0,10,26,12,0,0,0,89,6,9,40
108,Abigail Harrison,"FW,MF",Bristol City,22,1997,9.7,0,0,0,8,6,9,11,2,4,0,0,0,27,15,27,35.7
109,Benedicte Håland,GK,Bristol City,22,1998,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
110,Gemma Evans,DF,Bristol City,23,1996,20,2,0,0,12,17,1,0,50,32,0,0,0,85,32,21,60.4
111,Yana Daniels,"MF,FW",Bristol City,28,1992,19,3,0,0,16,48,1,15,35,24,0,1,1,84,51,54,48.6
112,Faye Bryson,DF,Bristol City,23,1997,8,4,0,0,16,10,0,18,30,20,0,1,0,35,7,6,53.8
113,Emma Bissell,"MF,FW",Bristol City,18,2001,8.8,0,0,0,8,4,3,6,12,11,0,0,0,26,4,9,30.8
114,Sophie Baggaley,GK,Bristol City,23,1996,21,0,0,0,0,8,0,0,1,1,0,0,1,30,4,2,66.7
115,Flo Allen,DF,Bristol City,20,1999,12.1,0,0,0,4,16,0,11,24,13,1,0,0,47,6,7,46.2
116,Maria Thorisdottir,DF,Chelsea,27,1993,0.9,0,0,0,2,0,0,8,0,0,0,0,0,2,0,0,
117,Carly Telford,GK,Chelsea,33,1987,3,0,0,0,0,1,0,0,0,0,0,0,0,6,0,0,
118,Drew Spence,MF,Chelsea,27,1992,2.8,1,0,0,3,5,0,2,3,1,0,0,0,12,7,3,70
119,Ji So-yun,MF,Chelsea,29,1991,14.5,2,0,0,10,9,1,17,23,20,1,0,0,132,13,12,52
120,Guro Reiten,"FW,MF",Chelsea,26,1994,9.9,1,0,0,8,7,1,58,10,9,0,0,0,44,7,4,63.6
121,Zećira Mušović,GK,Chelsea,24,1996,2,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,100
122,Maren Mjelde,DF,Chelsea,30,1989,13.5,1,0,0,12,6,0,42,9,16,0,0,0,77,14,11,56
123,Melanie Leupolz,MF,Chelsea,26,1994,15.9,2,0,0,31,13,0,4,30,20,0,0,0,101,16,14,53.3
124,Fran Kirby,"FW,MF",Chelsea,27,1993,15.3,0,0,0,7,19,5,36,18,21,0,0,0,94,7,10,41.2
125,Sam Kerr,FW,Chelsea,26,1993,16.9,0,0,0,9,6,19,32,11,7,1,0,0,47,43,23,65.2
126,Sophie Ingle,"MF,DF",Chelsea,28,1991,13.6,0,0,0,19,10,0,5,15,19,0,0,0,93,27,10,73
127,Pernille Harder,"MF,FW",Chelsea,27,1992,14.3,0,0,0,15,18,0,27,3,22,0,0,0,72,17,23,42.5
128,Jorja Fox,DF,Chelsea,16,2003,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
129,Jessie Fleming,"MF,FW",Chelsea,22,1998,4.9,0,0,0,5,2,0,11,7,7,0,0,0,25,0,8,0
130,Magdalena Eriksson,DF,Chelsea,26,1993,19.1,0,0,0,10,10,2,15,36,11,0,0,1,113,45,15,75
131,Bethany England,FW,Chelsea,26,1994,11,0,0,0,5,4,7,18,2,8,0,0,0,40,26,37,41.3
132,Erin Cuthbert,"MF,FW",Chelsea,22,1998,13.6,0,0,0,22,21,2,71,29,26,0,0,0,72,15,13,53.6
133,Niamh Charles,"DF,FW",Chelsea,21,1999,7.2,0,0,0,2,3,1,22,19,11,0,0,0,38,14,8,63.6
134,Jess Carter,DF,Chelsea,22,1997,3.6,0,0,0,1,3,0,18,6,7,0,0,0,17,3,1,75
135,Millie Bright,DF,Chelsea,26,1993,20.2,3,0,0,16,1,0,4,51,13,0,1,0,127,40,8,83.3
136,Hannah Blundell,DF,Chelsea,26,1994,5.2,0,0,0,2,2,0,11,16,4,0,0,0,39,2,0,100
137,Ann-Katrin Berger,GK,Chelsea,29,1990,17,0,0,0,0,1,0,0,1,0,0,0,0,30,2,0,100
138,Agnes Beever-Jones,FW,Chelsea,17,2003,0.3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,
139,Jonna Andersson,DF,Chelsea,27,1993,17.4,0,0,0,5,5,0,84,31,13,0,0,0,111,21,23,47.7
140,Danielle Turner,DF,Everton,29,1991,12.5,0,0,0,12,10,0,20,31,22,0,0,0,36,13,6,68.4
141,Nicoline Sørensen,FW,Everton,22,1997,14.6,1,0,0,8,8,3,87,14,14,0,0,0,54,4,7,36.4
142,Abbey-Leigh Stringer,"MF,DF",Everton,25,1995,7.7,3,0,0,22,9,0,0,14,14,0,0,0,42,10,4,71.4
143,Rikke Sevecke,DF,Everton,24,1996,18.5,3,0,0,18,11,1,5,30,16,1,0,1,114,19,14,57.6
144,Jill Scott,MF,Everton,33,1987,10.8,2,0,0,11,6,1,12,15,15,0,0,0,73,22,16,57.9
145,Hayley Raso,"FW,DF",Everton,25,1994,15.9,2,0,0,31,23,4,49,13,24,1,0,0,72,10,10,50
146,Molly Pike,"FW,DF",Everton,19,2001,0.7,0,0,0,1,0,0,2,2,2,0,0,0,2,0,0,
147,Poppy Pattinson,"DF,MF",Everton,20,2000,8.3,2,0,0,7,1,0,10,8,10,0,0,0,46,6,3,66.7
148,Ingrid Moe Wold,DF,Everton,30,1990,19.1,1,0,0,7,8,0,39,43,15,0,0,0,73,14,12,53.8
149,Simone Magill,"FW,MF",Everton,25,1994,7.6,1,0,0,4,11,2,9,5,15,1,0,0,29,8,14,36.4
150,Sandy MacIver,GK,Everton,22,1998,17.2,1,0,0,1,1,0,0,1,0,0,0,0,34,0,0,
151,Alisha Lehmann,FW,Everton,21,1999,3.9,0,0,0,5,1,1,16,2,1,0,0,0,17,0,3,0
152,Tinja-Riikka Korpela,GK,Everton,34,1986,4.8,0,0,0,0,0,0,0,0,0,0,0,0,11,1,0,100
153,Lucy Graham,"MF,FW",Everton,23,1996,13.9,0,0,0,14,26,2,13,15,13,0,0,0,80,23,18,56.1
154,Gabrielle George,DF,Everton,23,1997,4.5,0,0,0,4,0,0,0,7,0,0,0,0,24,6,1,85.7
155,Valérie Gauvin,FW,Everton,24,1996,9,0,0,0,8,3,4,4,2,5,1,0,0,18,15,15,50
156,Megan Finnigan,DF,Everton,22,1998,21.5,4,0,0,15,6,2,3,35,14,0,2,0,81,20,14,58.8
157,Claire Emslie,FW,Everton,26,1994,14.3,2,0,0,8,9,5,78,9,13,0,0,0,52,13,17,43.3
158,Damaris Egurrola,"MF,DF",Everton,20,1999,5.8,0,0,0,7,5,0,0,15,11,0,0,0,31,13,5,72.2
159,Grace Clinton,"MF,FW",Everton,17,2003,2.2,0,0,0,1,3,1,4,0,3,0,0,0,9,1,0,100
160,Maéva Clemaron,MF,Everton,27,1992,6,3,0,0,9,2,0,1,12,8,0,0,0,37,7,4,63.6
161,Izzy Christiansen,MF,Everton,28,1991,21.3,2,0,0,18,19,4,105,18,20,0,1,0,148,8,10,44.4
162,Chantelle Boye-Hlorkah,"FW,MF",Everton,24,1995,1.9,0,0,0,3,0,0,5,1,3,0,0,0,5,1,3,25
163,Alicia Window,FW,Manchester City,,,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
164,Ellen White,FW,Manchester City,31,1989,17,1,0,0,13,14,10,2,2,8,1,1,0,41,15,17,46.9
165,Caroline Weir,MF,Manchester City,25,1995,16,0,0,0,8,11,2,47,17,17,0,0,0,108,4,4,50
166,Keira Walsh,MF,Manchester City,23,1997,19.7,0,0,0,12,13,0,7,19,28,0,0,0,174,10,6,62.5
167,Demi Stokes,DF,Manchester City,28,1991,8.1,0,0,0,4,5,0,5,8,12,0,0,0,45,9,3,75
168,Georgia Stanway,"FW,MF",Manchester City,21,1999,16.5,1,0,0,32,15,6,16,23,30,0,0,0,85,15,14,51.7
169,Jill Scott,MF,Manchester City,33,1987,3,0,0,0,1,2,0,4,1,6,0,0,0,16,4,2,66.7
170,Ellie Roebuck,GK,Manchester City,20,1999,20,0,0,0,1,2,0,0,0,0,0,1,0,49,0,0,
171,Jessica Park,FW,Manchester City,18,2001,2,0,0,0,3,1,1,4,3,1,0,0,0,8,0,0,
172,Esme Morgan,DF,Manchester City,19,2000,10.4,0,0,0,9,3,0,7,26,15,0,0,0,65,5,6,45.5
173,Sam Mewis,MF,Manchester City,27,1992,12.7,1,0,0,13,11,1,18,10,12,0,0,0,56,27,11,71.1
174,Aoife Mannion,"DF,FW",Manchester City,24,1995,1.4,0,0,0,1,0,0,1,1,2,0,0,0,7,2,2,50
175,Rose Lavelle,"FW,MF",Manchester City,25,1995,5.2,0,0,0,5,5,3,8,4,6,0,0,0,34,9,4,69.2
176,Chloe Kelly,FW,Manchester City,22,1998,18.9,1,0,0,16,20,10,130,12,31,1,0,0,73,7,13,35
177,Steph Houghton,DF,Manchester City,32,1988,15.7,0,0,0,5,4,0,3,14,3,0,0,0,76,31,10,75.6
178,Lauren Hemp,FW,Manchester City,19,2000,11.7,0,0,0,9,15,5,38,14,15,0,0,0,53,7,9,43.8
179,Alex Greenwood,DF,Manchester City,26,1993,17.3,3,0,0,17,14,0,125,38,17,0,0,0,118,44,25,63.8
180,Millie Davies,"FW,DF",Manchester City,17,2003,0.5,0,0,0,1,0,0,1,0,1,0,0,0,3,0,0,
181,Abby Dahlkemper,DF,Manchester City,27,1993,7.2,0,0,0,1,2,0,0,9,2,0,0,0,37,8,4,66.7
182,Laura Coombs,MF,Manchester City,29,1991,7,0,0,0,4,0,0,5,11,8,0,0,0,42,5,3,62.5
183,Lucy Bronze,DF,Manchester City,28,1991,16.9,2,0,0,12,26,0,40,43,21,1,0,0,102,40,17,70.2
184,Gemma Bonner,DF,Manchester City,29,1991,5.5,0,0,0,4,6,0,0,10,7,1,0,0,24,10,8,55.6
185,Karima Benameur,GK,Manchester City,31,1989,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,
186,Janine Beckie,"FW,DF",Manchester City,25,1994,7,0,0,0,3,10,5,46,9,8,0,0,0,37,5,5,50
187,Karen Bardsley,GK,Manchester City,35,1984,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,
188,Katie Zelem,MF,Manchester Utd,24,1996,14.1,3,0,0,13,8,0,54,27,16,0,0,0,117,28,15,65.1
189,Millie Turner,DF,Manchester Utd,24,1996,22,1,0,0,12,8,0,1,43,14,0,0,2,114,61,21,74.4
190,Amy Turner,DF,Manchester Utd,29,1991,19.4,4,0,0,21,17,0,4,39,20,0,0,0,99,33,20,62.3
191,Ella Toone,"MF,FW",Manchester Utd,20,1999,19.7,1,0,0,25,15,4,42,9,14,0,0,0,106,3,15,16.7
192,Maria Thorisdottir,DF,Manchester Utd,27,1993,4.2,1,0,0,5,2,0,7,7,4,0,1,0,24,13,6,68.4
193,Lucy Staniforth,"MF,FW",Manchester Utd,27,1992,7.4,2,0,0,9,9,3,32,12,7,1,0,0,38,10,6,62.5
194,Kirsty Smith,DF,Manchester Utd,26,1994,11.7,0,0,0,6,7,0,12,16,17,0,0,0,58,11,14,44
195,Jessica Sigsworth,"FW,MF",Manchester Utd,25,1994,6.4,3,0,0,7,11,13,7,1,8,0,0,0,23,12,7,63.2
196,Alessia Russo,FW,Manchester Utd,21,1999,3.1,0,0,0,2,5,6,9,0,2,1,0,0,8,8,10,44.4
197,Jane Ross,"FW,MF",Manchester Utd,30,1989,3.9,0,0,0,4,0,3,6,0,0,0,0,0,8,5,6,45.5
198,Christen Press,FW,Manchester Utd,31,1988,10.6,2,0,0,10,7,8,9,6,5,0,0,0,32,4,10,28.6
199,Lotta Ökvist,DF,Manchester Utd,23,1997,1.3,1,0,0,3,0,0,0,5,2,0,0,0,4,4,2,66.7
200,Abbie McManus,DF,Manchester Utd,27,1993,4.5,0,0,0,1,0,0,0,9,1,0,0,1,25,7,3,70
201,Hayley Ladd,MF,Manchester Utd,26,1993,12.3,4,0,0,13,9,1,11,21,23,0,0,0,85,14,21,40
202,Carrie Jones,"DF,FW",Manchester Utd,16,2003,0.1,0,0,0,2,0,0,0,0,2,0,0,0,1,0,0,
203,Lauren James,FW,Manchester Utd,18,2001,4.8,0,0,0,6,10,5,12,5,7,0,0,0,20,4,5,44.4
204,Tobin Heath,FW,Manchester Utd,32,1988,6.4,1,0,0,9,11,2,44,10,11,0,0,0,40,2,1,66.7
205,Martha Harris,DF,Manchester Utd,25,1994,3.9,1,0,0,8,0,0,9,8,4,0,0,0,18,3,1,75
206,Kirsty Hanson,FW,Manchester Utd,22,1998,12,0,0,0,20,13,4,50,10,19,0,0,0,65,6,14,30
207,Jackie Groenen,MF,Manchester Utd,25,1994,18.1,2,0,0,13,13,6,13,18,27,0,0,0,120,2,4,33.3
208,Leah Galton,"FW,DF",Manchester Utd,26,1994,14.7,0,0,0,7,22,15,70,18,19,0,0,0,72,18,8,69.2
209,Ivana Fuso,"FW,MF",Manchester Utd,19,2001,1.1,0,0,0,1,1,0,0,0,0,0,0,0,3,1,0,100
210,Mary Earps,GK,Manchester Utd,27,1993,22,0,0,0,0,2,0,0,0,0,0,0,0,48,2,0,100
211,Ona Batlle,DF,Manchester Utd,21,1999,18.1,1,0,0,16,14,0,18,39,38,0,0,0,139,22,19,53.7
212,Lily Woodham,DF,Reading,19,2000,10,1,0,0,7,11,1,26,23,11,0,0,0,49,7,9,43.8
213,Fara Williams,"MF,FW",Reading,36,1984,12.1,2,0,0,8,10,0,42,13,14,0,0,0,51,6,8,42.9
214,Rachel Rowe,MF,Reading,27,1992,13.7,3,1,1,16,29,2,37,13,20,0,0,0,52,17,16,51.5
215,Beth Roberts,DF,Reading,17,2003,3.6,0,0,0,2,3,0,4,3,3,0,0,0,19,4,2,66.7
216,Grace Moloney,GK,Reading,27,1993,22,1,0,0,1,2,0,0,0,2,0,1,0,49,2,0,100
217,Emma Mitchell,DF,Reading,27,1992,13.4,2,0,0,15,7,1,52,34,28,0,1,0,86,9,6,60
218,Kristine Leine,DF,Reading,24,1996,13.1,2,0,0,9,0,0,17,30,15,0,0,0,77,11,11,50
219,Angharad James,MF,Reading,26,1994,22,0,0,0,12,17,1,11,55,38,0,0,0,157,15,23,39.5
220,Emma Harries,FW,Reading,18,2002,7.5,0,0,0,7,11,2,7,0,6,1,0,0,12,7,13,35
