Rk,Player,Pos,"Squad
▲",Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG_exp,npxG_exp,xAG_exp,npxG+xAG_exp,PrgC,PrgP,PrgR,Gls_p90,Ast_p90,G+A_p90,G-PK_p90,G+A-PK_p90,xG_p90,xAG_p90,xG+xAG_p90,npxG_p90,npxG+xAG_p90
130,Magdalena Eriksson,DF,Chelsea,26,1993,20,19,"1,715",19.1,1,0,1,1,0,0,0,0,2.9,2.9,0.7,3.5,33,142,14,0.05,0,0.05,0.05,0.05,0.15,0.04,0.19,0.15,0.19
131,Bethany England,FW,Chelsea,26,1994,19,10,993,11,6,9,15,6,0,0,0,0,5.4,5.4,4.7,10.1,18,32,104,0.54,0.82,1.36,0.54,1.36,0.49,0.42,0.92,0.49,0.92
132,Erin Cuthbert,"MF,FW",Chelsea,22,1998,19,14,"1,223",13.6,2,7,9,2,0,0,0,0,2.8,2.8,3.4,6.3,19,75,80,0.15,0.52,0.66,0.15,0.66,0.21,0.25,0.46,0.21,0.46
133,Niamh Charles,"DF,FW",Chelsea,21,1999,13,7,649,7.2,1,1,2,1,0,0,0,0,1.2,1.2,1.3,2.5,23,38,60,0.14,0.14,0.28,0.14,0.28,0.16,0.18,0.34,0.16,0.34
134,Jess Carter,DF,Chelsea,22,1997,9,3,324,3.6,0,1,1,0,0,0,0,0,0.1,0.1,0,0.1,3,10,22,0,0.28,0.28,0,0.28,0.02,0.01,0.03,0.02,0.03
135,Millie Bright,DF,Chelsea,26,1993,21,20,"1,819",20.2,1,1,2,1,0,0,3,0,0.8,0.8,0.4,1.2,9,111,2,0.05,0.05,0.1,0.05,0.1,0.04,0.02,0.06,0.04,0.06
136,Hannah Blundell,DF,Chelsea,26,1994,8,4,464,5.2,0,0,0,0,0,0,0,0,0.1,0.1,0.2,0.3,14,33,37,0,0,0,0,0,0.02,0.04,0.06,0.02,0.06
137,Ann-Katrin Berger,GK,Chelsea,29,1990,17,17,"1,530",17,0,1,1,0,0,0,0,0,0,0,0.4,0.4,0,0,0,0,0.06,0.06,0,0.06,0,0.02,0.02,0,0.02
138,Agnes Beever-Jones,FW,Chelsea,17,2003,2,0,25,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
139,Jonna Andersson,DF,Chelsea,27,1993,19,18,"1,563",17.4,0,0,0,0,0,0,0,0,0.4,0.4,1.5,1.9,22,66,94,0,0,0,0,0,0.02,0.09,0.11,0.02,0.11
140,Danielle Turner,DF,Everton,29,1991,14,14,"1,129",12.5,1,0,1,1,0,0,0,0,0.8,0.8,0.2,1,13,63,29,0.08,0,0.08,0.08,0.08,0.06,0.01,0.08,0.06,0.08
141,Nicoline Sørensen,FW,Everton,22,1997,22,14,"1,310",14.6,2,3,5,2,0,0,1,0,1.6,1.6,4.1,5.7,59,36,128,0.14,0.21,0.34,0.14,0.34,0.11,0.28,0.39,0.11,0.39
142,Abbey-Leigh Stringer,"MF,DF",Everton,25,1995,14,8,695,7.7,0,1,1,0,0,0,3,0,0.8,0.8,0.1,0.9,5,23,8,0,0.13,0.13,0,0.13,0.11,0.01,0.12,0.11,0.12
143,Rikke Sevecke,DF,Everton,24,1996,20,19,"1,666",18.5,0,1,1,0,0,0,3,0,0.4,0.4,0.4,0.7,2,58,0,0,0.05,0.05,0,0.05,0.02,0.02,0.04,0.02,0.04
144,Jill Scott,MF,Everton,33,1987,11,11,969,10.8,2,0,2,2,0,0,2,0,1.2,1.2,0.3,1.6,20,44,31,0.19,0,0.19,0.19,0.19,0.11,0.03,0.15,0.11,0.15
145,Hayley Raso,"FW,DF",Everton,25,1994,22,16,"1,434",15.9,5,2,7,5,0,0,2,0,4.6,4.6,1.5,6,50,49,109,0.31,0.13,0.44,0.31,0.44,0.29,0.09,0.38,0.29,0.38
146,Molly Pike,"FW,DF",Everton,19,2001,4,0,60,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0.06,0,0.06,0.06,0.06
147,Poppy Pattinson,"DF,MF",Everton,20,2000,11,7,749,8.3,0,0,0,0,0,0,2,0,0.1,0.1,0.1,0.2,11,27,15,0,0,0,0,0,0.01,0.01,0.02,0.01,0.02
148,Ingrid Moe Wold,DF,Everton,30,1990,21,20,"1,719",19.1,0,1,1,0,0,0,1,0,0.2,0.2,1.1,1.3,28,78,57,0,0.05,0.05,0,0.05,0.01,0.06,0.07,0.01,0.07
149,Simone Magill,"FW,MF",Everton,25,1994,16,7,682,7.6,6,1,7,6,0,0,1,0,2.5,2.5,0.5,3,8,15,38,0.79,0.13,0.92,0.79,0.92,0.33,0.06,0.4,0.33,0.4
150,Sandy MacIver,GK,Everton,22,1998,18,18,"1,548",17.2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
151,Alisha Lehmann,FW,Everton,21,1999,8,3,349,3.9,1,1,2,1,0,0,0,0,0.7,0.7,0.6,1.3,8,11,35,0.26,0.26,0.52,0.26,0.52,0.18,0.15,0.33,0.18,0.33
152,Tinja-Riikka Korpela,GK,Everton,34,1986,5,4,432,4.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
153,Lucy Graham,"MF,FW",Everton,23,1996,19,13,"1,248",13.9,5,3,8,4,1,2,0,0,3.9,2.3,0.6,2.9,15,44,47,0.36,0.22,0.58,0.29,0.5,0.28,0.04,0.32,0.17,0.21
154,Gabrielle George,DF,Everton,23,1997,7,4,403,4.5,0,0,0,0,0,0,0,0,0,0,0,0,3,9,2,0,0,0,0,0,0,0,0,0,0
155,Valérie Gauvin,FW,Everton,24,1996,15,10,811,9,5,1,6,3,2,2,0,0,3.9,2.3,1.4,3.8,6,13,35,0.55,0.11,0.67,0.33,0.44,0.43,0.16,0.59,0.26,0.42
156,Megan Finnigan,DF,Everton,22,1998,22,22,"1,935",21.5,2,1,3,2,0,0,4,0,0.9,0.9,0.1,1,3,44,1,0.09,0.05,0.14,0.09,0.14,0.04,0.01,0.05,0.04,0.05
157,Claire Emslie,FW,Everton,26,1994,19,16,"1,289",14.3,3,5,8,3,0,0,2,0,2.8,2.8,2.5,5.3,42,29,96,0.21,0.35,0.56,0.21,0.56,0.19,0.18,0.37,0.19,0.37
158,Damaris Egurrola,"MF,DF",Everton,20,1999,6,6,526,5.8,0,0,0,0,0,0,0,0,0.6,0.6,0.1,0.7,1,19,3,0,0,0,0,0,0.11,0.01,0.12,0.11,0.12
159,Grace Clinton,"MF,FW",Everton,17,2003,6,2,194,2.2,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,3,8,14,0,0,0,0,0,0.03,0.06,0.08,0.03,0.08
160,Maéva Clemaron,MF,Everton,27,1992,9,6,544,6,0,0,0,0,0,0,3,0,0.4,0.4,0.2,0.6,3,24,5,0,0,0,0,0,0.06,0.03,0.1,0.06,0.1
161,Izzy Christiansen,MF,Everton,28,1991,22,22,"1,917",21.3,6,6,12,4,2,2,2,0,4,2.5,4.5,7,10,151,64,0.28,0.28,0.56,0.19,0.47,0.19,0.21,0.4,0.12,0.33
162,Chantelle Boye-Hlorkah,"FW,MF",Everton,24,1995,10,0,171,1.9,1,0,1,1,0,0,0,0,0.1,0.1,0.1,0.2,2,5,12,0.53,0,0.53,0.53,0.53,0.06,0.06,0.12,0.06,0.12
163,Alicia Window,FW,Manchester City,,,1,0,9,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
164,Ellen White,FW,Manchester City,31,1989,22,19,"1,534",17,10,5,15,10,0,0,1,0,9.5,9.5,1.9,11.4,12,28,86,0.59,0.29,0.88,0.59,0.88,0.55,0.11,0.67,0.55,0.67
165,Caroline Weir,MF,Manchester City,25,1995,20,17,"1,440",16,8,3,11,8,0,1,0,0,6.2,5.4,3.8,9.2,40,93,118,0.5,0.19,0.69,0.5,0.69,0.39,0.24,0.62,0.34,0.57
166,Keira Walsh,MF,Manchester City,23,1997,20,20,"1,776",19.7,2,2,4,2,0,0,0,0,0.4,0.4,1.9,2.4,9,153,33,0.1,0.1,0.2,0.1,0.2,0.02,0.1,0.12,0.02,0.12
167,Demi Stokes,DF,Manchester City,28,1991,10,8,731,8.1,0,0,0,0,0,0,0,0,0.2,0.2,0.3,0.6,22,55,17,0,0,0,0,0,0.03,0.04,0.07,0.03,0.07
168,Georgia Stanway,"FW,MF",Manchester City,21,1999,21,16,"1,489",16.5,5,1,6,5,0,0,1,0,6.5,6.5,0.9,7.4,39,67,99,0.3,0.06,0.36,0.3,0.36,0.39,0.06,0.45,0.39,0.45
169,Jill Scott,MF,Manchester City,33,1987,7,2,266,3,1,1,2,1,0,0,0,0,0.6,0.6,0.8,1.4,4,13,14,0.34,0.34,0.68,0.34,0.68,0.21,0.28,0.49,0.21,0.49
170,Ellie Roebuck,GK,Manchester City,20,1999,20,20,"1,800",20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
171,Jessica Park,FW,Manchester City,18,2001,9,1,182,2,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,9,4,18,0,0,0,0,0,0.05,0,0.05,0.05,0.05
172,Esme Morgan,DF,Manchester City,19,2000,12,10,933,10.4,1,0,1,1,0,0,0,0,0.6,0.6,0.1,0.7,10,72,14,0.1,0,0.1,0.1,0.1,0.06,0.01,0.07,0.06,0.07
173,Sam Mewis,MF,Manchester City,27,1992,17,14,"1,147",12.7,7,2,9,7,0,1,1,0,5.4,4.6,2,6.6,38,69,71,0.55,0.16,0.71,0.55,0.71,0.42,0.16,0.58,0.36,0.52
174,Aoife Mannion,"DF,FW",Manchester City,24,1995,3,1,123,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,0,0,0,0,0,0,0,0,0
175,Rose Lavelle,"FW,MF",Manchester City,25,1995,16,3,466,5.2,1,0,1,1,0,1,0,0,2.3,1.5,0.2,1.8,19,37,45,0.19,0,0.19,0.19,0.19,0.45,0.04,0.49,0.29,0.34
176,Chloe Kelly,FW,Manchester City,22,1998,21,20,"1,702",18.9,10,11,21,8,2,2,1,0,8.3,6.7,7.7,14.4,88,48,249,0.53,0.58,1.11,0.42,1,0.44,0.41,0.85,0.36,0.76
177,Steph Houghton,DF,Manchester City,32,1988,16,16,"1,415",15.7,2,2,4,2,0,0,0,0,3.1,3.1,1.1,4.2,18,87,6,0.13,0.13,0.25,0.13,0.25,0.19,0.07,0.27,0.19,0.27
178,Lauren Hemp,FW,Manchester City,19,2000,15,13,"1,057",11.7,6,8,14,6,0,0,0,0,2.3,2.3,6.6,9,61,34,157,0.51,0.68,1.19,0.51,1.19,0.2,0.57,0.76,0.2,0.76
179,Alex Greenwood,DF,Manchester City,26,1993,18,17,"1,556",17.3,0,2,2,0,0,0,3,0,0.5,0.5,3,3.4,21,109,25,0,0.12,0.12,0,0.12,0.03,0.17,0.2,0.03,0.2
180,Millie Davies,"FW,DF",Manchester City,17,2003,4,0,47,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1,6,7,0,0,0,0,0,0,0.05,0.05,0,0.05
181,Abby Dahlkemper,DF,Manchester City,27,1993,8,7,645,7.2,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,4,46,1,0,0,0,0,0,0.01,0.01,0.02,0.01,0.02
182,Laura Coombs,MF,Manchester City,29,1991,13,6,634,7,2,1,3,2,0,0,0,0,1.1,1.1,1.5,2.6,5,48,25,0.28,0.14,0.43,0.28,0.43,0.16,0.21,0.37,0.16,0.37
183,Lucy Bronze,DF,Manchester City,28,1991,18,18,"1,525",16.9,2,5,7,2,0,0,2,0,2.3,2.3,4.2,6.5,68,158,86,0.12,0.3,0.41,0.12,0.41,0.13,0.25,0.38,0.13,0.38
184,Gemma Bonner,DF,Manchester City,29,1991,6,6,494,5.5,1,0,1,1,0,0,0,0,1,1,0,1,1,15,1,0.18,0,0.18,0.18,0.18,0.18,0,0.18,0.18,0.18
185,Karima Benameur,GK,Manchester City,31,1989,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
186,Janine Beckie,"FW,DF",Manchester City,25,1994,14,6,629,7,4,1,5,4,0,0,0,0,4.8,4.8,1.1,5.9,22,24,82,0.57,0.14,0.72,0.57,0.72,0.68,0.16,0.84,0.68,0.84
187,Karen Bardsley,GK,Manchester City,35,1984,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
188,Katie Zelem,MF,Manchester Utd,24,1996,18,16,"1,268",14.1,2,2,4,2,0,0,3,0,2.6,2.6,2.2,4.8,3,110,25,0.14,0.14,0.28,0.14,0.28,0.18,0.16,0.34,0.18,0.34
189,Millie Turner,DF,Manchester Utd,24,1996,22,22,"1,980",22,2,0,2,2,0,0,1,0,2,2,1.1,3,7,82,5,0.09,0,0.09,0.09,0.09,0.09,0.05,0.14,0.09,0.14
190,Amy Turner,DF,Manchester Utd,29,1991,21,19,"1,744",19.4,0,0,0,0,0,0,4,0,0.3,0.3,0.5,0.8,5,51,1,0,0,0,0,0,0.02,0.02,0.04,0.02,0.04
191,Ella Toone,"MF,FW",Manchester Utd,20,1999,22,21,"1,776",19.7,9,5,14,7,2,2,1,0,8,6.4,3.1,9.5,33,111,140,0.46,0.25,0.71,0.35,0.61,0.41,0.15,0.56,0.33,0.48
192,Maria Thorisdottir,DF,Manchester Utd,27,1993,6,4,379,4.2,0,1,1,0,0,0,1,0,0.1,0.1,0.4,0.4,4,22,5,0,0.24,0.24,0,0.24,0.02,0.08,0.1,0.02,0.1
193,Lucy Staniforth,"MF,FW",Manchester Utd,27,1992,14,6,670,7.4,0,2,2,0,0,0,2,0,1.1,1.1,3.5,4.7,8,31,33,0,0.27,0.27,0,0.27,0.15,0.48,0.63,0.15,0.63
194,Kirsty Smith,DF,Manchester Utd,26,1994,13,11,"1,057",11.7,0,0,0,0,0,0,0,0,0.1,0.1,0.3,0.3,10,56,40,0,0,0,0,0,0.01,0.02,0.03,0.01,0.03
195,Jessica Sigsworth,"FW,MF",Manchester Utd,25,1994,14,6,580,6.4,3,1,4,3,0,0,3,0,1.7,1.7,0.5,2.2,11,10,39,0.47,0.16,0.62,0.47,0.62,0.27,0.08,0.34,0.27,0.34
196,Alessia Russo,FW,Manchester Utd,21,1999,4,3,280,3.1,3,2,5,3,0,0,0,0,3,3,1.4,4.3,11,7,22,0.96,0.64,1.61,0.96,1.61,0.96,0.44,1.39,0.96,1.39
197,Jane Ross,"FW,MF",Manchester Utd,30,1989,12,3,350,3.9,2,0,2,2,0,0,0,0,1.6,1.6,0,1.6,5,6,20,0.51,0,0.51,0.51,0.51,0.4,0.01,0.42,0.4,0.42
198,Christen Press,FW,Manchester Utd,31,1988,14,12,954,10.6,4,1,5,4,0,0,2,0,4.3,4.3,1.5,5.8,20,20,59,0.38,0.09,0.47,0.38,0.47,0.41,0.14,0.55,0.41,0.55
199,Lotta Ökvist,DF,Manchester Utd,23,1997,3,1,113,1.3,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0.03,0.03,0,0.03
200,Abbie McManus,DF,Manchester Utd,27,1993,5,5,405,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0
201,Hayley Ladd,MF,Manchester Utd,26,1993,18,12,"1,110",12.3,1,5,6,1,0,0,4,0,1.2,1.2,2.1,3.3,4,40,11,0.08,0.41,0.49,0.08,0.49,0.1,0.17,0.27,0.1,0.27
202,Carrie Jones,"DF,FW",Manchester Utd,16,2003,2,0,10,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0
203,Lauren James,FW,Manchester Utd,18,2001,10,5,436,4.8,2,1,3,2,0,0,0,0,1.4,1.4,0.8,2.2,22,19,43,0.41,0.21,0.62,0.41,0.62,0.29,0.17,0.46,0.29,0.46
204,Tobin Heath,FW,Manchester Utd,32,1988,8,7,575,6.4,4,2,6,4,0,0,1,0,2.1,2.1,2,4.1,16,18,56,0.63,0.31,0.94,0.63,0.94,0.33,0.31,0.63,0.33,0.63
205,Martha Harris,DF,Manchester Utd,25,1994,7,4,355,3.9,0,0,0,0,0,0,1,0,0.2,0.2,0.1,0.2,7,16,16,0,0,0,0,0,0.04,0.02,0.06,0.04,0.06
206,Kirsty Hanson,FW,Manchester Utd,22,1998,20,11,"1,076",12,5,2,7,5,0,0,0,0,3.3,3.3,1.9,5.2,61,33,126,0.42,0.17,0.59,0.42,0.59,0.28,0.16,0.44,0.28,0.44
207,Jackie Groenen,MF,Manchester Utd,25,1994,22,18,"1,627",18.1,0,3,3,0,0,0,2,0,0.9,0.9,3.2,4.1,21,103,67,0,0.17,0.17,0,0.17,0.05,0.18,0.23,0.05,0.23
208,Leah Galton,"FW,DF",Manchester Utd,26,1994,17,15,"1,323",14.7,6,2,8,6,0,0,0,0,4.9,4.9,3.7,8.5,47,43,127,0.41,0.14,0.54,0.41,0.54,0.33,0.25,0.58,0.33,0.58
209,Ivana Fuso,"FW,MF",Manchester Utd,19,2001,5,0,100,1.1,0,0,0,0,0,0,0,0,0.2,0.2,0,0.2,3,3,10,0,0,0,0,0,0.14,0.04,0.18,0.14,0.18
210,Mary Earps,GK,Manchester Utd,27,1993,22,22,"1,980",22,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.05,0.05,0,0.05,0,0,0,0,0
211,Ona Batlle,DF,Manchester Utd,21,1999,19,19,"1,632",18.1,0,0,0,0,0,0,1,0,0.4,0.4,0.8,1.1,42,128,63,0,0,0,0,0,0.02,0.04,0.06,0.02,0.06
212,Lily Woodham,DF,Reading,19,2000,12,10,896,10,0,0,0,0,0,0,1,0,0.4,0.4,0.4,0.7,21,24,38,0,0,0,0,0,0.04,0.04,0.07,0.04,0.07
213,Fara Williams,"MF,FW",Reading,36,1984,17,14,"1,088",12.1,3,1,4,1,2,2,2,0,2.7,1.2,1.1,2.3,5,48,33,0.25,0.08,0.33,0.08,0.17,0.23,0.09,0.32,0.1,0.19
214,Rachel Rowe,MF,Reading,27,1992,19,12,"1,232",13.7,5,0,5,5,0,0,3,1,2.5,2.5,1.4,4,32,47,75,0.37,0,0.37,0.37,0.37,0.19,0.1,0.29,0.19,0.29
215,Beth Roberts,DF,Reading,17,2003,6,4,320,3.6,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,1,10,6,0,0,0,0,0,0.02,0.03,0.05,0.02,0.05
216,Grace Moloney,GK,Reading,27,1993,22,22,"1,980",22,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
217,Emma Mitchell,DF,Reading,27,1992,14,14,"1,204",13.4,0,4,4,0,0,0,2,0,0.3,0.3,2.4,2.6,14,64,36,0,0.3,0.3,0,0.3,0.02,0.18,0.2,0.02,0.2
218,Kristine Leine,DF,Reading,24,1996,18,12,"1,175",13.1,0,0,0,0,0,0,2,0,0.3,0.3,0.2,0.5,12,51,23,0,0,0,0,0,0.02,0.02,0.04,0.02,0.04
219,Angharad James,MF,Reading,26,1994,22,22,"1,980",22,1,1,2,1,0,0,0,0,2.1,2.1,2,4,12,105,38,0.05,0.05,0.09,0.05,0.09,0.09,0.09,0.18,0.09,0.18
220,Emma Harries,FW,Reading,18,2002,16,7,676,7.5,1,0,1,1,0,0,0,0,0.8,0.8,0.4,1.2,4,6,24,0.13,0,0.13,0.13,0.13,0.11,0.05,0.16,0.11,0.16
221,Natasha Harding,"FW,DF",Reading,31,1989,22,22,"1,917",21.3,3,3,6,3,0,0,4,0,2.5,2.5,2.5,5.1,18,41,107,0.14,0.14,0.28,0.14,0.28,0.12,0.12,0.24,0.12,0.24
222,Jeon Ga-eul,"MF,FW",Reading,31,1988,4,1,87,1,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,0,0,0,0,0,0,0,0,0,0
223,Jess Fishlock,MF,Reading,33,1987,19,18,"1,601",17.8,2,3,5,2,0,0,2,0,2,2,2.3,4.3,21,109,46,0.11,0.17,0.28,0.11,0.28,0.11,0.13,0.24,0.11,0.24
224,Amalie Eikeland,"MF,FW",Reading,24,1995,22,19,"1,576",17.5,2,0,2,2,0,0,1,0,4,4,1.3,5.3,30,32,92,0.11,0,0.11,0.11,0.11,0.23,0.07,0.3,0.23,0.3
225,Deanna Cooper,DF,Reading,27,1993,21,20,"1,737",19.3,0,0,0,0,0,0,3,0,0.3,0.3,0.4,0.8,6,80,0,0,0,0,0,0,0.02,0.02,0.04,0.02,0.04
226,Brooke Chaplen,"MF,FW",Reading,31,1989,8,4,473,5.3,1,1,2,1,0,0,0,0,1.3,1.3,0.7,2,11,10,32,0.19,0.19,0.38,0.19,0.38,0.24,0.13,0.37,0.24,0.37
227,Danielle Carter,FW,Reading,27,1993,21,14,"1,302",14.5,3,0,3,3,0,0,1,0,3.3,3.3,1.2,4.5,29,31,114,0.21,0,0.21,0.21,0.21,0.23,0.08,0.31,0.23,0.31
228,Lauren Bruton,"FW,MF",Reading,27,1992,15,7,718,8,3,0,3,3,0,0,2,0,3.9,3.9,0.5,4.4,10,16,49,0.38,0,0.38,0.38,0.38,0.49,0.06,0.56,0.49,0.56
229,Molly Bartrip,DF,Reading,24,1996,21,20,"1,817",20.2,0,1,1,0,0,0,6,0,0,0,0.6,0.6,2,53,6,0,0.05,0.05,0,0.05,0,0.03,0.03,0,0.03
230,Shelina Zadorsky,DF,Tottenham,27,1992,20,20,"1,800",20,0,1,1,0,0,0,0,0,0.2,0.2,0.1,0.4,5,50,1,0,0.05,0.05,0,0.05,0.01,0.01,0.02,0.01,0.02
231,Siri Worm,DF,Tottenham,28,1992,13,11,"1,024",11.4,2,3,5,2,0,0,2,0,0.4,0.4,1.2,1.7,6,23,24,0.18,0.26,0.44,0.18,0.44,0.04,0.11,0.15,0.04,0.15
232,Rachel Williams,"FW,MF",Tottenham,32,1988,12,6,541,6,0,0,0,0,0,0,0,0,0.8,0.8,0.5,1.3,11,15,24,0,0,0,0,0,0.14,0.09,0.22,0.14,0.22
233,Elish Sulola,MF,Tottenham,19,2001,2,0,28,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
234,Rebecca Spencer,GK,Tottenham,29,1991,16,16,"1,440",16,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
235,Cho So-hyun,MF,Tottenham,32,1988,7,5,383,4.3,0,0,0,0,0,0,1,0,0.1,0.1,0.1,0.2,1,19,16,0,0,0,0,0,0.02,0.03,0.05,0.02,0.05
236,Lucy Quinn,"FW,MF",Tottenham,26,1993,19,5,585,6.5,1,0,1,1,0,0,0,0,0.7,0.7,0.5,1.2,6,14,24,0.15,0,0.15,0.15,0.15,0.11,0.07,0.18,0.11,0.18
237,Ria Percival,"MF,DF",Tottenham,30,1989,16,16,"1,440",16,0,0,0,0,0,0,3,0,1.7,1.7,0.9,2.6,27,58,49,0,0,0,0,0,0.1,0.06,0.16,0.1,0.16
238,Chloe Peplow,MF,Tottenham,21,1998,4,2,156,1.7,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0,8,1,0,0,0,0,0,0.01,0.04,0.05,0.01,0.05
239,Ashleigh Neville,DF,Tottenham,27,1993,12,12,"1,012",11.2,2,0,2,2,0,0,4,0,1.5,1,0.5,1.5,20,44,20,0.18,0,0.18,0.18,0.18,0.13,0.04,0.17,0.09,0.13
240,Jessica Naz,FW,Tottenham,19,2000,10,4,418,4.6,0,0,0,0,0,0,0,0,0.2,0.2,0.2,0.3,12,15,35,0,0,0,0,0,0.04,0.03,0.08,0.04,0.08
241,Esther Morgan,DF,Tottenham,17,2002,8,7,645,7.2,0,0,0,0,0,0,0,0,0,0,0,0,3,13,10,0,0,0,0,0,0,0,0,0,0
242,Alex Morgan,FW,Tottenham,31,1989,4,3,240,2.7,2,0,2,0,2,2,0,0,1.7,0.1,0.6,0.7,5,6,17,0.75,0,0.75,0,0,0.64,0.23,0.87,0.05,0.28
243,Aurora Mikalsen,GK,Tottenham,24,1996,5,5,450,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
244,Abbie McManus,DF,Tottenham,27,1993,10,10,900,10,0,0,0,0,0,0,2,0,0,0,0.1,0.1,6,32,1,0,0,0,0,0,0,0.01,0.01,0,0.01
245,Lucía Marte,"FW,MF",Tottenham,22,1997,7,2,245,2.7,1,0,1,1,0,1,0,0,1,0.2,0.1,0.3,2,7,15,0.37,0,0.37,0.37,0.37,0.37,0.04,0.41,0.08,0.12
246,Alanna Kennedy,MF,Tottenham,25,1995,19,18,"1,570",17.4,1,0,1,1,0,0,3,0,1.3,1.3,0.3,1.6,3,58,19,0.06,0,0.06,0.06,0.06,0.08,0.01,0.09,0.08,0.09
247,Kerys Harrop,DF,Tottenham,29,1990,14,12,"1,092",12.1,1,0,1,1,0,0,6,0,0.2,0.2,0.2,0.5,7,40,24,0.08,0,0.08,0.08,0.08,0.02,0.02,0.04,0.02,0.04
248,Josephine Green,MF,Tottenham,27,1993,14,11,"1,003",11.1,0,0,0,0,0,0,4,0,0.4,0.4,0.1,0.5,2,26,11,0,0,0,0,0,0.04,0.01,0.05,0.04,0.05
249,Kit Graham,"MF,FW",Tottenham,24,1995,17,13,"1,104",12.3,1,1,2,1,0,0,0,0,1.4,1.4,1.8,3.2,26,47,49,0.08,0.08,0.16,0.08,0.16,0.12,0.15,0.26,0.12,0.26
250,Hannah Godfrey,DF,Tottenham,23,1997,5,5,450,5,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0,12,0,0,0,0,0,0,0,0.01,0.01,0,0.01
251,Anna Filbey,"DF,MF",Tottenham,20,1999,5,3,238,2.6,1,0,1,1,0,0,0,0,0.1,0.1,0,0.1,0,2,0,0.38,0,0.38,0.38,0.38,0.05,0,0.05,0.05,0.05
252,Rianna Dean,FW,Tottenham,21,1998,16,10,876,9.7,0,1,1,0,0,0,3,1,1,1,0.9,1.9,9,9,33,0,0.1,0.1,0,0.1,0.1,0.1,0.2,0.1,0.2
253,Gemma Davison,"FW,MF",Tottenham,33,1987,16,10,861,9.6,1,1,2,1,0,0,0,0,0.4,0.4,1.1,1.5,21,27,39,0.1,0.1,0.21,0.1,0.21,0.04,0.11,0.15,0.04,0.15
254,Rosella Ayane,"FW,MF",Tottenham,24,1996,19,10,"1,005",11.2,1,0,1,1,0,0,0,0,1.1,1.1,0.4,1.6,41,26,75,0.09,0,0.09,0.09,0.09,0.1,0.04,0.14,0.1,0.14
255,Angela Addison,FW,Tottenham,20,1999,21,15,"1,270",14.1,2,0,2,2,0,0,0,0,2.6,2.6,0.5,3.1,26,22,76,0.14,0,0.14,0.14,0.14,0.19,0.03,0.22,0.19,0.22
256,Laura Vetterlein,"DF,MF",West Ham,28,1992,17,16,"1,327",14.7,0,1,1,0,0,0,5,1,0.2,0.2,0.4,0.6,2,42,14,0,0.07,0.07,0,0.07,0.01,0.03,0.04,0.01,0.04
257,Martha Thomas,FW,West Ham,24,1996,16,14,"1,235",13.7,4,1,5,4,0,0,1,0,5,5,1.6,6.6,33,19,109,0.29,0.07,0.36,0.29,0.36,0.36,0.12,0.48,0.36,0.48
258,Kateřina Svitková,"DF,MF",West Ham,24,1996,15,13,"1,032",11.5,3,0,3,3,0,0,2,0,1.1,1.1,1.7,2.8,20,27,37,0.26,0,0.26,0.26,0.26,0.09,0.15,0.25,0.09,0.25
