Rk,Player,Pos,"Squad
▲",Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG_exp,npxG_exp,xAG_exp,npxG+xAG_exp,PrgC,PrgP,PrgR,Gls_p90,Ast_p90,G+A_p90,G-PK_p90,G+A-PK_p90,xG_p90,xAG_p90,xG+xAG_p90,npxG_p90,npxG+xAG_p90
23,Jennifer Beattie,DF,Arsenal,29,1991,8,7,589,6.5,2,0,2,2,0,0,1,0,0.8,0.8,0.1,0.9,3,41,1,0.31,0,0.31,0.31,0.31,0.13,0.01,0.13,0.13,0.13
24,Amy West,MF,Aston Villa,23,1997,6,2,215,2.4,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0
25,Lisa Weiß,GK,Aston Villa,32,1987,21,21,"1,890",21,0,1,1,0,0,0,2,0,0,0,0.1,0.1,1,0,0,0,0.05,0.05,0,0.05,0,0,0,0,0
26,Emily Syme,MF,Aston Villa,20,2000,15,1,273,3,0,0,0,0,0,0,0,0,0.1,0.1,0.2,0.3,8,10,4,0,0,0,0,0,0.02,0.08,0.09,0.02,0.09
27,Diana Silva,FW,Aston Villa,25,1995,14,4,523,5.8,1,0,1,1,0,0,1,0,0.6,0.6,0.3,0.9,13,7,42,0.17,0,0.17,0.17,0.17,0.11,0.06,0.16,0.11,0.16
28,Caroline Siems,DF,Aston Villa,21,1999,13,10,948,10.5,0,0,0,0,0,0,1,0,0.4,0.4,0.6,1,17,31,23,0,0,0,0,0,0.04,0.06,0.1,0.04,0.1
29,Sian Rogers,GK,Aston Villa,22,1998,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,Ramona Petzelberger,"MF,FW",Aston Villa,27,1992,11,9,788,8.8,3,0,3,3,0,0,1,0,1.4,1.4,0.6,2,8,29,28,0.34,0,0.34,0.34,0.34,0.16,0.07,0.23,0.16,0.23
31,Elisha N'Dow,DF,Aston Villa,23,1996,20,16,"1,571",17.5,0,1,1,0,0,0,5,0,0,0,0.2,0.2,7,22,5,0,0.06,0.06,0,0.06,0,0.01,0.01,0,0.01
32,Olivia McLoughlin,"MF,DF",Aston Villa,15,2004,8,7,608,6.8,0,0,0,0,0,0,1,0,0.1,0.1,0.2,0.3,0,12,5,0,0,0,0,0,0.01,0.04,0.05,0.01,0.05
33,Stine Larsen,FW,Aston Villa,24,1996,17,16,"1,452",16.1,1,0,1,0,1,1,2,0,3.4,2.6,0.8,3.4,22,19,72,0.06,0,0.06,0,0,0.21,0.05,0.26,0.16,0.21
34,Mana Iwabuchi,"MF,FW",Aston Villa,27,1993,13,11,981,10.9,2,1,3,2,0,0,1,0,1.2,1.2,0.9,2.2,20,36,35,0.18,0.09,0.28,0.18,0.28,0.11,0.09,0.2,0.11,0.2
35,Jodie Hutton,"DF,FW",Aston Villa,19,2001,17,12,"1,053",11.7,0,0,0,0,0,0,6,0,0.4,0.4,0.2,0.6,9,16,18,0,0,0,0,0,0.03,0.02,0.05,0.03,0.05
36,Sophie Haywood,"MF,DF",Aston Villa,24,1996,8,3,323,3.6,0,0,0,0,0,0,0,0,0.2,0.2,0,0.2,3,3,15,0,0,0,0,0,0.04,0,0.04,0.04,0.04
37,Shania Hayles,"FW,MF",Aston Villa,20,1999,19,13,955,10.6,2,1,3,2,0,0,0,0,1.9,1.9,1.4,3.3,22,21,53,0.19,0.09,0.28,0.19,0.28,0.17,0.13,0.31,0.17,0.31
38,Nadine Hanssen,"MF,FW",Aston Villa,26,1993,16,9,833,9.3,1,0,1,1,0,0,3,0,1.3,1.3,0.5,1.8,6,20,24,0.11,0,0.11,0.11,0.11,0.14,0.06,0.19,0.14,0.19
39,Natalie Haigh,DF,Aston Villa,20,1999,18,18,"1,570",17.4,1,1,2,1,0,0,0,0,0.1,0.1,0.5,0.6,2,20,3,0.06,0.06,0.11,0.06,0.11,0,0.03,0.03,0,0.03
40,Freya Gregory,"MF,DF",Aston Villa,17,2003,9,4,382,4.2,1,0,1,1,0,0,1,0,0.6,0.6,0.1,0.7,4,8,9,0.24,0,0.24,0.24,0.24,0.15,0.01,0.16,0.15,0.16
41,Ella Franklin-Fraiture,DF,Aston Villa,23,1997,10,10,848,9.4,0,0,0,0,0,0,0,0,0.2,0.2,0.1,0.3,10,25,18,0,0,0,0,0,0.02,0.02,0.03,0.02,0.03
42,Emma Follis,"FW,MF",Aston Villa,28,1992,15,9,732,8.1,0,3,3,0,0,0,0,0,0.6,0.6,1.1,1.7,21,26,58,0,0.37,0.37,0,0.37,0.07,0.14,0.21,0.07,0.21
43,Marisa Ewers,"MF,DF",Aston Villa,31,1989,19,16,"1,303",14.5,0,0,0,0,0,0,0,0,0.3,0.3,0.1,0.4,4,36,4,0,0,0,0,0,0.02,0.01,0.03,0.02,0.03
44,Anita Asante,"DF,MF",Aston Villa,35,1985,19,19,"1,659",18.4,1,0,1,1,0,0,1,0,0.2,0.2,0.2,0.4,3,34,2,0.05,0,0.05,0.05,0.05,0.01,0.01,0.02,0.01,0.02
45,Chloe Arthur,MF,Aston Villa,25,1995,17,15,"1,326",14.7,1,0,1,1,0,0,3,0,0.8,0.8,0.6,1.4,7,48,20,0.07,0,0.07,0.07,0.07,0.05,0.04,0.09,0.05,0.09
46,Asmita Ale,DF,Aston Villa,18,2001,18,16,"1,457",16.2,0,1,1,0,0,0,2,0,0.1,0.1,0.6,0.7,16,47,30,0,0.06,0.06,0,0.06,0,0.04,0.04,0,0.04
47,Lucy Whipp,MF,Birmingham City,24,1995,20,12,"1,248",13.9,0,0,0,0,0,0,1,0,0.1,0.1,0.2,0.3,3,28,11,0,0,0,0,0,0.01,0.01,0.02,0.01,0.02
48,Claudia Walker,FW,Birmingham City,24,1996,21,20,"1,825",20.3,5,0,5,5,0,1,0,0,2.9,2.2,0.7,2.8,25,21,104,0.25,0,0.25,0.25,0.25,0.14,0.03,0.18,0.11,0.14
49,Destiney Toussaint,"MF,FW",Birmingham City,,,6,1,74,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0
50,Harriet Scott,DF,Birmingham City,27,1993,20,20,"1,757",19.5,0,0,0,0,0,0,5,0,0.5,0.5,0.2,0.7,8,25,19,0,0,0,0,0,0.03,0.01,0.03,0.03,0.03
51,Connie Scofield,MF,Birmingham City,21,1999,8,6,571,6.3,0,2,2,0,0,0,2,0,0,0,0.7,0.7,2,12,14,0,0.32,0.32,0,0.32,0,0.11,0.11,0,0.11
52,Veatriki Sarri,"MF,FW",Birmingham City,22,1998,1,0,33,0.4,1,0,1,1,0,0,0,0,0,0,0,0,1,1,1,2.73,0,2.73,2.73,2.73,0.1,0,0.1,0.1,0.1
53,Emma Rose Kelly,"MF,DF",Birmingham City,23,1997,16,8,796,8.8,0,0,0,0,0,0,2,0,0.3,0.3,0.2,0.4,5,15,11,0,0,0,0,0,0.03,0.02,0.05,0.03,0.05
54,Jamie-Lee Napier,"MF,FW",Birmingham City,20,2000,19,17,"1,442",16,1,0,1,1,0,0,1,0,1.3,0.6,0.1,0.7,11,21,40,0.06,0,0.06,0.06,0.06,0.08,0.01,0.09,0.04,0.05
55,Christie Murray,MF,Birmingham City,30,1990,16,15,"1,395",15.5,2,0,2,1,1,1,1,0,1.4,0.6,0.6,1.2,4,48,6,0.13,0,0.13,0.06,0.06,0.09,0.04,0.13,0.04,0.08
56,Emily Murphy,FW,Birmingham City,17,2003,11,8,687,7.6,1,0,1,1,0,0,1,0,0.6,0.6,0.1,0.8,18,8,22,0.13,0,0.13,0.13,0.13,0.08,0.02,0.1,0.08,0.1
57,Chloe McCarron,MF,Birmingham City,22,1997,10,4,296,3.3,0,0,0,0,0,0,1,0,0.1,0.1,0.1,0.2,2,7,1,0,0,0,0,0,0.03,0.02,0.05,0.03,0.05
58,Sarah Mayling,"MF,DF",Birmingham City,23,1997,18,18,"1,564",17.4,0,4,4,0,0,0,2,0,0.3,0.3,2.4,2.7,13,38,41,0,0.23,0.23,0,0.23,0.02,0.14,0.16,0.02,0.16
59,Ruby Mace,"DF,MF",Birmingham City,16,2003,11,11,977,10.9,2,0,2,2,0,0,0,0,1.1,1.1,0,1.1,1,11,0,0.18,0,0.18,0.18,0.18,0.1,0,0.1,0.1,0.1
60,Ruesha Littlejohn,MF,Birmingham City,30,1990,11,11,888,9.9,0,0,0,0,0,0,6,0,0.7,0.7,0.1,0.7,4,17,14,0,0,0,0,0,0.07,0.01,0.07,0.07,0.07
61,Gemma Lawley,DF,Birmingham City,19,2001,5,2,201,2.2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
62,Rebecca Holloway,DF,Birmingham City,24,1995,21,20,"1,811",20.1,0,0,0,0,0,0,3,0,0,0,0.2,0.2,21,31,29,0,0,0,0,0,0,0.01,0.01,0,0.01
63,Hannah Hampton,GK,Birmingham City,19,2000,21,21,"1,890",21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64,Mollie Green,MF,Birmingham City,22,1997,17,11,956,10.6,1,1,2,1,0,0,0,0,1.2,1.2,0.2,1.4,3,19,11,0.09,0.09,0.19,0.09,0.19,0.11,0.02,0.13,0.11,0.13
65,Abbi Grant,MF,Birmingham City,24,1995,2,0,38,0.4,0,0,0,0,0,0,2,1,0.3,0.3,0,0.3,0,0,4,0,0,0,0,0,0.61,0,0.61,0.61,0.61
66,Rachel Corsie,DF,Birmingham City,30,1989,7,7,630,7,1,0,1,1,0,0,1,0,0.3,0.3,0,0.3,1,11,0,0.14,0,0.14,0.14,0.14,0.04,0,0.04,0.04,0.04
67,Georgia Brougham,DF,Birmingham City,24,1996,19,19,"1,710",19,0,0,0,0,0,0,0,0,0.1,0.1,0.2,0.3,4,21,2,0,0,0,0,0,0.01,0.01,0.02,0.01,0.02
68,Victoria Williams,DF,Brighton,30,1990,17,15,"1,354",15,0,0,0,0,0,0,1,0,0.6,0.6,0.2,0.7,6,28,6,0,0,0,0,0,0.04,0.01,0.05,0.04,0.05
69,Aileen Whelan,"FW,MF",Brighton,28,1991,22,22,"1,966",21.8,4,0,4,4,0,0,0,0,3,3,1.2,4.1,22,59,72,0.18,0,0.18,0.18,0.18,0.14,0.05,0.19,0.14,0.19
70,Megan Walsh,GK,Brighton,25,1994,15,15,"1,350",15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71,Maisie Symonds,"MF,FW",Brighton,17,2003,2,0,28,0.3,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0,1,1,0,0,0,0,0,0,0.22,0.22,0,0.22
72,Rebekah Stott,DF,Brighton,27,1993,7,5,419,4.7,0,0,0,0,0,0,0,0,0.2,0.2,0.1,0.3,3,24,0,0,0,0,0,0,0.05,0.02,0.06,0.05,0.06
73,Emily Simpkins,"MF,FW",Brighton,30,1990,14,7,531,5.9,0,0,0,0,0,0,1,0,0.4,0.4,0,0.4,5,17,11,0,0,0,0,0,0.07,0,0.07,0.07,0.07
74,Bethan Roe,DF,Brighton,20,1999,3,2,218,2.4,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,2,11,13,0,0,0,0,0,0.03,0.04,0.07,0.03,0.07
75,Katie Robinson,FW,Brighton,17,2002,1,1,65,0.7,0,0,0,0,0,0,0,0,0,0,0,0,1,3,5,0,0,0,0,0,0,0,0,0,0
76,Denise O'Sullivan,"MF,FW",Brighton,26,1994,9,8,761,8.5,0,0,0,0,0,0,0,0,0.5,0.5,0.5,1.1,6,36,19,0,0,0,0,0,0.06,0.06,0.13,0.06,0.13
77,Maya Le Tissier,DF,Brighton,18,2002,22,22,"1,977",22,1,0,1,1,0,0,3,0,0.6,0.6,0.4,1,15,77,34,0.05,0,0.05,0.05,0.05,0.03,0.02,0.04,0.03,0.04
78,Emma Koivisto,"DF,MF",Brighton,25,1994,9,9,765,8.5,0,0,0,0,0,0,1,0,0.6,0.6,0.7,1.3,6,34,21,0,0,0,0,0,0.07,0.08,0.15,0.07,0.15
79,Danique Kerkdijk,DF,Brighton,24,1996,19,16,"1,516",16.8,0,0,0,0,0,0,5,0,0,0,0,0,1,37,0,0,0,0,0,0,0,0,0,0,0
80,Inessa Kaagman,"MF,FW",Brighton,24,1996,22,22,"1,896",21.1,8,1,9,4,4,4,0,0,5.1,2,1.7,3.7,16,62,83,0.38,0.05,0.43,0.19,0.24,0.24,0.08,0.32,0.09,0.17
81,Rianna Jarrett,FW,Brighton,21,1999,16,8,735,8.2,2,0,2,2,0,0,0,0,1.1,1.1,0.6,1.7,12,15,54,0.24,0,0.24,0.24,0.24,0.14,0.07,0.21,0.14,0.21
82,Nora Heroum,"FW,MF",Brighton,26,1994,11,5,450,5,0,0,0,0,0,0,1,0,1,1,0.1,1.1,0,8,15,0,0,0,0,0,0.21,0.01,0.22,0.21,0.22
83,Kayleigh Green,"FW,MF",Brighton,32,1988,16,13,"1,167",13,0,1,1,0,0,0,4,1,0.8,0.8,0.5,1.3,14,32,70,0,0.08,0.08,0,0.08,0.06,0.04,0.1,0.06,0.1
84,Felicity Gibbons,DF,Brighton,26,1994,13,12,"1,086",12.1,0,2,2,0,0,0,0,0,0.3,0.3,0.7,1,7,33,27,0,0.17,0.17,0,0.17,0.02,0.06,0.08,0.02,0.08
85,Lee Geum-min,FW,Brighton,26,1994,17,12,"1,032",11.5,3,0,3,3,0,0,2,0,1.5,1.5,0.6,2.1,12,27,69,0.26,0,0.26,0.26,0.26,0.13,0.05,0.18,0.13,0.18
86,Cecilie Fiskerstrand,GK,Brighton,24,1996,7,7,630,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87,Megan Connolly,"MF,DF",Brighton,23,1997,15,14,"1,233",13.7,2,2,4,2,0,0,2,0,0.8,0.8,1.5,2.3,7,40,20,0.15,0.15,0.29,0.15,0.29,0.06,0.11,0.16,0.06,0.16
88,Danielle Buet,"MF,DF",Brighton,31,1988,13,12,"1,039",11.5,0,0,0,0,0,0,3,0,0.5,0.5,0.8,1.3,3,33,8,0,0,0,0,0,0.04,0.07,0.11,0.04,0.11
89,Ellie Brazil,"FW,MF",Brighton,21,1999,15,13,"1,221",13.6,0,1,1,0,0,0,1,0,0.9,0.9,0.8,1.7,27,33,78,0,0.07,0.07,0,0.07,0.07,0.06,0.13,0.07,0.13
90,Kirsty Barton,DF,Brighton,28,1992,3,1,81,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
91,Libby Bance,"MF,FW",Brighton,17,2003,10,1,237,2.6,0,0,0,0,0,0,1,0,0,0,0,0,1,4,1,0,0,0,0,0,0.01,0,0.01,0.01,0.01
92,Jessica Wooley,FW,Bristol City,19,2001,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93,Georgia Wilson,MF,Bristol City,18,2002,2,0,22,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94,Charlie Wellings,"MF,FW",Bristol City,22,1998,20,17,"1,459",16.2,2,1,3,2,0,0,2,0,2.4,2.4,1.3,3.7,9,22,69,0.12,0.06,0.19,0.12,0.19,0.15,0.08,0.23,0.15,0.23
95,Kiera Skeels,"DF,MF",Bristol City,19,2001,10,9,823,9.1,0,0,0,0,0,0,1,0,0.1,0.1,0,0.2,1,18,2,0,0,0,0,0,0.01,0,0.02,0.01,0.02
96,Meaghan Sargeant,DF,Bristol City,26,1994,3,3,249,2.8,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,0,4,0,0,0,0,0,0,0.04,0,0.04,0.04,0.04
97,Ebony Salmon,"FW,MF",Bristol City,19,2001,20,15,"1,516",16.8,6,1,7,5,1,1,1,0,6.3,5.5,0.9,6.3,49,15,78,0.36,0.06,0.42,0.3,0.36,0.37,0.05,0.42,0.33,0.38
98,Laura Rafferty,"DF,MF",Bristol City,24,1996,13,6,587,6.5,0,1,1,0,0,0,1,0,0,0,0,0,0,9,1,0,0.15,0.15,0,0.15,0,0,0.01,0,0.01
99,Jemma Purfield,DF,Bristol City,23,1997,21,21,"1,890",21,1,1,2,1,0,0,2,0,0.4,0.4,1.4,1.7,26,52,32,0.05,0.05,0.1,0.05,0.1,0.02,0.07,0.08,0.02,0.08
100,Molly Pike,MF,Bristol City,19,2001,11,11,990,11,0,0,0,0,0,0,0,0,0.9,0.9,0.5,1.3,8,28,21,0,0,0,0,0,0.08,0.04,0.12,0.08,0.12
101,Aimee Palmer,"MF,DF",Bristol City,20,2000,15,11,868,9.6,0,0,0,0,0,0,1,0,0.2,0.2,0.1,0.3,2,24,4,0,0,0,0,0,0.02,0.01,0.03,0.02,0.03
102,Jasmine Matthews,"DF,MF",Bristol City,27,1993,10,9,800,8.9,0,1,1,0,0,0,1,0,0.2,0.2,0.4,0.5,2,15,3,0,0.11,0.11,0,0.11,0.02,0.04,0.06,0.02,0.06
103,Ella Mastrantonio,MF,Bristol City,28,1992,15,10,921,10.2,1,2,3,1,0,0,1,0,0.3,0.3,0.4,0.7,2,32,6,0.1,0.2,0.29,0.1,0.29,0.03,0.04,0.07,0.03,0.07
104,Chloe Logarzo,"MF,FW",Bristol City,25,1994,8,7,585,6.5,1,0,1,0,1,1,0,0,0.9,0.1,0.4,0.5,5,7,12,0.15,0,0.15,0,0,0.14,0.06,0.2,0.02,0.08
105,Naomi Layzell,DF,Bristol City,16,2004,7,4,380,4.2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
106,Ellen Jones,MF,Bristol City,17,2002,5,1,94,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0.05,0,0.05,0.05,0.05
107,Carla Humphrey,MF,Bristol City,23,1996,21,20,"1,636",18.2,0,0,0,0,0,0,0,0,0.7,0.7,0.5,1.2,9,46,26,0,0,0,0,0,0.04,0.03,0.07,0.04,0.07
108,Abigail Harrison,"FW,MF",Bristol City,22,1997,20,8,869,9.7,2,2,4,2,0,0,0,0,1.1,1.1,0.6,1.7,15,12,50,0.21,0.21,0.41,0.21,0.41,0.12,0.06,0.18,0.12,0.18
109,Benedicte Håland,GK,Bristol City,22,1998,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,Gemma Evans,DF,Bristol City,23,1996,20,20,"1,800",20,1,1,2,1,0,0,2,0,0.2,0.2,0.3,0.5,5,22,4,0.05,0.05,0.1,0.05,0.1,0.01,0.01,0.03,0.01,0.03
111,Yana Daniels,"MF,FW",Bristol City,28,1992,22,19,"1,713",19,1,1,2,1,0,0,3,0,0.6,0.6,1.2,1.8,18,41,40,0.05,0.05,0.11,0.05,0.11,0.03,0.06,0.09,0.03,0.09
112,Faye Bryson,DF,Bristol City,23,1997,15,7,717,8,1,0,1,1,0,0,4,0,0.4,0.4,0.6,0.9,9,19,11,0.13,0,0.13,0.13,0.13,0.05,0.07,0.12,0.05,0.12
113,Emma Bissell,"MF,FW",Bristol City,18,2001,18,8,794,8.8,1,0,1,1,0,0,0,0,0.7,0.7,0.2,0.9,8,5,24,0.11,0,0.11,0.11,0.11,0.08,0.02,0.1,0.08,0.1
114,Sophie Baggaley,GK,Bristol City,23,1996,21,21,"1,890",21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
115,Flo Allen,DF,Bristol City,20,1999,16,14,"1,086",12.1,0,0,0,0,0,0,0,0,0,0,0.3,0.4,6,23,10,0,0,0,0,0,0,0.03,0.03,0,0.03
116,Maria Thorisdottir,DF,Chelsea,27,1993,2,1,81,0.9,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,1,7,9,0,0,0,0,0,0.06,0.04,0.1,0.06,0.1
117,Carly Telford,GK,Chelsea,33,1987,3,3,270,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
118,Drew Spence,MF,Chelsea,27,1992,8,2,249,2.8,0,0,0,0,0,0,1,0,0.3,0.3,0.1,0.4,2,19,7,0,0,0,0,0,0.12,0.03,0.15,0.12,0.15
119,Ji So-yun,MF,Chelsea,29,1991,19,16,"1,307",14.5,2,1,3,2,0,0,2,0,1.5,1.5,2.8,4.2,27,138,52,0.14,0.07,0.21,0.14,0.21,0.1,0.19,0.29,0.1,0.29
120,Guro Reiten,"FW,MF",Chelsea,26,1994,19,9,890,9.9,1,3,4,1,0,0,1,0,1.7,1.7,3.4,5,16,49,83,0.1,0.3,0.4,0.1,0.4,0.17,0.34,0.51,0.17,0.51
121,Zećira Mušović,GK,Chelsea,24,1996,2,2,180,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
122,Maren Mjelde,DF,Chelsea,30,1989,15,14,"1,214",13.5,2,1,3,0,2,2,1,0,1.8,0.2,1.8,2.1,22,72,43,0.15,0.07,0.22,0,0.07,0.13,0.14,0.27,0.02,0.15
123,Melanie Leupolz,MF,Chelsea,26,1994,19,17,"1,427",15.9,5,1,6,4,1,2,2,0,3.3,1.7,0.6,2.3,8,79,29,0.32,0.06,0.38,0.25,0.32,0.21,0.03,0.24,0.11,0.15
124,Fran Kirby,"FW,MF",Chelsea,27,1993,18,16,"1,378",15.3,16,11,27,16,0,0,0,0,7.1,7.1,7.2,14.3,50,71,195,1.04,0.72,1.76,1.04,1.76,0.46,0.47,0.93,0.46,0.93
125,Sam Kerr,FW,Chelsea,26,1993,22,19,"1,517",16.9,21,8,29,21,0,0,0,0,17.4,17.4,6.4,23.8,44,52,192,1.25,0.47,1.72,1.25,1.72,1.03,0.38,1.41,1.03,1.41
126,Sophie Ingle,"MF,DF",Chelsea,28,1991,18,13,"1,226",13.6,0,1,1,0,0,0,0,0,0.7,0.7,0.6,1.3,4,103,12,0,0.07,0.07,0,0.07,0.05,0.04,0.09,0.05,0.09
127,Pernille Harder,"MF,FW",Chelsea,27,1992,22,15,"1,286",14.3,10,3,13,9,1,1,0,0,7.3,6.5,2.8,9.3,58,81,118,0.7,0.21,0.91,0.63,0.84,0.51,0.19,0.71,0.46,0.65
128,Jorja Fox,DF,Chelsea,16,2003,1,0,7,0.1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
129,Jessie Fleming,"MF,FW",Chelsea,22,1998,14,3,443,4.9,0,0,0,0,0,0,0,0,0.2,0.2,0.5,0.7,6,22,38,0,0,0,0,0,0.05,0.1,0.14,0.05,0.14
