Rk,Player,Pos,Squad,Age,Born,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att_T/O,Succ_T/O,Succ%_T/O,Tkld_T/O,Tkld%_T/O,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,"PrgR
▼"
134,Jess Carter,DF,Chelsea,22,1997,3.6,257,10,90,95,73,1,257,5,1,20,4,80,116,438,220,3,5,1,7,0,145,22
135,Millie Bright,DF,Chelsea,26,1993,20.2,1738,121,876,821,50,7,1738,8,4,50,4,50,1089,5094,2642,9,6,1,7,1,1258,2
136,Hannah Blundell,DF,Chelsea,26,1994,5.2,455,4,99,221,139,9,455,6,3,50,3,50,236,1079,587,14,16,1,9,4,289,37
137,Ann-Katrin Berger,GK,Chelsea,29,1990,17,656,526,653,3,0,0,656,0,0,,0,,389,1965,1160,0,2,1,0,1,354,0
138,Agnes Beever-Jones,FW,Chelsea,17,2003,0.3,9,0,1,2,6,3,9,1,0,0,1,100,1,9,0,0,0,0,0,0,5,3
139,Jonna Andersson,DF,Chelsea,27,1993,17.4,1219,27,346,514,369,10,1219,6,3,50,3,50,537,2494,1110,22,22,3,31,12,651,94
140,Danielle Turner,DF,Everton,29,1991,12.5,866,25,321,377,170,7,866,5,2,40,3,60,283,1314,658,13,7,1,15,9,424,29
141,Nicoline Sørensen,FW,Everton,22,1997,14.6,653,11,75,256,327,42,653,41,20,48.8,21,51.2,374,2711,1173,59,28,16,38,21,448,128
142,Abbey-Leigh Stringer,"MF,DF",Everton,25,1995,7.7,417,17,133,215,74,6,417,5,3,60,2,40,190,757,261,5,6,1,8,9,270,8
143,Rikke Sevecke,DF,Everton,24,1996,18.5,1413,212,945,435,43,14,1413,7,6,85.7,1,14.3,745,2957,1634,2,2,0,10,4,933,0
144,Jill Scott,MF,Everton,33,1987,10.8,623,17,147,337,147,15,623,13,8,61.5,5,38.5,289,1460,595,20,9,2,23,18,398,31
145,Hayley Raso,"FW,DF",Everton,25,1994,15.9,699,10,124,275,312,55,699,27,13,48.1,14,51.9,417,2545,1262,50,32,17,48,39,458,109
146,Molly Pike,"FW,DF",Everton,19,2001,0.7,39,1,9,19,11,0,39,0,0,,0,,17,49,21,0,0,0,2,2,21,5
147,Poppy Pattinson,"DF,MF",Everton,20,2000,8.3,507,28,185,210,115,1,507,8,4,50,4,50,204,884,435,11,9,1,8,5,258,15
148,Ingrid Moe Wold,DF,Everton,30,1990,19.1,1268,43,444,535,299,16,1268,12,10,83.3,2,16.7,471,2465,1292,28,20,6,13,9,615,57
149,Simone Magill,"FW,MF",Everton,25,1994,7.6,259,3,21,98,143,23,259,8,5,62.5,3,37.5,133,626,237,8,4,4,26,13,175,38
150,Sandy MacIver,GK,Everton,22,1998,17.2,845,609,838,7,0,0,845,0,0,,0,,503,2733,1739,0,0,0,0,1,488,0
151,Alisha Lehmann,FW,Everton,21,1999,3.9,165,1,15,63,91,8,165,13,2,15.4,11,84.6,114,608,282,8,4,5,18,11,124,35
152,Tinja-Riikka Korpela,GK,Everton,34,1986,4.8,246,162,245,1,0,0,246,0,0,,0,,150,725,436,0,0,0,0,0,164,0
153,Lucy Graham,"MF,FW",Everton,23,1996,13.9,578,25,116,298,174,25,576,16,7,43.8,9,56.3,290,1377,564,15,10,0,29,22,390,47
154,Gabrielle George,DF,Everton,23,1997,4.5,306,33,192,95,22,3,306,4,3,75,1,25,145,633,385,3,5,0,6,1,186,2
155,Valérie Gauvin,FW,Everton,24,1996,9,236,3,13,109,116,44,234,5,4,80,1,20,140,505,116,6,4,4,33,23,183,35
156,Megan Finnigan,DF,Everton,22,1998,21.5,1447,203,984,440,27,12,1447,8,7,87.5,1,12.5,867,4161,2548,3,3,0,13,4,1038,1
157,Claire Emslie,FW,Everton,26,1994,14.3,544,8,49,226,274,39,544,20,12,60,7,35,300,2091,1126,42,22,11,37,26,361,96
158,Damaris Egurrola,"MF,DF",Everton,20,1999,5.8,311,41,161,122,30,9,311,2,2,100,0,0,145,617,306,1,0,0,3,8,178,3
159,Grace Clinton,"MF,FW",Everton,17,2003,2.2,91,0,6,49,37,7,91,3,2,66.7,1,33.3,52,240,91,3,0,0,4,5,68,14
160,Maéva Clemaron,MF,Everton,27,1992,6,325,18,100,187,40,4,325,7,5,71.4,2,28.6,147,486,130,3,6,1,5,4,182,5
161,Izzy Christiansen,MF,Everton,28,1991,21.3,1391,22,262,722,420,38,1389,10,5,50,5,50,569,1934,783,10,15,3,27,14,849,64
162,Chantelle Boye-Hlorkah,"FW,MF",Everton,24,1995,1.9,53,0,10,24,21,3,53,7,2,28.6,5,71.4,38,222,75,2,4,1,0,6,42,12
163,Alicia Window,FW,Manchester City,,,0.1,5,0,0,2,3,0,5,0,0,,0,,3,6,0,0,0,0,1,1,3,1
164,Ellen White,FW,Manchester City,31,1989,17,517,3,20,190,309,107,517,10,6,60,4,40,247,850,337,12,4,7,36,22,378,86
165,Caroline Weir,MF,Manchester City,25,1995,16,942,7,91,376,488,66,941,34,26,76.5,8,23.5,508,2846,1143,40,24,13,41,32,692,118
166,Keira Walsh,MF,Manchester City,23,1997,19.7,1485,31,291,919,288,5,1485,15,13,86.7,2,13.3,702,2679,1219,9,21,0,26,20,1137,33
167,Demi Stokes,DF,Manchester City,28,1991,8.1,637,17,187,291,165,12,637,15,8,53.3,6,40,307,2100,1229,22,18,3,7,11,381,17
168,Georgia Stanway,"FW,MF",Manchester City,21,1999,16.5,1010,9,117,445,460,64,1010,53,30,56.6,22,41.5,522,2731,1180,39,29,12,36,26,722,99
169,Jill Scott,MF,Manchester City,33,1987,3,174,1,29,64,82,16,174,4,2,50,2,50,106,323,162,4,4,2,8,7,123,14
170,Ellie Roebuck,GK,Manchester City,20,1999,20,818,633,818,0,0,0,818,1,1,100,0,0,514,2199,1130,0,0,0,0,1,545,0
171,Jessica Park,FW,Manchester City,18,2001,2,82,0,10,26,48,9,82,3,2,66.7,1,33.3,52,430,154,9,1,7,4,3,56,18
172,Esme Morgan,DF,Manchester City,19,2000,10.4,1008,17,282,573,157,5,1008,12,7,58.3,5,41.7,479,2346,1266,10,8,0,7,7,703,14
173,Sam Mewis,MF,Manchester City,27,1992,12.7,655,15,78,282,304,78,654,21,16,76.2,5,23.8,313,2045,1098,38,14,19,19,23,480,71
174,Aoife Mannion,"DF,FW",Manchester City,24,1995,1.4,154,11,80,60,14,1,154,1,0,0,1,100,97,587,332,0,1,0,1,1,124,3
175,Rose Lavelle,"FW,MF",Manchester City,25,1995,5.2,363,4,30,142,194,38,362,23,9,39.1,14,60.9,209,1099,465,19,8,8,23,15,276,45
176,Chloe Kelly,FW,Manchester City,22,1998,18.9,920,5,54,222,656,123,918,68,43,63.2,25,36.8,513,3450,1743,88,34,49,44,40,643,249
177,Steph Houghton,DF,Manchester City,32,1988,15.7,1425,141,723,651,55,26,1425,6,5,83.3,1,16.7,875,4539,2906,18,2,0,12,3,1119,6
178,Lauren Hemp,FW,Manchester City,19,2000,11.7,579,2,55,144,393,81,579,32,20,62.5,12,37.5,376,2850,1431,61,17,25,26,27,434,157
179,Alex Greenwood,DF,Manchester City,26,1993,17.3,1835,87,650,862,336,14,1835,22,15,68.2,6,27.3,925,4578,2589,21,19,3,11,9,1220,25
180,Millie Davies,"FW,DF",Manchester City,17,2003,0.5,43,0,1,22,20,2,43,1,1,100,0,0,22,76,52,1,0,1,1,0,35,7
181,Abby Dahlkemper,DF,Manchester City,27,1993,7.2,625,42,333,285,9,2,625,0,0,,0,,406,2205,1601,4,5,0,3,1,503,1
182,Laura Coombs,MF,Manchester City,29,1991,7,475,5,41,251,186,18,475,6,4,66.7,2,33.3,244,954,352,5,9,0,6,8,380,25
183,Lucy Bronze,DF,Manchester City,28,1991,16.9,1636,32,371,762,523,54,1636,42,26,61.9,16,38.1,776,4924,2484,68,42,12,30,14,1010,86
184,Gemma Bonner,DF,Manchester City,29,1991,5.5,472,55,284,180,9,5,472,0,0,,0,,245,1192,681,1,0,0,1,1,354,1
185,Karima Benameur,GK,Manchester City,31,1989,1,31,26,31,0,0,0,31,0,0,,0,,18,53,45,0,0,0,0,0,21,0
186,Janine Beckie,"FW,DF",Manchester City,25,1994,7,448,4,41,142,268,42,448,18,5,27.8,13,72.2,241,1371,630,22,7,12,15,7,317,82
187,Karen Bardsley,GK,Manchester City,35,1984,1,26,16,26,0,0,0,26,0,0,,0,,20,98,62,0,0,0,0,0,18,0
188,Katie Zelem,MF,Manchester Utd,24,1996,14.1,1059,26,220,610,233,12,1059,20,14,70,5,25,475,1851,656,3,11,2,13,14,658,25
189,Millie Turner,DF,Manchester Utd,24,1996,22,1452,170,878,517,61,32,1452,5,5,100,0,0,787,3416,2061,7,4,2,3,4,937,5
190,Amy Turner,DF,Manchester Utd,29,1991,19.4,1070,114,631,408,38,10,1070,0,0,,0,,526,2246,1259,5,8,0,6,5,621,1
191,Ella Toone,"MF,FW",Manchester Utd,20,1999,19.7,995,9,85,423,500,75,993,34,21,61.8,13,38.2,526,2518,1023,33,25,15,48,20,735,140
192,Maria Thorisdottir,DF,Manchester Utd,27,1993,4.2,303,8,112,156,39,6,303,7,5,71.4,2,28.6,131,536,304,4,3,1,2,2,157,5
193,Lucy Staniforth,"MF,FW",Manchester Utd,27,1992,7.4,426,7,63,202,169,12,426,12,5,41.7,7,58.3,193,810,277,8,7,3,15,9,284,33
194,Kirsty Smith,DF,Manchester Utd,26,1994,11.7,722,29,212,305,209,5,722,15,5,33.3,10,66.7,272,1246,537,10,10,3,15,7,347,40
195,Jessica Sigsworth,"FW,MF",Manchester Utd,25,1994,6.4,205,5,17,64,126,36,205,7,4,57.1,3,42.9,107,702,253,11,8,7,12,8,136,39
196,Alessia Russo,FW,Manchester Utd,21,1999,3.1,106,0,5,41,61,19,106,10,7,70,3,30,71,439,201,11,2,6,9,12,78,22
197,Jane Ross,"FW,MF",Manchester Utd,30,1989,3.9,117,4,6,52,59,12,117,3,2,66.7,1,33.3,61,301,125,5,1,2,11,3,86,20
198,Christen Press,FW,Manchester Utd,31,1988,10.6,361,7,25,158,185,63,361,32,17,53.1,15,46.9,199,1402,553,20,12,10,35,21,247,59
199,Lotta Ökvist,DF,Manchester Utd,23,1997,1.3,75,2,37,24,14,0,75,4,0,0,4,100,23,98,15,0,1,0,2,1,23,0
200,Abbie McManus,DF,Manchester Utd,27,1993,4.5,301,39,202,100,1,0,301,0,0,,0,,192,727,445,0,0,0,1,0,193,0
201,Hayley Ladd,MF,Manchester Utd,26,1993,12.3,589,20,147,354,95,11,589,3,1,33.3,2,66.7,303,1014,379,4,7,0,10,13,343,11
202,Carrie Jones,"DF,FW",Manchester Utd,16,2003,0.1,9,0,1,4,4,1,9,0,0,,0,,2,2,0,0,0,0,2,0,4,2
203,Lauren James,FW,Manchester Utd,18,2001,4.8,191,0,14,63,118,17,191,18,9,50,9,50,144,1190,531,22,12,7,10,11,153,43
204,Tobin Heath,FW,Manchester Utd,32,1988,6.4,299,3,30,79,192,29,299,11,6,54.5,5,45.5,142,870,518,16,11,9,6,8,179,56
205,Martha Harris,DF,Manchester Utd,25,1994,3.9,274,5,64,127,86,4,274,3,1,33.3,2,66.7,124,451,155,7,3,3,3,8,140,16
206,Kirsty Hanson,FW,Manchester Utd,22,1998,12,524,6,48,164,318,65,524,42,23,54.8,19,45.2,312,2224,1039,61,9,24,48,27,325,126
207,Jackie Groenen,MF,Manchester Utd,25,1994,18.1,858,20,141,487,241,22,858,15,9,60,6,40,478,2364,832,21,15,3,32,27,546,67
208,Leah Galton,"FW,DF",Manchester Utd,26,1994,14.7,654,17,114,209,340,77,654,32,13,40.6,19,59.4,356,2445,1359,47,15,24,22,20,404,127
209,Ivana Fuso,"FW,MF",Manchester Utd,19,2001,1.1,36,0,2,16,19,3,36,2,2,100,0,0,25,159,79,3,4,2,5,4,29,10
210,Mary Earps,GK,Manchester Utd,27,1993,22,817,643,813,4,0,0,817,0,0,,0,,432,1891,1122,0,1,0,1,0,455,0
211,Ona Batlle,DF,Manchester Utd,21,1999,18.1,1395,38,384,661,368,14,1395,42,25,59.5,17,40.5,604,3148,1799,42,28,7,24,27,701,63
212,Lily Woodham,DF,Reading,19,2000,10,565,23,186,260,127,11,565,11,9,81.8,2,18.2,215,1197,638,21,15,4,16,11,257,38
213,Fara Williams,"MF,FW",Reading,36,1984,12.1,617,24,126,325,172,10,615,8,7,87.5,1,12.5,330,1255,597,5,6,1,11,14,402,33
214,Rachel Rowe,MF,Reading,27,1992,13.7,681,20,131,312,250,41,681,30,16,53.3,14,46.7,363,2175,914,32,17,19,38,27,433,75
215,Beth Roberts,DF,Reading,17,2003,3.6,200,14,85,86,31,1,200,3,1,33.3,2,66.7,102,336,141,1,0,1,5,6,108,6
216,Grace Moloney,GK,Reading,27,1993,22,960,792,950,9,1,0,960,0,0,,0,,441,2193,1374,0,0,0,0,0,403,0
217,Emma Mitchell,DF,Reading,27,1992,13.4,925,46,312,401,220,7,925,25,16,64,9,36,343,1656,838,14,12,3,14,8,428,36
218,Kristine Leine,DF,Reading,24,1996,13.1,756,57,345,304,111,9,756,4,2,50,2,50,270,1245,736,12,4,2,10,6,336,23
219,Angharad James,MF,Reading,26,1994,22,1183,48,353,618,224,22,1183,7,4,57.1,3,42.9,547,2303,898,12,9,1,30,21,699,38
220,Emma Harries,FW,Reading,18,2002,7.5,151,4,12,59,81,25,151,8,1,12.5,6,75,88,490,105,4,5,3,19,15,104,24
221,Natasha Harding,"FW,DF",Reading,31,1989,21.3,813,49,203,334,283,44,813,16,7,43.8,9,56.3,332,1409,684,18,15,6,46,26,427,107
222,Jeon Ga-eul,"MF,FW",Reading,31,1988,1,43,0,7,21,15,3,43,4,2,50,2,50,25,178,29,2,0,1,1,3,24,2
223,Jess Fishlock,MF,Reading,33,1987,17.8,938,63,259,482,217,29,938,16,8,50,8,50,389,2166,1056,21,19,6,39,19,519,46
224,Amalie Eikeland,"MF,FW",Reading,24,1995,17.5,590,5,77,240,277,72,590,20,7,35,13,65,295,1701,699,30,15,8,63,33,362,92
225,Deanna Cooper,DF,Reading,27,1993,19.3,1136,152,690,432,26,9,1136,4,4,100,0,0,518,2475,1416,6,5,0,10,4,653,0
226,Brooke Chaplen,"MF,FW",Reading,31,1989,5.3,173,1,12,73,90,15,173,5,2,40,3,60,106,592,280,11,6,2,9,10,123,32
227,Danielle Carter,FW,Reading,27,1993,14.5,523,7,47,180,305,78,523,34,14,41.2,20,58.8,356,1791,746,29,20,14,51,40,390,114
228,Lauren Bruton,"FW,MF",Reading,27,1992,8,277,5,28,108,146,35,277,11,7,63.6,4,36.4,148,671,259,10,9,1,35,17,183,49
229,Molly Bartrip,DF,Reading,24,1996,20.2,1220,176,782,409,33,3,1220,1,1,100,0,0,590,2182,1110,2,2,0,10,5,723,6
230,Shelina Zadorsky,DF,Tottenham,27,1992,20,1117,166,732,358,36,8,1117,4,1,25,2,50,585,3328,1866,5,6,0,11,6,689,1
231,Siri Worm,DF,Tottenham,28,1992,11.4,725,28,288,294,154,1,725,10,5,50,5,50,237,975,377,6,6,2,12,6,347,24
232,Rachel Williams,"FW,MF",Tottenham,32,1988,6,224,11,21,122,85,18,224,11,7,63.6,4,36.4,121,809,294,11,6,4,22,11,143,24
233,Elish Sulola,MF,Tottenham,19,2001,0.3,7,1,1,1,5,0,7,0,0,,0,,7,23,0,0,1,0,4,3,9,2
234,Rebecca Spencer,GK,Tottenham,29,1991,16,689,604,679,5,6,1,689,2,2,100,0,0,312,1589,1013,1,1,1,0,1,347,0
235,Cho So-hyun,MF,Tottenham,32,1988,4.3,196,9,46,97,54,4,196,7,2,28.6,5,71.4,91,404,126,1,3,1,1,6,114,16
