Rk,Player,Pos,Squad,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%
220,Sanne Troelsgaard Nielsen,MF,Reading,32,1988,9.9,2,0,0,21,7,3,1,13,13,0,0,0,50,3,3,50
221,Rhiannon Stewart,GK,Reading,,,2.5,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,
222,Rachel Rowe,"MF,FW",Reading,28,1992,10.5,1,0,0,12,16,3,19,13,17,0,0,0,60,3,11,21.4
223,Deanne Rose,"FW,MF",Reading,22,1999,18.6,1,0,0,20,23,3,39,6,15,0,0,0,65,2,8,20
224,Beth Roberts,"DF,FW",Reading,18,2003,0.8,0,0,0,1,0,0,0,1,0,0,0,0,3,0,0,
225,Tia Primmer,"MF,FW",Reading,17,2004,2.4,2,0,0,8,1,0,2,4,3,0,0,0,15,1,1,50
226,Chloe Peplow,"MF,DF",Reading,22,1998,8.8,0,0,0,12,13,0,0,19,12,0,1,0,73,6,4,60
227,Grace Moloney,GK,Reading,28,1993,19.5,1,0,0,0,3,0,0,0,0,0,0,0,39,0,0,
228,Emma Harries,"MF,FW",Reading,19,2002,12.5,0,0,0,11,26,4,17,8,7,1,0,0,40,3,8,27.3
229,Natasha Harding,"DF,MF",Reading,32,1989,20.2,3,0,0,7,12,4,19,42,14,0,0,0,74,10,10,50
230,Jeon Ga-eul,"FW,DF",Reading,32,1988,0.2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,100
231,Gemma Evans,DF,Reading,24,1996,22,0,0,0,7,13,0,3,41,20,0,0,0,90,20,14,58.8
232,Amalie Eikeland,"MF,FW",Reading,25,1995,19.2,1,0,0,21,19,2,14,13,23,1,0,0,67,6,17,26.1
233,Natasha Dowie,FW,Reading,33,1988,15.3,0,0,0,22,12,5,6,3,3,1,0,0,26,6,8,42.9
234,Deanna Cooper,DF,Reading,28,1993,14.6,0,0,0,6,7,0,0,19,15,0,0,0,67,10,10,50
235,Brooke Chaplen,"MF,FW",Reading,32,1989,8,1,0,0,12,4,0,12,2,10,0,0,0,25,2,10,16.7
236,Faye Bryson,"DF,MF",Reading,24,1997,20,2,0,0,20,13,0,60,27,39,0,1,0,71,10,12,45.5
237,Shelina Zadorsky,DF,Tottenham,28,1992,20.4,2,0,0,6,3,0,4,22,15,0,0,0,86,14,8,63.6
238,Rachel Williams,FW,Tottenham,33,1988,20,5,1,1,36,17,11,11,8,13,0,0,0,79,24,35,40.7
239,Chioma Ubogagu,"FW,MF",Tottenham,28,1992,5.5,1,0,0,3,3,2,6,9,10,0,0,0,32,0,0,
240,Eveliina Summanen,"MF,FW",Tottenham,23,1998,7.8,3,0,0,13,17,0,11,15,10,0,0,0,51,6,6,50
241,Rebecca Spencer,GK,Tottenham,30,1991,11,0,0,0,0,1,0,0,0,0,0,0,0,23,0,0,
242,Cho So-hyun,"MF,FW",Tottenham,33,1988,6.7,0,0,0,6,4,0,4,3,9,0,0,0,33,2,4,33.3
243,Kyah Simon,"FW,MF",Tottenham,30,1991,10.2,3,0,0,10,5,5,14,7,5,0,0,0,39,2,5,28.6
244,Viktoria Schnaderbeck,DF,Tottenham,30,1991,2.7,0,0,0,1,1,0,0,2,1,0,0,0,12,2,1,66.7
245,Ria Percival,"MF,DF",Tottenham,31,1989,16.8,3,0,0,29,29,3,71,12,31,1,0,0,84,9,10,47.4
246,Ashleigh Neville,"DF,MF",Tottenham,28,1993,20.4,4,0,0,31,29,3,46,57,48,0,0,0,124,31,14,68.9
247,Jessica Naz,"FW,MF",Tottenham,20,2000,13.1,1,0,0,11,21,5,20,6,19,0,0,0,85,3,14,17.6
248,Isabella Lane,"DF,MF",Tottenham,17,2003,0.3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,
249,Tinja-Riikka Korpela,GK,Tottenham,35,1986,11,0,0,0,0,1,0,0,0,0,0,0,0,10,0,0,
250,Tang Jiali,FW,Tottenham,26,1995,2.9,0,0,0,1,1,2,0,2,1,1,0,0,11,2,3,40
251,Kerys Harrop,"DF,MF",Tottenham,30,1990,16.8,1,0,0,12,1,1,21,16,24,0,0,0,87,20,4,83.3
252,Josephine Green,MF,Tottenham,28,1993,6,1,0,0,12,5,0,10,5,9,0,0,0,41,1,1,50
253,Kit Graham,"FW,MF",Tottenham,25,1995,5.9,1,0,0,4,6,0,32,2,6,0,0,0,23,4,9,30.8
254,Maéva Clemaron,MF,Tottenham,28,1992,19.3,7,0,0,29,19,0,5,24,26,0,0,0,159,13,19,40.6
255,Molly Bartrip,DF,Tottenham,25,1996,22,2,0,0,11,7,0,16,27,11,0,0,0,90,24,26,48
256,Rosella Ayane,"FW,MF",Tottenham,25,1996,8.4,3,0,0,13,15,3,11,4,15,0,0,0,35,3,6,33.3
257,Asmita Ale,"DF,MF",Tottenham,19,2001,10.7,3,0,0,9,5,1,20,17,17,0,0,0,48,6,8,42.9
258,Angela Addison,"MF,FW",Tottenham,21,1999,3.9,0,0,0,2,8,1,6,6,3,1,0,0,15,2,3,40
259,Tameka Yallop,"MF,FW",West Ham,30,1991,13.4,1,0,0,3,18,5,23,5,9,0,0,0,59,5,8,38.5
260,Zaneta Wyne,"DF,MF",West Ham,31,1990,12.7,0,0,0,5,18,0,23,12,13,0,0,0,56,10,6,62.5
261,Claudia Walker,FW,West Ham,25,1996,15,3,0,0,19,17,7,20,3,6,0,0,0,36,3,14,17.6
262,Kateřina Svitková,"DF,MF",West Ham,25,1996,17.2,2,0,0,20,8,1,95,29,36,0,0,0,107,15,16,48.4
263,Abbey-Leigh Stringer,"MF,FW",West Ham,26,1995,12.4,6,0,0,23,12,0,1,19,18,0,0,1,89,13,3,81.3
264,Emma Snerle,"MF,FW",West Ham,20,2001,5.1,1,0,0,4,6,1,3,4,3,0,0,0,14,2,2,50
265,Lucy Parker,"DF,MF",West Ham,22,1998,9.4,1,0,0,10,3,0,2,20,8,0,0,0,65,7,4,63.6
266,Kate Longhurst,DF,West Ham,32,1989,19.5,4,0,0,17,14,2,55,21,25,0,1,0,109,12,9,57.1
267,Adriana Leon,FW,West Ham,28,1992,10.8,0,0,0,12,20,4,50,7,13,0,0,0,37,1,5,16.7
268,Anna Leat,GK,West Ham,20,2001,4,0,0,0,0,0,0,0,0,1,0,0,0,18,0,0,
269,Lois Joel,DF,West Ham,22,1999,1.3,0,0,0,0,1,0,5,1,2,0,0,0,7,3,2,60
270,Halle Houssein,"MF,FW",West Ham,16,2004,0.3,0,0,0,1,1,0,0,0,0,0,0,0,3,0,0,
271,Yui Hasegawa,"MF,FW",West Ham,24,1997,16.2,0,0,0,1,18,1,39,23,21,0,0,0,130,1,7,12.5
272,Grace Garrad,"DF,FW",West Ham,18,2003,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
273,Gilly Flaherty,DF,West Ham,29,1991,19,1,0,0,6,5,1,7,34,13,0,0,0,95,17,7,70.8
274,Grace Fisk,DF,West Ham,23,1998,15,0,0,0,8,6,0,7,35,19,0,0,2,77,16,9,64
275,Melisa Filis,"MF,FW",West Ham,19,2002,4.3,0,0,0,2,1,0,7,2,2,0,0,0,20,2,1,66.7
276,Lisa Evans,"FW,DF",West Ham,29,1992,11.6,0,0,0,3,5,7,26,3,5,0,0,0,46,2,8,20
277,Hawa Cissoko,DF,West Ham,24,1997,17,5,2,1,22,15,0,4,33,32,0,2,0,108,5,11,31.3
278,Brooke Cairns,FW,West Ham,18,2003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
279,Dagný Brynjarsdóttir,"MF,FW",West Ham,29,1991,18.6,1,0,0,25,15,3,5,18,26,0,0,0,79,35,20,63.6
280,Mackenzie Arnold,GK,West Ham,27,1994,18,0,0,0,0,4,0,0,1,0,0,0,0,30,2,0,100
