Rk,Player,Pos,"Squad
▲",Age,Born,90s,"SCA
▼",SCA90,PassLive_SCA,PassDead_SCA,TO_SCA,Sh_SCA,Fld_SCA,Def_SCA,GCA,GCA90,PassLive_GCA,PassDead_GCA,TO_GCA,Sh_GCA,Fld_GCA,Def_GCA
25,Simone Boye Sørensen,DF,Arsenal,29,1992,1.8,3,1.68,3,0,0,0,0,0,0,0,0,0,0,0,0,0
26,Stina Blackstenius,FW,Arsenal,25,1996,7,16,2.28,12,0,0,2,0,2,2,0.29,1,0,0,1,0,0
27,Jennifer Beattie,"DF,MF",Arsenal,30,1991,6.5,6,0.92,4,1,0,1,0,0,1,0.15,1,0,0,0,0,0
28,Jill Scott,MF,Aston Villa,34,1987,5.7,9,1.57,8,0,0,1,0,0,1,0.17,1,0,0,0,0,0
29,Meaghan Sargeant,DF,Aston Villa,27,1994,9.1,4,0.44,4,0,0,0,0,0,0,0,0,0,0,0,0,0
30,Sian Rogers,GK,Aston Villa,23,1998,2.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,Ramona Petzelberger,"FW,MF",Aston Villa,28,1992,18.4,27,1.47,19,2,1,3,2,0,1,0.05,0,0,0,0,1,0
32,Anna Patten,DF,Aston Villa,22,1999,7,5,0.71,4,0,0,0,0,1,1,0.14,1,0,0,0,0,0
33,Mayumi Pacheco,DF,Aston Villa,22,1998,22,45,2.05,26,16,2,1,0,0,2,0.09,2,0,0,0,0,0
34,Elisha N'Dow,DF,Aston Villa,24,1996,5.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,Olivia McLoughlin,"MF,DF",Aston Villa,16,2004,5,3,0.6,3,0,0,0,0,0,0,0,0,0,0,0,0,0
36,Sarah Mayling,DF,Aston Villa,24,1997,20.8,34,1.63,26,6,1,1,0,0,3,0.14,2,1,0,0,0,0
37,Ruesha Littlejohn,MF,Aston Villa,31,1990,11.1,8,0.72,7,1,0,0,0,0,0,0,0,0,0,0,0,0
38,Alisha Lehmann,FW,Aston Villa,22,1999,18.9,27,1.43,15,2,4,0,5,1,5,0.26,4,0,0,0,1,0
39,Jodie Hutton,"FW,MF",Aston Villa,20,2001,1.1,2,1.78,2,0,0,0,0,0,0,0,0,0,0,0,0,0
40,Shania Hayles,FW,Aston Villa,21,1999,4.7,5,1.07,4,0,0,0,1,0,0,0,0,0,0,0,0,0
41,Hannah Hampton,GK,Aston Villa,20,2000,19.7,2,0.1,2,0,0,0,0,0,0,0,0,0,0,0,0,0
42,Natalie Haigh,MF,Aston Villa,21,1999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,Freya Gregory,FW,Aston Villa,18,2003,1.2,2,1.67,2,0,0,0,0,0,1,0.83,1,0,0,0,0,0
44,Emily Gielnik,FW,Aston Villa,29,1992,12,19,1.59,14,0,0,3,2,0,0,0,0,0,0,0,0,0
45,Marisa Ewers,MF,Aston Villa,32,1989,2.4,3,1.25,3,0,0,0,0,0,0,0,0,0,0,0,0,0
46,Gemma Davison,"FW,MF",Aston Villa,34,1987,0.7,3,4.09,1,0,0,1,1,0,0,0,0,0,0,0,0,0
47,Rachel Corsie,"DF,MF",Aston Villa,31,1989,5.3,7,1.32,4,0,0,1,2,0,1,0.19,1,0,0,0,0,0
48,Chantelle Boye-Hlorkah,"FW,MF",Aston Villa,25,1995,11.1,14,1.27,9,0,1,2,0,2,1,0.09,1,0,0,0,0,0
49,Laura Blindkilde,MF,Aston Villa,17,2003,7.4,16,2.16,14,0,1,0,0,1,1,0.14,1,0,0,0,0,0
50,Anita Asante,DF,Aston Villa,36,1985,21,8,0.38,7,0,0,0,0,1,0,0,0,0,0,0,0,0
51,Chloe Arthur,"MF,FW",Aston Villa,26,1995,10.8,9,0.83,8,0,0,0,1,0,2,0.18,1,0,0,0,1,0
52,Remi Allen,MF,Aston Villa,30,1990,18.8,23,1.22,16,2,2,0,1,2,0,0,0,0,0,0,0,0
53,Louanne Worsley,"FW,MF",Birmingham City,,,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,Lucy Whipp,"MF,FW",Birmingham City,25,1995,5.9,3,0.51,3,0,0,0,0,0,0,0,0,0,0,0,0,0
55,Emily Whelan,"FW,MF",Birmingham City,18,2002,5.5,12,2.18,7,0,0,1,2,2,0,0,0,0,0,0,0,0
56,Arabella Suttie,DF,Birmingham City,,,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57,Libby Smith,"FW,DF",Birmingham City,19,2001,13.7,17,1.24,14,0,1,1,1,0,1,0.07,1,0,0,0,0,0
58,Harriet Scott,DF,Birmingham City,28,1993,19.1,9,0.47,6,0,0,2,1,0,3,0.16,2,0,0,1,0,0
59,Veatriki Sarri,"MF,FW",Birmingham City,23,1998,18.3,34,1.86,16,9,2,2,2,3,4,0.22,3,0,0,0,1,0
60,Cecilie Sandvej,DF,Birmingham City,31,1990,4.7,1,0.21,1,0,0,0,0,0,0,0,0,0,0,0,0,0
61,Eleanor Ryan-Doyle,FW,Birmingham City,23,1998,3.7,1,0.27,1,0,0,0,0,0,0,0,0,0,0,0,0,0
62,Lisa Robertson,"MF,DF",Birmingham City,29,1992,13.1,7,0.54,4,3,0,0,0,0,0,0,0,0,0,0,0,0
63,Emily Ramsey,GK,Birmingham City,20,2000,14.3,1,0.07,1,0,0,0,0,0,0,0,0,0,0,0,0,0
64,Lucy Quinn,"FW,MF",Birmingham City,27,1993,18.5,28,1.51,12,9,1,2,3,1,5,0.27,2,2,0,0,0,1
65,Louise Quinn,DF,Birmingham City,31,1990,22,6,0.27,5,0,0,0,0,1,1,0.05,1,0,0,0,0,0
66,Jade Pennock,"FW,MF",Birmingham City,28,1993,15.7,14,0.89,9,0,0,1,4,0,2,0.13,2,0,0,0,0,0
67,Christie Murray,MF,Birmingham City,31,1990,16.9,14,0.83,9,1,0,3,0,1,0,0,0,0,0,0,0,0
68,Gemma Lawley,DF,Birmingham City,20,2001,18,5,0.28,2,1,0,2,0,0,1,0.06,0,0,0,1,0,0
69,Lucy Jones,GK,Birmingham City,,,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70,Marie Hourihan,GK,Birmingham City,34,1987,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71,Rebecca Holloway,"DF,MF",Birmingham City,25,1995,16.3,13,0.8,9,3,0,1,0,0,3,0.18,1,2,0,0,0,0
72,Jamie Finn,"DF,MF",Birmingham City,23,1998,18.3,21,1.15,13,5,0,0,1,2,0,0,0,0,0,0,0,0
73,Sarah Ewens,"FW,MF",Birmingham City,29,1992,4.2,3,0.71,2,0,0,0,1,0,0,0,0,0,0,0,0,0
74,Abbie Cowie,DF,Birmingham City,,,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,Julia Zigiotti Olme,"MF,FW",Brighton,23,1997,6.3,10,1.59,6,2,0,1,1,0,0,0,0,0,0,0,0,0
76,Victoria Williams,DF,Brighton,31,1990,20,3,0.15,2,0,0,1,0,0,1,0.05,0,0,0,1,0,0
77,Aileen Whelan,"MF,FW",Brighton,29,1991,18.9,19,1,15,2,0,0,2,0,2,0.11,1,0,0,0,1,0
78,Megan Walsh,GK,Brighton,26,1994,20,2,0.1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
79,Maisie Symonds,FW,Brighton,18,2003,4.1,16,3.86,8,3,0,1,3,1,2,0.48,1,1,0,0,0,0
80,Katie Startup,GK,Brighton,22,1999,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81,Emily Simpkins,MF,Brighton,31,1990,5.4,3,0.56,2,0,1,0,0,0,2,0.37,1,0,1,0,0,0
82,Katie Robinson,"FW,MF",Brighton,18,2002,1.4,2,1.48,1,0,1,0,0,0,0,0,0,0,0,0,0,0
83,Maya Le Tissier,DF,Brighton,19,2002,22,37,1.68,25,8,0,2,0,2,2,0.09,2,0,0,0,0,0
84,Emma Kullberg,DF,Brighton,29,1991,10.9,10,0.91,10,0,0,0,0,0,0,0,0,0,0,0,0,0
85,Emma Koivisto,"DF,MF",Brighton,26,1994,21.2,27,1.27,19,1,0,2,3,2,4,0.19,1,1,0,1,0,1
86,Danique Kerkdijk,DF,Brighton,25,1996,15,9,0.6,9,0,0,0,0,0,1,0.07,1,0,0,0,0,0
87,Inessa Kaagman,"MF,FW",Brighton,25,1996,16.5,35,2.12,25,8,1,0,1,0,4,0.24,2,1,0,0,1,0
88,Kayleigh Green,"MF,FW",Brighton,33,1988,10.2,18,1.77,15,0,0,1,1,1,4,0.39,4,0,0,0,0,0
89,Felicity Gibbons,DF,Brighton,27,1994,9.5,12,1.26,7,0,1,3,1,0,0,0,0,0,0,0,0,0
90,Lee Geum-min,"FW,MF",Brighton,27,1994,12.5,28,2.23,23,0,0,1,3,1,4,0.32,3,0,0,0,1,0
91,Megan Connolly,MF,Brighton,24,1997,16.1,27,1.68,19,6,0,2,0,0,3,0.19,0,2,0,1,0,0
92,Danielle Carter,"FW,MF",Brighton,28,1993,16,21,1.31,18,1,0,1,1,0,3,0.19,2,0,0,1,0,0
93,Danielle Buet,DF,Brighton,32,1988,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94,Ellie Brazil,"FW,MF",Brighton,22,1999,10.9,23,2.11,18,0,1,0,2,2,4,0.37,3,0,1,0,0,0
95,Libby Bance,MF,Brighton,18,2003,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96,Rinsola Babajide,FW,Brighton,23,1998,1,2,1.94,2,0,0,0,0,0,0,0,0,0,0,0,0,0
97,Drew Spence,MF,Chelsea,28,1992,4.8,17,3.52,12,0,0,4,0,1,5,1.03,3,0,0,2,0,0
98,Ji So-yun,MF,Chelsea,30,1991,7.2,37,5.13,32,0,3,0,1,1,9,1.25,9,0,0,0,0,0
99,Guro Reiten,"MF,DF",Chelsea,27,1994,16.6,85,5.12,62,13,3,5,2,0,11,0.66,9,0,1,0,1,0
100,Aniek Nouwen,DF,Chelsea,22,1999,10.8,8,0.74,8,0,0,0,0,0,0,0,0,0,0,0,0,0
101,Zećira Mušović,GK,Chelsea,25,1996,8.8,1,0.11,1,0,0,0,0,0,1,0.11,1,0,0,0,0,0
102,Maren Mjelde,"DF,FW",Chelsea,31,1989,0.6,1,1.61,1,0,0,0,0,0,0,0,0,0,0,0,0,0
103,Melanie Leupolz,MF,Chelsea,27,1994,5.7,13,2.28,11,0,0,1,0,1,3,0.53,2,0,0,1,0,0
104,Fran Kirby,FW,Chelsea,28,1993,9.5,65,6.82,57,0,2,2,3,1,8,0.84,7,0,1,0,0,0
105,Sam Kerr,FW,Chelsea,27,1993,17.3,66,3.82,54,0,0,8,3,1,12,0.69,10,0,0,2,0,0
106,Lauren James,"FW,MF",Chelsea,19,2001,1.3,6,4.78,4,0,1,0,0,1,1,0.8,1,0,0,0,0,0
107,Sophie Ingle,MF,Chelsea,29,1991,16.1,50,3.11,43,0,0,4,0,3,4,0.25,4,0,0,0,0,0
108,Pernille Harder,"FW,MF",Chelsea,28,1992,13.3,54,4.07,42,0,4,5,3,0,8,0.6,6,0,2,0,0,0
109,Jorja Fox,DF,Chelsea,17,2003,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,Jessie Fleming,"FW,MF",Chelsea,23,1998,11.8,41,3.49,33,4,0,4,0,0,6,0.51,6,0,0,0,0,0
111,Magdalena Eriksson,DF,Chelsea,27,1993,14,24,1.72,18,4,0,2,0,0,1,0.07,1,0,0,0,0,0
112,Bethany England,FW,Chelsea,27,1994,9.7,29,3,26,0,0,1,1,1,8,0.83,6,0,0,1,1,0
113,Erin Cuthbert,"MF,FW",Chelsea,23,1998,16.8,100,5.95,46,35,1,11,5,2,9,0.54,4,2,0,3,0,0
114,Niamh Charles,"DF,MF",Chelsea,22,1999,11.5,29,2.51,25,2,1,1,0,0,1,0.09,1,0,0,0,0,0
115,Jess Carter,DF,Chelsea,23,1997,18.7,29,1.55,25,3,0,1,0,0,3,0.16,3,0,0,0,0,0
116,Millie Bright,DF,Chelsea,27,1993,21.9,35,1.6,29,1,1,4,0,0,2,0.09,1,0,0,1,0,0
117,Ann-Katrin Berger,GK,Chelsea,30,1990,13.2,3,0.23,3,0,0,0,0,0,0,0,0,0,0,0,0,0
118,Jonna Andersson,"MF,DF",Chelsea,28,1993,11.2,44,3.94,35,6,1,0,0,2,5,0.45,5,0,0,0,0,0
119,Alsu Abdullina,"MF,FW",Chelsea,20,2001,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120,Danielle Turner,DF,Everton,30,1991,19.2,21,1.1,12,5,2,0,1,1,0,0,0,0,0,0,0,0
121,Nicoline Sørensen,"DF,FW",Everton,23,1997,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
122,Rikke Sevecke,DF,Everton,25,1996,9.4,8,0.85,5,1,1,0,1,0,1,0.11,0,1,0,0,0,0
123,Poppy Pattinson,DF,Everton,21,2000,8.4,17,2.03,14,1,1,0,0,1,1,0.12,1,0,0,0,0,0
124,Leonie Maier,"DF,MF",Everton,28,1992,12.1,13,1.07,10,1,0,0,1,1,2,0.17,2,0,0,0,0,0
125,Simone Magill,"FW,MF",Everton,26,1994,6.1,13,2.14,10,0,1,1,0,1,2,0.33,0,0,1,0,0,1
126,Sandy MacIver,GK,Everton,23,1998,18,1,0.06,0,1,0,0,0,0,0,0,0,0,0,0,0,0
127,Lucy Graham,MF,Everton,24,1996,10,22,2.2,22,0,0,0,0,0,0,0,0,0,0,0,0,0
128,Gabrielle George,DF,Everton,24,1997,21,12,0.57,7,1,0,4,0,0,1,0.05,0,1,0,0,0,0
129,Valérie Gauvin,FW,Everton,25,1996,4.1,3,0.73,1,0,0,2,0,0,0,0,0,0,0,0,0,0
130,Aurora Galli,MF,Everton,24,1996,15.9,25,1.57,20,0,2,2,1,0,0,0,0,0,0,0,0,0
131,Megan Finnigan,DF,Everton,23,1998,12.3,6,0.49,4,1,0,1,0,0,0,0,0,0,0,0,0,0
132,Claire Emslie,"FW,MF",Everton,27,1994,11.4,34,2.99,22,6,0,2,3,1,3,0.26,1,0,0,1,1,0
133,Toni Duggan,FW,Everton,30,1991,17.1,31,1.81,26,0,0,1,1,3,1,0.06,1,0,0,0,0,0
134,Kenza Dali,"MF,FW",Everton,30,1991,14.1,41,2.91,29,8,2,1,1,0,3,0.21,3,0,0,0,0,0
135,Grace Clinton,"MF,FW",Everton,18,2003,2.4,8,3.32,4,0,0,2,1,1,1,0.41,0,0,0,1,0,0
136,Izzy Christiansen,MF,Everton,29,1991,18.9,34,1.8,23,4,0,3,1,3,3,0.16,1,1,0,0,0,1
137,Courtney Brosnan,GK,Everton,25,1995,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
138,Nathalie Björn,DF,Everton,24,1997,12.6,10,0.79,8,2,0,0,0,0,1,0.08,1,0,0,0,0,0
139,Hanna Bennison,"MF,FW",Everton,18,2002,13.6,43,3.16,31,5,3,1,1,2,4,0.29,4,0,0,0,0,0
140,Anna Anvegard,"FW,MF",Everton,24,1997,10.4,21,2.02,13,0,1,2,2,3,2,0.19,2,0,0,0,0,0
141,Samantha Tierney,"MF,DF",Leicester City,22,1998,20.6,36,1.75,26,2,0,0,6,2,2,0.1,2,0,0,0,0,0
142,Mackenzie Smith,"MF,FW",Leicester City,,,1.2,1,0.82,1,0,0,0,0,0,0,0,0,0,0,0,0,0
143,Jessica Sigsworth,FW,Leicester City,26,1994,12.5,26,2.08,15,0,2,3,4,2,3,0.24,2,0,0,0,1,0
144,Connie Scofield,FW,Leicester City,22,1999,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
145,Monique Robinson,MF,Leicester City,16,2004,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
146,Jemma Purfield,"DF,MF",Leicester City,24,1997,18.3,44,2.41,20,21,2,0,1,0,1,0.05,0,1,0,0,0,0
147,Ashleigh Plumptre,DF,Leicester City,23,1998,19.3,16,0.83,13,0,0,1,2,0,2,0.1,1,0,0,1,0,0
148,Molly Pike,MF,Leicester City,20,2001,19.7,22,1.11,16,3,1,1,0,1,1,0.05,0,1,0,0,0,0
149,Lachante Paul,"FW,DF",Leicester City,18,2002,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150,Shannon O’Brien,"MF,FW",Leicester City,19,2001,19.1,30,1.57,18,0,3,1,7,1,4,0.21,3,0,1,0,0,0
151,Esther Morgan,MF,Leicester City,18,2002,0.3,3,10.8,1,0,2,0,0,0,0,0,0,0,0,0,0,0
152,Abbie McManus,"DF,MF",Leicester City,28,1993,17.3,15,0.87,10,4,0,0,0,1,0,0,0,0,0,0,0,0
153,Kirstie Levell,GK,Leicester City,24,1997,7,1,0.14,0,1,0,0,0,0,0,0,0,0,0,0,0,0
154,Demi Lambourne,GK,Leicester City,25,1996,14,4,0.29,3,1,0,0,0,0,0,0,0,0,0,0,0,0
155,Sophie Howard,DF,Leicester City,27,1993,18.5,15,0.81,10,0,1,1,3,0,2,0.11,1,0,1,0,0,0
156,Sophie Harris,GK,Leicester City,26,1994,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
157,Freya Gregory,"MF,FW",Leicester City,18,2003,9.4,11,1.17,8,0,1,0,2,0,0,0,0,0,0,0,0,0
158,Abbi Grant,FW,Leicester City,25,1995,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
159,Esmee de Graaf,"DF,MF",Leicester City,23,1997,17.9,21,1.17,12,3,2,0,2,2,1,0.06,0,0,0,0,1,0
160,Missy Goodwin,"MF,FW",Leicester City,18,2003,3.8,3,0.78,2,1,0,0,0,0,0,0,0,0,0,0,0,0
161,Natasha Flint,"FW,MF",Leicester City,24,1996,13.9,15,1.08,11,0,1,2,0,1,2,0.14,2,0,0,0,0,0
162,Charlotte Devlin,"MF,FW",Leicester City,23,1998,1.9,9,4.66,5,1,2,0,1,0,0,0,0,0,0,0,0,0
163,Hannah Cain,"MF,DF",Leicester City,22,1999,3.1,4,1.31,3,1,0,0,0,0,0,0,0,0,0,0,0,0
164,Georgia Brougham,DF,Leicester City,25,1996,8.1,3,0.37,3,0,0,0,0,0,1,0.12,1,0,0,0,0,0
165,CJ Bott,DF,Leicester City,26,1995,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
166,Elysia Boddy,MF,Leicester City,17,2004,0.2,1,5.63,1,0,0,0,0,0,0,0,0,0,0,0,0,0
167,Sophie Barker,"MF,DF",Leicester City,30,1990,7.8,4,0.51,4,0,0,0,0,0,0,0,0,0,0,0,0,0
168,Ava Baker,"FW,MF",Leicester City,15,2006,0.3,3,9.31,2,0,0,1,0,0,0,0,0,0,0,0,0,0
169,Paige Bailey-Gayle,"FW,DF",Leicester City,19,2001,4,4,1.01,3,1,0,0,0,0,0,0,0,0,0,0,0,0
170,Ellen White,FW,Manchester City,32,1989,13.6,27,1.99,22,0,0,3,1,1,9,0.66,7,0,0,1,1,0
171,Caroline Weir,MF,Manchester City,26,1995,16.2,69,4.26,49,10,1,7,0,2,11,0.68,6,2,0,2,0,1
172,Keira Walsh,MF,Manchester City,24,1997,16.7,33,1.97,32,0,0,0,0,1,5,0.3,5,0,0,0,0,0
173,Demi Stokes,DF,Manchester City,29,1991,17.1,35,2.05,29,0,3,0,1,2,6,0.35,5,0,1,0,0,0
174,Georgia Stanway,"MF,DF",Manchester City,22,1999,18.5,66,3.56,50,5,3,2,4,2,4,0.22,4,0,0,0,0,0
175,Khadija Shaw,FW,Manchester City,24,1997,8.8,30,3.4,21,0,0,8,0,1,3,0.34,2,0,0,1,0,0
176,Jill Scott,DF,Manchester City,34,1987,5.5,5,0.91,5,0,0,0,0,0,0,0,0,0,0,0,0,0
177,Ellie Roebuck,GK,Manchester City,21,1999,10,3,0.3,3,0,0,0,0,0,1,0.1,1,0,0,0,0,0
178,Hayley Raso,FW,Manchester City,26,1994,7.1,26,3.64,20,0,2,2,1,1,6,0.84,4,0,1,0,1,0
179,Jessica Park,FW,Manchester City,19,2001,7.8,19,2.42,14,1,1,3,0,0,1,0.13,0,0,0,1,0,0
180,Esme Morgan,DF,Manchester City,20,2000,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
181,Ruby Mace,DF,Manchester City,17,2003,2.9,6,2.05,6,0,0,0,0,0,1,0.34,1,0,0,0,0,0
182,Vicky Losada,MF,Manchester City,30,1991,6.6,29,4.41,18,6,1,3,1,0,4,0.61,1,1,1,1,0,0
183,Alanna Kennedy,DF,Manchester City,26,1995,12.8,13,1.02,11,0,0,1,1,0,2,0.16,2,0,0,0,0,0
184,Chloe Kelly,FW,Manchester City,23,1998,3.4,20,5.96,10,6,1,2,1,0,3,0.89,2,1,0,0,0,0
185,Khiara Keating,GK,Manchester City,17,2004,2,1,0.49,1,0,0,0,0,0,0,0,0,0,0,0,0,0
186,Steph Houghton,DF,Manchester City,33,1988,4,7,1.73,7,0,0,0,0,0,2,0.49,2,0,0,0,0,0
187,Lauren Hemp,FW,Manchester City,20,2000,19.3,85,4.41,59,1,10,9,6,0,13,0.68,10,0,0,2,1,0
188,Alex Greenwood,DF,Manchester City,27,1993,21.4,69,3.23,49,15,1,1,1,2,6,0.28,4,1,0,0,0,1
189,Laura Coombs,"MF,FW",Manchester City,30,1991,7.1,18,2.53,17,0,0,0,1,0,5,0.7,5,0,0,0,0,0
190,Lucy Bronze,DF,Manchester City,29,1991,12.8,47,3.68,41,1,1,2,1,1,8,0.63,7,0,1,0,0,0
191,Julie Blakstad,"DF,FW",Manchester City,19,2001,3.8,9,2.36,7,0,0,1,1,0,1,0.26,1,0,0,0,0,0
192,Karima Benameur,GK,Manchester City,32,1989,10,1,0.1,1,0,0,0,0,0,1,0.1,1,0,0,0,0,0
193,Janine Beckie,"FW,DF",Manchester City,26,1994,5.6,16,2.86,14,0,1,1,0,0,3,0.54,3,0,0,0,0,0
194,Filippa Angeldahl,MF,Manchester City,24,1997,7.2,24,3.31,18,1,0,4,1,0,3,0.41,1,0,0,2,0,0
195,Katie Zelem,MF,Manchester Utd,25,1996,22,91,4.14,51,30,1,5,2,2,12,0.55,6,6,0,0,0,0
196,Millie Turner,DF,Manchester Utd,25,1996,2.9,3,1.05,3,0,0,0,0,0,0,0,0,0,0,0,0,0
197,Ella Toone,"MF,FW",Manchester Utd,21,1999,21.1,81,3.84,71,3,1,5,1,0,16,0.76,12,0,0,3,1,0
198,Maria Thorisdottir,DF,Manchester Utd,28,1993,18.2,20,1.1,17,1,0,1,0,1,3,0.16,3,0,0,0,0,0
199,Martha Thomas,FW,Manchester Utd,25,1996,10,28,2.79,21,0,3,3,1,0,3,0.3,2,0,0,0,1,0
200,Lucy Staniforth,"MF,FW",Manchester Utd,28,1992,6.3,29,4.58,20,4,0,3,1,1,4,0.63,3,0,0,1,0,0
201,Kirsty Smith,DF,Manchester Utd,27,1994,2.1,4,1.94,4,0,0,0,0,0,0,0,0,0,0,0,0,0
202,Alessia Russo,"FW,MF",Manchester Utd,22,1999,17.5,53,3.02,40,2,4,4,1,2,7,0.4,6,0,0,0,0,1
203,Jade Moore,MF,Manchester Utd,30,1990,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
204,Aoife Mannion,DF,Manchester Utd,25,1995,12,12,1,11,0,0,1,0,0,0,0,0,0,0,0,0,0
205,Hayley Ladd,"MF,DF",Manchester Utd,27,1993,12,19,1.58,16,0,0,2,1,0,2,0.17,1,0,0,0,1,0
206,Carrie Jones,FW,Manchester Utd,17,2003,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
207,Martha Harris,DF,Manchester Utd,26,1994,0.1,1,8.18,1,0,0,0,0,0,0,0,0,0,0,0,0,0
208,Kirsty Hanson,FW,Manchester Utd,23,1998,8.1,34,4.19,31,0,2,0,0,1,2,0.25,2,0,0,0,0,0
209,Jackie Groenen,MF,Manchester Utd,26,1994,11.8,25,2.12,23,0,1,1,0,0,4,0.34,4,0,0,0,0,0
210,Leah Galton,FW,Manchester Utd,27,1994,18.9,59,3.13,50,1,2,3,1,2,6,0.32,4,0,1,0,1,0
211,Ivana Fuso,"FW,MF",Manchester Utd,20,2001,0.9,3,3.33,3,0,0,0,0,0,1,1.11,1,0,0,0,0,0
