Rk,Player,Pos,"Squad
▲",Age,Born,90s,"SCA
▼",SCA90,PassLive_SCA,PassDead_SCA,TO_SCA,Sh_SCA,Fld_SCA,Def_SCA,GCA,GCA90,PassLive_GCA,PassDead_GCA,TO_GCA,Sh_GCA,Fld_GCA,Def_GCA
212,Mary Earps,GK,Manchester Utd,28,1993,22,10,0.45,8,2,0,0,0,0,0,0,0,0,0,0,0,0
213,Diane Caldwell,DF,Manchester Utd,32,1988,5,3,0.6,1,1,0,1,0,0,1,0.2,1,0,0,0,0,0
214,Vilde Bøe Risa,"MF,FW",Manchester Utd,26,1995,7.8,24,3.08,18,0,0,4,1,1,3,0.39,3,0,0,0,0,0
215,Signe Bruun,"FW,MF",Manchester Utd,23,1998,2.1,5,2.34,4,0,0,1,0,0,0,0,0,0,0,0,0,0
216,Hannah Blundell,DF,Manchester Utd,27,1994,19.6,30,1.53,26,3,1,0,0,0,6,0.31,5,0,1,0,0,0
217,Ona Batlle,DF,Manchester Utd,22,1999,20.8,58,2.79,45,3,3,5,2,0,6,0.29,4,0,0,2,0,0
218,Lily Woodham,"DF,MF",Reading,20,2000,19.5,33,1.69,11,20,0,1,1,0,2,0.1,1,1,0,0,0,0
219,Justine Vanhaevermaet,"MF,DF",Reading,29,1992,17.6,26,1.47,26,0,0,0,0,0,5,0.28,5,0,0,0,0,0
220,Sanne Troelsgaard Nielsen,MF,Reading,32,1988,9.9,7,0.71,6,0,0,0,0,1,3,0.3,2,0,0,0,0,1
221,Rhiannon Stewart,GK,Reading,,,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
222,Rachel Rowe,"MF,FW",Reading,28,1992,10.5,28,2.68,22,1,0,2,0,3,6,0.57,4,0,0,1,0,1
223,Deanne Rose,"FW,MF",Reading,22,1999,18.6,34,1.83,25,1,2,3,3,0,5,0.27,5,0,0,0,0,0
224,Beth Roberts,"DF,FW",Reading,18,2003,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
225,Tia Primmer,"MF,FW",Reading,17,2004,2.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
226,Chloe Peplow,"MF,DF",Reading,22,1998,8.8,10,1.14,7,0,1,1,0,1,0,0,0,0,0,0,0,0
227,Grace Moloney,GK,Reading,28,1993,19.5,8,0.41,7,1,0,0,0,0,1,0.05,1,0,0,0,0,0
228,Emma Harries,"MF,FW",Reading,19,2002,12.5,26,2.08,15,2,1,1,7,0,6,0.48,3,0,1,0,2,0
229,Natasha Harding,"DF,MF",Reading,32,1989,20.2,13,0.64,9,3,1,0,0,0,0,0,0,0,0,0,0,0
230,Jeon Ga-eul,"FW,DF",Reading,32,1988,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
231,Gemma Evans,DF,Reading,24,1996,22,13,0.59,9,0,0,3,0,1,1,0.05,0,0,0,1,0,0
232,Amalie Eikeland,"MF,FW",Reading,25,1995,19.2,22,1.15,18,0,0,1,2,1,4,0.21,2,0,0,1,1,0
233,Natasha Dowie,FW,Reading,33,1988,15.3,12,0.79,8,0,0,1,3,0,0,0,0,0,0,0,0,0
234,Deanna Cooper,DF,Reading,28,1993,14.6,5,0.34,5,0,0,0,0,0,0,0,0,0,0,0,0,0
235,Brooke Chaplen,"MF,FW",Reading,32,1989,8,11,1.37,11,0,0,0,0,0,3,0.37,3,0,0,0,0,0
236,Faye Bryson,"DF,MF",Reading,24,1997,20,22,1.1,8,11,2,1,0,0,1,0.05,0,1,0,0,0,0
237,Shelina Zadorsky,DF,Tottenham,28,1992,20.4,19,0.93,14,3,0,2,0,0,2,0.1,1,1,0,0,0,0
238,Rachel Williams,FW,Tottenham,33,1988,20,51,2.55,41,1,1,6,2,0,5,0.25,3,0,0,1,1,0
239,Chioma Ubogagu,"FW,MF",Tottenham,28,1992,5.5,8,1.46,5,0,0,2,1,0,2,0.36,1,0,0,1,0,0
240,Eveliina Summanen,"MF,FW",Tottenham,23,1998,7.8,20,2.56,13,1,0,2,2,2,2,0.26,0,0,0,2,0,0
241,Rebecca Spencer,GK,Tottenham,30,1991,11,3,0.27,3,0,0,0,0,0,0,0,0,0,0,0,0,0
242,Cho So-hyun,"MF,FW",Tottenham,33,1988,6.7,6,0.89,4,1,0,0,1,0,2,0.3,1,0,0,0,1,0
243,Kyah Simon,"FW,MF",Tottenham,30,1991,10.2,12,1.18,8,3,0,1,0,0,1,0.1,0,1,0,0,0,0
244,Viktoria Schnaderbeck,DF,Tottenham,30,1991,2.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
245,Ria Percival,"MF,DF",Tottenham,31,1989,16.8,60,3.57,29,19,1,3,4,4,5,0.3,4,0,0,0,1,0
246,Ashleigh Neville,"DF,MF",Tottenham,28,1993,20.4,31,1.52,24,0,2,1,3,1,2,0.1,1,0,1,0,0,0
247,Jessica Naz,"FW,MF",Tottenham,20,2000,13.1,35,2.67,25,0,4,1,4,1,5,0.38,4,0,1,0,0,0
248,Isabella Lane,"DF,MF",Tottenham,17,2003,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
249,Tinja-Riikka Korpela,GK,Tottenham,35,1986,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
250,Tang Jiali,FW,Tottenham,26,1995,2.9,12,4.12,10,0,0,1,1,0,3,1.03,2,0,0,0,1,0
251,Kerys Harrop,"DF,MF",Tottenham,30,1990,16.8,18,1.07,14,2,1,1,0,0,0,0,0,0,0,0,0,0
252,Josephine Green,MF,Tottenham,28,1993,6,9,1.49,7,1,0,0,0,1,0,0,0,0,0,0,0,0
253,Kit Graham,"FW,MF",Tottenham,25,1995,5.9,32,5.39,21,5,1,5,0,0,2,0.34,1,1,0,0,0,0
254,Maéva Clemaron,MF,Tottenham,28,1992,19.3,34,1.76,31,1,0,1,0,1,3,0.16,2,0,0,1,0,0
255,Molly Bartrip,DF,Tottenham,25,1996,22,24,1.09,10,13,1,0,0,0,2,0.09,2,0,0,0,0,0
256,Rosella Ayane,"FW,MF",Tottenham,25,1996,8.4,19,2.27,14,1,2,1,1,0,1,0.12,1,0,0,0,0,0
257,Asmita Ale,"DF,MF",Tottenham,19,2001,10.7,25,2.34,21,1,0,1,0,2,1,0.09,1,0,0,0,0,0
258,Angela Addison,"MF,FW",Tottenham,21,1999,3.9,15,3.89,10,0,1,1,3,0,0,0,0,0,0,0,0,0
259,Tameka Yallop,"MF,FW",West Ham,30,1991,13.4,25,1.87,21,0,0,1,2,1,2,0.15,2,0,0,0,0,0
260,Zaneta Wyne,"DF,MF",West Ham,31,1990,12.7,18,1.41,17,0,0,0,1,0,1,0.08,1,0,0,0,0,0
261,Claudia Walker,FW,West Ham,25,1996,15,27,1.8,21,0,0,4,2,0,2,0.13,1,0,0,1,0,0
262,Kateřina Svitková,"DF,MF",West Ham,25,1996,17.2,46,2.68,32,8,2,0,1,3,5,0.29,3,2,0,0,0,0
263,Abbey-Leigh Stringer,"MF,FW",West Ham,26,1995,12.4,10,0.81,10,0,0,0,0,0,0,0,0,0,0,0,0,0
264,Emma Snerle,"MF,FW",West Ham,20,2001,5.1,8,1.57,4,0,0,2,2,0,1,0.2,1,0,0,0,0,0
265,Lucy Parker,"DF,MF",West Ham,22,1998,9.4,6,0.64,6,0,0,0,0,0,0,0,0,0,0,0,0,0
266,Kate Longhurst,DF,West Ham,32,1989,19.5,36,1.84,28,3,2,0,0,3,2,0.1,2,0,0,0,0,0
267,Adriana Leon,FW,West Ham,28,1992,10.8,30,2.79,14,8,2,5,0,1,0,0,0,0,0,0,0,0
268,Anna Leat,GK,West Ham,20,2001,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
269,Lois Joel,DF,West Ham,22,1999,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
270,Halle Houssein,"MF,FW",West Ham,16,2004,0.3,1,3.46,1,0,0,0,0,0,0,0,0,0,0,0,0,0
271,Yui Hasegawa,"MF,FW",West Ham,24,1997,16.2,47,2.9,38,3,2,2,0,2,6,0.37,5,0,1,0,0,0
272,Grace Garrad,"DF,FW",West Ham,18,2003,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
273,Gilly Flaherty,DF,West Ham,29,1991,19,10,0.53,6,2,0,1,0,1,3,0.16,2,1,0,0,0,0
274,Grace Fisk,DF,West Ham,23,1998,15,5,0.33,2,1,0,1,0,1,0,0,0,0,0,0,0,0
275,Melisa Filis,"MF,FW",West Ham,19,2002,4.3,4,0.93,3,0,0,0,1,0,1,0.23,1,0,0,0,0,0
276,Lisa Evans,"FW,DF",West Ham,29,1992,11.6,29,2.49,25,0,1,1,2,0,5,0.43,5,0,0,0,0,0
277,Hawa Cissoko,DF,West Ham,24,1997,17,9,0.53,9,0,0,0,0,0,1,0.06,1,0,0,0,0,0
278,Brooke Cairns,FW,West Ham,18,2003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
279,Dagný Brynjarsdóttir,"MF,FW",West Ham,29,1991,18.6,19,1.02,17,0,0,2,0,0,2,0.11,1,0,0,1,0,0
280,Mackenzie Arnold,GK,West Ham,27,1994,18,5,0.28,4,1,0,0,0,0,2,0.11,2,0,0,0,0,0
