Rk,Player,Pos,"Squad
▲",Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG
16,Frida Maanum,"MF,DF",Arsenal,22,1999,10.9,3,25,8,32,2.28,0.73,0.12,0.38,21,0,0,0,1.7,1.7,0.07,1.3,1.3
17,Kim Little,MF,Arsenal,31,1990,19.8,6,20,8,40,1.01,0.4,0.25,0.63,20.5,0,1,1,2.3,1.5,0.08,3.7,3.5
18,Mana Iwabuchi,"MF,FW",Arsenal,28,1993,5.5,1,6,1,16.7,1.1,0.18,0.17,1,13.9,0,0,0,1.1,1.1,0.18,-0.1,-0.1
19,Halle Houssein,DF,Arsenal,16,2004,0.1,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
20,Alex Hennessy,"FW,DF",Arsenal,16,2004,0.1,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
21,Tobin Heath,"FW,MF",Arsenal,33,1988,3.3,2,9,6,66.7,2.75,1.83,0.22,0.33,16.4,1,0,0,1.6,1.6,0.18,0.4,0.4
22,Teyah Goldie,DF,Arsenal,17,2004,0.1,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
23,Caitlin Foord,"FW,MF",Arsenal,26,1994,8.8,4,31,18,58.1,3.51,2.04,0.13,0.22,16.5,0,0,0,3.7,3.7,0.12,0.3,0.3
24,Steph Catley,DF,Arsenal,27,1994,14.3,1,15,3,20,1.05,0.21,0.07,0.33,20.8,4,0,0,0.8,0.8,0.05,0.2,0.2
25,Simone Boye Sørensen,DF,Arsenal,29,1992,1.8,0,1,0,0,0.56,0,0,,11.3,0,0,0,0.1,0.1,0.05,-0.1,-0.1
26,Stina Blackstenius,FW,Arsenal,25,1996,7,6,15,7,46.7,2.14,1,0.4,0.86,9.4,0,0,0,2.9,2.9,0.2,3.1,3.1
27,Jennifer Beattie,"DF,MF",Arsenal,30,1991,6.5,1,5,2,40,0.77,0.31,0.2,0.5,11,0,0,0,0.7,0.7,0.15,0.3,0.3
28,Jill Scott,MF,Aston Villa,34,1987,5.7,0,11,2,18.2,1.92,0.35,0,0,14.5,0,0,0,0.7,0.7,0.06,-0.7,-0.7
29,Meaghan Sargeant,DF,Aston Villa,27,1994,9.1,0,6,0,0,0.66,0,0,,12.5,0,0,0,0.6,0.6,0.1,-0.6,-0.6
30,Sian Rogers,GK,Aston Villa,23,1998,2.3,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
31,Ramona Petzelberger,"FW,MF",Aston Villa,28,1992,18.4,3,20,6,30,1.09,0.33,0.15,0.5,14.8,0,0,0,1.9,1.9,0.1,1.1,1.1
32,Anna Patten,DF,Aston Villa,22,1999,7,0,5,2,40,0.71,0.29,0,0,16.8,0,0,0,0.3,0.3,0.06,-0.3,-0.3
33,Mayumi Pacheco,DF,Aston Villa,22,1998,22,0,8,2,25,0.36,0.09,0,0,24.4,1,0,0,0.3,0.3,0.03,-0.3,-0.3
34,Elisha N'Dow,DF,Aston Villa,24,1996,5.5,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
35,Olivia McLoughlin,"MF,DF",Aston Villa,16,2004,5,0,2,0,0,0.4,0,0,,33.7,0,0,0,0,0,0.02,0,0
36,Sarah Mayling,DF,Aston Villa,24,1997,20.8,1,8,3,37.5,0.38,0.14,0.13,0.33,24.3,3,0,0,0.4,0.4,0.05,0.6,0.6
37,Ruesha Littlejohn,MF,Aston Villa,31,1990,11.1,0,7,1,14.3,0.63,0.09,0,0,29.7,0,0,0,0.2,0.2,0.03,-0.2,-0.2
38,Alisha Lehmann,FW,Aston Villa,22,1999,18.9,2,29,7,24.1,1.53,0.37,0.03,0.14,22.1,1,1,1,2.8,2,0.07,-0.8,-1
39,Jodie Hutton,"FW,MF",Aston Villa,20,2001,1.1,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
40,Shania Hayles,FW,Aston Villa,21,1999,4.7,0,3,1,33.3,0.64,0.21,0,0,17.5,0,0,0,0.2,0.2,0.08,-0.2,-0.2
41,Hannah Hampton,GK,Aston Villa,20,2000,19.7,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
42,Natalie Haigh,MF,Aston Villa,21,1999,0,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
43,Freya Gregory,FW,Aston Villa,18,2003,1.2,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
44,Emily Gielnik,FW,Aston Villa,29,1992,12,2,22,9,40.9,1.84,0.75,0.09,0.22,17.9,0,0,0,2,2,0.09,0,0
45,Marisa Ewers,MF,Aston Villa,32,1989,2.4,0,1,0,0,0.42,0,0,,24.8,0,0,0,0,0,0.03,0,0
46,Gemma Davison,"FW,MF",Aston Villa,34,1987,0.7,0,2,0,0,2.73,0,0,,17.6,0,0,0,0.1,0.1,0.06,-0.1,-0.1
47,Rachel Corsie,"DF,MF",Aston Villa,31,1989,5.3,0,3,0,0,0.56,0,0,,8.1,0,0,0,0.4,0.4,0.15,-0.4,-0.4
48,Chantelle Boye-Hlorkah,"FW,MF",Aston Villa,25,1995,11.1,0,17,5,29.4,1.54,0.45,0,0,20.8,0,0,0,0.8,0.8,0.05,-0.8,-0.8
49,Laura Blindkilde,MF,Aston Villa,17,2003,7.4,0,3,1,33.3,0.41,0.14,0,0,22.7,0,0,0,0.1,0.1,0.03,-0.1,-0.1
50,Anita Asante,DF,Aston Villa,36,1985,21,1,4,2,50,0.19,0.1,0.25,0.5,8.1,0,0,0,0.2,0.2,0.05,0.8,0.8
51,Chloe Arthur,"MF,FW",Aston Villa,26,1995,10.8,0,3,0,0,0.28,0,0,,30.2,0,0,0,0.1,0.1,0.04,-0.1,-0.1
52,Remi Allen,MF,Aston Villa,30,1990,18.8,3,15,7,46.7,0.8,0.37,0.2,0.43,14.1,0,0,0,2.2,2.2,0.15,0.8,0.8
53,Louanne Worsley,"FW,MF",Birmingham City,,,0.3,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
54,Lucy Whipp,"MF,FW",Birmingham City,25,1995,5.9,0,3,0,0,0.51,0,0,,17.3,0,0,0,0.2,0.2,0.05,-0.2,-0.2
55,Emily Whelan,"FW,MF",Birmingham City,18,2002,5.5,0,4,1,25,0.73,0.18,0,0,17.8,0,0,0,0.2,0.2,0.05,-0.2,-0.2
56,Arabella Suttie,DF,Birmingham City,,,0.1,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
57,Libby Smith,"FW,DF",Birmingham City,19,2001,13.7,2,14,5,35.7,1.02,0.37,0.14,0.4,17.5,0,0,0,1.7,1.7,0.12,0.3,0.3
58,Harriet Scott,DF,Birmingham City,28,1993,19.1,0,5,1,20,0.26,0.05,0,0,13,0,0,0,0.7,0.7,0.14,-0.7,-0.7
59,Veatriki Sarri,"MF,FW",Birmingham City,23,1998,18.3,3,30,9,30,1.64,0.49,0.1,0.33,23.7,3,0,0,1.5,1.5,0.05,1.5,1.5
60,Cecilie Sandvej,DF,Birmingham City,31,1990,4.7,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
61,Eleanor Ryan-Doyle,FW,Birmingham City,23,1998,3.7,0,4,1,25,1.07,0.27,0,0,17.3,0,0,0,0.2,0.2,0.04,-0.2,-0.2
62,Lisa Robertson,"MF,DF",Birmingham City,29,1992,13.1,0,6,2,33.3,0.46,0.15,0,0,27.5,0,0,0,0.2,0.2,0.03,-0.2,-0.2
63,Emily Ramsey,GK,Birmingham City,20,2000,14.3,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
64,Lucy Quinn,"FW,MF",Birmingham City,27,1993,18.5,1,21,7,33.3,1.13,0.38,0.05,0.14,21.9,0,0,0,1.5,1.5,0.07,-0.5,-0.5
65,Louise Quinn,DF,Birmingham City,31,1990,22,5,14,7,50,0.64,0.32,0.36,0.71,8.1,0,0,0,2.4,2.4,0.17,2.6,2.6
66,Jade Pennock,"FW,MF",Birmingham City,28,1993,15.7,2,17,5,29.4,1.08,0.32,0.12,0.4,18.4,0,0,0,1.5,1.5,0.09,0.5,0.5
67,Christie Murray,MF,Birmingham City,31,1990,16.9,1,7,1,14.3,0.42,0.06,0,0,33,0,1,1,1,0.2,0.03,0,-0.2
68,Gemma Lawley,DF,Birmingham City,20,2001,18,1,8,2,25,0.44,0.11,0.13,0.5,10,0,0,0,0.8,0.8,0.1,0.2,0.2
69,Lucy Jones,GK,Birmingham City,,,0.7,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
70,Marie Hourihan,GK,Birmingham City,34,1987,7,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
71,Rebecca Holloway,"DF,MF",Birmingham City,25,1995,16.3,0,11,2,18.2,0.67,0.12,0,0,20.4,0,0,0,0.5,0.5,0.05,-0.5,-0.5
72,Jamie Finn,"DF,MF",Birmingham City,23,1998,18.3,0,1,0,0,0.05,0,0,,39.6,0,0,0,0,0,0.02,0,0
73,Sarah Ewens,"FW,MF",Birmingham City,29,1992,4.2,0,4,3,75,0.95,0.71,0,0,17.3,0,0,0,0.2,0.2,0.05,-0.2,-0.2
74,Abbie Cowie,DF,Birmingham City,,,5,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
75,Julia Zigiotti Olme,"MF,FW",Brighton,23,1997,6.3,2,8,3,37.5,1.27,0.48,0.25,0.67,18,0,0,0,1.1,1.1,0.14,0.9,0.9
76,Victoria Williams,DF,Brighton,31,1990,20,2,6,3,50,0.3,0.15,0.33,0.67,9.2,0,0,0,1.3,1.3,0.22,0.7,0.7
77,Aileen Whelan,"MF,FW",Brighton,29,1991,18.9,4,18,6,33.3,0.95,0.32,0.22,0.67,13.5,0,0,0,1.6,1.6,0.09,2.4,2.4
78,Megan Walsh,GK,Brighton,26,1994,20,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
79,Maisie Symonds,FW,Brighton,18,2003,4.1,1,10,4,40,2.41,0.97,0.1,0.25,18.9,1,0,0,0.6,0.6,0.06,0.4,0.4
80,Katie Startup,GK,Brighton,22,1999,2,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
81,Emily Simpkins,MF,Brighton,31,1990,5.4,0,8,2,25,1.49,0.37,0,0,26.7,0,0,0,0.2,0.2,0.02,-0.2,-0.2
82,Katie Robinson,"FW,MF",Brighton,18,2002,1.4,0,2,1,50,1.48,0.74,0,0,16.8,0,0,0,0.1,0.1,0.05,-0.1,-0.1
83,Maya Le Tissier,DF,Brighton,19,2002,22,1,11,3,27.3,0.5,0.14,0.09,0.33,14,0,0,0,0.8,0.8,0.07,0.2,0.2
84,Emma Kullberg,DF,Brighton,29,1991,10.9,0,2,1,50,0.18,0.09,0,0,17.4,0,0,0,0.3,0.3,0.14,-0.3,-0.3
85,Emma Koivisto,"DF,MF",Brighton,26,1994,21.2,3,16,4,25,0.75,0.19,0.19,0.75,16.2,0,0,0,1.3,1.3,0.08,1.7,1.7
86,Danique Kerkdijk,DF,Brighton,25,1996,15,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
87,Inessa Kaagman,"MF,FW",Brighton,25,1996,16.5,4,21,9,42.9,1.27,0.55,0.05,0.11,26.6,2,3,3,3.3,0.9,0.04,0.7,0.1
88,Kayleigh Green,"MF,FW",Brighton,33,1988,10.2,3,15,9,60,1.48,0.89,0.2,0.33,14.9,0,0,0,1.7,1.7,0.11,1.3,1.3
89,Felicity Gibbons,DF,Brighton,27,1994,9.5,0,5,0,0,0.53,0,0,,28.3,0,0,0,0.1,0.1,0.03,-0.1,-0.1
90,Lee Geum-min,"FW,MF",Brighton,27,1994,12.5,2,16,7,43.8,1.28,0.56,0.13,0.29,19.3,0,0,0,1,1,0.06,1,1
91,Megan Connolly,MF,Brighton,24,1997,16.1,0,12,1,8.3,0.75,0.06,0,0,26.4,1,0,0,0.5,0.5,0.04,-0.5,-0.5
92,Danielle Carter,"FW,MF",Brighton,28,1993,16,2,33,14,42.4,2.06,0.87,0.06,0.14,22.1,0,0,0,2,2,0.06,0,0
93,Danielle Buet,DF,Brighton,32,1988,0.9,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
94,Ellie Brazil,"FW,MF",Brighton,22,1999,10.9,0,12,2,16.7,1.1,0.18,0,0,14.3,0,0,0,1,1,0.09,-1,-1
95,Libby Bance,MF,Brighton,18,2003,1.2,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
96,Rinsola Babajide,FW,Brighton,23,1998,1,0,2,1,50,1.94,0.97,0,0,19.6,0,0,0,0.1,0.1,0.04,-0.1,-0.1
97,Drew Spence,MF,Chelsea,28,1992,4.8,1,10,5,50,2.07,1.03,0.1,0.2,16.2,0,0,0,1.1,1.1,0.11,-0.1,-0.1
98,Ji So-yun,MF,Chelsea,30,1991,7.2,0,17,1,5.9,2.36,0.14,0,0,21.7,1,0,0,1.2,1.2,0.07,-1.2,-1.2
99,Guro Reiten,"MF,DF",Chelsea,27,1994,16.6,7,37,15,40.5,2.23,0.9,0.19,0.47,17.1,4,0,0,3.3,3.3,0.09,3.7,3.7
100,Aniek Nouwen,DF,Chelsea,22,1999,10.8,1,6,3,50,0.55,0.28,0.17,0.33,11.5,0,0,0,1.5,1.5,0.26,-0.5,-0.5
101,Zećira Mušović,GK,Chelsea,25,1996,8.8,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
102,Maren Mjelde,"DF,FW",Chelsea,31,1989,0.6,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
103,Melanie Leupolz,MF,Chelsea,27,1994,5.7,0,7,2,28.6,1.23,0.35,0,0,20,0,0,0,0.3,0.3,0.04,-0.3,-0.3
104,Fran Kirby,FW,Chelsea,28,1993,9.5,6,33,15,45.5,3.46,1.57,0.18,0.4,15.2,0,0,0,3.8,3.8,0.12,2.2,2.2
105,Sam Kerr,FW,Chelsea,27,1993,17.3,20,70,39,55.7,4.05,2.26,0.29,0.51,12.1,0,0,0,11.7,11.7,0.17,8.3,8.3
106,Lauren James,"FW,MF",Chelsea,19,2001,1.3,1,3,2,66.7,2.39,1.59,0.33,0.5,17.4,0,0,0,0.4,0.4,0.12,0.6,0.6
107,Sophie Ingle,MF,Chelsea,29,1991,16.1,0,17,3,17.6,1.06,0.19,0,0,23.3,0,0,0,0.8,0.8,0.05,-0.8,-0.8
108,Pernille Harder,"FW,MF",Chelsea,28,1992,13.3,6,52,17,32.7,3.92,1.28,0.1,0.29,15,0,1,1,5.2,4.4,0.08,0.8,0.6
109,Jorja Fox,DF,Chelsea,17,2003,0.1,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
110,Jessie Fleming,"FW,MF",Chelsea,23,1998,11.8,6,25,12,48,2.12,1.02,0.24,0.5,17.1,0,0,0,2.8,2.8,0.11,3.2,3.2
111,Magdalena Eriksson,DF,Chelsea,27,1993,14,1,18,2,11.1,1.29,0.14,0.06,0.5,12.3,0,0,0,1.5,1.5,0.08,-0.5,-0.5
112,Bethany England,FW,Chelsea,27,1994,9.7,8,32,14,43.8,3.31,1.45,0.22,0.5,13.2,0,1,1,5.9,5.1,0.16,2.1,1.9
113,Erin Cuthbert,"MF,FW",Chelsea,23,1998,16.8,4,44,10,22.7,2.62,0.59,0.09,0.4,21.6,1,0,0,2.4,2.4,0.05,1.6,1.6
114,Niamh Charles,"DF,MF",Chelsea,22,1999,11.5,1,14,1,7.1,1.21,0.09,0.07,1,16.3,0,0,0,0.8,0.8,0.06,0.2,0.2
115,Jess Carter,DF,Chelsea,23,1997,18.7,0,4,0,0,0.21,0,0,,31.9,0,0,0,0.1,0.1,0.02,-0.1,-0.1
116,Millie Bright,DF,Chelsea,27,1993,21.9,0,27,4,14.8,1.23,0.18,0,0,19.6,0,0,0,1.4,1.4,0.05,-1.4,-1.4
117,Ann-Katrin Berger,GK,Chelsea,30,1990,13.2,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
118,Jonna Andersson,"MF,DF",Chelsea,28,1993,11.2,0,9,0,0,0.81,0,0,,20.8,0,0,0,0.2,0.2,0.02,-0.2,-0.2
119,Alsu Abdullina,"MF,FW",Chelsea,20,2001,0.5,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
120,Danielle Turner,DF,Everton,30,1991,19.2,2,11,5,45.5,0.57,0.26,0.18,0.4,22.3,2,0,0,0.8,0.8,0.07,1.2,1.2
121,Nicoline Sørensen,"DF,FW",Everton,23,1997,1.1,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
122,Rikke Sevecke,DF,Everton,25,1996,9.4,1,8,1,12.5,0.85,0.11,0.13,1,10,0,0,0,0.6,0.6,0.08,0.4,0.4
123,Poppy Pattinson,DF,Everton,21,2000,8.4,0,7,1,14.3,0.84,0.12,0,0,20.5,0,0,0,0.5,0.5,0.07,-0.5,-0.5
124,Leonie Maier,"DF,MF",Everton,28,1992,12.1,1,6,1,16.7,0.5,0.08,0.17,1,22.2,0,0,0,0.3,0.3,0.05,0.7,0.7
125,Simone Magill,"FW,MF",Everton,26,1994,6.1,2,7,5,71.4,1.15,0.82,0.29,0.4,12.6,0,0,0,1,1,0.14,1,1
126,Sandy MacIver,GK,Everton,23,1998,18,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
127,Lucy Graham,MF,Everton,24,1996,10,0,16,4,25,1.6,0.4,0,0,19.2,0,0,0,1.5,1.5,0.09,-1.5,-1.5
128,Gabrielle George,DF,Everton,24,1997,21,0,10,0,0,0.48,0,0,,17.2,0,0,0,0.7,0.7,0.07,-0.7,-0.7
129,Valérie Gauvin,FW,Everton,25,1996,4.1,0,12,8,66.7,2.91,1.94,0,0,11.8,0,0,0,2.2,2.2,0.21,-2.2,-2.2
130,Aurora Galli,MF,Everton,24,1996,15.9,1,5,1,20,0.31,0.06,0.2,1,17.5,0,0,0,0.2,0.2,0.05,0.8,0.8
131,Megan Finnigan,DF,Everton,23,1998,12.3,1,5,2,40,0.41,0.16,0.2,0.5,11.4,0,0,0,0.4,0.4,0.07,0.6,0.6
132,Claire Emslie,"FW,MF",Everton,27,1994,11.4,2,19,7,36.8,1.67,0.61,0.11,0.29,20,1,0,0,1.1,1.1,0.06,0.9,0.9
133,Toni Duggan,FW,Everton,30,1991,17.1,2,32,14,43.8,1.87,0.82,0.06,0.14,17.6,0,0,0,3.7,3.7,0.11,-1.7,-1.7
134,Kenza Dali,"MF,FW",Everton,30,1991,14.1,0,26,7,26.9,1.84,0.5,0,0,25,2,0,0,1.5,1.5,0.06,-1.5,-1.5
135,Grace Clinton,"MF,FW",Everton,18,2003,2.4,0,3,2,66.7,1.24,0.83,0,0,17.3,0,0,0,0.2,0.2,0.06,-0.2,-0.2
136,Izzy Christiansen,MF,Everton,29,1991,18.9,0,16,3,18.8,0.85,0.16,0,0,23.2,0,0,2,2.5,0.9,0.05,-2.5,-0.9
137,Courtney Brosnan,GK,Everton,25,1995,4,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
138,Nathalie Björn,DF,Everton,24,1997,12.6,1,3,1,33.3,0.24,0.08,0.33,1,12.2,0,0,0,0.1,0.1,0.05,0.9,0.9
139,Hanna Bennison,"MF,FW",Everton,18,2002,13.6,1,13,5,38.5,0.96,0.37,0.08,0.2,22.5,1,0,0,0.9,0.9,0.07,0.1,0.1
140,Anna Anvegard,"FW,MF",Everton,24,1997,10.4,4,28,10,35.7,2.69,0.96,0.14,0.4,17.1,0,0,0,3.1,3.1,0.11,0.9,0.9
141,Samantha Tierney,"MF,DF",Leicester City,22,1998,20.6,2,7,3,42.9,0.34,0.15,0.29,0.67,11.1,0,0,0,1.3,1.3,0.18,0.7,0.7
142,Mackenzie Smith,"MF,FW",Leicester City,,,1.2,0,2,1,50,1.64,0.82,0,0,26.7,0,0,0,0.1,0.1,0.03,-0.1,-0.1
143,Jessica Sigsworth,FW,Leicester City,26,1994,12.5,2,18,8,44.4,1.44,0.64,0.06,0.13,18.2,0,1,1,2.9,2.1,0.12,-0.9,-1.1
144,Connie Scofield,FW,Leicester City,22,1999,0.3,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
145,Monique Robinson,MF,Leicester City,16,2004,0.1,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
146,Jemma Purfield,"DF,MF",Leicester City,24,1997,18.3,2,14,7,50,0.77,0.38,0.14,0.29,29,5,0,0,0.4,0.4,0.03,1.6,1.6
147,Ashleigh Plumptre,DF,Leicester City,23,1998,19.3,1,16,4,25,0.83,0.21,0.06,0.25,13.9,0,0,0,1,1,0.06,0,0
148,Molly Pike,MF,Leicester City,20,2001,19.7,0,14,2,14.3,0.71,0.1,0,0,26.3,0,0,0,0.6,0.6,0.04,-0.6,-0.6
149,Lachante Paul,"FW,DF",Leicester City,18,2002,0.7,0,2,1,50,2.69,1.34,0,0,16.4,0,0,0,0.8,0.8,0.39,-0.8,-0.8
150,Shannon O’Brien,"MF,FW",Leicester City,19,2001,19.1,1,21,5,23.8,1.1,0.26,0.05,0.2,21.2,0,0,0,1.8,1.8,0.08,-0.8,-0.8
151,Esther Morgan,MF,Leicester City,18,2002,0.3,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
152,Abbie McManus,"DF,MF",Leicester City,28,1993,17.3,1,5,2,40,0.29,0.12,0.2,0.5,11.9,0,0,0,0.5,0.5,0.09,0.5,0.5
153,Kirstie Levell,GK,Leicester City,24,1997,7,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
154,Demi Lambourne,GK,Leicester City,25,1996,14,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
155,Sophie Howard,DF,Leicester City,27,1993,18.5,1,11,2,18.2,0.59,0.11,0.09,0.5,15.9,0,0,0,0.8,0.8,0.08,0.2,0.2
156,Sophie Harris,GK,Leicester City,26,1994,1,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
157,Freya Gregory,"MF,FW",Leicester City,18,2003,9.4,1,13,4,30.8,1.39,0.43,0.08,0.25,20.2,0,0,0,1.3,1.3,0.1,-0.3,-0.3
158,Abbi Grant,FW,Leicester City,25,1995,0.5,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
159,Esmee de Graaf,"DF,MF",Leicester City,23,1997,17.9,0,8,4,50,0.45,0.22,0,0,14.5,0,0,0,0.5,0.5,0.06,-0.5,-0.5
160,Missy Goodwin,"MF,FW",Leicester City,18,2003,3.8,0,2,0,0,0.52,0,0,,13.4,0,0,0,0.1,0.1,0.06,-0.1,-0.1
161,Natasha Flint,"FW,MF",Leicester City,24,1996,13.9,2,41,13,31.7,2.94,0.93,0.05,0.15,24.5,1,0,0,3.2,3.2,0.08,-1.2,-1.2
162,Charlotte Devlin,"MF,FW",Leicester City,23,1998,1.9,0,2,1,50,1.03,0.52,0,0,15.7,0,0,0,0.2,0.2,0.09,-0.2,-0.2
163,Hannah Cain,"MF,DF",Leicester City,22,1999,3.1,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
164,Georgia Brougham,DF,Leicester City,25,1996,8.1,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
165,CJ Bott,DF,Leicester City,26,1995,0.6,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
166,Elysia Boddy,MF,Leicester City,17,2004,0.2,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
167,Sophie Barker,"MF,DF",Leicester City,30,1990,7.8,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
168,Ava Baker,"FW,MF",Leicester City,15,2006,0.3,0,2,0,0,6.21,0,0,,13.3,0,0,0,0.2,0.2,0.09,-0.2,-0.2
169,Paige Bailey-Gayle,"FW,DF",Leicester City,19,2001,4,0,1,0,0,0.25,0,0,,9.3,0,0,0,0.3,0.3,0.31,-0.3,-0.3
170,Ellen White,FW,Manchester City,32,1989,13.6,4,38,15,39.5,2.8,1.11,0.11,0.27,11.6,0,0,0,5.3,5.3,0.14,-1.3,-1.3
171,Caroline Weir,MF,Manchester City,26,1995,16.2,6,50,22,44,3.09,1.36,0.12,0.27,20.1,4,0,0,4.2,4.2,0.08,1.8,1.8
172,Keira Walsh,MF,Manchester City,24,1997,16.7,1,7,2,28.6,0.42,0.12,0.14,0.5,26.1,0,0,0,0.3,0.3,0.04,0.7,0.7
173,Demi Stokes,DF,Manchester City,29,1991,17.1,1,3,1,33.3,0.18,0.06,0.33,1,21.9,0,0,0,0.2,0.2,0.05,0.8,0.8
174,Georgia Stanway,"MF,DF",Manchester City,22,1999,18.5,8,52,17,32.7,2.81,0.92,0.15,0.47,19.8,0,0,0,4,4,0.08,4,4
175,Khadija Shaw,FW,Manchester City,24,1997,8.8,9,40,23,57.5,4.53,2.61,0.23,0.39,12.8,0,0,0,6,6,0.15,3,3
176,Jill Scott,DF,Manchester City,34,1987,5.5,0,2,0,0,0.37,0,0,,7.8,0,0,0,0.2,0.2,0.11,-0.2,-0.2
177,Ellie Roebuck,GK,Manchester City,21,1999,10,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
178,Hayley Raso,FW,Manchester City,26,1994,7.1,3,16,8,50,2.24,1.12,0.19,0.38,12.9,0,0,0,2.1,2.1,0.13,0.9,0.9
179,Jessica Park,FW,Manchester City,19,2001,7.8,0,16,6,37.5,2.04,0.76,0,0,15.4,0,0,0,1.5,1.5,0.09,-1.5,-1.5
