Rk,Player,Pos,"Squad
▲",Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG
180,Esme Morgan,DF,Manchester City,20,2000,1.2,0,1,0,0,0.87,0,0,,26.8,0,0,0,0,0,0.03,0,0
181,Ruby Mace,DF,Manchester City,17,2003,2.9,0,1,0,0,0.34,0,0,,9.5,0,0,0,0.2,0.2,0.25,-0.2,-0.2
182,Vicky Losada,MF,Manchester City,30,1991,6.6,3,12,4,33.3,1.82,0.61,0.25,0.75,21,1,0,0,1.1,1.1,0.09,1.9,1.9
183,Alanna Kennedy,DF,Manchester City,26,1995,12.8,1,4,2,50,0.31,0.16,0.25,0.5,9.6,0,0,0,0.3,0.3,0.08,0.7,0.7
184,Chloe Kelly,FW,Manchester City,23,1998,3.4,1,9,5,55.6,2.68,1.49,0.11,0.2,16.7,0,0,0,0.7,0.7,0.08,0.3,0.3
185,Khiara Keating,GK,Manchester City,17,2004,2,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
186,Steph Houghton,DF,Manchester City,33,1988,4,1,2,2,100,0.49,0.49,0.5,0.5,14.9,1,0,0,0.2,0.2,0.09,0.8,0.8
187,Lauren Hemp,FW,Manchester City,20,2000,19.3,10,62,29,46.8,3.22,1.51,0.16,0.34,13.1,0,0,0,8.4,8.4,0.13,1.6,1.6
188,Alex Greenwood,DF,Manchester City,27,1993,21.4,4,15,6,40,0.7,0.28,0.13,0.33,19,3,2,2,3.1,1.5,0.1,0.9,0.5
189,Laura Coombs,"MF,FW",Manchester City,30,1991,7.1,4,12,8,66.7,1.69,1.13,0.33,0.5,24.8,0,0,0,1,1,0.09,3,3
190,Lucy Bronze,DF,Manchester City,29,1991,12.8,0,11,0,0,0.86,0,0,,17.8,0,0,0,0.7,0.7,0.06,-0.7,-0.7
191,Julie Blakstad,"DF,FW",Manchester City,19,2001,3.8,1,9,3,33.3,2.36,0.79,0.11,0.33,17,0,0,0,0.8,0.8,0.09,0.2,0.2
192,Karima Benameur,GK,Manchester City,32,1989,10,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
193,Janine Beckie,"FW,DF",Manchester City,26,1994,5.6,1,13,7,53.8,2.33,1.25,0.08,0.14,16.6,0,0,0,1.2,1.2,0.09,-0.2,-0.2
194,Filippa Angeldahl,MF,Manchester City,24,1997,7.2,0,15,1,6.7,2.07,0.14,0,0,21.7,0,0,0,1.1,1.1,0.07,-1.1,-1.1
195,Katie Zelem,MF,Manchester Utd,25,1996,22,5,27,10,37,1.23,0.46,0.11,0.3,25.7,4,2,2,3.1,1.6,0.06,1.9,1.4
196,Millie Turner,DF,Manchester Utd,25,1996,2.9,0,1,0,0,0.35,0,0,,7.9,0,0,0,0,0,0.05,0,0
197,Ella Toone,"MF,FW",Manchester Utd,21,1999,21.1,7,66,26,39.4,3.13,1.23,0.11,0.27,19.4,0,0,0,4.6,4.6,0.07,2.4,2.4
198,Maria Thorisdottir,DF,Manchester Utd,28,1993,18.2,1,5,2,40,0.27,0.11,0.2,0.5,15.1,0,0,0,0.2,0.2,0.04,0.8,0.8
199,Martha Thomas,FW,Manchester Utd,25,1996,10,5,36,11,30.6,3.59,1.1,0.14,0.45,13.7,0,0,0,4.6,4.6,0.13,0.4,0.4
200,Lucy Staniforth,"MF,FW",Manchester Utd,28,1992,6.3,2,15,3,20,2.37,0.47,0.13,0.67,20.8,0,0,0,0.9,0.9,0.06,1.1,1.1
201,Kirsty Smith,DF,Manchester Utd,27,1994,2.1,0,1,1,100,0.48,0.48,0,0,25.6,0,0,0,0,0,0.03,0,0
202,Alessia Russo,"FW,MF",Manchester Utd,22,1999,17.5,9,61,20,32.8,3.48,1.14,0.15,0.45,15.7,0,0,0,4.6,4.6,0.08,4.4,4.4
203,Jade Moore,MF,Manchester Utd,30,1990,0.5,0,1,0,0,2.2,0,0,,29.9,0,0,0,0,0,0.02,0,0
204,Aoife Mannion,DF,Manchester Utd,25,1995,12,0,4,2,50,0.33,0.17,0,0,16.8,0,0,0,0.3,0.3,0.07,-0.3,-0.3
205,Hayley Ladd,"MF,DF",Manchester Utd,27,1993,12,2,12,4,33.3,1,0.33,0.17,0.5,17.8,0,0,0,0.9,0.9,0.07,1.1,1.1
206,Carrie Jones,FW,Manchester Utd,17,2003,0.3,0,1,0,0,3.75,0,0,,8.8,0,0,0,0.1,0.1,0.13,-0.1,-0.1
207,Martha Harris,DF,Manchester Utd,26,1994,0.1,0,1,1,100,8.18,8.18,0,0,16,0,0,0,0.1,0.1,0.12,-0.1,-0.1
208,Kirsty Hanson,FW,Manchester Utd,23,1998,8.1,1,14,5,35.7,1.72,0.62,0.07,0.2,20.1,0,0,0,1.4,1.4,0.1,-0.4,-0.4
209,Jackie Groenen,MF,Manchester Utd,26,1994,11.8,0,10,1,10,0.85,0.08,0,0,20.5,0,0,0,0.6,0.6,0.06,-0.6,-0.6
210,Leah Galton,FW,Manchester Utd,27,1994,18.9,8,32,12,37.5,1.7,0.64,0.25,0.67,11.7,0,0,0,4.8,4.8,0.15,3.2,3.2
211,Ivana Fuso,"FW,MF",Manchester Utd,20,2001,0.9,0,1,0,0,1.11,0,0,,16.5,0,0,0,0.1,0.1,0.09,-0.1,-0.1
212,Mary Earps,GK,Manchester Utd,28,1993,22,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
213,Diane Caldwell,DF,Manchester Utd,32,1988,5,0,3,0,0,0.6,0,0,,8.9,0,0,0,0.1,0.1,0.05,-0.1,-0.1
214,Vilde Bøe Risa,"MF,FW",Manchester Utd,26,1995,7.8,2,18,9,50,2.31,1.15,0.11,0.22,17.6,0,0,0,1.4,1.4,0.08,0.6,0.6
215,Signe Bruun,"FW,MF",Manchester Utd,23,1998,2.1,0,6,2,33.3,2.81,0.94,0,0,26.7,0,0,0,0.4,0.4,0.06,-0.4,-0.4
216,Hannah Blundell,DF,Manchester Utd,27,1994,19.6,0,9,3,33.3,0.46,0.15,0,0,21.6,0,0,0,0.7,0.7,0.08,-0.7,-0.7
217,Ona Batlle,DF,Manchester Utd,22,1999,20.8,1,20,4,20,0.96,0.19,0.05,0.25,20.4,0,0,0,0.9,0.9,0.05,0.1,0.1
218,Lily Woodham,"DF,MF",Reading,20,2000,19.5,0,5,1,20,0.26,0.05,0,0,22.9,1,0,0,0.3,0.3,0.05,-0.3,-0.3
219,Justine Vanhaevermaet,"MF,DF",Reading,29,1992,17.6,2,13,3,23.1,0.74,0.17,0.08,0.33,17.4,0,1,1,2,1.2,0.09,0,-0.2
220,Sanne Troelsgaard Nielsen,MF,Reading,32,1988,9.9,0,6,1,16.7,0.61,0.1,0,0,20.6,0,0,0,0.3,0.3,0.06,-0.3,-0.3
221,Rhiannon Stewart,GK,Reading,,,2.5,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
222,Rachel Rowe,"MF,FW",Reading,28,1992,10.5,1,20,4,20,1.91,0.38,0.05,0.25,19.5,2,0,0,1.2,1.2,0.06,-0.2,-0.2
223,Deanne Rose,"FW,MF",Reading,22,1999,18.6,4,30,10,33.3,1.61,0.54,0.13,0.4,16.7,0,0,0,2.8,2.8,0.09,1.2,1.2
224,Beth Roberts,"DF,FW",Reading,18,2003,0.8,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
225,Tia Primmer,"MF,FW",Reading,17,2004,2.4,1,5,2,40,2.1,0.84,0.2,0.5,18.3,0,0,0,0.6,0.6,0.12,0.4,0.4
226,Chloe Peplow,"MF,DF",Reading,22,1998,8.8,0,1,0,0,0.11,0,0,,16.7,0,0,0,0,0,0.04,0,0
227,Grace Moloney,GK,Reading,28,1993,19.5,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
228,Emma Harries,"MF,FW",Reading,19,2002,12.5,3,12,5,41.7,0.96,0.4,0.25,0.6,17.1,1,0,0,1.7,1.7,0.14,1.3,1.3
229,Natasha Harding,"DF,MF",Reading,32,1989,20.2,0,8,1,12.5,0.4,0.05,0,0,13.9,0,0,0,0.6,0.6,0.08,-0.6,-0.6
230,Jeon Ga-eul,"FW,DF",Reading,32,1988,0.2,0,2,0,0,8.57,0,0,,20,0,0,0,0.1,0.1,0.04,-0.1,-0.1
231,Gemma Evans,DF,Reading,24,1996,22,0,11,4,36.4,0.5,0.18,0,0,8.7,0,0,0,1.4,1.4,0.13,-1.4,-1.4
232,Amalie Eikeland,"MF,FW",Reading,25,1995,19.2,2,12,6,50,0.63,0.31,0.17,0.33,18.4,0,0,0,0.9,0.9,0.07,1.1,1.1
233,Natasha Dowie,FW,Reading,33,1988,15.3,6,21,10,47.6,1.38,0.66,0.24,0.5,17.8,0,1,2,4.9,3.3,0.16,1.1,1.7
234,Deanna Cooper,DF,Reading,28,1993,14.6,0,2,1,50,0.14,0.07,0,0,11.6,0,0,0,0.1,0.1,0.07,-0.1,-0.1
235,Brooke Chaplen,"MF,FW",Reading,32,1989,8,0,5,0,0,0.62,0,0,,23.5,0,0,0,0.2,0.2,0.05,-0.2,-0.2
236,Faye Bryson,"DF,MF",Reading,24,1997,20,1,11,4,36.4,0.55,0.2,0.09,0.25,26.9,0,0,0,0.4,0.4,0.04,0.6,0.6
237,Shelina Zadorsky,DF,Tottenham,28,1992,20.4,1,6,2,33.3,0.29,0.1,0.17,0.5,15.7,1,0,0,0.9,0.9,0.15,0.1,0.1
238,Rachel Williams,FW,Tottenham,33,1988,20,4,40,14,35,2,0.7,0.1,0.29,12.2,0,0,0,4.2,4.2,0.11,-0.2,-0.2
239,Chioma Ubogagu,"FW,MF",Tottenham,28,1992,5.5,0,14,8,57.1,2.55,1.46,0,0,20,1,0,0,0.7,0.7,0.05,-0.7,-0.7
240,Eveliina Summanen,"MF,FW",Tottenham,23,1998,7.8,0,13,2,15.4,1.66,0.26,0,0,21.7,1,0,0,0.9,0.9,0.07,-0.9,-0.9
241,Rebecca Spencer,GK,Tottenham,30,1991,11,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
242,Cho So-hyun,"MF,FW",Tottenham,33,1988,6.7,0,1,0,0,0.15,0,0,,35.7,0,0,0,0,0,0.01,0,0
243,Kyah Simon,"FW,MF",Tottenham,30,1991,10.2,3,18,5,27.8,1.77,0.49,0.11,0.4,19.3,0,1,1,2.4,1.6,0.09,0.6,0.4
244,Viktoria Schnaderbeck,DF,Tottenham,30,1991,2.7,0,1,0,0,0.37,0,0,,14.3,0,0,0,0,0,0.02,0,0
245,Ria Percival,"MF,DF",Tottenham,31,1989,16.8,2,19,8,42.1,1.13,0.48,0.11,0.25,20.1,2,0,0,2.1,2.1,0.11,-0.1,-0.1
246,Ashleigh Neville,"DF,MF",Tottenham,28,1993,20.4,3,30,13,43.3,1.47,0.64,0.1,0.23,15.8,0,0,0,3.5,3.5,0.12,-0.5,-0.5
247,Jessica Naz,"FW,MF",Tottenham,20,2000,13.1,2,19,7,36.8,1.45,0.53,0.11,0.29,24.7,1,0,0,1.4,1.4,0.07,0.6,0.6
248,Isabella Lane,"DF,MF",Tottenham,17,2003,0.3,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
249,Tinja-Riikka Korpela,GK,Tottenham,35,1986,11,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
250,Tang Jiali,FW,Tottenham,26,1995,2.9,0,10,3,30,3.44,1.03,0,0,22.1,0,0,0,0.9,0.9,0.09,-0.9,-0.9
251,Kerys Harrop,"DF,MF",Tottenham,30,1990,16.8,1,7,3,42.9,0.42,0.18,0.14,0.33,21,0,0,0,0.3,0.3,0.04,0.7,0.7
252,Josephine Green,MF,Tottenham,28,1993,6,1,6,2,33.3,0.99,0.33,0.17,0.5,17.7,0,0,0,0.9,0.9,0.15,0.1,0.1
253,Kit Graham,"FW,MF",Tottenham,25,1995,5.9,2,26,8,30.8,4.38,1.35,0.08,0.25,24.5,2,0,0,1.9,1.9,0.07,0.1,0.1
254,Maéva Clemaron,MF,Tottenham,28,1992,19.3,0,11,3,27.3,0.57,0.16,0,0,25.2,0,0,0,0.4,0.4,0.04,-0.4,-0.4
255,Molly Bartrip,DF,Tottenham,25,1996,22,0,5,0,0,0.23,0,0,,30.3,0,0,0,0.1,0.1,0.02,-0.1,-0.1
256,Rosella Ayane,"FW,MF",Tottenham,25,1996,8.4,1,20,10,50,2.39,1.19,0,0,22.8,1,1,1,1.6,0.8,0.04,-0.6,-0.8
257,Asmita Ale,"DF,MF",Tottenham,19,2001,10.7,1,3,2,66.7,0.28,0.19,0.33,0.5,16.6,0,0,0,0.8,0.8,0.27,0.2,0.2
258,Angela Addison,"MF,FW",Tottenham,21,1999,3.9,1,11,5,45.5,2.85,1.3,0.09,0.2,20.5,0,0,1,1.8,1,0.09,-0.8,0
259,Tameka Yallop,"MF,FW",West Ham,30,1991,13.4,1,28,10,35.7,2.09,0.75,0.04,0.1,17.7,0,0,0,2,2,0.07,-1,-1
260,Zaneta Wyne,"DF,MF",West Ham,31,1990,12.7,1,4,1,25,0.31,0.08,0.25,1,7.4,0,0,0,0.8,0.8,0.19,0.2,0.2
261,Claudia Walker,FW,West Ham,25,1996,15,3,25,10,40,1.67,0.67,0.12,0.3,18.1,0,0,0,2.5,2.5,0.1,0.5,0.5
262,Kateřina Svitková,"DF,MF",West Ham,25,1996,17.2,2,28,6,21.4,1.63,0.35,0.07,0.33,17.4,1,0,0,2.3,2.3,0.08,-0.3,-0.3
263,Abbey-Leigh Stringer,"MF,FW",West Ham,26,1995,12.4,1,2,2,100,0.16,0.16,0.5,0.5,7.6,0,0,0,0.8,0.8,0.41,0.2,0.2
264,Emma Snerle,"MF,FW",West Ham,20,2001,5.1,1,7,3,42.9,1.37,0.59,0.14,0.33,21.8,0,0,0,0.5,0.5,0.07,0.5,0.5
265,Lucy Parker,"DF,MF",West Ham,22,1998,9.4,0,2,0,0,0.21,0,0,,6.9,0,0,0,0.5,0.5,0.26,-0.5,-0.5
266,Kate Longhurst,DF,West Ham,32,1989,19.5,1,8,4,50,0.41,0.2,0.13,0.25,15.1,0,0,0,0.4,0.4,0.05,0.6,0.6
267,Adriana Leon,FW,West Ham,28,1992,10.8,2,25,8,32,2.32,0.74,0.08,0.25,18.8,1,0,0,2.2,2.2,0.09,-0.2,-0.2
268,Anna Leat,GK,West Ham,20,2001,4,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
269,Lois Joel,DF,West Ham,22,1999,1.3,0,2,2,100,1.57,1.57,0,0,18.7,0,0,0,0.1,0.1,0.06,-0.1,-0.1
270,Halle Houssein,"MF,FW",West Ham,16,2004,0.3,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
271,Yui Hasegawa,"MF,FW",West Ham,24,1997,16.2,2,16,4,25,0.99,0.25,0.13,0.5,24.7,2,0,0,1.1,1.1,0.07,0.9,0.9
272,Grace Garrad,"DF,FW",West Ham,18,2003,0.1,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
273,Gilly Flaherty,DF,West Ham,29,1991,19,0,7,0,0,0.37,0,0,,10.7,0,0,0,0.6,0.6,0.09,-0.6,-0.6
274,Grace Fisk,DF,West Ham,23,1998,15,2,5,2,40,0.33,0.13,0.4,1,9.4,0,0,0,0.5,0.5,0.11,1.5,1.5
275,Melisa Filis,"MF,FW",West Ham,19,2002,4.3,0,3,0,0,0.69,0,0,,16.3,0,0,0,0.3,0.3,0.1,-0.3,-0.3
276,Lisa Evans,"FW,DF",West Ham,29,1992,11.6,1,15,4,26.7,1.29,0.34,0.07,0.25,16.7,0,0,0,0.9,0.9,0.06,0.1,0.1
277,Hawa Cissoko,DF,West Ham,24,1997,17,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
278,Brooke Cairns,FW,West Ham,18,2003,0,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
279,Dagný Brynjarsdóttir,"MF,FW",West Ham,29,1991,18.6,4,32,10,31.3,1.72,0.54,0.13,0.4,14.1,0,0,0,4.1,4.1,0.13,-0.1,-0.1
280,Mackenzie Arnold,GK,West Ham,27,1994,18,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
