Rk,Player,Pos,"Squad
▲",Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG_exp,npxG_exp,xAG_exp,npxG+xAG_exp,PrgC,PrgP,PrgR,Gls_p90,Ast_p90,G+A_p90,G-PK_p90,G+A-PK_p90,xG_p90,xAG_p90,xG+xAG_p90,npxG_p90,npxG+xAG_p90
121,Nicoline Sørensen,"DF,FW",Everton,23,1997,3,1,96,1.1,0,0,0,0,0,0,0,0,0,0,0,0,4,4,5,0,0,0,0,0,0,0,0,0,0
122,Rikke Sevecke,DF,Everton,25,1996,11,9,843,9.4,1,0,1,1,0,0,2,0,0.6,0.6,1.3,1.9,8,47,13,0.11,0,0.11,0.11,0.11,0.06,0.13,0.2,0.06,0.2
123,Poppy Pattinson,DF,Everton,21,2000,17,7,753,8.4,0,0,0,0,0,0,0,0,0.5,0.5,0.4,0.9,10,19,27,0,0,0,0,0,0.06,0.05,0.11,0.06,0.11
124,Leonie Maier,"DF,MF",Everton,28,1992,15,13,"1,090",12.1,1,0,1,1,0,0,0,0,0.3,0.3,0.7,1,15,44,37,0.08,0,0.08,0.08,0.08,0.02,0.06,0.08,0.02,0.08
125,Simone Magill,"FW,MF",Everton,26,1994,14,5,547,6.1,2,1,3,2,0,0,0,0,1,1,0.7,1.7,6,11,34,0.33,0.16,0.49,0.33,0.49,0.16,0.12,0.28,0.16,0.28
126,Sandy MacIver,GK,Everton,23,1998,18,18,"1,620",18,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
127,Lucy Graham,MF,Everton,24,1996,16,10,902,10,0,0,0,0,0,0,2,0,1.5,1.5,0.7,2.2,16,44,40,0,0,0,0,0,0.15,0.07,0.22,0.15,0.22
128,Gabrielle George,DF,Everton,24,1997,21,21,"1,890",21,0,0,0,0,0,0,5,0,0.7,0.7,0.8,1.6,18,73,5,0,0,0,0,0,0.04,0.04,0.07,0.04,0.07
129,Valérie Gauvin,FW,Everton,25,1996,12,3,371,4.1,0,0,0,0,0,0,0,0,2.2,2.2,0,2.2,2,4,26,0,0,0,0,0,0.54,0,0.54,0.54,0.54
130,Aurora Galli,MF,Everton,24,1996,18,18,"1,435",15.9,1,0,1,1,0,0,1,0,0.2,0.2,0.3,0.5,15,58,29,0.06,0,0.06,0.06,0.06,0.02,0.02,0.03,0.02,0.03
131,Megan Finnigan,DF,Everton,23,1998,16,12,"1,106",12.3,1,0,1,1,0,0,1,0,0.4,0.4,0.1,0.5,2,26,0,0.08,0,0.08,0.08,0.08,0.03,0.01,0.04,0.03,0.04
132,Claire Emslie,"FW,MF",Everton,27,1994,18,12,"1,025",11.4,2,1,3,2,0,0,0,0,1.1,1.1,2.3,3.4,33,34,91,0.18,0.09,0.26,0.18,0.26,0.09,0.2,0.29,0.09,0.29
133,Toni Duggan,FW,Everton,30,1991,22,18,"1,538",17.1,2,1,3,2,0,0,0,0,3.7,3.7,1.2,4.8,17,40,101,0.12,0.06,0.18,0.12,0.18,0.21,0.07,0.28,0.21,0.28
134,Kenza Dali,"MF,FW",Everton,30,1991,20,15,"1,269",14.1,0,2,2,0,0,0,1,0,1.5,1.5,2.1,3.5,50,63,74,0,0.14,0.14,0,0.14,0.1,0.15,0.25,0.1,0.25
135,Grace Clinton,"MF,FW",Everton,18,2003,8,2,217,2.4,0,0,0,0,0,0,0,0,0.2,0.2,0.2,0.4,4,7,13,0,0,0,0,0,0.07,0.09,0.16,0.07,0.16
136,Izzy Christiansen,MF,Everton,29,1991,20,19,"1,699",18.9,0,2,2,0,0,2,1,0,2.5,0.9,0.8,1.7,6,88,44,0,0.11,0.11,0,0.11,0.13,0.04,0.17,0.05,0.09
137,Courtney Brosnan,GK,Everton,25,1995,4,4,360,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
138,Nathalie Björn,DF,Everton,24,1997,16,14,"1,135",12.6,1,0,1,1,0,0,1,0,0.1,0.1,0.1,0.2,6,35,3,0.08,0,0.08,0.08,0.08,0.01,0.01,0.02,0.01,0.02
139,Hanna Bennison,"MF,FW",Everton,18,2002,22,10,"1,223",13.6,1,2,3,1,0,0,0,0,0.9,0.9,1.3,2.2,15,26,41,0.07,0.15,0.22,0.07,0.22,0.07,0.1,0.16,0.07,0.16
140,Anna Anvegard,"FW,MF",Everton,24,1997,14,12,936,10.4,4,1,5,4,0,0,0,0,3.1,3.1,0.7,3.8,15,17,57,0.38,0.1,0.48,0.38,0.48,0.29,0.07,0.36,0.29,0.36
141,Samantha Tierney,"MF,DF",Leicester City,22,1998,21,21,"1,854",20.6,2,0,2,2,0,0,6,0,1.3,1.3,1.2,2.4,7,51,23,0.1,0,0.1,0.1,0.1,0.06,0.06,0.12,0.06,0.12
142,Mackenzie Smith,"MF,FW",Leicester City,,,3,0,110,1.2,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,0,0,2,0,0,0,0,0,0.04,0.03,0.08,0.04,0.08
143,Jessica Sigsworth,FW,Leicester City,26,1994,13,13,"1,123",12.5,2,1,3,1,1,1,4,0,2.9,2.1,0.8,3,24,15,60,0.16,0.08,0.24,0.08,0.16,0.23,0.07,0.3,0.17,0.24
144,Connie Scofield,FW,Leicester City,22,1999,1,0,26,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
145,Monique Robinson,MF,Leicester City,16,2004,1,0,12,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
146,Jemma Purfield,"DF,MF",Leicester City,24,1997,20,19,"1,644",18.3,2,1,3,2,0,0,2,1,0.4,0.4,1.5,1.9,15,57,32,0.11,0.05,0.16,0.11,0.16,0.02,0.08,0.1,0.02,0.1
147,Ashleigh Plumptre,DF,Leicester City,23,1998,20,20,"1,740",19.3,1,1,2,1,0,0,3,0,1,1,0.6,1.5,5,56,6,0.05,0.05,0.1,0.05,0.1,0.05,0.03,0.08,0.05,0.08
148,Molly Pike,MF,Leicester City,20,2001,21,20,"1,777",19.7,0,2,2,0,0,0,0,0,0.6,0.6,0.8,1.4,7,49,23,0,0.1,0.1,0,0.1,0.03,0.04,0.07,0.03,0.07
149,Lachante Paul,"FW,DF",Leicester City,18,2002,2,1,67,0.7,0,0,0,0,0,0,0,0,0.8,0.8,0,0.8,2,1,7,0,0,0,0,0,1.06,0,1.06,1.06,1.06
150,Shannon O’Brien,"MF,FW",Leicester City,19,2001,21,21,"1,718",19.1,1,2,3,1,0,0,4,0,1.8,1.8,1.4,3.2,23,24,40,0.05,0.1,0.16,0.05,0.16,0.09,0.07,0.17,0.09,0.17
151,Esther Morgan,MF,Leicester City,18,2002,2,0,25,0.3,0,0,0,0,0,0,0,0,0,0,0.1,0.1,2,2,3,0,0,0,0,0,0,0.33,0.33,0,0.33
152,Abbie McManus,"DF,MF",Leicester City,28,1993,19,18,"1,554",17.3,1,0,1,1,0,0,1,0,0.5,0.5,0.3,0.8,5,24,4,0.06,0,0.06,0.06,0.06,0.03,0.02,0.04,0.03,0.04
153,Kirstie Levell,GK,Leicester City,24,1997,7,7,630,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
154,Demi Lambourne,GK,Leicester City,25,1996,14,14,"1,260",14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
155,Sophie Howard,DF,Leicester City,27,1993,21,17,"1,664",18.5,1,0,1,1,0,0,0,0,0.8,0.8,0.2,1.1,9,40,24,0.05,0,0.05,0.05,0.05,0.04,0.01,0.06,0.04,0.06
156,Sophie Harris,GK,Leicester City,26,1994,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
157,Freya Gregory,"MF,FW",Leicester City,18,2003,11,10,843,9.4,1,0,1,1,0,0,0,0,1.3,1.3,0.6,1.9,21,8,43,0.11,0,0.11,0.11,0.11,0.14,0.06,0.2,0.14,0.2
158,Abbi Grant,FW,Leicester City,25,1995,1,1,45,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0
159,Esmee de Graaf,"DF,MF",Leicester City,23,1997,21,18,"1,615",17.9,0,0,0,0,0,0,1,0,0.5,0.5,0.6,1.1,14,32,55,0,0,0,0,0,0.03,0.03,0.06,0.03,0.06
160,Missy Goodwin,"MF,FW",Leicester City,18,2003,6,4,345,3.8,0,0,0,0,0,0,1,0,0.1,0.1,0.3,0.5,3,2,9,0,0,0,0,0,0.03,0.09,0.12,0.03,0.12
161,Natasha Flint,"FW,MF",Leicester City,24,1996,21,13,"1,253",13.9,2,1,3,2,0,0,2,0,3.2,3.2,0.1,3.4,16,15,40,0.14,0.07,0.22,0.14,0.22,0.23,0.01,0.24,0.23,0.24
162,Charlotte Devlin,"MF,FW",Leicester City,23,1998,6,0,174,1.9,0,0,0,0,0,0,1,0,0.2,0.2,0.5,0.7,6,8,5,0,0,0,0,0,0.09,0.27,0.36,0.09,0.36
163,Hannah Cain,"MF,DF",Leicester City,22,1999,4,4,275,3.1,0,0,0,0,0,0,0,0,0,0,0.3,0.3,2,11,7,0,0,0,0,0,0,0.1,0.1,0,0.1
164,Georgia Brougham,DF,Leicester City,25,1996,11,8,725,8.1,0,0,0,0,0,0,1,0,0,0,0.8,0.8,1,5,2,0,0,0,0,0,0,0.09,0.09,0,0.09
165,CJ Bott,DF,Leicester City,26,1995,2,0,58,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
166,Elysia Boddy,MF,Leicester City,17,2004,2,0,16,0.2,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0,3,2,0,0,0,0,0,0,1.39,1.39,0,1.39
167,Sophie Barker,"MF,DF",Leicester City,30,1990,13,8,702,7.8,0,0,0,0,0,0,0,0,0,0,0.1,0.1,1,9,8,0,0,0,0,0,0,0.01,0.01,0,0.01
168,Ava Baker,"FW,MF",Leicester City,15,2006,2,0,29,0.3,0,0,0,0,0,0,0,0,0.2,0.2,0.2,0.4,3,0,3,0,0,0,0,0,0.58,0.58,1.16,0.58,1.16
169,Paige Bailey-Gayle,"FW,DF",Leicester City,19,2001,12,4,358,4,0,0,0,0,0,0,1,0,0.3,0.3,0.1,0.4,7,7,10,0,0,0,0,0,0.08,0.02,0.09,0.08,0.09
170,Ellen White,FW,Manchester City,32,1989,22,13,"1,220",13.6,4,4,8,4,0,0,1,0,5.3,5.3,1.8,7.1,4,15,71,0.3,0.3,0.59,0.3,0.59,0.39,0.14,0.53,0.39,0.53
171,Caroline Weir,MF,Manchester City,26,1995,19,17,"1,457",16.2,6,5,11,6,0,0,1,0,4.2,4.2,3,7.2,36,94,109,0.37,0.31,0.68,0.37,0.68,0.26,0.19,0.45,0.26,0.45
172,Keira Walsh,MF,Manchester City,24,1997,18,18,"1,507",16.7,1,3,4,1,0,0,1,0,0.3,0.3,1.4,1.7,8,104,38,0.06,0.18,0.24,0.06,0.24,0.02,0.08,0.1,0.02,0.1
173,Demi Stokes,DF,Manchester City,29,1991,19,18,"1,536",17.1,1,2,3,1,0,0,1,0,0.2,0.2,0.9,1.1,45,105,56,0.06,0.12,0.18,0.06,0.18,0.01,0.06,0.06,0.01,0.06
174,Georgia Stanway,"MF,DF",Manchester City,22,1999,22,19,"1,667",18.5,8,1,9,8,0,0,2,1,4,4,2.2,6.2,52,142,95,0.43,0.05,0.49,0.43,0.49,0.22,0.12,0.34,0.22,0.34
175,Khadija Shaw,FW,Manchester City,24,1997,17,9,794,8.8,9,3,12,9,0,0,0,0,6,6,1.6,7.5,18,18,63,1.02,0.34,1.36,1.02,1.36,0.68,0.18,0.85,0.68,0.85
176,Jill Scott,DF,Manchester City,34,1987,8,5,492,5.5,0,0,0,0,0,0,0,0,0.2,0.2,0.1,0.4,6,16,7,0,0,0,0,0,0.04,0.03,0.07,0.04,0.07
177,Ellie Roebuck,GK,Manchester City,21,1999,10,10,896,10,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
178,Hayley Raso,FW,Manchester City,26,1994,13,8,643,7.1,3,3,6,3,0,0,0,0,2.1,2.1,2.8,4.9,25,18,90,0.42,0.42,0.84,0.42,0.84,0.3,0.39,0.69,0.3,0.69
179,Jessica Park,FW,Manchester City,19,2001,13,8,706,7.8,0,0,0,0,0,0,0,0,1.5,1.5,1.2,2.7,28,21,70,0,0,0,0,0,0.19,0.15,0.35,0.19,0.35
180,Esme Morgan,DF,Manchester City,20,2000,2,2,104,1.2,0,0,0,0,0,0,1,0,0,0,0,0,0,6,4,0,0,0,0,0,0.02,0,0.02,0.02,0.02
181,Ruby Mace,DF,Manchester City,17,2003,7,2,264,2.9,0,1,1,0,0,0,0,0,0.2,0.2,0.3,0.5,4,10,5,0,0.34,0.34,0,0.34,0.08,0.09,0.18,0.08,0.18
182,Vicky Losada,MF,Manchester City,30,1991,12,6,592,6.6,3,1,4,3,0,0,0,0,1.1,1.1,1.2,2.3,4,40,25,0.46,0.15,0.61,0.46,0.61,0.17,0.18,0.35,0.17,0.35
183,Alanna Kennedy,DF,Manchester City,26,1995,14,13,"1,152",12.8,1,0,1,1,0,0,0,0,0.3,0.3,0.2,0.6,11,74,2,0.08,0,0.08,0.08,0.08,0.03,0.02,0.04,0.03,0.04
184,Chloe Kelly,FW,Manchester City,23,1998,5,3,302,3.4,1,3,4,1,0,0,0,0,0.7,0.7,1.8,2.5,12,10,46,0.3,0.89,1.19,0.3,1.19,0.22,0.52,0.75,0.22,0.75
185,Khiara Keating,GK,Manchester City,17,2004,3,2,184,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
186,Steph Houghton,DF,Manchester City,33,1988,5,4,364,4,1,0,1,1,0,0,0,0,0.2,0.2,0,0.2,8,29,1,0.25,0,0.25,0.25,0.25,0.05,0,0.05,0.05,0.05
187,Lauren Hemp,FW,Manchester City,20,2000,22,20,"1,733",19.3,10,6,16,10,0,0,1,0,8.4,8.4,5.3,13.7,109,50,255,0.52,0.31,0.83,0.52,0.83,0.43,0.28,0.71,0.43,0.71
188,Alex Greenwood,DF,Manchester City,27,1993,22,22,"1,925",21.4,4,3,7,2,2,2,3,0,3.1,1.5,2.2,3.7,32,170,9,0.19,0.14,0.33,0.09,0.23,0.14,0.1,0.25,0.07,0.17
189,Laura Coombs,"MF,FW",Manchester City,30,1991,16,6,640,7.1,4,1,5,4,0,0,0,0,1,1,0.7,1.7,10,45,21,0.56,0.14,0.7,0.56,0.7,0.14,0.1,0.24,0.14,0.24
190,Lucy Bronze,DF,Manchester City,29,1991,13,13,"1,148",12.8,0,2,2,0,0,0,0,0,0.7,0.7,2.4,3,49,114,59,0,0.16,0.16,0,0.16,0.05,0.19,0.24,0.05,0.24
191,Julie Blakstad,"DF,FW",Manchester City,19,2001,8,3,343,3.8,1,1,2,1,0,0,0,0,0.8,0.8,0.3,1.1,20,27,41,0.26,0.26,0.52,0.26,0.52,0.21,0.08,0.29,0.21,0.29
192,Karima Benameur,GK,Manchester City,32,1989,10,10,900,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
193,Janine Beckie,"FW,DF",Manchester City,26,1994,11,5,503,5.6,1,0,1,1,0,0,1,0,1.2,1.2,0.4,1.6,11,25,48,0.18,0,0.18,0.18,0.18,0.21,0.07,0.28,0.21,0.28
194,Filippa Angeldahl,MF,Manchester City,24,1997,15,6,652,7.2,0,0,0,0,0,0,0,0,1.1,1.1,0.7,1.8,7,33,34,0,0,0,0,0,0.15,0.1,0.25,0.15,0.25
195,Katie Zelem,MF,Manchester Utd,25,1996,22,22,"1,976",22,5,5,10,3,2,2,1,0,3.1,1.6,2.9,4.5,9,128,38,0.23,0.23,0.46,0.14,0.36,0.14,0.13,0.28,0.07,0.21
196,Millie Turner,DF,Manchester Utd,25,1996,4,4,258,2.9,0,0,0,0,0,0,0,0,0,0,0.1,0.2,1,16,0,0,0,0,0,0,0.02,0.04,0.06,0.02,0.06
197,Ella Toone,"MF,FW",Manchester Utd,21,1999,22,22,"1,897",21.1,7,8,15,7,0,0,3,0,4.6,4.6,3.6,8.1,29,125,156,0.33,0.38,0.71,0.33,0.71,0.22,0.17,0.39,0.22,0.39
198,Maria Thorisdottir,DF,Manchester Utd,28,1993,20,17,"1,642",18.2,1,0,1,1,0,0,1,0,0.2,0.2,0.1,0.3,3,58,5,0.05,0,0.05,0.05,0.05,0.01,0.01,0.02,0.01,0.02
199,Martha Thomas,FW,Manchester Utd,25,1996,18,9,902,10,5,2,7,5,0,0,0,0,4.6,4.6,1.9,6.5,29,15,81,0.5,0.2,0.7,0.5,0.7,0.46,0.19,0.65,0.46,0.65
200,Lucy Staniforth,"MF,FW",Manchester Utd,28,1992,12,7,570,6.3,2,0,2,2,0,0,2,0,0.9,0.9,1.1,1.9,9,37,34,0.32,0,0.32,0.32,0.32,0.14,0.17,0.3,0.14,0.3
201,Kirsty Smith,DF,Manchester Utd,27,1994,3,3,186,2.1,0,0,0,0,0,0,0,0,0,0,0.1,0.1,4,10,11,0,0,0,0,0,0.01,0.03,0.05,0.01,0.05
202,Alessia Russo,"FW,MF",Manchester Utd,22,1999,22,19,"1,577",17.5,9,4,13,9,0,0,0,0,4.6,4.6,2.6,7.2,39,37,108,0.51,0.23,0.74,0.51,0.74,0.26,0.15,0.41,0.26,0.41
203,Jade Moore,MF,Manchester Utd,30,1990,3,0,41,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.05,0,0.05,0.05,0.05
204,Aoife Mannion,DF,Manchester Utd,25,1995,12,12,"1,080",12,0,0,0,0,0,0,0,0,0.3,0.3,0.1,0.4,2,49,2,0,0,0,0,0,0.02,0.01,0.03,0.02,0.03
205,Hayley Ladd,"MF,DF",Manchester Utd,27,1993,14,12,"1,083",12,2,0,2,2,0,0,4,0,0.9,0.9,0.4,1.3,8,34,8,0.17,0,0.17,0.17,0.17,0.07,0.03,0.11,0.07,0.11
206,Carrie Jones,FW,Manchester Utd,17,2003,3,0,24,0.3,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,0,0,0,0,0,0,0,0,0.47,0,0.47,0.47,0.47
207,Martha Harris,DF,Manchester Utd,26,1994,1,0,11,0.1,0,0,0,0,0,0,0,0,0.1,0.1,0.4,0.5,0,3,2,0,0,0,0,0,0.96,2.88,3.84,0.96,3.84
208,Kirsty Hanson,FW,Manchester Utd,23,1998,17,6,731,8.1,1,1,2,1,0,0,1,0,1.4,1.4,2.7,4.1,28,18,74,0.12,0.12,0.25,0.12,0.25,0.17,0.33,0.5,0.17,0.5
209,Jackie Groenen,MF,Manchester Utd,26,1994,16,12,"1,063",11.8,0,0,0,0,0,0,1,0,0.6,0.6,0.6,1.2,12,65,37,0,0,0,0,0,0.05,0.05,0.1,0.05,0.1
210,Leah Galton,FW,Manchester Utd,27,1994,21,20,"1,697",18.9,8,3,11,8,0,0,0,0,4.8,4.8,3.1,7.9,35,53,150,0.42,0.16,0.58,0.42,0.58,0.25,0.16,0.42,0.25,0.42
211,Ivana Fuso,"FW,MF",Manchester Utd,20,2001,7,0,81,0.9,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,2,1,3,0,0,0,0,0,0.1,0.13,0.23,0.1,0.23
212,Mary Earps,GK,Manchester Utd,28,1993,22,22,"1,980",22,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0
213,Diane Caldwell,DF,Manchester Utd,32,1988,5,5,450,5,0,0,0,0,0,0,3,0,0.1,0.1,0,0.1,0,4,0,0,0,0,0,0,0.03,0,0.03,0.03,0.03
214,Vilde Bøe Risa,"MF,FW",Manchester Utd,26,1995,17,8,702,7.8,2,1,3,2,0,0,0,0,1.4,1.4,0.4,1.8,9,27,36,0.26,0.13,0.38,0.26,0.38,0.19,0.05,0.23,0.19,0.23
215,Signe Bruun,"FW,MF",Manchester Utd,23,1998,5,2,192,2.1,0,0,0,0,0,0,0,0,0.4,0.4,0.1,0.5,0,7,4,0,0,0,0,0,0.18,0.03,0.21,0.18,0.21
216,Hannah Blundell,DF,Manchester Utd,27,1994,21,19,"1,768",19.6,0,5,5,0,0,0,2,0,0.7,0.7,1.9,2.6,31,79,49,0,0.25,0.25,0,0.25,0.04,0.09,0.13,0.04,0.13
217,Ona Batlle,DF,Manchester Utd,22,1999,21,21,"1,869",20.8,1,3,4,1,0,0,2,0,0.9,0.9,2.1,3,46,119,80,0.05,0.14,0.19,0.05,0.19,0.04,0.1,0.14,0.04,0.14
218,Lily Woodham,"DF,MF",Reading,20,2000,21,20,"1,756",19.5,0,1,1,0,0,0,3,0,0.3,0.3,1.8,2.1,23,43,25,0,0.05,0.05,0,0.05,0.01,0.09,0.11,0.01,0.11
219,Justine Vanhaevermaet,"MF,DF",Reading,29,1992,19,17,"1,587",17.6,2,2,4,1,1,1,2,0,2,1.2,1.5,2.7,7,58,25,0.11,0.11,0.23,0.06,0.17,0.11,0.08,0.2,0.07,0.15
220,Sanne Troelsgaard Nielsen,MF,Reading,32,1988,13,10,891,9.9,0,1,1,0,0,0,2,0,0.3,0.3,0.3,0.6,1,20,14,0,0.1,0.1,0,0.1,0.03,0.03,0.06,0.03,0.06
221,Rhiannon Stewart,GK,Reading,,,3,2,226,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
222,Rachel Rowe,"MF,FW",Reading,28,1992,14,9,941,10.5,1,3,4,1,0,0,1,0,1.2,1.2,0.9,2.1,8,26,33,0.1,0.29,0.38,0.1,0.38,0.11,0.09,0.2,0.11,0.2
223,Deanne Rose,"FW,MF",Reading,22,1999,21,19,"1,675",18.6,4,3,7,4,0,0,1,0,2.8,2.8,2.3,5.1,57,27,97,0.21,0.16,0.38,0.21,0.38,0.15,0.12,0.28,0.15,0.28
224,Beth Roberts,"DF,FW",Reading,18,2003,4,0,68,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
225,Tia Primmer,"MF,FW",Reading,17,2004,10,3,214,2.4,1,0,1,1,0,0,2,0,0.6,0.6,0,0.6,3,6,10,0.42,0,0.42,0.42,0.42,0.25,0,0.25,0.25,0.25
226,Chloe Peplow,"MF,DF",Reading,22,1998,13,8,792,8.8,0,0,0,0,0,0,0,0,0,0,0.2,0.3,3,25,6,0,0,0,0,0,0,0.03,0.03,0,0.03
227,Grace Moloney,GK,Reading,28,1993,20,20,"1,754",19.5,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
228,Emma Harries,"MF,FW",Reading,19,2002,19,12,"1,124",12.5,3,1,4,3,0,0,0,0,1.7,1.7,0.5,2.2,10,19,43,0.24,0.08,0.32,0.24,0.32,0.13,0.04,0.17,0.13,0.17
229,Natasha Harding,"DF,MF",Reading,32,1989,22,21,"1,821",20.2,0,0,0,0,0,0,3,0,0.6,0.6,0.4,1,12,40,30,0,0,0,0,0,0.03,0.02,0.05,0.03,0.05
230,Jeon Ga-eul,"FW,DF",Reading,32,1988,2,0,21,0.2,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,0,0,1,0,0,0,0,0,0.35,0,0.35,0.35,0.35
231,Gemma Evans,DF,Reading,24,1996,22,22,"1,980",22,0,1,1,0,0,0,0,0,1.4,1.4,0.5,1.9,5,43,5,0,0.05,0.05,0,0.05,0.07,0.02,0.09,0.07,0.09
232,Amalie Eikeland,"MF,FW",Reading,25,1995,20,19,"1,727",19.2,2,2,4,2,0,0,1,0,0.9,0.9,1,1.9,11,27,50,0.1,0.1,0.21,0.1,0.21,0.05,0.05,0.1,0.05,0.1
233,Natasha Dowie,FW,Reading,33,1988,17,16,"1,374",15.3,6,1,7,5,1,2,0,0,4.9,3.3,0.1,3.4,12,23,52,0.39,0.07,0.46,0.33,0.39,0.32,0.01,0.33,0.22,0.22
234,Deanna Cooper,DF,Reading,28,1993,17,16,"1,310",14.6,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,8,31,1,0,0,0,0,0,0.01,0.01,0.02,0.01,0.02
235,Brooke Chaplen,"MF,FW",Reading,32,1989,8,8,720,8,0,0,0,0,0,0,1,0,0.2,0.2,0.3,0.6,12,19,21,0,0,0,0,0,0.03,0.04,0.07,0.03,0.07
236,Faye Bryson,"DF,MF",Reading,24,1997,20,20,"1,799",20,1,0,1,1,0,0,2,0,0.4,0.4,0.8,1.2,23,41,31,0.05,0,0.05,0.05,0.05,0.02,0.04,0.06,0.02,0.06
237,Shelina Zadorsky,DF,Tottenham,28,1992,21,21,"1,837",20.4,1,0,1,1,0,0,2,0,0.9,0.9,0,1,7,49,6,0.05,0,0.05,0.05,0.05,0.05,0,0.05,0.05,0.05
238,Rachel Williams,FW,Tottenham,33,1988,22,21,"1,803",20,4,2,6,4,0,0,5,1,4.2,4.2,2.2,6.4,17,67,92,0.2,0.1,0.3,0.2,0.3,0.21,0.11,0.32,0.21,0.32
239,Chioma Ubogagu,"FW,MF",Tottenham,28,1992,10,4,494,5.5,0,1,1,0,0,0,1,0,0.7,0.7,0.2,1,17,16,39,0,0.18,0.18,0,0.18,0.14,0.04,0.18,0.14,0.18
240,Eveliina Summanen,"MF,FW",Tottenham,23,1998,10,7,704,7.8,0,1,1,0,0,0,3,0,0.9,0.9,1,2,3,44,20,0,0.13,0.13,0,0.13,0.12,0.13,0.25,0.12,0.25
241,Rebecca Spencer,GK,Tottenham,30,1991,11,11,990,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
242,Cho So-hyun,"MF,FW",Tottenham,33,1988,12,7,606,6.7,0,0,0,0,0,0,0,0,0,0,0,0,3,26,19,0,0,0,0,0,0,0,0.01,0,0.01
243,Kyah Simon,"FW,MF",Tottenham,30,1991,14,13,916,10.2,3,1,4,2,1,1,3,0,2.4,1.6,0.2,1.8,13,30,59,0.29,0.1,0.39,0.2,0.29,0.23,0.02,0.25,0.16,0.17
244,Viktoria Schnaderbeck,DF,Tottenham,30,1991,4,3,241,2.7,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0.01,0,0.01,0.01,0.01
245,Ria Percival,"MF,DF",Tottenham,31,1989,17,17,"1,511",16.8,2,2,4,2,0,0,3,0,2.1,2.1,3.3,5.4,10,54,78,0.12,0.12,0.24,0.12,0.24,0.13,0.2,0.32,0.13,0.32
246,Ashleigh Neville,"DF,MF",Tottenham,28,1993,21,20,"1,839",20.4,3,2,5,3,0,0,4,0,3.5,3.5,1.7,5.2,39,87,89,0.15,0.1,0.24,0.15,0.24,0.17,0.08,0.25,0.17,0.25
247,Jessica Naz,"FW,MF",Tottenham,20,2000,16,14,"1,180",13.1,2,3,5,2,0,0,1,0,1.4,1.4,1.8,3.2,35,41,90,0.15,0.23,0.38,0.15,0.38,0.1,0.14,0.25,0.1,0.25
248,Isabella Lane,"DF,MF",Tottenham,17,2003,2,0,23,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
249,Tinja-Riikka Korpela,GK,Tottenham,35,1986,11,11,990,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
250,Tang Jiali,FW,Tottenham,26,1995,10,2,262,2.9,0,1,1,0,0,0,0,0,0.9,0.9,0.6,1.5,4,7,25,0,0.34,0.34,0,0.34,0.3,0.21,0.52,0.3,0.52
