Rk,Player,Pos,"Squad
▲",Age,Born,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks
49,Emily Simpkins,MF,Brighton,28,1990,2.8,82,74,6,0,0,0,2,0,1,1,0,0,54,2,2
50,Bethan Roe,DF,Brighton,18,1999,2,91,61,29,0,0,0,4,29,0,0,0,0,55,1,4
51,Laura Rafferty,DF,Brighton,22,1996,13,480,456,21,17,0,0,0,4,0,0,0,0,348,3,7
52,Sophie Perry,"DF,MF",Brighton,31,1986,4.6,154,96,55,7,1,0,12,44,4,3,0,1,83,3,7
53,Chloe Peplow,MF,Brighton,19,1998,12.2,506,454,48,20,0,9,33,1,27,13,6,5,368,4,11
54,Amanda Nildén,"DF,MF",Brighton,19,1998,1.6,40,34,6,0,0,0,0,6,0,0,0,0,26,0,3
55,Kate Natkiel,"FW,MF",Brighton,25,1992,8.4,219,209,8,0,1,1,12,7,1,1,0,0,159,2,8
56,Jenna Legg,"MF,FW",Brighton,21,1997,1.2,29,28,1,1,0,0,3,0,0,0,0,0,17,0,0
57,Maya Le Tissier,MF,Brighton,16,2002,1.4,41,39,2,0,0,0,2,1,1,1,0,0,26,0,1
58,Marie Hourihan,GK,Brighton,31,1987,13.4,464,303,160,29,0,0,0,0,0,0,0,0,301,1,0
59,Laura Hartley,GK,Brighton,,,1,43,31,12,3,0,0,0,0,0,0,0,0,30,0,0
60,Sophie Harris,GK,Brighton,23,1994,3.6,108,68,38,5,0,0,0,0,0,0,0,0,56,2,0
61,Eleanor Hack,DF,Brighton,16,2002,1,26,24,2,1,0,0,0,1,0,0,0,0,22,0,0
62,Kayleigh Green,"MF,FW",Brighton,30,1988,17.1,564,536,21,1,1,3,26,13,1,0,0,0,335,7,18
63,Lucy Gillett,GK,Brighton,,,2,98,70,27,8,0,0,0,0,0,0,0,0,70,1,0
64,Felicity Gibbons,DF,Brighton,24,1994,15.7,769,547,219,14,0,2,40,195,10,3,1,0,448,3,27
65,Megan Connolly,MF,Brighton,21,1997,6,187,158,26,12,0,0,21,1,12,9,3,0,99,3,8
66,Danielle Buet,"MF,DF",Brighton,29,1988,17.3,596,533,53,29,0,8,24,5,17,6,1,10,398,10,14
67,Jodie Brett,MF,Brighton,22,1996,6.2,192,179,10,3,0,1,6,1,5,2,2,0,125,3,4
68,Ellie Brazil,"FW,MF",Brighton,19,1999,15.8,418,399,15,0,0,0,26,10,0,0,0,0,255,4,19
69,Kirsty Barton,DF,Brighton,26,1992,15,826,561,262,24,0,3,15,238,0,0,0,0,575,3,14
70,Jessica Wooley,MF,Bristol City,17,2001,0.8,22,20,2,0,0,0,4,2,0,0,0,0,10,0,1
71,Poppy Wilson,MF,Bristol City,18,1999,0.1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
72,Ella Rutherford,"FW,MF",Bristol City,18,2000,16.2,380,351,26,19,1,0,27,6,1,0,0,0,182,3,19
73,Katie Rood,"FW,MF",Bristol City,25,1992,1.2,26,25,1,0,0,0,0,1,0,0,0,0,16,0,1
74,Katie Robinson,FW,Bristol City,15,2002,1.1,20,17,3,0,0,0,0,2,0,0,0,0,16,0,0
75,Heather Payne,"FW,MF",Bristol City,18,2000,2.7,64,60,4,0,0,0,3,2,0,0,0,0,35,0,3
76,Poppy Pattinson,DF,Bristol City,18,2000,18.8,769,487,281,10,0,1,43,249,22,20,0,0,455,1,21
77,Danique Kerkdijk,DF,Bristol City,22,1996,17.3,483,447,35,35,0,4,0,0,0,0,0,0,298,1,7
78,Juliette Kemppi,FW,Bristol City,24,1994,9.7,136,113,21,1,0,0,1,2,0,0,0,0,101,2,4
79,Ali Johnson,DF,Bristol City,,,1.2,30,14,16,1,0,0,3,14,1,1,0,0,9,0,2
80,Carla Humphrey,"MF,FW",Bristol City,21,1996,19.3,513,502,6,1,1,3,25,2,0,0,0,0,344,5,22
81,Abigail Harrison,"FW,MF",Bristol City,20,1997,7.2,195,188,5,0,0,0,25,0,1,0,1,0,102,2,11
82,Lucy Graham,"MF,FW",Bristol City,21,1996,19,548,525,22,1,0,2,18,7,2,2,0,0,318,1,21
83,Gemma Evans,DF,Bristol City,21,1996,17.1,515,454,60,15,0,1,7,43,2,2,0,0,321,1,9
84,Loren Dykes,DF,Bristol City,30,1988,19,730,455,274,1,0,0,41,273,0,0,0,0,426,1,14
85,Frankie Brown,"DF,MF",Bristol City,30,1987,19,452,441,9,9,0,2,2,0,0,0,0,0,302,2,7
86,Julie Biesmans,MF,Bristol City,24,1994,20,516,479,36,17,0,2,27,2,15,11,1,0,343,1,16
87,Sophie Baggaley,GK,Bristol City,21,1996,20,920,570,347,97,0,2,0,0,0,0,0,0,435,3,2
88,Rosella Ayane,"FW,MF",Bristol City,22,1996,8.8,186,163,22,1,0,0,11,8,1,0,0,0,130,1,4
89,Flo Allen,DF,Bristol City,18,1999,1.5,88,53,35,1,0,1,1,34,0,0,0,0,58,0,4
90,Maria Thorisdottir,"MF,DF",Chelsea,25,1993,3.4,182,170,12,1,0,0,3,11,0,0,0,0,138,0,1
91,Carly Telford,GK,Chelsea,31,1987,10,345,279,62,10,0,1,0,0,0,0,0,0,284,4,0
92,Drew Spence,MF,Chelsea,25,1992,13.4,488,479,8,5,1,6,2,2,0,0,0,0,381,1,7
93,Ji So-yun,MF,Chelsea,27,1991,15.9,954,940,9,3,8,1,11,4,2,0,1,0,798,5,16
94,Ali Riley,"DF,FW",Chelsea,30,1987,3.9,245,208,35,2,0,1,14,33,0,0,0,0,181,2,5
95,Maren Mjelde,"DF,MF",Chelsea,28,1989,6.2,407,382,24,5,0,2,6,15,4,4,0,0,349,1,8
96,Hedvig Lindahl,GK,Chelsea,35,1983,9,338,263,74,12,0,1,0,0,0,0,0,0,270,1,0
97,Fran Kirby,"FW,MF",Chelsea,25,1993,10.7,331,307,24,0,2,0,9,7,2,0,1,0,263,0,9
98,Sophie Ingle,MF,Chelsea,26,1991,13.6,841,824,12,8,1,3,6,4,0,0,0,0,644,5,6
99,Magdalena Eriksson,DF,Chelsea,24,1993,19,1391,1337,51,27,1,20,5,24,0,0,0,0,1120,3,8
100,Adelina Engman,"FW,MF",Chelsea,23,1994,4.3,143,137,6,0,0,0,12,6,0,0,0,0,97,0,7
101,Bethany England,FW,Chelsea,24,1994,12,320,302,16,0,1,1,18,4,1,0,0,0,213,2,19
102,Erin Cuthbert,"FW,MF",Chelsea,20,1998,15.5,663,566,94,20,2,7,91,20,51,17,9,8,434,3,32
103,Deanna Cooper,DF,Chelsea,25,1993,2.5,253,252,1,1,1,3,0,0,0,0,0,0,227,0,1
104,Jess Carter,"DF,MF",Chelsea,20,1997,8.5,538,441,97,7,0,3,21,90,0,0,0,0,412,0,14
105,Karen Carney,"FW,MF",Chelsea,30,1987,10.9,495,392,102,18,0,9,99,22,62,26,6,14,337,1,16
106,Millie Bright,DF,Chelsea,24,1993,15.8,1094,1044,49,34,0,31,7,15,0,0,0,0,829,1,8
107,Hannah Blundell,"DF,FW",Chelsea,24,1994,13.3,934,751,182,13,0,2,33,169,0,0,0,0,754,1,14
108,Ann-Katrin Berger,GK,Chelsea,27,1990,1,51,47,4,2,0,0,0,0,0,0,0,0,50,0,0
109,Jade Bailey,MF,Chelsea,22,1995,0.3,20,19,1,1,0,0,0,0,0,0,0,0,19,0,0
110,Ramona Bachmann,"FW,MF",Chelsea,27,1990,11.9,386,368,18,2,1,2,32,6,6,1,3,0,270,0,9
111,Anita Asante,DF,Chelsea,33,1985,2.2,155,153,2,2,0,1,0,0,0,0,0,0,138,0,2
112,Jonna Andersson,DF,Chelsea,25,1993,16.7,1125,854,268,15,0,0,69,246,7,7,0,0,826,3,38
113,Siri Worm,DF,Everton,26,1992,9.5,583,417,161,21,0,2,25,128,12,12,0,0,372,5,8
114,Claudia Walker,FW,Everton,22,1996,4.6,99,86,12,0,0,1,6,0,0,0,0,0,56,1,7
115,Danielle Turner,"DF,MF",Everton,27,1991,12.5,581,414,160,4,0,1,21,156,0,0,0,0,348,7,17
116,Abbey-Leigh Stringer,MF,Everton,23,1995,13,559,548,8,5,2,4,0,3,0,0,0,0,412,3,9
117,Simone Magill,"FW,MF",Everton,23,1994,15.4,388,371,15,0,3,0,16,1,1,1,0,0,264,2,21
118,Kirstie Levell,GK,Everton,21,1997,20,753,501,251,61,0,2,0,0,0,0,0,0,508,1,1
119,Chloe Kelly,"MF,FW",Everton,20,1998,10.2,290,263,21,5,3,2,45,3,13,12,1,0,138,6,11
120,Inessa Kaagman,"MF,FW",Everton,22,1996,16.6,567,519,45,11,2,0,39,6,19,18,0,0,364,3,20
121,Angharad James,MF,Everton,24,1994,18,745,698,45,16,3,5,32,2,27,17,1,5,512,2,18
122,Elise Hughes,FW,Everton,17,2001,4.4,116,108,7,0,0,0,4,0,1,1,0,0,72,1,2
123,Taylor Hinds,DF,Everton,18,1999,10.8,427,294,129,6,0,0,6,123,0,0,0,0,261,4,11
124,Gabrielle George,DF,Everton,21,1997,15.2,718,647,62,21,0,4,8,41,0,0,0,0,530,9,11
125,Megan Finnigan,"DF,MF",Everton,20,1998,18.4,801,736,65,11,0,5,6,54,0,0,0,0,562,0,18
126,Olivia Chance,MF,Everton,24,1993,0,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0
127,Hannah Cain,"FW,MF",Everton,19,1999,6.8,149,128,21,0,1,0,18,6,2,1,0,1,81,0,5
128,Faye Bryson,"DF,MF",Everton,21,1997,5.9,271,172,98,5,0,1,9,93,0,0,0,0,149,1,6
129,Dominique Bruinenberg,MF,Everton,25,1993,6.8,285,277,8,3,0,1,9,0,4,4,0,0,190,0,10
130,Emma Brownlie,"DF,MF",Everton,24,1993,5,218,153,64,5,0,0,10,59,0,0,0,0,123,1,8
131,Georgia Brougham,DF,Everton,22,1996,16.2,679,650,29,24,0,1,2,5,0,0,0,0,540,0,2
132,Chantelle Boye-Hlorkah,"FW,DF",Everton,22,1995,10.5,365,296,68,4,1,4,41,58,2,1,0,1,173,1,21
133,Lauren Thomas,"MF,FW",Liverpool,,,0.2,6,6,0,0,0,0,1,0,0,0,0,0,5,0,0
134,Courtney Sweetman-Kirk,"FW,MF",Liverpool,27,1990,14.9,417,410,4,0,1,0,14,1,1,0,0,0,262,3,12
135,Amy Rodgers,"MF,DF",Liverpool,18,2000,9.3,288,280,6,1,0,1,3,1,2,0,1,0,185,2,11
136,Rhiannon Roberts,"MF,DF",Liverpool,27,1990,5.7,188,170,17,2,0,5,1,15,0,0,0,0,115,1,3
137,Leigh-Anne Robe,DF,Liverpool,24,1993,19,837,521,314,13,1,4,11,301,0,0,0,0,479,2,17
138,Jemma Purfield,DF,Liverpool,21,1997,6,241,167,74,5,0,1,8,69,0,0,0,0,116,0,6
139,Anke Preuß,GK,Liverpool,25,1992,14,361,197,161,29,0,0,0,0,0,0,0,0,199,3,2
140,Satara Murray,DF,Liverpool,25,1993,14,636,446,188,0,0,0,8,188,0,0,0,0,452,2,17
141,Christie Murray,MF,Liverpool,28,1990,14.4,490,439,42,12,1,0,28,2,19,8,3,5,292,9,14
142,Jasmine Matthews,DF,Liverpool,25,1993,9.9,349,323,24,18,0,1,1,6,0,0,0,0,233,2,2
143,Leandra Little,"DF,FW",Liverpool,33,1984,5,150,144,5,5,0,1,2,0,0,0,0,0,89,1,1
144,Kirsty Linnett,FW,Liverpool,24,1993,8.3,169,155,13,0,0,1,8,3,1,1,0,0,120,1,5
145,Frances Kitching,GK,Liverpool,20,1998,6,154,86,67,10,0,0,0,0,0,0,0,0,74,1,0
146,Simran Jhamat,"MF,FW",Liverpool,17,2001,0.5,8,8,0,0,0,0,1,0,0,0,0,0,3,0,1
147,Ashley Hodson,"MF,FW",Liverpool,23,1995,1.2,20,19,1,0,0,0,2,0,0,0,0,0,11,0,2
148,Niamh Fahey,"MF,DF",Liverpool,30,1987,14.2,558,547,10,3,1,0,1,7,0,0,0,0,411,1,5
149,Yana Daniels,"MF,FW",Liverpool,26,1992,7.9,202,195,6,1,2,0,8,5,0,0,0,0,113,1,11
150,Laura Coombs,MF,Liverpool,27,1991,19.9,803,696,99,45,5,10,62,1,25,11,8,0,516,8,16
151,Jessica Clarke,"FW,MF",Liverpool,29,1989,11.3,261,251,9,0,1,0,39,6,1,0,0,0,159,1,18
152,Niamh Charles,"FW,MF",Liverpool,19,1999,6.4,163,155,6,0,1,0,19,3,0,0,0,0,90,2,8
153,Sophie Bradley,DF,Liverpool,28,1989,20,763,674,84,60,0,1,3,24,0,0,0,0,508,5,7
154,Missy Bo Kearns,"MF,FW",Liverpool,17,2001,0.2,6,5,0,0,0,0,0,0,0,0,0,0,3,1,0
155,Annabel Blanchard,FW,Liverpool,17,2001,0.1,3,2,1,0,0,0,0,0,0,0,0,0,2,0,1
156,Rinsola Babajide,"MF,FW",Liverpool,20,1998,11.1,234,230,2,1,0,1,21,0,0,0,0,0,131,2,21
157,Tessa Wullaert,"FW,MF",Manchester City,25,1993,13.9,729,714,11,1,11,1,37,3,6,2,2,0,540,4,19
158,Caroline Weir,"MF,FW",Manchester City,23,1995,15,940,800,129,28,9,2,133,3,98,36,9,40,731,11,9
159,Keira Walsh,MF,Manchester City,21,1997,19,1281,1258,18,16,10,8,15,2,0,0,0,0,1022,5,17
160,Demi Stokes,DF,Manchester City,26,1991,10.2,625,496,127,2,0,1,11,125,0,0,0,0,521,2,16
161,Georgia Stanway,"MF,FW",Manchester City,19,1999,14.6,616,576,32,8,6,2,56,1,22,5,1,16,463,8,18
162,Jill Scott,MF,Manchester City,31,1987,17.5,889,882,2,2,2,1,15,0,0,0,0,0,693,5,19
163,Ellie Roebuck,GK,Manchester City,18,1999,15,518,406,111,5,0,0,0,0,0,0,0,0,423,1,6
164,Nikita Parris,FW,Manchester City,24,1994,17.7,497,458,35,0,7,1,29,11,2,0,0,0,377,4,14
165,Jessica Park,"FW,MF",Manchester City,16,2001,0.4,10,8,1,1,0,0,0,0,0,0,0,0,6,1,0
166,Nadia Nadim,FW,Manchester City,30,1988,1.9,52,46,5,0,0,0,2,1,0,0,0,0,36,1,0
167,Esme Morgan,DF,Manchester City,17,2000,5.3,371,286,85,2,1,2,6,83,0,0,0,0,303,0,3
168,Abbie McManus,DF,Manchester City,25,1993,10.1,756,623,132,8,0,3,18,123,1,1,0,0,601,1,8
169,Melissa Lawley,FW,Manchester City,24,1994,2.4,56,56,0,0,0,1,8,0,0,0,0,0,38,0,6
170,Steph Houghton,DF,Manchester City,30,1988,20,1476,1430,42,29,2,35,10,13,0,0,0,0,1179,4,12
171,Lauren Hemp,"FW,MF",Manchester City,17,2000,6.7,176,168,7,0,0,0,14,0,0,0,0,0,131,1,8
172,Claire Emslie,"FW,MF",Manchester City,24,1994,7.2,319,280,37,3,1,0,63,3,30,13,3,13,223,2,15
173,Megan Campbell,DF,Manchester City,25,1993,2,144,128,16,4,0,3,5,11,1,0,1,0,117,0,4
174,Pauline Bremer,FW,Manchester City,22,1996,1.3,39,38,1,0,0,0,0,0,0,0,0,0,33,0,0
175,Gemma Bonner,DF,Manchester City,27,1991,14.5,970,775,193,12,2,4,12,180,1,0,0,0,792,2,14
176,Janine Beckie,FW,Manchester City,23,1994,3.2,119,117,2,0,0,1,11,1,0,0,0,0,85,0,2
177,Jennifer Beattie,DF,Manchester City,27,1991,17,1274,1254,18,11,1,8,1,7,0,0,0,0,1101,2,4
178,Karen Bardsley,GK,Manchester City,33,1984,5,162,122,40,2,0,1,0,0,0,0,0,0,128,0,1
179,Lily Woodham,"DF,MF",Reading,17,2000,1.7,92,82,9,0,0,0,3,8,0,0,0,0,78,1,1
180,Fara Williams,"MF,FW",Reading,34,1984,19.2,860,703,149,53,4,7,81,6,47,14,5,21,549,8,15
181,Rachel Rowe,MF,Reading,25,1992,0.8,47,46,1,0,0,0,0,0,1,0,0,0,33,0,1
182,Jo Potter,DF,Reading,33,1984,16,1109,985,110,65,0,42,30,15,30,14,1,9,738,14,12
183,Kirsty Pearce,DF,Reading,,,16.9,1030,1011,16,10,1,17,3,6,0,0,0,0,746,3,18
184,Mayumi Pacheco,DF,Reading,19,1998,14,699,487,211,6,0,6,15,205,0,0,0,0,519,1,27
185,Jade Moore,"MF,FW",Reading,27,1990,10.8,412,390,21,5,0,0,17,15,1,0,0,1,263,1,12
186,Grace Moloney,GK,Reading,25,1993,20,722,483,237,49,0,0,0,0,0,0,0,0,550,2,1
187,Rebecca Jane,DF,Reading,26,1992,4.1,218,168,49,1,0,0,7,48,0,0,0,0,152,1,5
188,Sophie Howard,"DF,MF",Reading,24,1993,4.4,282,245,35,1,0,3,3,34,0,0,0,0,191,2,7
189,Rakel Hönnudóttir,"FW,MF",Reading,29,1988,2.3,90,89,0,0,0,0,3,0,0,0,0,0,64,1,1
190,Natasha Harding,DF,Reading,29,1989,19,920,700,218,5,0,3,39,213,0,0,0,0,622,2,17
191,Rachel Furness,MF,Reading,30,1988,16.6,833,820,7,2,3,3,8,4,1,0,0,0,560,6,14
192,Millie Farrow,FW,Reading,22,1996,1.6,29,29,0,0,0,1,0,0,0,0,0,0,21,0,0
193,Charlie Estcourt,"MF,FW",Reading,20,1998,3.4,124,123,1,1,0,0,2,0,0,0,0,0,92,0,4
194,Gemma Davison,"FW,MF",Reading,31,1987,9.3,271,255,12,2,10,0,19,4,6,0,1,2,166,4,14
195,Brooke Chaplen,"FW,MF",Reading,29,1989,15.3,275,265,6,1,2,1,13,1,2,0,1,1,178,4,15
196,Lauren Bruton,"FW,MF",Reading,25,1992,14.7,414,396,12,2,3,3,10,3,4,1,0,1,293,6,16
197,Molly Bartrip,"DF,MF",Reading,22,1996,8.4,434,402,30,12,1,5,2,17,1,0,1,0,319,2,8
198,Jade Bailey,"MF,FW",Reading,22,1995,3.2,168,166,1,0,1,0,2,0,0,0,0,0,123,1,3
199,Remi Allen,MF,Reading,27,1990,18.4,702,687,13,5,3,0,9,8,0,0,0,0,537,2,17
200,Brianna Visalli,"MF,FW",West Ham,23,1995,15.5,454,450,2,2,2,0,14,0,0,0,0,0,315,2,12
201,Rebecca Spencer,GK,West Ham,27,1991,11,524,377,143,50,0,3,0,0,0,0,0,0,332,4,0
202,Cho So-hyun,MF,West Ham,30,1988,6.3,267,247,19,8,0,2,19,1,10,0,2,3,184,1,3
203,Erin Simon,DF,West Ham,23,1994,15.5,743,555,186,4,0,4,37,182,0,0,0,0,507,2,15
204,Julia Simic,MF,West Ham,29,1989,10.1,434,403,29,28,4,2,17,1,0,0,0,0,325,2,6
205,Vyan Sampson,"DF,MF",West Ham,22,1996,5.3,219,212,7,7,0,1,0,0,0,0,0,0,184,0,1
206,Jane Ross,FW,West Ham,28,1989,18.4,527,477,50,0,4,6,13,3,0,0,0,0,347,0,17
207,Lucienne Reichardt,"MF,DF",West Ham,27,1991,8.6,257,255,2,2,1,1,0,0,0,0,0,0,194,0,0
208,Claire Rafferty,DF,West Ham,29,1989,11.6,609,412,197,20,0,0,52,153,24,16,3,4,408,0,20
209,Ria Percival,"DF,MF",West Ham,28,1989,15.2,890,688,200,12,0,3,39,178,10,6,2,0,610,2,19
210,Anna Moorhouse,GK,West Ham,23,1995,8.9,434,332,98,28,0,1,0,1,0,0,0,0,275,4,1
211,Kate Longhurst,"MF,DF",West Ham,29,1989,17.7,698,658,36,14,2,1,12,21,1,0,0,0,476,4,26
212,Adriana Leon,"FW,MF",West Ham,25,1992,3.9,112,93,18,2,0,0,12,3,8,3,2,0,72,1,3
213,Alisha Lehmann,"FW,MF",West Ham,19,1999,19.1,404,381,20,4,3,0,58,5,8,3,5,0,250,3,20
214,Rosie Kmita,"FW,MF",West Ham,24,1994,2.5,86,75,10,0,1,0,8,7,3,1,0,0,60,1,4
215,Leanne Kiernan,"FW,MF",West Ham,19,1999,10.2,250,244,5,0,0,2,28,3,0,0,0,0,145,1,7
216,Brooke Hendrix,DF,West Ham,25,1993,13.4,513,495,18,13,1,1,0,5,0,0,0,0,378,0,3
217,Esmee de Graaf,"FW,DF",West Ham,20,1997,7.2,247,177,70,1,0,3,26,50,19,4,0,9,146,0,5
218,Gilly Flaherty,DF,West Ham,26,1991,19,894,830,63,52,0,5,1,11,0,0,0,0,656,1,8
219,Megan Walsh,GK,Yeovil Town,23,1994,20,817,447,363,95,0,0,0,0,0,0,0,0,329,7,0
220,Charlie Taylor,FW,Yeovil Town,,,0.1,3,3,0,0,0,0,0,0,0,0,0,0,3,0,0
221,Emily Syme,"MF,FW",Yeovil Town,18,2000,8.6,159,150,7,1,2,0,2,0,0,0,0,0,104,2,3
222,Hannah Short,DF,Yeovil Town,25,1993,17.2,393,311,81,73,0,1,10,8,0,0,0,0,203,1,7
223,Liberty Piggott,FW,Yeovil Town,20,1997,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
224,Rachel McLauchlan,"MF,DF",Yeovil Town,21,1997,7,188,167,20,1,0,2,4,19,0,0,0,0,104,1,9
225,Ellie Mason,"DF,MF",Yeovil Town,22,1996,18.7,419,414,4,4,1,1,0,0,0,0,0,0,247,1,6
226,Bonnie Horwood,MF,Yeovil Town,31,1987,16.4,518,505,11,3,0,0,13,0,8,6,0,0,342,2,11
227,Ann-Marie Heatherson,"MF,FW",Yeovil Town,34,1984,18.5,369,347,19,0,1,0,12,5,0,0,0,0,200,3,8
228,Amy Goddard,DF,Yeovil Town,,,9.8,277,188,87,1,0,0,2,86,0,0,0,0,141,2,7
229,Amber Gaylor,"MF,FW",Yeovil Town,23,1995,9,222,212,7,3,2,0,9,1,1,1,0,0,107,3,13
230,Monique Fischer,MF,Yeovil Town,26,1991,1.7,31,29,2,0,0,0,0,0,0,0,0,0,22,0,2
231,Olivia Fergusson,FW,Yeovil Town,23,1995,18.4,211,168,42,0,0,0,8,0,0,0,0,0,141,1,9
