Rk,Player,Pos,"Squad
▲",Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG_exp,npxG_exp,xAG_exp,npxG+xAG_exp,PrgC,PrgP,PrgR,Gls_p90,Ast_p90,G+A_p90,G-PK_p90,G+A-PK_p90,xG_p90,xAG_p90,xG+xAG_p90,npxG_p90,npxG+xAG_p90
129,Dominique Bruinenberg,MF,Everton,25,1993,12,7,616,6.8,0,1,1,0,0,0,0,0,0.3,0.3,0.3,0.6,1,37,9,0,0.15,0.15,0,0.15,0.04,0.04,0.09,0.04,0.09
130,Emma Brownlie,"DF,MF",Everton,24,1993,7,6,447,5,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,2,8,3,0,0,0,0,0,0.02,0.02,0.03,0.02,0.03
131,Georgia Brougham,DF,Everton,22,1996,17,15,"1,455",16.2,0,0,0,0,0,0,0,0,0.3,0.3,0.1,0.4,7,33,5,0,0,0,0,0,0.02,0.01,0.02,0.02,0.02
132,Chantelle Boye-Hlorkah,"FW,DF",Everton,22,1995,17,9,948,10.5,3,0,3,3,0,0,0,0,2.3,2.3,1,3.3,31,23,54,0.28,0,0.28,0.28,0.28,0.21,0.1,0.31,0.21,0.31
133,Lauren Thomas,"MF,FW",Liverpool,,,2,0,22,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
134,Courtney Sweetman-Kirk,"FW,MF",Liverpool,27,1990,19,15,"1,341",14.9,10,0,10,7,3,3,0,0,8.5,6.2,1,7.1,14,23,81,0.67,0,0.67,0.47,0.47,0.57,0.06,0.64,0.41,0.48
135,Amy Rodgers,"MF,DF",Liverpool,18,2000,12,9,839,9.3,1,1,2,1,0,0,1,0,1,1,0.4,1.4,5,25,3,0.11,0.11,0.21,0.11,0.21,0.11,0.04,0.15,0.11,0.15
136,Rhiannon Roberts,"MF,DF",Liverpool,27,1990,8,6,514,5.7,0,0,0,0,0,0,1,1,0.3,0.3,0,0.3,1,6,2,0,0,0,0,0,0.05,0,0.05,0.05,0.05
137,Leigh-Anne Robe,DF,Liverpool,24,1993,19,19,"1,710",19,0,1,1,0,0,0,1,0,0.1,0.1,0.9,1,13,46,5,0,0.05,0.05,0,0.05,0,0.05,0.05,0,0.05
138,Jemma Purfield,DF,Liverpool,21,1997,6,6,540,6,0,0,0,0,0,0,0,0,0,0,0,0,2,13,2,0,0,0,0,0,0.01,0,0.01,0.01,0.01
139,Anke Preuß,GK,Liverpool,25,1992,14,14,"1,260",14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
140,Satara Murray,DF,Liverpool,25,1993,14,14,"1,260",14,0,1,1,0,0,0,3,0,0,0,0.3,0.4,14,41,9,0,0.07,0.07,0,0.07,0,0.02,0.03,0,0.03
141,Christie Murray,MF,Liverpool,28,1990,19,16,"1,293",14.4,0,1,1,0,0,0,0,0,0.5,0.5,1.1,1.7,7,56,30,0,0.07,0.07,0,0.07,0.04,0.08,0.12,0.04,0.12
142,Jasmine Matthews,DF,Liverpool,25,1993,10,10,895,9.9,0,0,0,0,0,0,1,0,0.1,0.1,0.1,0.2,1,14,1,0,0,0,0,0,0.01,0.01,0.02,0.01,0.02
143,Leandra Little,"DF,FW",Liverpool,33,1984,11,5,454,5,0,0,0,0,0,0,1,0,0.6,0.6,0,0.6,1,13,3,0,0,0,0,0,0.12,0,0.12,0.12,0.12
144,Kirsty Linnett,FW,Liverpool,24,1993,15,9,748,8.3,1,1,2,1,0,0,2,0,1,1,0.1,1.1,6,9,41,0.12,0.12,0.24,0.12,0.24,0.12,0.02,0.14,0.12,0.14
145,Frances Kitching,GK,Liverpool,20,1998,6,6,540,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
146,Simran Jhamat,"MF,FW",Liverpool,17,2001,2,0,45,0.5,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0
147,Ashley Hodson,"MF,FW",Liverpool,23,1995,6,0,105,1.2,1,0,1,1,0,0,1,0,0.5,0.5,0.2,0.6,1,2,6,0.86,0,0.86,0.86,0.86,0.41,0.13,0.54,0.41,0.54
148,Niamh Fahey,"MF,DF",Liverpool,30,1987,17,14,"1,274",14.2,0,0,0,0,0,0,2,0,0.3,0.3,0.1,0.4,3,47,4,0,0,0,0,0,0.02,0.01,0.03,0.02,0.03
149,Yana Daniels,"MF,FW",Liverpool,26,1992,15,9,715,7.9,1,0,1,1,0,0,0,0,0.5,0.5,0.8,1.4,6,10,35,0.13,0,0.13,0.13,0.13,0.07,0.1,0.17,0.07,0.17
150,Laura Coombs,MF,Liverpool,27,1991,20,20,"1,793",19.9,0,4,4,0,0,0,0,0,1.4,1.4,3.7,5.1,23,71,57,0,0.2,0.2,0,0.2,0.07,0.19,0.26,0.07,0.26
151,Jessica Clarke,"FW,MF",Liverpool,29,1989,12,11,"1,017",11.3,2,2,4,2,0,0,0,0,2.8,2.8,1.9,4.7,55,13,69,0.18,0.18,0.35,0.18,0.35,0.24,0.17,0.41,0.24,0.41
152,Niamh Charles,"FW,MF",Liverpool,19,1999,9,7,578,6.4,1,0,1,1,0,0,0,0,2.7,2.7,0.9,3.6,40,7,33,0.16,0,0.16,0.16,0.16,0.42,0.14,0.56,0.42,0.56
153,Sophie Bradley,DF,Liverpool,28,1989,20,20,"1,800",20,0,2,2,0,0,0,0,0,0.4,0.4,1.7,2.2,2,37,0,0,0.1,0.1,0,0.1,0.02,0.09,0.11,0.02,0.11
154,Missy Bo Kearns,"MF,FW",Liverpool,17,2001,3,0,14,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.19,0,0.19,0.19,0.19
155,Annabel Blanchard,FW,Liverpool,17,2001,1,0,8,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
156,Rinsola Babajide,"MF,FW",Liverpool,20,1998,17,10,"1,001",11.1,4,0,4,4,0,0,3,0,2.7,2.7,1,3.7,39,23,60,0.36,0,0.36,0.36,0.36,0.24,0.09,0.33,0.24,0.33
157,Tessa Wullaert,"FW,MF",Manchester City,25,1993,18,14,"1,253",13.9,3,4,7,3,0,0,0,0,1.7,1.7,3.9,5.6,61,82,119,0.22,0.29,0.5,0.22,0.5,0.12,0.28,0.41,0.12,0.41
158,Caroline Weir,"MF,FW",Manchester City,23,1995,18,16,"1,346",15,5,5,10,5,0,0,0,0,3.9,3.9,7.2,11.1,29,81,126,0.33,0.33,0.67,0.33,0.67,0.26,0.48,0.74,0.26,0.74
159,Keira Walsh,MF,Manchester City,21,1997,19,19,"1,710",19,1,5,6,1,0,0,3,0,0.4,0.4,2.2,2.6,21,169,44,0.05,0.26,0.32,0.05,0.32,0.02,0.12,0.14,0.02,0.14
160,Demi Stokes,DF,Manchester City,26,1991,11,11,914,10.2,1,1,2,1,0,0,0,0,0.5,0.5,0.5,1,20,42,36,0.1,0.1,0.2,0.1,0.2,0.05,0.05,0.1,0.05,0.1
161,Georgia Stanway,"MF,FW",Manchester City,19,1999,19,13,"1,314",14.6,11,3,14,11,0,0,4,0,6.8,6.8,3.1,9.9,34,69,121,0.75,0.21,0.96,0.75,0.96,0.46,0.21,0.68,0.46,0.68
162,Jill Scott,MF,Manchester City,31,1987,19,19,"1,574",17.5,0,5,5,0,0,0,0,0,2.1,2.1,1.6,3.6,35,87,51,0,0.29,0.29,0,0.29,0.12,0.09,0.21,0.12,0.21
163,Ellie Roebuck,GK,Manchester City,18,1999,15,15,"1,350",15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
164,Nikita Parris,FW,Manchester City,24,1994,19,18,"1,595",17.7,19,7,26,15,4,4,2,0,17.4,14.2,4.9,19.2,45,48,182,1.07,0.39,1.47,0.85,1.24,0.98,0.28,1.26,0.8,1.08
165,Jessica Park,"FW,MF",Manchester City,16,2001,2,0,39,0.4,0,0,0,0,0,0,0,0,0.6,0.6,0,0.6,0,0,2,0,0,0,0,0,1.41,0,1.41,1.41,1.41
166,Nadia Nadim,FW,Manchester City,30,1988,3,2,173,1.9,0,0,0,0,0,0,0,0,1.4,1.4,0.1,1.5,1,0,10,0,0,0,0,0,0.72,0.07,0.79,0.72,0.79
167,Esme Morgan,DF,Manchester City,17,2000,6,5,475,5.3,0,0,0,0,0,0,0,0,0.2,0.2,0.1,0.3,5,29,18,0,0,0,0,0,0.04,0.03,0.06,0.04,0.06
168,Abbie McManus,DF,Manchester City,25,1993,13,10,911,10.1,0,2,2,0,0,0,2,0,0.6,0.6,1.9,2.5,16,66,46,0,0.2,0.2,0,0.2,0.06,0.19,0.25,0.06,0.25
169,Melissa Lawley,FW,Manchester City,24,1994,4,3,217,2.4,0,0,0,0,0,0,0,0,0.2,0.2,0.2,0.3,11,3,23,0,0,0,0,0,0.08,0.06,0.14,0.08,0.14
170,Steph Houghton,DF,Manchester City,30,1988,20,20,"1,800",20,3,0,3,3,0,0,1,0,2.3,2.3,1.5,3.8,10,141,8,0.15,0,0.15,0.15,0.15,0.11,0.07,0.19,0.11,0.19
171,Lauren Hemp,"FW,MF",Manchester City,17,2000,10,7,603,6.7,2,1,3,2,0,0,1,0,3.4,3.4,0.6,4,17,18,75,0.3,0.15,0.45,0.3,0.45,0.51,0.09,0.6,0.51,0.6
172,Claire Emslie,"FW,MF",Manchester City,24,1994,14,7,647,7.2,4,3,7,4,0,0,0,0,2.2,2.2,3.8,6,27,29,81,0.56,0.42,0.97,0.56,0.97,0.3,0.53,0.83,0.3,0.83
173,Megan Campbell,DF,Manchester City,25,1993,4,2,181,2,0,0,0,0,0,0,1,0,0,0,0.1,0.1,5,13,4,0,0,0,0,0,0,0.05,0.05,0,0.05
174,Pauline Bremer,FW,Manchester City,22,1996,4,1,120,1.3,0,0,0,0,0,0,0,0,0.7,0.7,0.5,1.2,1,3,18,0,0,0,0,0,0.49,0.42,0.91,0.49,0.91
175,Gemma Bonner,DF,Manchester City,27,1991,17,14,"1,308",14.5,1,0,1,1,0,0,2,0,1.6,1.6,0.7,2.4,7,65,33,0.07,0,0.07,0.07,0.07,0.11,0.05,0.16,0.11,0.16
176,Janine Beckie,FW,Manchester City,23,1994,10,2,290,3.2,1,2,3,1,0,0,1,0,1,1,1.2,2.2,10,10,33,0.31,0.62,0.93,0.31,0.93,0.31,0.37,0.68,0.31,0.68
177,Jennifer Beattie,DF,Manchester City,27,1991,17,17,"1,530",17,1,0,1,1,0,0,1,0,1.4,1.4,0.9,2.3,4,83,0,0.06,0,0.06,0.06,0.06,0.08,0.05,0.13,0.08,0.13
178,Karen Bardsley,GK,Manchester City,33,1984,5,5,450,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
179,Lily Woodham,"DF,MF",Reading,17,2000,4,1,150,1.7,0,0,0,0,0,0,0,0,0,0,0.2,0.2,2,8,12,0,0,0,0,0,0,0.09,0.09,0,0.09
180,Fara Williams,"MF,FW",Reading,34,1984,20,20,"1,725",19.2,11,3,14,9,2,3,1,0,6.9,4.6,3.7,8.3,24,80,132,0.57,0.16,0.73,0.47,0.63,0.36,0.19,0.56,0.24,0.43
181,Rachel Rowe,MF,Reading,25,1992,1,1,71,0.8,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,0,0,0,0,0,0.03,0,0.03,0.03,0.03
182,Jo Potter,DF,Reading,33,1984,16,16,"1,440",16,0,0,0,0,0,0,0,0,0.3,0.3,0.8,1,19,96,1,0,0,0,0,0,0.02,0.05,0.07,0.02,0.07
183,Kirsty Pearce,DF,Reading,,,18,17,"1,522",16.9,1,2,3,1,0,0,3,0,1,1,0.6,1.7,12,81,2,0.06,0.12,0.18,0.06,0.18,0.06,0.04,0.1,0.06,0.1
184,Mayumi Pacheco,DF,Reading,19,1998,16,14,"1,261",14,0,1,1,0,0,0,0,0,0.2,0.2,0.5,0.7,13,44,28,0,0.07,0.07,0,0.07,0.01,0.04,0.05,0.01,0.05
185,Jade Moore,"MF,FW",Reading,27,1990,13,12,974,10.8,1,0,1,1,0,0,2,0,1.1,1.1,0.6,1.7,10,41,31,0.09,0,0.09,0.09,0.09,0.1,0.06,0.16,0.1,0.16
186,Grace Moloney,GK,Reading,25,1993,20,20,"1,800",20,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
187,Rebecca Jane,DF,Reading,26,1992,8,3,367,4.1,0,0,0,0,0,0,0,0,0.1,0.1,0.2,0.3,6,19,6,0,0,0,0,0,0.02,0.05,0.07,0.02,0.07
188,Sophie Howard,"DF,MF",Reading,24,1993,6,5,395,4.4,0,1,1,0,0,0,1,0,0,0,0.1,0.2,5,16,2,0,0.23,0.23,0,0.23,0.01,0.03,0.04,0.01,0.04
189,Rakel Hönnudóttir,"FW,MF",Reading,29,1988,5,2,208,2.3,0,0,0,0,0,0,0,0,0.1,0.1,0.4,0.5,1,5,12,0,0,0,0,0,0.03,0.19,0.23,0.03,0.23
190,Natasha Harding,DF,Reading,29,1989,19,19,"1,710",19,1,3,4,1,0,0,3,0,0.7,0.7,0.8,1.5,30,59,68,0.05,0.16,0.21,0.05,0.21,0.03,0.04,0.08,0.03,0.08
191,Rachel Furness,MF,Reading,30,1988,19,16,"1,491",16.6,1,1,2,1,0,0,3,0,2.1,2.1,2.5,4.6,14,94,32,0.06,0.06,0.12,0.06,0.12,0.12,0.15,0.28,0.12,0.28
192,Millie Farrow,FW,Reading,22,1996,5,2,146,1.6,2,0,2,2,0,0,0,0,1.9,1.9,0,1.9,3,4,17,1.23,0,1.23,1.23,1.23,1.1,0,1.1,1.1,1.1
193,Charlie Estcourt,"MF,FW",Reading,20,1998,7,4,309,3.4,0,0,0,0,0,0,0,0,0.5,0.5,0.1,0.7,6,15,19,0,0,0,0,0,0.16,0.04,0.2,0.16,0.2
194,Gemma Davison,"FW,MF",Reading,31,1987,14,8,835,9.3,2,4,6,2,0,0,1,0,0.8,0.8,3.7,4.5,35,38,107,0.22,0.43,0.65,0.22,0.65,0.09,0.39,0.49,0.09,0.49
195,Brooke Chaplen,"FW,MF",Reading,29,1989,16,16,"1,378",15.3,7,2,9,7,0,0,0,0,8.6,8.6,0.8,9.4,18,22,131,0.46,0.13,0.59,0.46,0.59,0.56,0.05,0.62,0.56,0.62
196,Lauren Bruton,"FW,MF",Reading,25,1992,17,15,"1,323",14.7,3,0,3,2,1,1,1,0,2.6,1.8,1.8,3.6,43,55,114,0.2,0,0.2,0.14,0.14,0.18,0.12,0.3,0.12,0.25
197,Molly Bartrip,"DF,MF",Reading,22,1996,14,7,756,8.4,0,2,2,0,0,0,0,0,0.2,0.2,0.7,1,3,27,2,0,0.24,0.24,0,0.24,0.03,0.09,0.12,0.02,0.11
198,Jade Bailey,"MF,FW",Reading,22,1995,6,3,287,3.2,0,0,0,0,0,0,0,0,0.2,0.2,1.1,1.3,1,12,14,0,0,0,0,0,0.07,0.32,0.39,0.07,0.39
199,Remi Allen,MF,Reading,27,1990,19,19,"1,652",18.4,2,2,4,2,0,0,7,0,3.1,3.1,1.9,5,12,78,54,0.11,0.11,0.22,0.11,0.22,0.17,0.1,0.27,0.17,0.27
200,Brianna Visalli,"MF,FW",West Ham,23,1995,20,16,"1,393",15.5,1,2,3,1,0,0,1,0,1.8,1.8,1.4,3.2,13,64,63,0.06,0.13,0.19,0.06,0.19,0.11,0.09,0.21,0.11,0.21
201,Rebecca Spencer,GK,West Ham,27,1991,12,10,993,11,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0,0,0,0,0,0,0,0,0,0.01,0.01,0,0.01
202,Cho So-hyun,MF,West Ham,30,1988,7,6,570,6.3,0,2,2,0,0,0,0,0,0.1,0.1,0.6,0.7,2,46,15,0,0.32,0.32,0,0.32,0.02,0.09,0.11,0.02,0.11
203,Erin Simon,DF,West Ham,23,1994,17,16,"1,396",15.5,0,0,0,0,0,0,1,0,0.1,0.1,0.2,0.3,20,52,31,0,0,0,0,0,0.01,0.01,0.02,0.01,0.02
204,Julia Simic,MF,West Ham,29,1989,11,11,907,10.1,2,4,6,2,0,0,1,0,1,1,2.9,3.9,17,48,30,0.2,0.4,0.6,0.2,0.6,0.1,0.29,0.39,0.1,0.39
205,Vyan Sampson,"DF,MF",West Ham,22,1996,12,6,479,5.3,0,0,0,0,0,0,0,0,0,0,0,0,2,14,1,0,0,0,0,0,0,0,0,0,0
206,Jane Ross,FW,West Ham,28,1989,20,18,"1,660",18.4,7,2,9,7,0,1,0,0,5.7,4.7,2.8,7.5,20,62,103,0.38,0.11,0.49,0.38,0.49,0.31,0.15,0.46,0.26,0.41
207,Lucienne Reichardt,"MF,DF",West Ham,27,1991,12,10,771,8.6,0,0,0,0,0,0,2,0,0.3,0.3,0,0.3,0,23,2,0,0,0,0,0,0.03,0,0.04,0.03,0.04
208,Claire Rafferty,DF,West Ham,29,1989,13,11,"1,042",11.6,1,0,1,1,0,0,0,0,0.3,0.3,1.5,1.8,18,42,21,0.09,0,0.09,0.09,0.09,0.02,0.13,0.16,0.02,0.16
209,Ria Percival,"DF,MF",West Ham,28,1989,16,15,"1,368",15.2,0,2,2,0,0,0,1,0,0.1,0.1,0.9,1,13,66,14,0,0.13,0.13,0,0.13,0.01,0.06,0.07,0.01,0.07
210,Anna Moorhouse,GK,West Ham,23,1995,10,10,805,8.9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
211,Kate Longhurst,"MF,DF",West Ham,29,1989,19,17,"1,596",17.7,2,1,3,2,0,0,4,0,2,2,0.5,2.4,22,65,33,0.11,0.06,0.17,0.11,0.17,0.11,0.03,0.14,0.11,0.14
212,Adriana Leon,"FW,MF",West Ham,25,1992,6,4,348,3.9,1,0,1,1,0,0,0,0,0.7,0.7,0.3,1.1,8,9,23,0.26,0,0.26,0.26,0.26,0.19,0.09,0.28,0.19,0.28
213,Alisha Lehmann,"FW,MF",West Ham,19,1999,20,20,"1,721",19.1,6,3,9,6,0,0,1,0,5,5,2.2,7.2,41,33,125,0.31,0.16,0.47,0.31,0.47,0.26,0.11,0.38,0.26,0.38
214,Rosie Kmita,"FW,MF",West Ham,24,1994,14,1,222,2.5,1,1,2,1,0,0,0,0,0.6,0.6,0.6,1.1,5,10,26,0.41,0.41,0.81,0.41,0.81,0.22,0.24,0.46,0.22,0.46
215,Leanne Kiernan,"FW,MF",West Ham,19,1999,15,10,917,10.2,2,1,3,2,0,0,2,0,1.6,1.6,0.5,2.1,36,13,94,0.2,0.1,0.29,0.2,0.29,0.16,0.05,0.2,0.16,0.2
216,Brooke Hendrix,DF,West Ham,25,1993,14,13,"1,208",13.4,0,0,0,0,0,0,0,0,0.5,0.5,0.5,1,2,23,0,0,0,0,0,0,0.03,0.04,0.07,0.03,0.07
217,Esmee de Graaf,"FW,DF",West Ham,20,1997,10,7,644,7.2,1,0,1,1,0,0,2,0,0.7,0.7,0.3,1.1,9,26,33,0.14,0,0.14,0.14,0.14,0.1,0.05,0.15,0.1,0.15
218,Gilly Flaherty,DF,West Ham,26,1991,19,19,"1,710",19,1,0,1,1,0,0,2,0,1.2,1.2,0.1,1.3,0,36,1,0.05,0,0.05,0.05,0.05,0.06,0.01,0.07,0.06,0.07
219,Megan Walsh,GK,Yeovil Town,23,1994,20,20,"1,800",20,0,0,0,0,0,0,1,0,0,0,0.7,0.7,0,0,0,0,0,0,0,0,0,0.04,0.04,0,0.04
220,Charlie Taylor,FW,Yeovil Town,,,1,0,8,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.38,0.38,0,0.38
221,Emily Syme,"MF,FW",Yeovil Town,18,2000,15,8,775,8.6,1,0,1,1,0,0,0,0,1.1,1.1,0.1,1.3,9,9,12,0.12,0,0.12,0.12,0.12,0.13,0.02,0.15,0.13,0.15
222,Hannah Short,DF,Yeovil Town,25,1993,18,18,"1,545",17.2,1,1,2,1,0,0,1,0,0.5,0.5,0.7,1.3,3,19,0,0.06,0.06,0.12,0.06,0.12,0.03,0.04,0.07,0.03,0.07
223,Liberty Piggott,FW,Yeovil Town,20,1997,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
224,Rachel McLauchlan,"MF,DF",Yeovil Town,21,1997,7,7,630,7,0,1,1,0,0,0,0,0,0.3,0.3,0.3,0.6,13,13,12,0,0.14,0.14,0,0.14,0.05,0.04,0.09,0.05,0.09
225,Ellie Mason,"DF,MF",Yeovil Town,22,1996,20,19,"1,681",18.7,3,0,3,3,0,1,0,0,1.8,0.9,0.1,1,7,26,8,0.16,0,0.16,0.16,0.16,0.09,0,0.1,0.05,0.05
226,Bonnie Horwood,MF,Yeovil Town,31,1987,17,16,"1,473",16.4,0,0,0,0,0,0,0,0,0.3,0.3,0.5,0.8,3,35,10,0,0,0,0,0,0.02,0.03,0.05,0.02,0.05
227,Ann-Marie Heatherson,"MF,FW",Yeovil Town,34,1984,20,19,"1,663",18.5,2,1,3,2,0,0,1,0,2.4,2.4,0.7,3.1,21,37,48,0.11,0.05,0.16,0.11,0.16,0.13,0.04,0.17,0.13,0.17
228,Amy Goddard,DF,Yeovil Town,,,14,11,882,9.8,0,0,0,0,0,0,0,0,0.4,0.4,0,0.5,1,11,1,0,0,0,0,0,0.05,0,0.05,0.05,0.05
229,Amber Gaylor,"MF,FW",Yeovil Town,23,1995,12,10,812,9,1,0,1,1,0,0,1,0,0.5,0.5,0.4,0.9,8,14,23,0.11,0,0.11,0.11,0.11,0.05,0.05,0.1,0.05,0.1
230,Monique Fischer,MF,Yeovil Town,26,1991,4,2,157,1.7,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,0,0,0,0,0,0,0,0,0,0
231,Olivia Fergusson,FW,Yeovil Town,23,1995,20,18,"1,653",18.4,1,1,2,1,0,0,0,0,3.1,3.1,1.1,4.3,17,12,81,0.05,0.05,0.11,0.05,0.11,0.17,0.06,0.23,0.17,0.23
232,Georgia Evans,MF,Yeovil Town,22,1995,19,16,"1,402",15.6,0,0,0,0,0,0,2,0,0.2,0.2,0.1,0.2,2,36,3,0,0,0,0,0,0.01,0,0.02,0.01,0.02
233,Emily Donovan,"MF,FW",Yeovil Town,,,18,8,820,9.1,1,0,1,1,0,0,0,0,0.5,0.5,0.4,0.9,8,16,20,0.11,0,0.11,0.11,0.11,0.06,0.04,0.1,0.06,0.1
234,Nicola Cousins,DF,Yeovil Town,29,1988,18,13,"1,314",14.6,0,0,0,0,0,0,4,1,0.5,0.5,0.2,0.7,6,20,13,0,0,0,0,0,0.03,0.01,0.05,0.03,0.05
235,Charlotte Buxton,DF,Yeovil Town,,,10,7,536,6,0,0,0,0,0,0,0,0,0,0,0,0.1,3,7,2,0,0,0,0,0,0.01,0.01,0.01,0.01,0.01
236,Leah Burridge,MF,Yeovil Town,,,3,0,27,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
237,Erin Bloomfield,"FW,MF",Yeovil Town,,,9,5,447,5,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.3,0,5,17,0,0,0,0,0,0.03,0.03,0.06,0.03,0.06
238,Megan Alexander,DF,Yeovil Town,24,1993,20,20,"1,800",20,1,1,2,1,0,0,2,0,0.1,0.1,2.3,2.4,19,27,13,0.05,0.05,0.1,0.05,0.1,0.01,0.12,0.12,0.01,0.12
239,Shannon Albuery,"FW,MF",Yeovil Town,,,7,3,322,3.6,0,1,1,0,0,0,0,0,0.7,0.7,0.1,0.8,1,1,13,0,0.28,0.28,0,0.28,0.21,0.02,0.22,0.21,0.22
