Rk,Player,Pos,"Squad
▲",Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG_exp,npxG_exp,xAG_exp,npxG+xAG_exp,PrgC,PrgP,PrgR,Gls_p90,Ast_p90,G+A_p90,G-PK_p90,G+A-PK_p90,xG_p90,xAG_p90,xG+xAG_p90,npxG_p90,npxG+xAG_p90
31,Harriet Scott,DF,Birmingham City,25,1993,14,11,"1,024",11.4,0,1,1,0,0,0,2,0,0.8,0.7,0.5,1.2,14,35,36,0,0.09,0.09,0,0.09,0.07,0.04,0.11,0.07,0.11
32,Connie Scofield,MF,Birmingham City,19,1999,10,3,312,3.5,1,1,2,1,0,0,0,0,0,0,0,0,0,2,3,0.29,0.29,0.58,0.29,0.58,0,0,0,0,0
33,Meaghan Sargeant,DF,Birmingham City,24,1994,19,17,"1,520",16.9,3,0,3,3,0,0,0,0,1.1,1.1,0.2,1.3,5,60,14,0.18,0,0.18,0.18,0.18,0.07,0.01,0.08,0.07,0.08
34,Lucy Quinn,"FW,MF",Birmingham City,24,1993,13,6,582,6.5,1,2,3,1,0,0,0,0,1.4,1.4,0.8,2.2,15,20,43,0.15,0.31,0.46,0.15,0.46,0.22,0.13,0.35,0.22,0.35
35,Sarah Mayling,"FW,DF",Birmingham City,21,1997,17,8,835,9.3,0,0,0,0,0,0,0,0,0.3,0.3,0.3,0.6,17,43,52,0,0,0,0,0,0.03,0.03,0.06,0.03,0.06
36,Aoife Mannion,DF,Birmingham City,22,1995,20,20,"1,800",20,2,0,2,1,1,2,4,0,1.7,0.1,0.4,0.6,15,85,4,0.1,0,0.1,0.05,0.05,0.09,0.02,0.11,0.01,0.03
37,Hayley Ladd,MF,Birmingham City,24,1993,19,19,"1,690",18.8,2,1,3,2,0,0,2,1,0.7,0.7,1.8,2.5,14,63,13,0.11,0.05,0.16,0.11,0.16,0.04,0.1,0.13,0.04,0.13
38,Shania Hayles,"FW,MF",Birmingham City,18,1999,5,0,28,0.3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0
39,Kerys Harrop,DF,Birmingham City,27,1990,19,18,"1,631",18.1,2,2,4,2,0,0,3,0,1.7,1.7,1.2,2.9,15,75,22,0.11,0.11,0.22,0.11,0.22,0.09,0.07,0.16,0.09,0.16
40,Hannah Hampton,GK,Birmingham City,17,2000,12,12,"1,080",12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,Emma Follis,"FW,MF",Birmingham City,26,1992,20,17,"1,377",15.3,4,2,6,4,0,0,0,0,3.9,3.9,1.3,5.2,50,35,98,0.26,0.13,0.39,0.26,0.39,0.26,0.09,0.34,0.26,0.34
42,Marisa Ewers,MF,Birmingham City,29,1989,8,8,597,6.6,0,0,0,0,0,0,0,0,0.4,0.4,0.2,0.6,3,15,18,0,0,0,0,0,0.06,0.03,0.09,0.06,0.09
43,Ann-Katrin Berger,GK,Birmingham City,27,1990,8,8,720,8,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0,0,0,0,0,0,0,0,0,0.01,0.01,0,0.01
44,Chloe Arthur,MF,Birmingham City,23,1995,19,16,"1,426",15.8,1,2,3,1,0,0,0,0,1,1,0.9,1.9,24,60,25,0.06,0.13,0.19,0.06,0.19,0.06,0.06,0.12,0.06,0.12
45,Victoria Williams,DF,Brighton,28,1990,19,19,"1,710",19,2,1,3,2,0,0,4,0,1.1,1.1,0.5,1.6,3,44,10,0.11,0.05,0.16,0.11,0.16,0.06,0.02,0.08,0.06,0.08
46,Fern Whelan,"DF,MF",Brighton,29,1988,7,7,613,6.8,0,0,0,0,0,0,0,0,0.1,0.1,0.6,0.7,2,14,0,0,0,0,0,0,0.02,0.09,0.11,0.02,0.11
47,Aileen Whelan,"MF,FW",Brighton,26,1991,20,20,"1,723",19.1,1,2,3,1,0,0,0,0,1.8,1.8,2.7,4.5,31,48,62,0.05,0.1,0.16,0.05,0.16,0.09,0.14,0.23,0.09,0.23
48,Iniabasi Umotong,FW,Brighton,24,1994,20,14,"1,237",13.7,2,1,3,2,0,0,0,0,3.5,3.5,1.2,4.8,24,18,71,0.15,0.07,0.22,0.15,0.22,0.26,0.09,0.35,0.26,0.35
49,Emily Simpkins,MF,Brighton,28,1990,6,2,256,2.8,0,0,0,0,0,0,0,0,0.7,0.7,0,0.7,2,10,4,0,0,0,0,0,0.24,0.01,0.25,0.24,0.25
50,Bethan Roe,DF,Brighton,18,1999,2,2,180,2,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,4,11,4,0,0,0,0,0,0.05,0,0.05,0.05,0.05
51,Laura Rafferty,DF,Brighton,22,1996,13,13,"1,170",13,1,2,3,1,0,0,2,0,1.1,1.1,0.6,1.7,7,31,1,0.08,0.15,0.23,0.08,0.23,0.08,0.04,0.13,0.08,0.13
52,Sophie Perry,"DF,MF",Brighton,31,1986,7,4,411,4.6,0,0,0,0,0,0,0,0,0.5,0.5,0.3,0.8,5,3,13,0,0,0,0,0,0.1,0.06,0.16,0.1,0.16
53,Chloe Peplow,MF,Brighton,19,1998,16,14,"1,095",12.2,0,0,0,0,0,0,0,0,0.4,0.4,1,1.4,7,41,23,0,0,0,0,0,0.03,0.08,0.12,0.03,0.12
54,Amanda Nildén,"DF,MF",Brighton,19,1998,4,1,148,1.6,1,0,1,1,0,0,0,0,0.1,0.1,0.2,0.2,0,4,4,0.61,0,0.61,0.61,0.61,0.04,0.11,0.14,0.04,0.14
55,Kate Natkiel,"FW,MF",Brighton,25,1992,12,9,756,8.4,0,0,0,0,0,0,0,0,0.4,0.4,0.2,0.6,8,18,42,0,0,0,0,0,0.05,0.02,0.07,0.05,0.07
56,Jenna Legg,"MF,FW",Brighton,21,1997,3,2,107,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0
57,Maya Le Tissier,MF,Brighton,16,2002,2,1,123,1.4,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0,4,1,0,0,0,0,0,0,0.04,0.04,0,0.04
58,Marie Hourihan,GK,Brighton,31,1987,14,14,"1,205",13.4,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0,0,0,0,0,0,0,0,0,0.01,0.01,0,0.01
59,Laura Hartley,GK,Brighton,,,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,Sophie Harris,GK,Brighton,23,1994,4,3,325,3.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,Eleanor Hack,DF,Brighton,16,2002,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
62,Kayleigh Green,"MF,FW",Brighton,30,1988,18,17,"1,541",17.1,2,2,4,2,0,0,2,0,3.1,3.1,1.8,4.9,32,45,91,0.12,0.12,0.23,0.12,0.23,0.18,0.1,0.29,0.18,0.29
63,Lucy Gillett,GK,Brighton,,,2,2,180,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64,Felicity Gibbons,DF,Brighton,24,1994,17,16,"1,409",15.7,0,1,1,0,0,0,1,0,0.3,0.3,0.9,1.2,30,43,14,0,0.06,0.06,0,0.06,0.02,0.06,0.08,0.02,0.08
65,Megan Connolly,MF,Brighton,21,1997,6,6,540,6,1,2,3,1,0,0,0,0,1.1,1.1,1.6,2.7,2,13,11,0.17,0.33,0.5,0.17,0.5,0.18,0.27,0.45,0.18,0.45
66,Danielle Buet,"MF,DF",Brighton,29,1988,19,17,"1,557",17.3,1,1,2,1,0,0,2,0,0.8,0.8,1.7,2.5,6,54,15,0.06,0.06,0.12,0.06,0.12,0.04,0.1,0.14,0.04,0.14
67,Jodie Brett,MF,Brighton,22,1996,10,6,562,6.2,1,0,1,1,0,0,0,0,1.4,1.4,0.1,1.5,1,18,20,0.16,0,0.16,0.16,0.16,0.22,0.02,0.24,0.22,0.24
68,Ellie Brazil,"FW,MF",Brighton,19,1999,19,14,"1,422",15.8,4,1,5,4,0,0,3,0,3.8,3.8,1.7,5.5,23,30,75,0.25,0.06,0.32,0.25,0.32,0.24,0.11,0.35,0.24,0.35
69,Kirsty Barton,DF,Brighton,26,1992,15,15,"1,350",15,0,0,0,0,0,0,1,0,0.1,0.1,0.7,0.8,7,47,19,0,0,0,0,0,0.01,0.05,0.05,0.01,0.05
70,Jessica Wooley,MF,Bristol City,17,2001,4,1,71,0.8,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0.04,0.04,0,0.04
71,Poppy Wilson,MF,Bristol City,18,1999,1,0,13,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72,Ella Rutherford,"FW,MF",Bristol City,18,2000,20,17,"1,459",16.2,2,1,3,2,0,0,4,0,2.7,2.7,1.7,4.4,17,38,45,0.12,0.06,0.19,0.12,0.19,0.17,0.11,0.27,0.17,0.27
73,Katie Rood,"FW,MF",Bristol City,25,1992,4,1,107,1.2,1,0,1,1,0,0,0,0,0.4,0.4,0,0.4,3,2,6,0.84,0,0.84,0.84,0.84,0.31,0,0.31,0.31,0.31
74,Katie Robinson,FW,Bristol City,15,2002,7,0,102,1.1,0,0,0,0,0,0,0,0,0.5,0.5,0,0.5,3,2,5,0,0,0,0,0,0.45,0.03,0.48,0.45,0.48
75,Heather Payne,"FW,MF",Bristol City,18,2000,9,1,241,2.7,0,0,0,0,0,0,0,0,0.2,0.2,0.1,0.3,2,4,14,0,0,0,0,0,0.09,0.04,0.12,0.09,0.12
76,Poppy Pattinson,DF,Bristol City,18,2000,19,19,"1,693",18.8,0,0,0,0,0,0,1,0,0.2,0.2,0.7,0.8,14,35,31,0,0,0,0,0,0.01,0.03,0.04,0.01,0.04
77,Danique Kerkdijk,DF,Bristol City,22,1996,19,17,"1,553",17.3,2,0,2,2,0,0,1,0,1.5,1.5,0.1,1.5,3,24,0,0.12,0,0.12,0.12,0.12,0.09,0,0.09,0.09,0.09
78,Juliette Kemppi,FW,Bristol City,24,1994,14,12,870,9.7,1,0,1,1,0,0,0,0,0.6,0.6,0.1,0.8,7,6,25,0.1,0,0.1,0.1,0.1,0.07,0.02,0.08,0.07,0.08
79,Ali Johnson,DF,Bristol City,,,3,1,106,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0.03,0.03,0.03
80,Carla Humphrey,"MF,FW",Bristol City,21,1996,20,19,"1,740",19.3,0,0,0,0,0,0,0,0,1.1,1.1,0.4,1.5,10,44,50,0,0,0,0,0,0.06,0.02,0.08,0.06,0.08
81,Abigail Harrison,"FW,MF",Bristol City,20,1997,8,7,646,7.2,0,0,0,0,0,0,0,0,0.5,0.5,0.8,1.3,13,9,65,0,0,0,0,0,0.07,0.11,0.17,0.07,0.17
82,Lucy Graham,"MF,FW",Bristol City,21,1996,19,19,"1,709",19,7,2,9,5,2,2,1,0,4.5,2.9,0.8,3.7,10,54,58,0.37,0.11,0.47,0.26,0.37,0.24,0.04,0.28,0.15,0.2
83,Gemma Evans,DF,Bristol City,21,1996,19,17,"1,536",17.1,1,0,1,1,0,0,2,0,0.4,0.4,0.1,0.4,9,24,3,0.06,0,0.06,0.06,0.06,0.02,0,0.03,0.02,0.03
84,Loren Dykes,DF,Bristol City,30,1988,19,19,"1,710",19,0,1,1,0,0,0,1,0,0.1,0.1,0.8,0.9,24,36,21,0,0.05,0.05,0,0.05,0.01,0.04,0.05,0.01,0.05
85,Frankie Brown,"DF,MF",Bristol City,30,1987,20,20,"1,714",19,0,0,0,0,0,0,1,0,0,0,0.1,0.1,7,41,4,0,0,0,0,0,0,0.01,0.01,0,0.01
86,Julie Biesmans,MF,Bristol City,24,1994,20,20,"1,800",20,0,2,2,0,0,0,0,0,0.4,0.4,1.2,1.6,8,41,13,0,0.1,0.1,0,0.1,0.02,0.06,0.08,0.02,0.08
87,Sophie Baggaley,GK,Bristol City,21,1996,20,20,"1,800",20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88,Rosella Ayane,"FW,MF",Bristol City,22,1996,15,8,795,8.8,1,0,1,1,0,0,0,0,1,1,0.6,1.6,10,26,47,0.11,0,0.11,0.11,0.11,0.12,0.07,0.18,0.12,0.18
89,Flo Allen,DF,Bristol City,18,1999,2,2,135,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0
90,Maria Thorisdottir,"MF,DF",Chelsea,25,1993,5,3,309,3.4,0,0,0,0,0,0,1,0,0,0,0.2,0.2,7,24,6,0,0,0,0,0,0,0.05,0.05,0,0.05
91,Carly Telford,GK,Chelsea,31,1987,10,10,900,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92,Drew Spence,MF,Chelsea,25,1992,17,15,"1,206",13.4,1,3,4,1,0,0,3,0,3.8,3.8,1.6,5.4,6,56,41,0.07,0.22,0.3,0.07,0.3,0.28,0.12,0.4,0.28,0.4
93,Ji So-yun,MF,Chelsea,27,1991,17,17,"1,430",15.9,6,2,8,6,0,0,0,0,3.5,3.5,3.9,7.5,35,120,67,0.38,0.13,0.5,0.38,0.5,0.22,0.25,0.47,0.22,0.47
94,Ali Riley,"DF,FW",Chelsea,30,1987,9,2,352,3.9,0,2,2,0,0,0,0,0,0.2,0.2,1.8,2,7,21,32,0,0.51,0.51,0,0.51,0.05,0.46,0.52,0.05,0.52
95,Maren Mjelde,"DF,MF",Chelsea,28,1989,7,6,561,6.2,0,0,0,0,0,0,1,0,0.2,0.2,1.2,1.4,6,32,8,0,0,0,0,0,0.04,0.19,0.23,0.04,0.23
96,Hedvig Lindahl,GK,Chelsea,35,1983,9,9,810,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
97,Fran Kirby,"FW,MF",Chelsea,25,1993,16,9,967,10.7,9,0,9,7,2,2,0,0,7.8,6.3,2.1,8.5,38,37,121,0.84,0,0.84,0.65,0.65,0.73,0.2,0.93,0.59,0.79
98,Sophie Ingle,MF,Chelsea,26,1991,14,14,"1,221",13.6,0,2,2,0,0,0,1,0,0.7,0.7,1.2,1.9,6,123,18,0,0.15,0.15,0,0.15,0.05,0.09,0.14,0.05,0.14
99,Magdalena Eriksson,DF,Chelsea,24,1993,19,19,"1,710",19,2,1,3,2,0,0,3,0,2.7,2.7,0.5,3.1,31,162,9,0.11,0.05,0.16,0.11,0.16,0.14,0.02,0.16,0.14,0.16
100,Adelina Engman,"FW,MF",Chelsea,23,1994,11,3,383,4.3,2,2,4,2,0,0,0,0,1.3,1.3,0.9,2.2,17,11,56,0.47,0.47,0.94,0.47,0.94,0.3,0.22,0.52,0.3,0.52
101,Bethany England,FW,Chelsea,24,1994,18,12,"1,077",12,12,1,13,12,0,0,0,0,9.2,9.2,1.4,10.6,24,30,117,1,0.08,1.09,1,1.09,0.77,0.12,0.88,0.77,0.88
102,Erin Cuthbert,"FW,MF",Chelsea,20,1998,19,17,"1,394",15.5,8,6,14,8,0,0,1,0,4.8,4.8,3.3,8.1,62,61,141,0.52,0.39,0.9,0.52,0.9,0.31,0.21,0.52,0.31,0.52
103,Deanna Cooper,DF,Chelsea,25,1993,5,2,228,2.5,0,0,0,0,0,0,0,0,0,0,0.1,0.1,7,14,0,0,0,0,0,0,0.01,0.02,0.04,0.01,0.04
104,Jess Carter,"DF,MF",Chelsea,20,1997,13,8,763,8.5,0,1,1,0,0,0,1,0,0.1,0.1,0.3,0.4,16,45,26,0,0.12,0.12,0,0.12,0.01,0.03,0.04,0.01,0.04
105,Karen Carney,"FW,MF",Chelsea,30,1987,14,12,985,10.9,1,4,5,1,0,1,2,0,2.2,1.4,5.1,6.5,34,53,118,0.09,0.37,0.46,0.09,0.46,0.2,0.47,0.66,0.13,0.59
106,Millie Bright,DF,Chelsea,24,1993,16,16,"1,420",15.8,1,0,1,1,0,0,2,0,2,2,1,2.9,9,87,6,0.06,0,0.06,0.06,0.06,0.13,0.06,0.19,0.13,0.19
107,Hannah Blundell,"DF,FW",Chelsea,24,1994,17,13,"1,197",13.3,1,4,5,1,0,0,0,0,1,1,1.8,2.8,54,72,79,0.08,0.3,0.38,0.08,0.38,0.08,0.13,0.21,0.08,0.21
108,Ann-Katrin Berger,GK,Chelsea,27,1990,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109,Jade Bailey,MF,Chelsea,22,1995,1,0,30,0.3,0,0,0,0,0,0,0,0,0,0,0,0.1,0,7,1,0,0,0,0,0,0.08,0.11,0.19,0.08,0.19
110,Ramona Bachmann,"FW,MF",Chelsea,27,1990,16,12,"1,067",11.9,3,6,9,3,0,0,1,0,4,4,2.9,7,51,43,131,0.25,0.51,0.76,0.25,0.76,0.34,0.25,0.59,0.34,0.59
111,Anita Asante,DF,Chelsea,33,1985,3,2,196,2.2,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0
112,Jonna Andersson,DF,Chelsea,25,1993,18,18,"1,504",16.7,0,2,2,0,0,0,1,0,0.8,0.8,3.4,4.2,45,105,122,0,0.12,0.12,0,0.12,0.05,0.2,0.25,0.05,0.25
113,Siri Worm,DF,Everton,26,1992,13,11,854,9.5,0,1,1,0,0,0,1,0,0,0,0.7,0.7,3,27,9,0,0.11,0.11,0,0.11,0,0.08,0.08,0,0.08
114,Claudia Walker,FW,Everton,22,1996,10,3,415,4.6,1,0,1,1,0,0,0,0,1.3,1.3,0.2,1.5,6,7,27,0.22,0,0.22,0.22,0.22,0.28,0.05,0.33,0.28,0.33
115,Danielle Turner,"DF,MF",Everton,27,1991,14,13,"1,129",12.5,0,0,0,0,0,0,0,0,0.2,0.2,1.8,2,29,38,37,0,0,0,0,0,0.02,0.14,0.16,0.02,0.16
116,Abbey-Leigh Stringer,MF,Everton,23,1995,15,13,"1,171",13,1,1,2,1,0,0,4,0,0.4,0.4,0.3,0.6,0,33,8,0.08,0.08,0.15,0.08,0.15,0.03,0.02,0.05,0.03,0.05
117,Simone Magill,"FW,MF",Everton,23,1994,17,16,"1,386",15.4,2,2,4,2,0,0,1,0,1.4,1.4,1.8,3.2,23,25,78,0.13,0.13,0.26,0.13,0.26,0.09,0.12,0.21,0.09,0.21
118,Kirstie Levell,GK,Everton,21,1997,20,20,"1,800",20,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
119,Chloe Kelly,"MF,FW",Everton,20,1998,11,10,918,10.2,1,0,1,1,0,0,2,0,2,2,1.8,3.8,28,21,54,0.1,0,0.1,0.1,0.1,0.19,0.18,0.37,0.19,0.37
120,Inessa Kaagman,"MF,FW",Everton,22,1996,19,18,"1,497",16.6,4,4,8,4,0,1,0,0,4.4,3.6,2.2,5.8,10,53,71,0.24,0.24,0.48,0.24,0.48,0.26,0.13,0.4,0.22,0.35
121,Angharad James,MF,Everton,24,1994,19,18,"1,624",18,0,1,1,0,0,0,1,0,1.9,1.9,1.1,3,7,68,19,0,0.06,0.06,0,0.06,0.1,0.06,0.16,0.1,0.16
122,Elise Hughes,FW,Everton,17,2001,12,3,394,4.4,0,0,0,0,0,0,0,0,1.2,1.2,0.5,1.8,4,5,23,0,0,0,0,0,0.29,0.12,0.41,0.29,0.41
123,Taylor Hinds,DF,Everton,18,1999,12,11,975,10.8,0,1,1,0,0,0,0,0,0.8,0.8,0.2,1,10,28,28,0,0.09,0.09,0,0.09,0.07,0.02,0.09,0.07,0.09
124,Gabrielle George,DF,Everton,21,1997,16,16,"1,370",15.2,1,0,1,1,0,0,0,0,0.9,0.9,0.5,1.4,18,42,10,0.07,0,0.07,0.07,0.07,0.06,0.03,0.09,0.06,0.09
125,Megan Finnigan,"DF,MF",Everton,20,1998,19,18,"1,654",18.4,0,1,1,0,0,0,3,0,1.1,1.1,0.4,1.5,9,49,10,0,0.05,0.05,0,0.05,0.06,0.02,0.08,0.06,0.08
126,Olivia Chance,MF,Everton,24,1993,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
127,Hannah Cain,"FW,MF",Everton,19,1999,13,7,610,6.8,2,0,2,2,0,0,2,0,2.5,2.5,1,3.5,15,9,52,0.3,0,0.3,0.3,0.3,0.37,0.15,0.52,0.37,0.52
128,Faye Bryson,"DF,MF",Everton,21,1997,8,6,534,5.9,0,0,0,0,0,0,0,0,0.1,0.1,0.3,0.4,11,15,13,0,0,0,0,0,0.01,0.04,0.06,0.01,0.06
