Rk,Player,Pos,"Squad
▲",Age,Born,90s,"SCA
▼",SCA90,PassLive_SCA,PassDead_SCA,TO_SCA,Sh_SCA,Fld_SCA,Def_SCA,GCA,GCA90,PassLive_GCA,PassDead_GCA,TO_GCA,Sh_GCA,Fld_GCA,Def_GCA
17,Dominique Janssen,"MF,DF",Arsenal,23,1995,18.6,46,2.47,38,2,2,3,1,0,7,0.38,5,0,1,1,0,0
18,Amelia Hazard,"FW,MF",Arsenal,17,2000,0.3,1,3.91,1,0,0,0,0,0,0,0,0,0,0,0,0,0
19,Ruby Grant,"MF,FW",Arsenal,16,2002,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,Melisa Filis,FW,Arsenal,16,2002,0,1,90,1,0,0,0,0,0,1,90,1,0,0,0,0,0
21,Lisa Evans,"DF,FW",Arsenal,26,1992,15.7,38,2.42,31,1,3,1,2,0,7,0.45,4,0,1,1,1,0
22,Daniëlle van de Donk,"MF,FW",Arsenal,26,1991,17.6,85,4.81,63,4,2,5,9,2,18,1.02,15,0,1,1,1,0
23,Danielle Carter,"FW,MF",Arsenal,25,1993,0.9,2,2.09,1,0,0,1,0,0,0,0,0,0,0,0,0,0
24,Paige Bailey-Gayle,"FW,MF",Arsenal,16,2001,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,Janni Arnth,DF,Arsenal,31,1986,2.8,4,1.41,4,0,0,0,0,0,0,0,0,0,0,0,0,0
26,Paige Williams,DF,Birmingham City,23,1995,11.5,29,2.52,17,7,1,2,0,2,3,0.26,3,0,0,0,0,0
27,Ellen White,FW,Birmingham City,29,1989,7.2,16,2.22,12,0,0,1,3,0,3,0.42,3,0,0,0,0,0
28,Charlie Wellings,"FW,MF",Birmingham City,20,1998,17.6,54,3.06,43,1,1,3,5,1,6,0.34,5,0,0,1,0,0
29,Claudia Walker,"FW,MF",Birmingham City,22,1996,3.2,8,2.53,8,0,0,0,0,0,1,0.32,1,0,0,0,0,0
30,Lucy Staniforth,"MF,FW",Birmingham City,25,1992,18,86,4.79,55,21,2,2,5,1,8,0.45,4,3,0,0,1,0
31,Harriet Scott,DF,Birmingham City,25,1993,11.4,18,1.58,13,1,1,1,2,0,2,0.18,2,0,0,0,0,0
32,Connie Scofield,MF,Birmingham City,19,1999,3.5,2,16.36,2,0,0,0,0,0,0,0,0,0,0,0,0,0
33,Meaghan Sargeant,DF,Birmingham City,24,1994,16.9,24,1.42,18,3,1,2,0,0,1,0.06,1,0,0,0,0,0
34,Lucy Quinn,"FW,MF",Birmingham City,24,1993,6.5,19,2.94,15,0,1,1,1,1,3,0.46,2,0,1,0,0,0
35,Sarah Mayling,"FW,DF",Birmingham City,21,1997,9.3,14,1.51,12,2,0,0,0,0,0,0,0,0,0,0,0,0
36,Aoife Mannion,DF,Birmingham City,22,1995,20,21,1.05,20,0,0,1,0,0,1,0.05,1,0,0,0,0,0
37,Hayley Ladd,MF,Birmingham City,24,1993,18.8,37,1.97,22,7,2,0,3,3,1,0.05,0,1,0,0,0,0
38,Shania Hayles,"FW,MF",Birmingham City,18,1999,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,Kerys Harrop,DF,Birmingham City,27,1990,18.1,21,1.16,18,1,0,1,1,0,5,0.28,4,0,0,1,0,0
40,Hannah Hampton,GK,Birmingham City,17,2000,12,1,0.08,0,1,0,0,0,0,0,0,0,0,0,0,0,0
41,Emma Follis,"FW,MF",Birmingham City,26,1992,15.3,40,2.62,28,0,5,3,4,0,5,0.33,2,0,2,0,1,0
42,Marisa Ewers,MF,Birmingham City,29,1989,6.6,12,1.81,10,1,0,0,0,1,1,0.15,1,0,0,0,0,0
43,Ann-Katrin Berger,GK,Birmingham City,27,1990,8,1,0.12,0,1,0,0,0,0,0,0,0,0,0,0,0,0
44,Chloe Arthur,MF,Birmingham City,23,1995,15.8,27,1.7,23,0,1,1,2,0,4,0.25,4,0,0,0,0,0
45,Victoria Williams,DF,Brighton,28,1990,19,15,0.79,12,1,0,1,0,1,0,0,0,0,0,0,0,0
46,Fern Whelan,"DF,MF",Brighton,29,1988,6.8,3,0.44,3,0,0,0,0,0,0,0,0,0,0,0,0,0
47,Aileen Whelan,"MF,FW",Brighton,26,1991,19.1,41,2.14,30,2,1,1,3,4,5,0.26,4,0,0,0,0,1
48,Iniabasi Umotong,FW,Brighton,24,1994,13.7,40,2.91,22,0,5,9,4,0,6,0.44,3,0,1,2,0,0
49,Emily Simpkins,MF,Brighton,28,1990,2.8,2,0.7,2,0,0,0,0,0,0,0,0,0,0,0,0,0
50,Bethan Roe,DF,Brighton,18,1999,2,2,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
51,Laura Rafferty,DF,Brighton,22,1996,13,8,0.62,3,1,0,2,0,2,1,0.08,1,0,0,0,0,0
52,Sophie Perry,"DF,MF",Brighton,31,1986,4.6,7,1.53,2,5,0,0,0,0,0,0,0,0,0,0,0,0
53,Chloe Peplow,MF,Brighton,19,1998,12.2,20,1.64,14,5,0,1,0,0,0,0,0,0,0,0,0,0
54,Amanda Nildén,"DF,MF",Brighton,19,1998,1.6,2,1.22,1,1,0,0,0,0,0,0,0,0,0,0,0,0
55,Kate Natkiel,"FW,MF",Brighton,25,1992,8.4,8,0.95,7,1,0,0,0,0,0,0,0,0,0,0,0,0
56,Jenna Legg,"MF,FW",Brighton,21,1997,1.2,1,0.84,0,1,0,0,0,0,0,0,0,0,0,0,0,0
57,Maya Le Tissier,MF,Brighton,16,2002,1.4,1,0.73,1,0,0,0,0,0,0,0,0,0,0,0,0,0
58,Marie Hourihan,GK,Brighton,31,1987,13.4,3,0.22,3,0,0,0,0,0,0,0,0,0,0,0,0,0
59,Laura Hartley,GK,Brighton,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,Sophie Harris,GK,Brighton,23,1994,3.6,1,0.28,1,0,0,0,0,0,0,0,0,0,0,0,0,0
61,Eleanor Hack,DF,Brighton,16,2002,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
62,Kayleigh Green,"MF,FW",Brighton,30,1988,17.1,31,1.81,27,0,1,1,0,2,4,0.23,4,0,0,0,0,0
63,Lucy Gillett,GK,Brighton,,,2,1,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0
64,Felicity Gibbons,DF,Brighton,24,1994,15.7,32,2.04,20,7,2,1,2,0,2,0.13,2,0,0,0,0,0
65,Megan Connolly,MF,Brighton,21,1997,6,11,1.83,3,4,0,2,2,0,2,0.33,0,2,0,0,0,0
66,Danielle Buet,"MF,DF",Brighton,29,1988,17.3,38,2.2,17,15,1,1,2,2,2,0.12,0,2,0,0,0,0
67,Jodie Brett,MF,Brighton,22,1996,6.2,6,0.96,4,1,0,0,1,0,1,0.16,1,0,0,0,0,0
68,Ellie Brazil,"FW,MF",Brighton,19,1999,15.8,30,1.9,21,1,0,5,1,2,3,0.19,2,0,0,0,1,0
69,Kirsty Barton,DF,Brighton,26,1992,15,17,1.13,16,1,0,0,0,0,1,0.07,1,0,0,0,0,0
70,Jessica Wooley,MF,Bristol City,17,2001,0.8,1,1.29,1,0,0,0,0,0,0,0,0,0,0,0,0,0
71,Poppy Wilson,MF,Bristol City,18,1999,0.1,1,6.92,0,0,0,0,1,0,0,0,0,0,0,0,0,0
72,Ella Rutherford,"FW,MF",Bristol City,18,2000,16.2,30,1.85,16,5,3,2,1,3,1,0.06,0,0,0,1,0,0
73,Katie Rood,"FW,MF",Bristol City,25,1992,1.2,3,2.5,1,0,2,0,0,0,2,1.67,0,0,2,0,0,0
74,Katie Robinson,FW,Bristol City,15,2002,1.1,1,0.9,1,0,0,0,0,0,0,0,0,0,0,0,0,0
75,Heather Payne,"FW,MF",Bristol City,18,2000,2.7,5,1.87,4,0,0,1,0,0,0,0,0,0,0,0,0,0
76,Poppy Pattinson,DF,Bristol City,18,2000,18.8,30,1.59,21,6,1,0,1,1,0,0,0,0,0,0,0,0
77,Danique Kerkdijk,DF,Bristol City,22,1996,17.3,9,0.52,8,0,0,0,0,1,0,0,0,0,0,0,0,0
78,Juliette Kemppi,FW,Bristol City,24,1994,9.7,8,0.83,5,0,1,0,1,1,2,0.21,2,0,0,0,0,0
79,Ali Johnson,DF,Bristol City,,,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80,Carla Humphrey,"MF,FW",Bristol City,21,1996,19.3,28,1.45,20,1,2,0,4,1,3,0.16,3,0,0,0,0,0
81,Abigail Harrison,"FW,MF",Bristol City,20,1997,7.2,17,2.37,14,1,0,1,1,0,0,0,0,0,0,0,0,0
82,Lucy Graham,"MF,FW",Bristol City,21,1996,19,28,1.47,19,0,1,0,5,3,4,0.21,2,0,0,0,1,1
83,Gemma Evans,DF,Bristol City,21,1996,17.1,12,0.7,9,1,1,0,0,1,1,0.06,1,0,0,0,0,0
84,Loren Dykes,DF,Bristol City,30,1988,19,8,0.42,7,1,0,0,0,0,1,0.05,1,0,0,0,0,0
85,Frankie Brown,"DF,MF",Bristol City,30,1987,19,8,0.42,7,0,0,0,1,0,0,0,0,0,0,0,0,0
86,Julie Biesmans,MF,Bristol City,24,1994,20,22,1.1,12,5,0,1,2,2,3,0.15,0,2,0,1,0,0
87,Sophie Baggaley,GK,Bristol City,21,1996,20,4,0.2,3,1,0,0,0,0,1,0.05,1,0,0,0,0,0
88,Rosella Ayane,"FW,MF",Bristol City,22,1996,8.8,19,2.15,15,1,0,1,1,1,1,0.11,0,0,0,0,1,0
89,Flo Allen,DF,Bristol City,18,1999,1.5,2,1.33,0,0,0,0,2,0,1,0.67,0,0,0,0,1,0
90,Maria Thorisdottir,"MF,DF",Chelsea,25,1993,3.4,9,2.63,8,0,1,0,0,0,2,0.58,2,0,0,0,0,0
91,Carly Telford,GK,Chelsea,31,1987,10,1,0.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
92,Drew Spence,MF,Chelsea,25,1992,13.4,44,3.28,34,0,2,5,1,2,5,0.37,4,0,0,0,1,0
93,Ji So-yun,MF,Chelsea,27,1991,15.9,99,6.23,83,1,7,4,4,0,11,0.69,9,0,2,0,0,0
94,Ali Riley,"DF,FW",Chelsea,30,1987,3.9,15,3.85,13,0,0,1,1,0,3,0.77,3,0,0,0,0,0
95,Maren Mjelde,"DF,MF",Chelsea,28,1989,6.2,18,2.89,11,4,0,2,0,1,0,0,0,0,0,0,0,0
96,Hedvig Lindahl,GK,Chelsea,35,1983,9,1,0.11,1,0,0,0,0,0,0,0,0,0,0,0,0,0
97,Fran Kirby,"FW,MF",Chelsea,25,1993,10.7,55,5.12,42,1,2,9,1,0,3,0.28,2,0,0,1,0,0
98,Sophie Ingle,MF,Chelsea,26,1991,13.6,49,3.61,45,0,0,1,2,1,5,0.37,5,0,0,0,0,0
99,Magdalena Eriksson,DF,Chelsea,24,1993,19,43,2.26,39,1,0,3,0,0,6,0.32,6,0,0,0,0,0
100,Adelina Engman,"FW,MF",Chelsea,23,1994,4.3,18,4.26,13,0,1,3,1,0,3,0.71,2,0,0,0,1,0
101,Bethany England,FW,Chelsea,24,1994,12,33,2.74,25,1,0,5,1,1,2,0.17,1,0,0,1,0,0
102,Erin Cuthbert,"FW,MF",Chelsea,20,1998,15.5,77,4.99,41,18,7,3,6,2,12,0.78,6,3,0,0,2,1
103,Deanna Cooper,DF,Chelsea,25,1993,2.5,6,2.36,6,0,0,0,0,0,2,0.79,2,0,0,0,0,0
104,Jess Carter,"DF,MF",Chelsea,20,1997,8.5,17,2.01,14,1,0,0,2,0,2,0.24,1,1,0,0,0,0
105,Karen Carney,"FW,MF",Chelsea,30,1987,10.9,80,7.31,34,38,4,1,3,0,9,0.82,4,2,2,0,1,0
106,Millie Bright,DF,Chelsea,24,1993,15.8,31,1.96,24,2,0,3,0,2,1,0.06,1,0,0,0,0,0
107,Hannah Blundell,"DF,FW",Chelsea,24,1994,13.3,47,3.52,42,1,2,2,0,0,7,0.52,6,0,1,0,0,0
108,Ann-Katrin Berger,GK,Chelsea,27,1990,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109,Jade Bailey,MF,Chelsea,22,1995,0.3,3,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0
110,Ramona Bachmann,"FW,MF",Chelsea,27,1990,11.9,55,4.64,35,4,7,4,4,1,8,0.67,7,0,0,1,0,0
111,Anita Asante,DF,Chelsea,33,1985,2.2,3,1.38,3,0,0,0,0,0,1,0.46,1,0,0,0,0,0
112,Jonna Andersson,DF,Chelsea,25,1993,16.7,48,2.87,38,6,3,0,1,0,4,0.24,4,0,0,0,0,0
113,Siri Worm,DF,Everton,26,1992,9.5,12,1.26,7,5,0,0,0,0,2,0.21,2,0,0,0,0,0
114,Claudia Walker,FW,Everton,22,1996,4.6,11,2.38,10,0,1,0,0,0,0,0,0,0,0,0,0,0
115,Danielle Turner,"DF,MF",Everton,27,1991,12.5,18,1.43,15,2,1,0,0,0,0,0,0,0,0,0,0,0
116,Abbey-Leigh Stringer,MF,Everton,23,1995,13,17,1.31,15,0,0,0,1,1,1,0.08,1,0,0,0,0,0
117,Simone Magill,"FW,MF",Everton,23,1994,15.4,39,2.53,29,0,3,2,4,1,2,0.13,1,0,0,0,1,0
118,Kirstie Levell,GK,Everton,21,1997,20,3,0.15,3,0,0,0,0,0,0,0,0,0,0,0,0,0
119,Chloe Kelly,"MF,FW",Everton,20,1998,10.2,40,3.92,21,7,5,2,4,1,1,0.1,1,0,0,0,0,0
120,Inessa Kaagman,"MF,FW",Everton,22,1996,16.6,41,2.47,31,5,1,4,0,0,5,0.3,3,2,0,0,0,0
121,Angharad James,MF,Everton,24,1994,18,35,1.94,21,8,0,1,0,5,2,0.11,1,0,0,0,0,1
122,Elise Hughes,FW,Everton,17,2001,4.4,14,3.22,10,1,0,3,0,0,0,0,0,0,0,0,0,0
123,Taylor Hinds,DF,Everton,18,1999,10.8,11,1.02,7,2,2,0,0,0,2,0.18,1,0,1,0,0,0
124,Gabrielle George,DF,Everton,21,1997,15.2,21,1.39,17,0,2,1,0,1,0,0,0,0,0,0,0,0
125,Megan Finnigan,"DF,MF",Everton,20,1998,18.4,13,0.71,9,3,0,1,0,0,1,0.05,1,0,0,0,0,0
126,Olivia Chance,MF,Everton,24,1993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
127,Hannah Cain,"FW,MF",Everton,19,1999,6.8,18,2.65,13,0,1,2,1,1,1,0.15,1,0,0,0,0,0
128,Faye Bryson,"DF,MF",Everton,21,1997,5.9,9,1.51,7,2,0,0,0,0,0,0,0,0,0,0,0,0
129,Dominique Bruinenberg,MF,Everton,25,1993,6.8,21,3.06,17,0,0,1,0,3,1,0.15,1,0,0,0,0,0
130,Emma Brownlie,"DF,MF",Everton,24,1993,5,5,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0
131,Georgia Brougham,DF,Everton,22,1996,16.2,13,0.81,10,1,1,0,0,1,1,0.06,1,0,0,0,0,0
132,Chantelle Boye-Hlorkah,"FW,DF",Everton,22,1995,10.5,26,2.47,14,2,5,5,0,0,1,0.1,0,0,1,0,0,0
133,Lauren Thomas,"MF,FW",Liverpool,,,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
134,Courtney Sweetman-Kirk,"FW,MF",Liverpool,27,1990,14.9,27,1.81,21,0,0,4,1,1,4,0.27,1,0,0,3,0,0
135,Amy Rodgers,"MF,DF",Liverpool,18,2000,9.3,9,0.97,6,1,0,1,1,0,1,0.11,1,0,0,0,0,0
136,Rhiannon Roberts,"MF,DF",Liverpool,27,1990,5.7,2,0.35,1,1,0,0,0,0,0,0,0,0,0,0,0,0
137,Leigh-Anne Robe,DF,Liverpool,24,1993,19,14,0.74,11,3,0,0,0,0,1,0.05,1,0,0,0,0,0
138,Jemma Purfield,DF,Liverpool,21,1997,6,2,0.33,1,1,0,0,0,0,0,0,0,0,0,0,0,0
139,Anke Preuß,GK,Liverpool,25,1992,14,1,0.07,1,0,0,0,0,0,0,0,0,0,0,0,0,0
140,Satara Murray,DF,Liverpool,25,1993,14,18,1.29,13,2,2,0,0,1,2,0.14,1,0,1,0,0,0
141,Christie Murray,MF,Liverpool,28,1990,14.4,33,2.3,19,10,0,1,2,1,3,0.21,1,2,0,0,0,0
142,Jasmine Matthews,DF,Liverpool,25,1993,9.9,7,0.7,7,0,0,0,0,0,0,0,0,0,0,0,0,0
143,Leandra Little,"DF,FW",Liverpool,33,1984,5,2,0.4,2,0,0,0,0,0,1,0.2,1,0,0,0,0,0
144,Kirsty Linnett,FW,Liverpool,24,1993,8.3,10,1.2,6,1,0,2,1,0,2,0.24,2,0,0,0,0,0
145,Frances Kitching,GK,Liverpool,20,1998,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
146,Simran Jhamat,"MF,FW",Liverpool,17,2001,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
147,Ashley Hodson,"MF,FW",Liverpool,23,1995,1.2,1,0.87,1,0,0,0,0,0,0,0,0,0,0,0,0,0
148,Niamh Fahey,"MF,DF",Liverpool,30,1987,14.2,18,1.27,15,0,0,2,0,1,1,0.07,0,0,0,1,0,0
149,Yana Daniels,"MF,FW",Liverpool,26,1992,7.9,14,1.76,6,0,0,1,7,0,4,0.5,0,0,0,0,4,0
150,Laura Coombs,MF,Liverpool,27,1991,19.9,56,2.81,33,14,1,4,1,3,4,0.2,4,0,0,0,0,0
151,Jessica Clarke,"FW,MF",Liverpool,29,1989,11.3,20,1.77,12,0,3,1,4,0,3,0.27,3,0,0,0,0,0
152,Niamh Charles,"FW,MF",Liverpool,19,1999,6.4,24,3.73,14,0,5,3,1,1,0,0,0,0,0,0,0,0
153,Sophie Bradley,DF,Liverpool,28,1989,20,19,0.95,14,3,0,0,2,0,7,0.35,6,0,0,0,1,0
154,Missy Bo Kearns,"MF,FW",Liverpool,17,2001,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
155,Annabel Blanchard,FW,Liverpool,17,2001,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
156,Rinsola Babajide,"MF,FW",Liverpool,20,1998,11.1,27,2.43,11,0,11,3,2,0,2,0.18,1,0,1,0,0,0
157,Tessa Wullaert,"FW,MF",Manchester City,25,1993,13.9,51,3.66,38,1,2,5,2,3,6,0.43,5,0,0,0,0,1
158,Caroline Weir,"MF,FW",Manchester City,23,1995,15,96,6.42,52,35,4,3,2,0,13,0.87,8,2,1,0,2,0
159,Keira Walsh,MF,Manchester City,21,1997,19,56,2.95,55,0,0,0,0,1,12,0.63,12,0,0,0,0,0
160,Demi Stokes,DF,Manchester City,26,1991,10.2,12,1.18,10,0,1,0,1,0,1,0.1,1,0,0,0,0,0
161,Georgia Stanway,"MF,FW",Manchester City,19,1999,14.6,75,5.14,44,10,7,5,8,1,11,0.75,7,0,3,0,1,0
162,Jill Scott,MF,Manchester City,31,1987,17.5,52,2.98,41,0,2,3,5,1,7,0.4,5,0,0,1,1,0
163,Ellie Roebuck,GK,Manchester City,18,1999,15,2,0.13,2,0,0,0,0,0,1,0.07,1,0,0,0,0,0
164,Nikita Parris,FW,Manchester City,24,1994,17.7,78,4.4,48,2,7,10,10,1,14,0.79,10,0,3,0,1,0
165,Jessica Park,"FW,MF",Manchester City,16,2001,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
166,Nadia Nadim,FW,Manchester City,30,1988,1.9,7,3.64,4,0,0,1,0,2,0,0,0,0,0,0,0,0
167,Esme Morgan,DF,Manchester City,17,2000,5.3,9,1.71,8,1,0,0,0,0,2,0.38,2,0,0,0,0,0
168,Abbie McManus,DF,Manchester City,25,1993,10.1,30,2.96,24,2,1,2,0,1,4,0.39,2,0,1,0,0,1
169,Melissa Lawley,FW,Manchester City,24,1994,2.4,9,3.73,6,0,2,1,0,0,0,0,0,0,0,0,0,0
170,Steph Houghton,DF,Manchester City,30,1988,20,35,1.75,26,2,0,5,1,1,5,0.25,3,0,0,1,0,1
171,Lauren Hemp,"FW,MF",Manchester City,17,2000,6.7,23,3.44,13,0,1,4,4,1,5,0.75,1,0,0,2,2,0
172,Claire Emslie,"FW,MF",Manchester City,24,1994,7.2,42,5.84,29,11,1,1,0,0,5,0.7,4,1,0,0,0,0
173,Megan Campbell,DF,Manchester City,25,1993,2,7,3.48,4,2,1,0,0,0,1,0.5,1,0,0,0,0,0
174,Pauline Bremer,FW,Manchester City,22,1996,1.3,8,6.05,7,0,0,1,0,0,0,0,0,0,0,0,0,0
175,Gemma Bonner,DF,Manchester City,27,1991,14.5,26,1.79,21,4,0,1,0,0,2,0.14,1,1,0,0,0,0
176,Janine Beckie,FW,Manchester City,23,1994,3.2,13,4.03,10,0,1,2,0,0,2,0.62,2,0,0,0,0,0
177,Jennifer Beattie,DF,Manchester City,27,1991,17,19,1.12,14,1,0,4,0,0,0,0,0,0,0,0,0,0
178,Karen Bardsley,GK,Manchester City,33,1984,5,1,0.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
179,Lily Woodham,"DF,MF",Reading,17,2000,1.7,6,3.6,6,0,0,0,0,0,1,0.6,1,0,0,0,0,0
180,Fara Williams,"MF,FW",Reading,34,1984,19.2,88,4.59,51,20,4,6,6,1,5,0.26,3,1,0,0,1,0
181,Rachel Rowe,MF,Reading,25,1992,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
182,Jo Potter,DF,Reading,33,1984,16,29,1.81,17,12,0,0,0,0,4,0.25,4,0,0,0,0,0
183,Kirsty Pearce,DF,Reading,,,16.9,24,1.43,21,1,0,2,0,0,2,0.12,2,0,0,0,0,0
184,Mayumi Pacheco,DF,Reading,19,1998,14,23,1.64,17,4,1,0,1,0,2,0.14,1,1,0,0,0,0
185,Jade Moore,"MF,FW",Reading,27,1990,10.8,19,1.76,13,2,0,2,1,1,2,0.18,1,0,0,1,0,0
186,Grace Moloney,GK,Reading,25,1993,20,3,0.15,2,1,0,0,0,0,0,0,0,0,0,0,0,0
187,Rebecca Jane,DF,Reading,26,1992,4.1,5,1.22,4,1,0,0,0,0,0,0,0,0,0,0,0,0
188,Sophie Howard,"DF,MF",Reading,24,1993,4.4,4,0.89,4,0,0,0,0,0,1,0.22,1,0,0,0,0,0
189,Rakel Hönnudóttir,"FW,MF",Reading,29,1988,2.3,7,3.21,3,0,3,0,1,0,0,0,0,0,0,0,0,0
190,Natasha Harding,DF,Reading,29,1989,19,33,1.74,22,3,1,3,2,2,5,0.26,3,0,1,1,0,0
191,Rachel Furness,MF,Reading,30,1988,16.6,38,2.3,29,0,2,5,1,1,4,0.24,2,0,1,1,0,0
192,Millie Farrow,FW,Reading,22,1996,1.6,6,3.53,3,0,0,2,1,0,1,0.59,0,0,0,1,0,0
193,Charlie Estcourt,"MF,FW",Reading,20,1998,3.4,9,2.62,9,0,0,0,0,0,2,0.58,2,0,0,0,0,0
194,Gemma Davison,"FW,MF",Reading,31,1987,9.3,46,4.96,29,4,6,0,7,0,6,0.65,4,0,0,0,2,0
195,Brooke Chaplen,"FW,MF",Reading,29,1989,15.3,43,2.81,28,0,3,9,2,1,5,0.33,3,0,2,0,0,0
196,Lauren Bruton,"FW,MF",Reading,25,1992,14.7,57,3.9,38,2,3,3,10,1,5,0.34,5,0,0,0,0,0
197,Molly Bartrip,"DF,MF",Reading,22,1996,8.4,5,0.6,4,1,0,0,0,0,2,0.24,2,0,0,0,0,0
198,Jade Bailey,"MF,FW",Reading,22,1995,3.2,7,2.1,7,0,0,0,0,0,2,0.6,2,0,0,0,0,0
199,Remi Allen,MF,Reading,27,1990,18.4,37,2.01,26,1,0,4,5,1,5,0.27,3,1,0,0,1,0
200,Brianna Visalli,"MF,FW",West Ham,23,1995,15.5,35,2.26,22,0,3,1,5,4,5,0.32,4,0,0,0,1,0
201,Rebecca Spencer,GK,West Ham,27,1991,11,4,0.36,2,2,0,0,0,0,2,0.18,1,1,0,0,0,0
202,Cho So-hyun,MF,West Ham,30,1988,6.3,15,2.37,7,3,1,1,2,1,2,0.32,2,0,0,0,0,0
203,Erin Simon,DF,West Ham,23,1994,15.5,19,1.22,13,4,0,1,0,1,1,0.06,1,0,0,0,0,0
204,Julia Simic,MF,West Ham,29,1989,10.1,30,2.98,22,4,1,2,1,0,4,0.4,4,0,0,0,0,0
205,Vyan Sampson,"DF,MF",West Ham,22,1996,5.3,4,0.75,4,0,0,0,0,0,0,0,0,0,0,0,0,0
206,Jane Ross,FW,West Ham,28,1989,18.4,41,2.22,34,0,1,5,0,1,8,0.43,6,0,0,2,0,0
207,Lucienne Reichardt,"MF,DF",West Ham,27,1991,8.6,4,0.47,2,0,0,0,2,0,0,0,0,0,0,0,0,0
208,Claire Rafferty,DF,West Ham,29,1989,11.6,26,2.24,10,14,1,0,1,0,1,0.09,1,0,0,0,0,0
209,Ria Percival,"DF,MF",West Ham,28,1989,15.2,18,1.18,14,3,0,0,0,1,2,0.13,2,0,0,0,0,0
210,Anna Moorhouse,GK,West Ham,23,1995,8.9,1,0.11,1,0,0,0,0,0,0,0,0,0,0,0,0,0
211,Kate Longhurst,"MF,DF",West Ham,29,1989,17.7,33,1.86,27,0,1,3,2,0,4,0.23,4,0,0,0,0,0
212,Adriana Leon,"FW,MF",West Ham,25,1992,3.9,15,3.89,8,3,1,2,1,0,0,0,0,0,0,0,0,0
