Rk,Player,Pos,Squad,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%
39,Lauren Bruton,"FW,MF",Reading,25,1992,14.7,1,0,0,24,36,9,10,7,16,1,0,0,61,5,20,20
40,Faye Bryson,"DF,MF",Everton,21,1997,5.9,0,0,0,6,4,0,9,10,16,0,0,0,34,6,9,40
41,Danielle Buet,"MF,DF",Brighton,29,1988,17.3,2,0,0,8,16,0,24,24,29,0,0,0,141,12,14,46.2
42,Leah Burridge,MF,Yeovil Town,,,0.3,0,0,0,0,1,0,0,0,0,0,0,0,2,2,3,40
43,Charlotte Buxton,DF,Yeovil Town,,,6,0,0,0,7,8,0,1,14,12,0,1,0,24,6,4,60
44,Hannah Cain,"FW,MF",Everton,19,1999,6.8,2,0,0,3,10,3,18,2,6,0,0,0,14,7,14,33.3
45,Megan Campbell,DF,Manchester City,25,1993,2,1,0,0,1,1,0,5,0,3,0,0,0,16,4,3,57.1
46,Karen Carney,"FW,MF",Chelsea,30,1987,10.9,2,0,0,5,8,3,99,1,2,0,0,0,73,3,10,23.1
47,Danielle Carter,"FW,MF",Arsenal,25,1993,0.9,0,0,0,1,2,0,4,3,1,0,0,0,7,1,2,33.3
48,Jess Carter,"DF,MF",Chelsea,20,1997,8.5,1,0,0,11,6,0,21,7,10,0,0,0,51,12,17,41.4
49,Olivia Chance,MF,Everton,24,1993,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,
50,Brooke Chaplen,"FW,MF",Reading,29,1989,15.3,0,0,0,7,14,18,13,5,7,0,0,0,42,11,23,32.4
51,Niamh Charles,"FW,MF",Liverpool,19,1999,6.4,0,0,0,5,11,0,19,5,6,0,0,0,59,8,15,34.8
52,Jessica Clarke,"FW,MF",Liverpool,29,1989,11.3,0,0,0,9,14,4,39,6,7,0,0,0,57,8,10,44.4
53,Megan Connolly,MF,Brighton,21,1997,6,0,0,0,3,2,1,21,9,5,0,0,0,41,7,2,77.8
54,Laura Coombs,MF,Liverpool,27,1991,19.9,0,0,0,20,10,3,62,15,29,0,0,0,179,12,33,26.7
55,Deanna Cooper,DF,Chelsea,25,1993,2.5,0,0,0,0,2,0,0,1,1,0,0,0,24,2,3,40
56,Nicola Cousins,DF,Yeovil Town,29,1988,14.6,4,1,0,25,9,0,5,41,19,0,1,0,63,22,22,50
57,Erin Cuthbert,"FW,MF",Chelsea,20,1998,15.5,1,0,0,21,24,0,91,18,24,0,0,0,86,27,22,55.1
58,Yana Daniels,"MF,FW",Liverpool,26,1992,7.9,0,0,0,9,12,3,8,4,9,2,0,0,43,18,14,56.3
59,Gemma Davison,"FW,MF",Reading,31,1987,9.3,1,0,0,10,29,8,19,3,4,1,0,0,30,8,18,30.8
60,Daniëlle van de Donk,"MF,FW",Arsenal,26,1991,17.6,3,0,0,28,31,6,26,16,22,1,0,0,107,23,22,51.1
61,Emily Donovan,"MF,FW",Yeovil Town,,,9.1,0,0,0,9,15,1,2,8,9,0,1,0,53,1,9,10
62,Loren Dykes,DF,Bristol City,30,1988,19,1,0,0,9,5,0,41,15,15,0,0,0,73,7,21,25
63,Claire Emslie,"FW,MF",Manchester City,24,1994,7.2,0,0,0,6,6,3,63,2,6,0,0,0,39,1,7,12.5
64,Bethany England,FW,Chelsea,24,1994,12,0,0,0,2,8,10,18,9,7,0,0,0,39,25,45,35.7
65,Adelina Engman,"FW,MF",Chelsea,23,1994,4.3,0,0,0,5,6,0,12,1,2,1,1,0,25,6,4,60
66,Magdalena Eriksson,DF,Chelsea,24,1993,19,3,0,0,13,3,0,5,18,9,0,0,0,139,55,18,75.3
67,Charlie Estcourt,"MF,FW",Reading,20,1998,3.4,0,0,0,4,4,0,2,3,1,0,0,0,18,2,11,15.4
68,Gemma Evans,DF,Bristol City,21,1996,17.1,2,0,0,8,3,0,7,25,23,0,1,0,95,30,12,71.4
69,Georgia Evans,MF,Yeovil Town,22,1995,15.6,2,0,0,11,10,0,3,19,21,0,0,0,84,15,20,42.9
70,Lisa Evans,"DF,FW",Arsenal,26,1992,15.7,0,0,0,2,11,2,43,14,10,1,0,0,84,10,5,66.7
71,Marisa Ewers,MF,Birmingham City,29,1989,6.6,0,0,0,8,12,0,3,15,4,0,0,0,40,3,5,37.5
72,Niamh Fahey,"MF,DF",Liverpool,30,1987,14.2,2,0,0,18,6,1,1,20,17,0,1,2,96,33,18,64.7
73,Millie Farrow,FW,Reading,22,1996,1.6,0,0,0,1,1,2,0,0,2,0,0,0,2,2,2,50
74,Olivia Fergusson,FW,Yeovil Town,23,1995,18.4,0,0,0,12,10,17,8,4,10,1,0,0,54,9,28,24.3
75,Melisa Filis,FW,Arsenal,16,2002,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
76,Megan Finnigan,"DF,MF",Everton,20,1998,18.4,3,0,0,16,11,0,6,30,35,0,1,0,117,57,42,57.6
77,Monique Fischer,MF,Yeovil Town,26,1991,1.7,0,0,0,2,4,1,0,4,1,0,0,0,12,0,1,0
78,Gilly Flaherty,DF,West Ham,26,1991,19,2,0,0,11,8,2,1,43,13,0,0,0,138,36,17,67.9
79,Emma Follis,"FW,MF",Birmingham City,26,1992,15.3,0,0,0,8,14,7,9,9,11,2,0,0,58,5,7,41.7
80,Rachel Furness,MF,Reading,30,1988,16.6,3,0,0,23,14,1,8,22,16,0,0,0,137,100,78,56.2
81,Amber Gaylor,"MF,FW",Yeovil Town,23,1995,9,1,0,0,10,10,0,9,3,17,0,0,0,49,14,25,35.9
82,Gabrielle George,DF,Everton,21,1997,15.2,0,0,0,10,11,0,8,17,19,0,0,0,109,20,14,58.8
83,Felicity Gibbons,DF,Brighton,24,1994,15.7,1,0,0,16,17,1,40,21,17,0,0,0,116,23,16,59
84,Lucy Gillett,GK,Brighton,,,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,
85,Amy Goddard,DF,Yeovil Town,,,9.8,0,0,0,16,4,0,2,21,21,0,1,0,50,20,19,51.3
86,Esmee de Graaf,"FW,DF",West Ham,20,1997,7.2,2,0,0,10,6,0,26,7,2,0,0,0,30,18,15,54.5
87,Lucy Graham,"MF,FW",Bristol City,21,1996,19,1,0,0,16,32,3,18,19,13,1,1,0,104,55,78,41.4
88,Ruby Grant,"MF,FW",Arsenal,16,2002,0.1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,
89,Kayleigh Green,"MF,FW",Brighton,30,1988,17.1,2,0,0,22,25,20,26,31,18,0,0,0,98,23,55,29.5
90,Eleanor Hack,DF,Brighton,16,2002,1,0,0,0,1,0,0,0,0,1,0,1,0,4,1,0,100
91,Hannah Hampton,GK,Birmingham City,17,2000,12,0,0,0,0,1,0,0,0,0,0,0,1,26,2,0,100
92,Natasha Harding,DF,Reading,29,1989,19,3,0,0,25,13,3,39,22,16,0,0,0,121,14,14,50
93,Sophie Harris,GK,Brighton,23,1994,3.6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
94,Abigail Harrison,"FW,MF",Bristol City,20,1997,7.2,0,0,0,6,6,3,25,7,5,0,0,0,48,14,17,45.2
95,Kerys Harrop,DF,Birmingham City,27,1990,18.1,3,0,0,17,8,1,17,23,22,0,1,0,127,38,14,73.1
96,Laura Hartley,GK,Brighton,,,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
97,Shania Hayles,"FW,MF",Birmingham City,18,1999,0.3,0,0,0,1,0,2,0,0,1,0,0,0,2,0,0,
98,Amelia Hazard,"FW,MF",Arsenal,17,2000,0.3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
99,Ann-Marie Heatherson,"MF,FW",Yeovil Town,34,1984,18.5,1,0,0,22,31,9,12,15,31,0,0,0,87,44,42,51.2
100,Lauren Hemp,"FW,MF",Manchester City,17,2000,6.7,1,0,0,5,9,5,14,3,4,2,0,0,23,4,13,23.5
101,Brooke Hendrix,DF,West Ham,25,1993,13.4,0,0,0,9,3,0,0,28,8,0,0,0,68,32,13,71.1
102,Taylor Hinds,DF,Everton,18,1999,10.8,0,0,0,6,6,1,6,15,20,0,0,0,54,16,17,48.5
103,Ashley Hodson,"MF,FW",Liverpool,23,1995,1.2,1,0,0,0,0,1,2,0,1,0,0,0,5,0,1,0
104,Rakel Hönnudóttir,"FW,MF",Reading,29,1988,2.3,0,0,0,1,1,0,3,2,4,0,0,0,13,10,7,58.8
105,Bonnie Horwood,MF,Yeovil Town,31,1987,16.4,0,0,0,17,10,1,13,20,17,0,0,0,104,30,43,41.1
106,Steph Houghton,DF,Manchester City,30,1988,20,1,0,0,5,3,1,10,18,20,0,1,0,183,41,21,66.1
107,Marie Hourihan,GK,Brighton,31,1987,13.4,0,0,0,1,2,0,0,0,0,0,1,1,16,6,0,100
108,Sophie Howard,"DF,MF",Reading,24,1993,4.4,1,0,0,2,5,0,3,12,3,0,0,0,33,18,8,69.2
109,Elise Hughes,FW,Everton,17,2001,4.4,0,0,0,8,3,6,4,1,2,0,0,0,19,14,27,34.1
110,Carla Humphrey,"MF,FW",Bristol City,21,1996,19.3,0,0,0,11,22,2,25,24,17,0,0,0,119,8,21,27.6
111,Sophie Ingle,MF,Chelsea,26,1991,13.6,1,0,0,14,11,0,6,23,14,0,0,0,98,54,20,73
112,Angharad James,MF,Everton,24,1994,18,1,0,0,21,7,2,32,38,32,0,0,0,162,24,16,60
113,Rebecca Jane,DF,Reading,26,1992,4.1,0,0,0,1,3,0,7,3,3,0,0,0,28,1,2,33.3
114,Dominique Janssen,"MF,DF",Arsenal,23,1995,18.6,0,0,0,11,8,1,8,12,24,0,0,0,120,26,12,68.4
115,Simran Jhamat,"MF,FW",Liverpool,17,2001,0.5,1,0,0,1,0,2,1,1,2,0,0,0,3,1,4,20
116,Ali Johnson,DF,Bristol City,,,1.2,0,0,0,2,0,0,3,3,1,0,1,0,6,1,0,100
117,Inessa Kaagman,"MF,FW",Everton,22,1996,16.6,0,0,0,12,5,11,39,7,12,0,0,0,85,7,22,24.1
118,Chloe Kelly,"MF,FW",Everton,20,1998,10.2,2,0,0,14,16,1,45,9,12,0,0,0,69,2,14,12.5
119,Tabea Kemme,"FW,MF",Arsenal,26,1991,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,100
120,Juliette Kemppi,FW,Bristol City,24,1994,9.7,0,0,0,2,5,4,1,3,1,0,0,0,14,15,42,26.3
121,Danique Kerkdijk,DF,Bristol City,22,1996,17.3,1,0,0,15,2,0,0,29,11,0,1,0,106,13,9,59.1
122,Leanne Kiernan,"FW,MF",West Ham,19,1999,10.2,2,0,0,13,7,7,28,5,10,0,0,0,42,13,20,39.4
123,Fran Kirby,"FW,MF",Chelsea,25,1993,10.7,0,0,0,2,7,7,9,4,6,0,0,0,38,5,9,35.7
124,Frances Kitching,GK,Liverpool,20,1998,6,0,0,0,0,1,0,0,0,0,0,0,0,3,1,0,100
125,Rosie Kmita,"FW,MF",West Ham,24,1994,2.5,0,0,0,4,6,0,8,5,1,0,0,0,20,3,2,60
126,Ava Kuyken,"MF,DF",Arsenal,17,2001,1.2,0,0,0,0,0,0,1,3,2,0,0,0,4,1,2,33.3
127,Hayley Ladd,MF,Birmingham City,24,1993,18.8,2,1,1,23,41,0,22,37,40,0,0,0,122,17,22,43.6
128,Melissa Lawley,FW,Manchester City,24,1994,2.4,0,0,0,4,0,1,8,0,1,0,0,0,6,0,3,0
129,Maya Le Tissier,MF,Brighton,16,2002,1.4,0,0,0,1,1,0,2,2,1,0,0,0,9,1,4,20
130,Jenna Legg,"MF,FW",Brighton,21,1997,1.2,0,0,0,0,1,0,3,3,0,0,0,0,6,1,4,20
131,Alisha Lehmann,"FW,MF",West Ham,19,1999,19.1,1,0,0,34,24,9,58,14,14,0,0,0,83,4,29,12.1
132,Adriana Leon,"FW,MF",West Ham,25,1992,3.9,0,0,0,6,3,0,12,3,7,0,0,0,17,2,5,28.6
133,Kirstie Levell,GK,Everton,21,1997,20,1,0,0,0,3,0,0,0,1,0,0,0,23,4,2,66.7
134,Hedvig Lindahl,GK,Chelsea,35,1983,9,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,
135,Kirsty Linnett,FW,Liverpool,24,1993,8.3,2,0,0,15,10,9,8,6,5,0,0,0,43,10,29,25.6
136,Kim Little,MF,Arsenal,28,1990,13.6,0,0,0,7,14,1,43,4,13,0,0,0,118,5,9,35.7
137,Leandra Little,"DF,FW",Liverpool,33,1984,5,1,0,0,5,2,1,2,5,4,0,1,0,20,22,11,66.7
138,Kate Longhurst,"MF,DF",West Ham,29,1989,17.7,4,0,0,21,11,0,12,23,11,0,0,0,104,33,40,45.2
139,Simone Magill,"FW,MF",Everton,23,1994,15.4,1,0,0,15,18,1,16,15,24,0,0,0,81,17,63,21.3
140,Aoife Mannion,DF,Birmingham City,22,1995,20,4,0,0,20,8,0,1,28,25,0,2,0,208,31,13,70.5
141,Ellie Mason,"DF,MF",Yeovil Town,22,1996,18.7,0,0,0,12,9,0,0,42,19,0,0,1,127,28,33,45.9
142,Jasmine Matthews,DF,Liverpool,25,1993,9.9,1,0,0,5,1,0,1,16,10,0,0,0,71,10,13,43.5
143,Sarah Mayling,"FW,DF",Birmingham City,21,1997,9.3,0,0,0,4,5,1,18,5,10,0,0,0,58,4,17,19
144,Katie McCabe,"MF,FW",Arsenal,22,1995,17.5,2,0,0,21,27,7,52,17,18,0,0,0,100,7,5,58.3
145,Rachel McLauchlan,"MF,DF",Yeovil Town,21,1997,7,0,0,0,7,4,1,4,11,17,0,0,0,56,3,5,37.5
146,Abbie McManus,DF,Manchester City,25,1993,10.1,2,0,0,7,3,0,18,15,15,0,0,1,69,13,10,56.5
147,Beth Mead,"FW,MF",Arsenal,23,1995,16.9,2,0,0,19,24,6,135,11,20,1,0,0,81,11,14,44
148,Vivianne Miedema,FW,Arsenal,22,1996,19.8,1,0,0,20,10,7,10,4,9,0,0,0,51,14,16,46.7
149,Emma Mitchell,DF,Arsenal,25,1992,9,1,0,0,7,3,0,12,12,14,1,0,0,58,13,6,68.4
150,Maren Mjelde,"DF,MF",Chelsea,28,1989,6.2,1,0,0,2,1,1,6,3,5,0,0,0,49,9,5,64.3
151,Grace Moloney,GK,Reading,25,1993,20,1,0,0,0,1,0,0,0,0,0,0,0,40,2,0,100
152,Jade Moore,"MF,FW",Reading,27,1990,10.8,2,0,0,18,11,1,17,16,16,0,1,0,85,15,16,48.4
153,Anna Moorhouse,GK,West Ham,23,1995,8.9,0,1,0,2,0,0,0,0,1,0,1,0,15,3,0,100
154,Esme Morgan,DF,Manchester City,17,2000,5.3,0,0,0,4,2,0,6,5,6,0,0,0,29,6,6,50
155,Christie Murray,MF,Liverpool,28,1990,14.4,0,0,0,21,34,0,28,23,26,0,0,0,108,19,38,33.3
156,Satara Murray,DF,Liverpool,25,1993,14,3,0,0,15,7,2,8,25,19,0,0,0,112,28,12,70
157,Nadia Nadim,FW,Manchester City,30,1988,1.9,0,0,0,2,2,2,2,0,4,0,0,0,2,6,3,66.7
158,Kate Natkiel,"FW,MF",Brighton,25,1992,8.4,0,0,0,4,3,3,12,5,9,0,0,0,46,0,7,0
159,Amanda Nildén,"DF,MF",Brighton,19,1998,1.6,0,0,0,1,1,0,0,2,2,0,0,0,6,0,0,
160,Jordan Nobbs,"MF,FW",Arsenal,25,1992,7.8,0,0,0,2,10,2,27,4,7,0,0,0,47,0,4,0
161,Mayumi Pacheco,DF,Reading,19,1998,14,0,0,0,8,10,1,15,22,28,0,0,0,99,16,17,48.5
162,Jessica Park,"FW,MF",Manchester City,16,2001,0.4,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,
163,Nikita Parris,FW,Manchester City,24,1994,17.7,2,0,0,16,26,14,29,6,8,1,0,0,56,17,23,42.5
164,Poppy Pattinson,DF,Bristol City,18,2000,18.8,1,0,0,13,16,2,43,17,20,0,0,0,156,11,16,40.7
165,Heather Payne,"FW,MF",Bristol City,18,2000,2.7,0,0,0,5,3,2,3,2,5,0,0,0,14,6,16,27.3
166,Kirsty Pearce,DF,Reading,,,16.9,3,0,0,13,4,1,3,23,15,0,0,0,114,16,21,43.2
167,Chloe Peplow,MF,Brighton,19,1998,12.2,0,0,0,12,17,0,33,19,16,0,0,0,103,20,14,58.8
168,Ria Percival,"DF,MF",West Ham,28,1989,15.2,1,0,0,20,19,0,39,38,30,0,0,0,120,23,18,56.1
169,Sophie Perry,"DF,MF",Brighton,31,1986,4.6,0,0,0,6,4,2,12,6,6,0,0,0,13,3,3,50
170,Pauline Peyraud-Magnin,GK,Arsenal,26,1992,13,0,0,0,0,1,0,0,0,0,0,0,0,27,3,0,100
171,Liberty Piggott,FW,Yeovil Town,20,1997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
172,Jo Potter,DF,Reading,33,1984,16,0,0,0,3,4,0,30,14,13,0,0,0,150,12,18,40
173,Anke Preuß,GK,Liverpool,25,1992,14,0,0,0,1,0,0,0,0,0,0,0,0,12,2,2,50
174,Jemma Purfield,DF,Liverpool,21,1997,6,0,0,0,2,2,0,8,13,8,0,0,0,25,10,5,66.7
175,Louise Quinn,DF,Arsenal,28,1990,17.2,0,0,0,7,8,0,0,12,9,0,0,0,92,52,17,75.4
176,Lucy Quinn,"FW,MF",Birmingham City,24,1993,6.5,0,0,0,6,6,2,14,4,4,0,0,0,23,5,11,31.3
177,Claire Rafferty,DF,West Ham,29,1989,11.6,0,0,0,15,6,0,52,32,9,0,0,1,55,7,11,38.9
178,Laura Rafferty,DF,Brighton,22,1996,13,2,0,0,12,7,0,0,14,11,0,1,0,76,13,11,54.2
179,Lucienne Reichardt,"MF,DF",West Ham,27,1991,8.6,2,0,0,13,6,0,0,12,11,0,0,0,47,17,13,56.7
180,Ali Riley,"DF,FW",Chelsea,30,1987,3.9,0,0,0,2,2,1,14,4,4,0,0,0,24,4,4,50
181,Leigh-Anne Robe,DF,Liverpool,24,1993,19,1,0,0,21,13,0,11,37,62,0,0,0,111,22,23,48.9
182,Rhiannon Roberts,"MF,DF",Liverpool,27,1990,5.7,1,1,1,6,4,0,1,12,15,0,0,0,42,14,12,53.8
183,Katie Robinson,FW,Bristol City,15,2002,1.1,0,0,0,3,0,0,0,0,2,0,0,0,4,0,4,0
184,Amy Rodgers,"MF,DF",Liverpool,18,2000,9.3,1,0,0,13,8,0,3,15,12,0,0,0,75,24,13,64.9
185,Bethan Roe,DF,Brighton,18,1999,2,0,0,0,2,4,0,4,0,1,0,0,0,7,4,2,66.7
186,Ellie Roebuck,GK,Manchester City,18,1999,15,0,0,0,0,1,0,0,0,1,0,0,0,29,3,0,100
187,Katie Rood,"FW,MF",Bristol City,25,1992,1.2,0,0,0,1,0,0,0,0,0,0,0,0,6,1,4,20
188,Jane Ross,FW,West Ham,28,1989,18.4,0,0,0,8,16,7,13,4,8,0,0,0,75,42,59,41.6
189,Rachel Rowe,MF,Reading,25,1992,0.8,0,0,0,1,1,0,0,1,2,0,0,0,8,2,0,100
190,Ella Rutherford,"FW,MF",Bristol City,18,2000,16.2,4,0,0,31,11,1,27,23,28,0,0,0,98,24,31,43.6
191,Vyan Sampson,"DF,MF",West Ham,22,1996,5.3,0,0,0,1,3,0,0,8,2,0,0,0,24,6,4,60
192,Jessica Samuelsson,DF,Arsenal,26,1992,2.1,0,0,0,2,0,0,3,0,1,0,0,0,11,2,0,100
193,Meaghan Sargeant,DF,Birmingham City,24,1994,16.9,0,0,0,7,6,2,5,18,14,0,0,0,112,30,21,58.8
194,Viktoria Schnaderbeck,"MF,DF",Arsenal,27,1991,1.2,0,0,0,1,0,0,0,1,1,0,0,0,6,0,1,0
195,Connie Scofield,MF,Birmingham City,19,1999,3.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
196,Harriet Scott,DF,Birmingham City,25,1993,11.4,2,0,0,24,16,0,15,10,28,0,0,0,64,19,11,63.3
197,Jill Scott,MF,Manchester City,31,1987,17.5,0,0,0,25,18,2,15,29,33,0,0,0,119,77,43,64.2
198,Hannah Short,DF,Yeovil Town,25,1993,17.2,1,0,0,11,17,0,10,37,22,0,0,0,82,35,10,77.8
199,Julia Simic,MF,West Ham,29,1989,10.1,1,0,0,10,11,0,17,13,9,0,0,0,69,3,9,25
200,Erin Simon,DF,West Ham,23,1994,15.5,1,0,0,7,21,1,37,29,20,0,0,0,85,17,15,53.1
201,Emily Simpkins,MF,Brighton,28,1990,2.8,0,0,0,7,1,0,2,4,5,0,0,0,17,2,0,100
202,Cho So-hyun,MF,West Ham,30,1988,6.3,0,0,0,4,10,2,19,3,6,0,0,0,56,9,18,33.3
203,Ji So-yun,MF,Chelsea,27,1991,15.9,0,0,0,12,20,2,11,12,11,1,0,0,132,9,11,45
204,Drew Spence,MF,Chelsea,25,1992,13.4,3,0,0,18,10,0,2,14,10,0,0,0,71,20,13,60.6
205,Rebecca Spencer,GK,West Ham,27,1991,11,0,0,0,1,3,0,0,0,0,0,0,0,25,3,0,100
206,Lucy Staniforth,"MF,FW",Birmingham City,25,1992,18,1,0,0,13,30,12,81,20,9,0,0,0,112,21,12,63.6
207,Georgia Stanway,"MF,FW",Manchester City,19,1999,14.6,4,0,0,37,23,8,56,14,16,1,0,0,69,6,12,33.3
208,Demi Stokes,DF,Manchester City,26,1991,10.2,0,0,0,2,2,5,11,7,13,0,0,0,47,5,7,41.7
209,Abbey-Leigh Stringer,MF,Everton,23,1995,13,4,0,0,26,18,1,0,19,23,0,0,0,112,40,18,69
210,Courtney Sweetman-Kirk,"FW,MF",Liverpool,27,1990,14.9,0,0,0,11,16,16,14,5,18,0,0,0,77,39,46,45.9
211,Emily Syme,"MF,FW",Yeovil Town,18,2000,8.6,0,0,0,2,10,0,2,3,3,0,0,0,32,7,14,33.3
212,Charlie Taylor,FW,Yeovil Town,,,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
213,Carly Telford,GK,Chelsea,31,1987,10,0,0,0,0,1,0,0,0,0,0,0,0,30,0,0,
214,Lauren Thomas,"MF,FW",Liverpool,,,0.2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
215,Maria Thorisdottir,"MF,DF",Chelsea,25,1993,3.4,1,0,0,6,1,0,3,3,1,0,0,0,23,12,3,80
216,Danielle Turner,"DF,MF",Everton,27,1991,12.5,0,0,0,6,10,3,21,12,14,0,0,0,57,20,26,43.5
217,Iniabasi Umotong,FW,Brighton,24,1994,13.7,0,0,0,29,18,16,13,8,12,0,0,0,41,39,37,51.3
218,Sari van Veenendaal,GK,Arsenal,28,1990,7,0,0,0,1,1,0,0,0,0,0,0,0,12,1,0,100
219,Katrine Veje,"DF,FW",Arsenal,27,1991,6.9,1,0,0,3,5,0,23,4,7,0,1,0,43,2,3,40
