Rk,Player,Pos,Squad,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%
220,Brianna Visalli,"MF,FW",West Ham,23,1995,15.5,1,0,0,22,20,0,14,14,33,1,0,0,88,15,26,36.6
221,Claudia Walker,FW,Everton,22,1996,4.6,0,0,0,1,2,8,6,1,2,0,0,0,12,6,20,23.1
222,Claudia Walker,"FW,MF",Birmingham City,22,1996,3.2,0,0,0,4,1,1,11,2,2,0,0,0,18,0,5,0
223,Keira Walsh,MF,Manchester City,21,1997,19,3,0,0,25,7,0,15,20,20,0,0,0,152,13,7,65
224,Megan Walsh,GK,Yeovil Town,23,1994,20,1,0,0,1,2,0,0,0,2,0,1,0,4,5,0,100
225,Lia Wälti,MF,Arsenal,25,1993,11.8,1,0,0,8,19,0,9,10,21,0,0,0,102,6,13,31.6
226,Caroline Weir,"MF,FW",Manchester City,23,1995,15,0,0,0,7,12,7,133,13,12,0,0,0,117,13,17,43.3
227,Charlie Wellings,"FW,MF",Birmingham City,20,1998,17.6,0,0,0,8,17,6,20,12,14,0,0,0,82,12,17,41.4
228,Aileen Whelan,"MF,FW",Brighton,26,1991,19.1,0,0,0,15,38,4,24,25,26,0,0,0,102,32,16,66.7
229,Fern Whelan,"DF,MF",Brighton,29,1988,6.8,0,0,0,5,1,0,0,11,6,0,0,0,25,14,10,58.3
230,Ellen White,FW,Birmingham City,29,1989,7.2,0,0,0,5,10,12,8,4,2,0,0,0,16,9,14,39.1
231,Fara Williams,"MF,FW",Reading,34,1984,19.2,1,0,0,11,22,12,81,9,13,1,0,0,116,11,18,37.9
232,Paige Williams,DF,Birmingham City,23,1995,11.5,3,0,0,17,6,1,32,25,11,0,0,0,68,8,5,61.5
233,Victoria Williams,DF,Brighton,28,1990,19,4,0,0,18,11,3,7,36,15,0,0,0,150,30,14,68.2
234,Leah Williamson,DF,Arsenal,21,1997,17.8,1,0,0,13,11,0,11,30,17,0,0,0,143,28,18,60.9
235,Poppy Wilson,MF,Bristol City,18,1999,0.1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,
236,Lily Woodham,"DF,MF",Reading,17,2000,1.7,0,0,0,0,2,0,3,0,1,0,0,0,13,2,4,33.3
237,Jessica Wooley,MF,Bristol City,17,2001,0.8,0,0,0,0,1,1,4,2,0,0,0,0,7,0,3,0
238,Siri Worm,DF,Everton,26,1992,9.5,1,0,0,8,5,2,25,11,14,0,0,0,64,9,13,40.9
239,Tessa Wullaert,"FW,MF",Manchester City,25,1993,13.9,0,0,0,9,9,2,37,11,19,0,1,0,108,7,2,77.8
