Rk,Player,Pos,"Squad
▲",Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp_short,Att_short,Cmp%_short,Cmp_med,Att_med,Cmp%_med,Cmp_long,Att_long,Cmp%_long,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP
157,Pauline Bremer,FW,Manchester City,23,1996,6.4,110,144,76.4,1342,268,75,86,87.2,25,35,71.4,1,1,100,0,1.2,0.4,-1.2,8,6,6,0,17
158,Gemma Bonner,DF,Manchester City,28,1991,16,983,1104,89,19479,7369,321,354,90.7,539,578,93.3,119,161,73.9,0,0.3,0.1,-0.3,3,28,1,0,30
159,Karima Benameur,GK,Manchester City,30,1989,0,2,3,66.7,46,36,0,0,,2,2,100,0,1,0,0,0,0,0,0,0,0,0,0
160,Janine Beckie,"DF,FW",Manchester City,24,1994,13,593,767,77.3,10361,2889,294,334,88,233,296,78.7,59,101,58.4,8,6.3,5,1.7,33,29,35,22,56
161,Katie Zelem,MF,Manchester Utd,23,1996,12.7,489,705,69.4,9131,3393,202,256,78.9,197,245,80.4,74,162,45.7,2,3.1,2.3,-1.1,25,57,19,2,94
162,Millie Turner,DF,Manchester Utd,23,1996,13.9,584,706,82.7,11680,3916,166,193,86,349,402,86.8,66,93,71,0,0.1,0.4,-0.1,2,24,4,0,40
163,Amy Turner,DF,Manchester Utd,28,1991,11.9,375,528,71,6726,3483,174,206,84.5,152,200,76,45,92,48.9,0,0.4,0.4,-0.4,8,33,13,6,45
164,Ella Toone,"MF,FW",Manchester Utd,19,1999,5.8,153,196,78.1,2330,682,87,102,85.3,52,62,83.9,10,18,55.6,2,0.5,0.6,1.5,7,15,6,0,24
165,Kirsty Smith,DF,Manchester Utd,25,1994,7,256,375,68.3,3849,1765,141,172,82,94,153,61.4,15,33,45.5,0,0.2,0.3,-0.2,5,17,5,2,26
166,Jessica Sigsworth,"FW,MF",Manchester Utd,24,1994,8,94,167,56.3,1333,333,59,79,74.7,27,47,57.4,5,10,50,3,2.9,1.1,0.1,10,3,8,3,13
167,Jane Ross,FW,Manchester Utd,29,1989,6.3,104,166,62.7,1337,238,66,89,74.2,23,41,56.1,5,13,38.5,1,0.3,0.3,0.7,7,4,4,2,7
168,Lotta Ökvist,DF,Manchester Utd,22,1997,2.1,19,35,54.3,287,193,12,17,70.6,6,12,50,1,4,25,0,0,0,0,0,1,0,0,1
169,Abbie McManus,DF,Manchester Utd,26,1993,11,499,628,79.5,9865,4377,161,187,86.1,272,313,86.9,61,114,53.5,0,0.3,0.4,-0.3,6,28,2,0,38
170,Rebecca May,FW,Manchester Utd,17,2002,0.1,0,0,,0,0,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0
171,Hayley Ladd,MF,Manchester Utd,25,1993,13.7,351,476,73.7,6237,2228,170,209,81.3,133,164,81.1,39,76,51.3,0,0.3,0.5,-0.3,4,41,7,2,54
172,Lauren James,FW,Manchester Utd,17,2001,8.8,122,179,68.2,1976,482,67,87,77,34,52,65.4,16,22,72.7,0,0.4,0.5,-0.4,9,14,8,0,27
173,Martha Harris,DF,Manchester Utd,24,1994,9.3,323,482,67,5211,2382,159,201,79.1,152,224,67.9,9,37,24.3,0,0.4,0.3,-0.4,3,20,4,3,35
174,Kirsty Hanson,FW,Manchester Utd,21,1998,5.5,64,121,52.9,936,296,39,53,73.6,14,39,35.9,7,15,46.7,1,1.3,1,-0.3,8,9,4,2,7
175,Jackie Groenen,MF,Manchester Utd,24,1994,11.4,254,375,67.7,3984,1255,136,173,78.6,87,112,77.7,18,46,39.1,1,2.6,1.3,-1.6,19,35,7,0,55
176,Leah Galton,FW,Manchester Utd,25,1994,11.4,208,339,61.4,3077,832,115,152,75.7,53,100,53,20,41,48.8,3,3.3,3.2,-0.3,18,11,11,6,25
177,Mary Earps,GK,Manchester Utd,26,1993,14,347,492,70.5,9549,6511,33,36,91.7,203,205,99,111,246,45.1,0,0,0,0,0,3,0,0,0
178,Lizzie Arnot,"FW,MF",Manchester Utd,23,1996,1,16,27,59.3,224,83,7,11,63.6,7,12,58.3,0,0,,0,0.1,0.1,-0.1,2,0,1,1,2
179,Fara Williams,"MF,FW",Reading,35,1984,13.5,314,574,54.7,5882,1969,129,182,70.9,113,172,65.7,61,167,36.5,6,4.5,3.6,1.5,27,22,18,3,47
180,Rachel Rowe,DF,Reading,26,1992,10.5,321,511,62.8,5215,2711,170,224,75.9,121,195,62.1,22,58,37.9,0,0.9,0.5,-0.9,10,26,8,3,37
181,Jo Potter,DF,Reading,34,1984,7.9,273,453,60.3,6216,3077,77,108,71.3,136,181,75.1,55,142,38.7,0,0.1,0.2,-0.1,2,25,1,0,29
182,Mayumi Pacheco,DF,Reading,20,1998,7.6,247,362,68.2,3913,1505,126,157,80.3,99,148,66.9,18,41,43.9,0,0.1,0.2,-0.1,3,16,5,0,31
183,Jade Moore,MF,Reading,28,1990,13.7,349,532,65.6,5799,2594,184,229,80.3,122,175,69.7,29,91,31.9,0,2.4,2.5,-2.4,16,44,13,2,61
184,Grace Moloney,GK,Reading,26,1993,9.2,237,344,68.9,5947,4120,32,33,97,151,153,98.7,53,154,34.4,0,0,0,0,0,1,0,0,0
185,Kristine Leine,DF,Reading,23,1996,11,443,602,73.6,8805,3748,131,159,82.4,240,297,80.8,61,125,48.8,2,1.1,0.8,0.9,8,26,7,3,51
186,Rachael Laws,GK,Reading,28,1990,4.8,146,229,63.8,3507,2173,21,21,100,95,98,96.9,29,106,27.4,0,0,0,0,0,0,0,0,0
187,Lisa-Marie Karlseng Utland,"FW,MF",Reading,26,1992,4,60,101,59.4,815,220,35,50,70,20,25,80,2,8,25,0,0.6,0.5,-0.6,5,4,4,0,11
188,Angharad James,"MF,DF",Reading,25,1994,12.6,342,498,68.7,5562,2202,170,212,80.2,136,190,71.6,26,58,44.8,1,1.5,0.6,-0.5,15,35,17,1,59
189,Sophie Howard,DF,Reading,25,1993,10.1,348,497,70,7155,3053,98,125,78.4,201,263,76.4,45,89,50.6,0,0.1,0.1,-0.1,2,23,2,0,37
190,Rakel Hönnudóttir,FW,Reading,30,1988,0.5,9,16,56.3,140,18,6,9,66.7,3,6,50,0,1,0,0,0,0,0,1,1,0,0,1
191,Natasha Harding,"DF,FW",Reading,30,1989,6.3,155,256,60.5,2381,1011,80,112,71.4,59,97,60.8,8,25,32,0,0.3,0.3,-0.3,6,8,5,1,12
192,Millie Farrow,FW,Reading,23,1996,3,36,60,60,392,119,22,32,68.8,9,16,56.3,0,1,0,0,0.2,0.3,-0.2,4,3,1,0,5
193,Amalie Eikeland,"FW,MF",Reading,23,1995,12.2,169,266,63.5,2178,593,120,151,79.5,33,56,58.9,8,26,30.8,2,0.9,1,1.1,7,8,9,3,15
194,Brooke Chaplen,FW,Reading,30,1989,11.1,150,228,65.8,1882,367,95,121,78.5,31,55,56.4,7,18,38.9,1,0.9,0.9,0.1,13,6,8,1,17
195,Molly Bartrip,DF,Reading,23,1996,2.7,92,126,73,1896,846,26,30,86.7,52,67,77.6,12,26,46.2,0,0,0,0,0,5,0,0,7
196,Remi Allen,MF,Reading,28,1990,12,294,400,73.5,4492,1609,166,208,79.8,90,115,78.3,26,43,60.5,3,1.7,0.9,1.3,15,34,11,0,65
197,Megan Wynne,"DF,FW",Tottenham,26,1993,0.2,7,11,63.6,85,49,5,7,71.4,2,4,50,0,0,,0,0,0,0,0,2,0,0,2
198,Siri Worm,DF,Tottenham,27,1992,8.1,326,472,69.1,5891,2648,143,182,78.6,143,187,76.5,34,86,39.5,1,0.2,0.3,0.8,4,12,2,2,24
199,Vencislav Vasilev,GK,Tottenham,31,1988,1.6,30,54,55.6,677,304,4,5,80,21,23,91.3,5,26,19.2,0,0,0,0,0,0,0,0,0
200,Rebecca Spencer,GK,Tottenham,28,1991,13.4,451,579,77.9,11689,6700,54,55,98.2,276,281,98.2,120,240,50,0,0,0,0,0,1,0,0,0
201,Jenna Schillaci,DF,Tottenham,35,1984,3,128,155,82.6,2891,1033,23,29,79.3,80,91,87.9,24,32,75,0,0.1,0,-0.1,1,1,0,0,5
202,Lucy Quinn,"MF,FW",Tottenham,25,1993,5.9,98,165,59.4,1745,532,44,58,75.9,43,56,76.8,10,25,40,0,0.5,0.7,-0.5,8,9,4,3,16
203,Ria Percival,"MF,DF",Tottenham,29,1989,14,329,477,69,5227,2035,171,198,86.4,127,186,68.3,22,65,33.8,1,0.8,0.4,0.2,9,29,3,2,35
204,Chloe Peplow,MF,Tottenham,20,1998,9.1,303,376,80.6,5763,1402,123,141,87.2,133,146,91.1,41,74,55.4,0,0.3,0.3,-0.3,7,27,4,0,35
205,Ashleigh Neville,DF,Tottenham,26,1993,12.1,402,612,65.7,6392,2726,216,281,76.9,159,248,64.1,21,54,38.9,0,0.6,0.4,-0.6,8,22,4,3,26
206,Emma Mitchell,DF,Tottenham,26,1992,3.5,111,157,70.7,1841,859,60,75,80,42,54,77.8,8,20,40,0,0.4,0.3,-0.4,5,6,1,0,10
207,Lucía Marte,"DF,FW",Tottenham,21,1997,1.6,22,50,44,352,169,9,24,37.5,11,20,55,1,3,33.3,0,0,0,0,0,1,0,0,3
208,Coral-Jade Haines,MF,Tottenham,23,1996,1.2,18,26,69.2,351,127,5,6,83.3,7,10,70,4,7,57.1,0,0,0,0,1,1,0,0,4
209,Josephine Green,MF,Tottenham,26,1993,12.4,285,403,70.7,4359,1321,144,184,78.3,103,139,74.1,19,41,46.3,0,0.4,0.2,-0.4,11,27,2,0,32
210,Kit Graham,"FW,MF",Tottenham,23,1995,12,164,304,53.9,2683,1071,75,111,67.6,56,98,57.1,19,57,33.3,1,0.8,0.6,0.2,19,16,8,1,35
211,Hannah Godfrey,DF,Tottenham,22,1997,14,533,689,77.4,11059,4674,153,177,86.4,306,349,87.7,73,142,51.4,0,0.3,0.2,-0.3,6,19,1,0,28
212,Rachel Furness,"MF,FW",Tottenham,31,1988,9,169,288,58.7,2946,1051,85,126,67.5,54,84,64.3,26,55,47.3,0,1.6,0.9,-1.6,10,25,8,5,31
213,Anna Filbey,DF,Tottenham,19,1999,12.8,398,558,71.3,9025,3757,72,93,77.4,241,296,81.4,80,148,54.1,0,0.4,0.4,-0.4,5,11,2,0,16
214,Rianna Dean,FW,Tottenham,20,1998,12.6,145,211,68.7,2136,235,69,96,71.9,62,76,81.6,3,8,37.5,0,0.2,0.2,-0.2,4,4,2,0,10
215,Gemma Davison,"MF,FW",Tottenham,32,1987,9.7,176,272,64.7,3045,899,86,118,72.9,64,96,66.7,20,39,51.3,1,1.5,0.8,-0.5,15,19,9,2,36
216,Rosella Ayane,"FW,MF",Tottenham,23,1996,6.4,84,136,61.8,1283,286,52,64,81.3,18,36,50,11,23,47.8,1,0.4,0.5,0.6,8,2,7,6,4
217,Angela Addison,"FW,MF",Tottenham,19,1999,2.2,22,46,47.8,267,93,12,15,80,6,13,46.2,1,4,25,1,0.2,0.3,0.8,3,0,0,0,0
218,Filippa Wallén,DF,West Ham,19,2000,0.6,11,30,36.7,165,132,7,13,53.8,3,10,30,1,5,20,0,0,0,0,1,0,0,0,1
219,Laura Vetterlein,DF,West Ham,27,1992,12.7,454,644,70.5,8600,3784,160,202,79.2,238,298,79.9,51,114,44.7,0,0.1,0.2,-0.1,2,25,1,0,32
220,Martha Thomas,FW,West Ham,23,1996,9.8,131,245,53.5,1926,505,70,111,63.1,43,78,55.1,10,20,50,1,1.2,0.8,-0.2,9,12,5,3,22
221,Cho So-hyun,MF,West Ham,31,1988,6.1,156,211,73.9,2480,944,90,120,75,49,59,83.1,12,17,70.6,0,0.2,0.3,-0.2,6,17,5,2,26
222,Erin Simon,DF,West Ham,24,1994,1.5,45,60,75,799,482,25,30,83.3,16,21,76.2,4,8,50,1,0,0,1,1,3,1,1,5
223,Julia Simic,"MF,FW",West Ham,30,1989,2.3,70,99,70.7,1212,477,24,40,60,33,39,84.6,7,11,63.6,2,0.1,0.1,1.9,2,12,0,0,14
224,Anna Moorhouse,GK,West Ham,24,1995,4,111,179,62,3173,2242,15,15,100,55,62,88.7,41,99,41.4,0,0,0,0,0,1,0,0,0
225,Tessel Middag,MF,West Ham,26,1992,7.9,212,312,67.9,3654,1296,99,139,71.2,91,124,73.4,16,27,59.3,0,0,0.1,0,1,27,2,0,25
226,Kate Longhurst,MF,West Ham,30,1989,10.7,234,354,66.1,4432,1322,88,122,72.1,108,154,70.1,30,50,60,2,1.1,0.6,0.9,6,28,8,2,41
227,Ruesha Littlejohn,"MF,FW",West Ham,29,1990,0.4,5,11,45.5,69,15,4,6,66.7,1,1,100,0,3,0,0,0,0,0,0,0,0,0,0
228,Adriana Leon,"FW,MF",West Ham,26,1992,7.1,120,171,70.2,1853,367,64,84,76.2,43,52,82.7,10,21,47.6,0,0.1,0.3,-0.1,2,4,5,2,14
229,Alisha Lehmann,"FW,MF",West Ham,20,1999,10.7,131,208,63,1947,564,73,102,71.6,39,60,65,11,20,55,2,2.2,1.3,-0.2,11,9,11,3,21
230,Cecilie Kvamme,DF,West Ham,23,1995,10.8,377,535,70.5,6080,3281,195,240,81.3,152,215,70.7,23,51,45.1,1,1.3,1.2,-0.3,16,20,17,15,35
231,Wiktoria Kiszkis,FW,West Ham,16,2003,0,2,2,100,33,0,1,1,100,1,1,100,0,0,,0,0,0,0,0,0,0,0,0
232,Leanne Kiernan,"FW,MF",West Ham,20,1999,5.8,80,107,74.8,1169,266,43,51,84.3,28,37,75.7,4,6,66.7,0,0,0,0,0,7,1,0,9
233,Brooke Hendrix,DF,West Ham,26,1993,4.5,86,123,69.9,1585,715,35,47,74.5,42,55,76.4,8,18,44.4,0,0.1,0,-0.1,1,2,1,0,8
234,Esmee de Graaf,FW,West Ham,21,1997,0.4,7,10,70,113,38,3,4,75,4,5,80,0,0,,0,0,0,0,0,2,0,0,2
235,Jacynta Galabadaarachchi,"MF,FW",West Ham,18,2001,5.4,77,122,63.1,1161,318,44,61,72.1,27,39,69.2,3,15,20,0,0.1,0.2,-0.1,2,8,1,1,11
236,Gilly Flaherty,DF,West Ham,27,1991,14,444,592,75,9296,4323,115,149,77.2,261,310,84.2,60,106,56.6,0,0.2,0.2,-0.2,3,26,0,0,36
237,Grace Fisk,DF,West Ham,21,1998,4.7,154,207,74.4,3041,1357,46,60,76.7,88,105,83.8,17,34,50,0,0,0.1,0,0,6,1,0,6
238,Kenza Dali,"MF,FW",West Ham,28,1991,13,402,580,69.3,6697,1960,191,234,81.6,152,202,75.2,42,83,50.6,3,2.2,1.8,0.8,18,40,15,5,66
239,Courtney Brosnan,GK,West Ham,23,1995,10,245,394,62.2,6901,4973,26,27,96.3,125,129,96.9,93,235,39.6,0,0.3,0,-0.3,1,4,1,0,0
240,Katharina Baunach,DF,West Ham,30,1989,11.6,462,631,73.2,7604,3643,245,287,85.4,173,221,78.3,36,93,38.7,0,0.9,0.9,-0.9,9,21,5,3,29
