Rk,Player,Pos,"Squad
▲",Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp_short,Att_short,Cmp%_short,Cmp_med,Att_med,Cmp%_med,Cmp_long,Att_long,Cmp%_long,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP
50,Sophie Harris,GK,Brighton,24,1994,1,30,37,81.1,820,446,2,2,100,18,20,90,10,14,71.4,0,0,0,0,0,0,0,0,0
51,Kayleigh Green,"FW,MF",Brighton,31,1988,14,262,444,59,3868,1285,151,223,67.7,90,142,63.4,13,31,41.9,2,3.5,1.8,-1.5,21,18,12,3,34
52,Felicity Gibbons,DF,Brighton,25,1994,15,444,683,65,7303,3389,249,304,81.9,146,228,64,44,110,40,0,0.7,0.6,-0.7,9,17,8,4,34
53,Megan Connolly,MF,Brighton,22,1997,6.7,137,207,66.2,2274,847,74,104,71.2,49,66,74.2,13,22,59.1,1,0.7,0.7,0.3,6,21,0,0,34
54,Danielle Buet,MF,Brighton,30,1988,14.9,321,451,71.2,5915,1935,128,164,78,135,176,76.7,42,82,51.2,0,0.3,0.4,-0.3,7,33,4,2,40
55,Ellie Brazil,"MF,FW",Brighton,20,1999,5,76,129,58.9,1003,455,49,65,75.4,23,32,71.9,1,11,9.1,0,0.4,0.4,-0.4,7,11,2,0,16
56,Kirsty Barton,DF,Brighton,27,1992,10,324,459,70.6,5336,2566,166,205,81,128,184,69.6,21,42,50,0,0.2,0.4,-0.2,5,16,8,6,23
57,Megan Wynne,"FW,MF",Bristol City,26,1993,1.4,11,23,47.8,134,48,6,9,66.7,4,4,100,0,2,0,0,0,0,0,0,0,1,0,1
58,Georgia Wilson,"MF,FW",Bristol City,17,2002,4.4,41,68,60.3,558,119,28,36,77.8,12,18,66.7,1,7,14.3,0,0.1,0.1,-0.1,2,4,0,0,3
59,Charlie Wellings,"FW,MF",Bristol City,21,1998,12.8,153,252,60.7,2151,555,85,123,69.1,44,62,71,10,24,41.7,0,0.4,0.7,-0.4,5,10,3,0,16
60,Meaghan Sargeant,DF,Bristol City,25,1994,11.7,282,397,71,5876,2309,76,91,83.5,168,204,82.4,35,82,42.7,0,0.2,0.1,-0.2,3,12,0,0,14
61,Ebony Salmon,"FW,MF",Bristol City,18,2001,8.3,69,132,52.3,1160,327,34,52,65.4,19,40,47.5,10,19,52.6,1,0.6,1.1,0.4,4,1,5,4,5
62,Katie Robinson,"FW,MF",Bristol City,16,2002,3,33,55,60,468,152,23,28,82.1,10,15,66.7,0,2,0,0,0.1,0.3,-0.1,1,3,2,1,5
63,Kirsten Reilly,FW,Bristol City,23,1995,0,0,5,0,0,0,0,2,0,0,1,0,0,0,,0,0,0,0,0,0,0,0,0
64,Poppy Pattinson,DF,Bristol City,19,2000,5.9,143,233,61.4,2167,1127,78,94,83,51,98,52,7,29,24.1,0,0.2,0,-0.2,2,10,0,0,12
65,Jasmine Matthews,"DF,MF",Bristol City,26,1993,13,349,504,69.2,7046,2728,101,139,72.7,201,247,81.4,44,101,43.6,1,0.7,0.3,0.3,4,12,2,1,21
66,Chloe Logarzo,MF,Bristol City,24,1994,1,13,20,65,178,100,10,12,83.3,2,3,66.7,1,3,33.3,0,0,0,0,0,2,0,0,0
67,Carla Humphrey,MF,Bristol City,22,1996,7.6,140,215,65.1,2760,877,57,74,77,48,65,73.8,27,48,56.3,2,1.2,0.6,0.8,8,11,3,1,17
68,Elise Hughes,"FW,MF",Bristol City,18,2001,1.8,18,45,40,254,37,11,22,50,4,14,28.6,1,3,33.3,0,0,0,0,1,1,0,0,1
69,Abigail Harrison,FW,Bristol City,21,1997,3.9,49,66,74.2,760,104,28,33,84.8,18,22,81.8,2,6,33.3,0,0.3,0.5,-0.3,4,0,3,1,4
70,Jeon Ga-eul,"MF,FW",Bristol City,30,1988,1.3,17,22,77.3,195,54,10,11,90.9,6,7,85.7,0,1,0,0,0,0,0,0,1,0,0,2
71,Gemma Evans,DF,Bristol City,22,1996,11.2,247,391,63.2,4623,2152,83,109,76.1,134,189,70.9,25,73,34.2,0,0.1,0.1,-0.1,2,11,0,0,20
72,Loren Dykes,DF,Bristol City,31,1988,9.3,157,273,57.5,2596,1429,78,108,72.2,65,109,59.6,12,39,30.8,0,0.1,0.1,-0.1,2,13,1,1,12
73,Vita van der Linden,MF,Bristol City,22,1997,0.6,7,9,77.8,59,8,4,4,100,1,1,100,0,0,,0,0,0,0,0,0,0,0,0
74,Yana Daniels,"MF,FW",Bristol City,27,1992,13,199,352,56.5,3361,1084,103,141,73,59,106,55.7,27,65,41.5,1,0.3,0.3,0.7,7,20,3,0,32
75,Maisy Collis,DF,Bristol City,19,2000,0.4,8,12,66.7,107,46,5,6,83.3,3,4,75,0,2,0,0,0,0,0,0,0,1,0,1
76,Olivia Chance,MF,Bristol City,25,1993,11.3,232,309,75.1,4128,1094,84,103,81.6,117,142,82.4,20,44,45.5,0,0.3,0.3,-0.3,6,15,4,0,32
77,Faye Bryson,DF,Bristol City,22,1997,2.3,79,115,68.7,1273,561,43,52,82.7,29,41,70.7,5,13,38.5,0,0,0,0,0,2,0,0,1
78,Frankie Brown,"MF,DF",Bristol City,31,1987,12.7,200,326,61.3,3522,1332,80,109,73.4,96,141,68.1,18,45,40,0,0.2,0.1,-0.2,6,13,1,0,23
79,Sophie Baggaley,GK,Bristol City,22,1996,14,397,702,56.6,11426,8172,31,32,96.9,226,239,94.6,139,429,32.4,0,0,0,0,0,2,0,0,0
80,Flo Allen,DF,Bristol City,19,1999,3,61,93,65.6,855,467,37,46,80.4,23,36,63.9,0,5,0,0,0,0,0,1,5,0,0,8
81,Maria Thorisdottir,MF,Chelsea,26,1993,0.8,31,45,68.9,457,174,18,26,69.2,11,16,68.8,1,2,50,0,0,0.1,0,0,5,1,1,3
82,Carly Telford,GK,Chelsea,32,1987,2,73,88,83,1793,1130,7,7,100,48,48,100,18,33,54.5,0,0,0,0,0,0,0,0,0
83,Drew Spence,"MF,FW",Chelsea,26,1992,7,230,291,79,3792,965,117,143,81.8,88,98,89.8,19,32,59.4,2,1.5,1.4,0.5,8,22,7,0,41
84,Ji So-yun,MF,Chelsea,28,1991,11.1,611,708,86.3,9697,2398,327,361,90.6,215,236,91.1,49,65,75.4,3,2.2,2.1,0.8,20,67,23,5,81
85,Guro Reiten,"MF,FW",Chelsea,25,1994,13.4,323,505,64,5428,2193,168,204,82.4,103,159,64.8,41,92,44.6,7,5.8,5.2,1.2,42,29,33,10,59
86,Jamie-Lee Napier,"MF,DF",Chelsea,19,2000,0.2,4,6,66.7,47,7,3,3,100,1,3,33.3,0,0,,0,0,0,0,1,0,0,0,0
87,Emily Murphy,"MF,FW",Chelsea,16,2003,0.3,5,8,62.5,68,2,3,3,100,2,3,66.7,0,1,0,0,0,0,0,0,0,0,0,0
88,Maren Mjelde,"DF,MF",Chelsea,29,1989,14,675,814,82.9,10355,3327,382,423,90.3,234,275,85.1,47,75,62.7,1,2.7,2.9,-1.7,19,44,19,4,68
89,Fran Kirby,"FW,MF",Chelsea,26,1993,2.2,59,82,72,837,239,34,42,81,19,29,65.5,4,6,66.7,3,1.2,1,1.8,7,4,6,0,9
90,Sam Kerr,FW,Chelsea,25,1993,3.3,41,68,60.3,553,155,24,32,75,14,22,63.6,1,4,25,1,2,1,-1,6,2,4,0,7
91,Sophie Ingle,MF,Chelsea,27,1991,14,553,708,78.1,9483,3114,240,286,83.9,243,297,81.8,47,81,58,0,0.9,1.9,-0.9,13,82,13,1,90
92,Magdalena Eriksson,DF,Chelsea,25,1993,14,706,865,81.6,15048,5533,199,229,86.9,398,448,88.8,106,174,60.9,0,0.5,0.3,-0.5,8,64,4,0,77
93,Adelina Engman,"FW,MF",Chelsea,24,1994,0.9,16,21,76.2,137,14,14,14,100,0,3,0,0,0,,0,0,0,0,0,1,0,0,0
94,Bethany England,FW,Chelsea,25,1994,14.7,254,375,67.7,3488,791,164,213,77,60,90,66.7,15,29,51.7,4,3.6,2.7,0.4,22,7,19,6,30
95,Erin Cuthbert,"MF,FW",Chelsea,21,1998,11.9,352,533,66,6218,1998,175,204,85.8,110,156,70.5,49,120,40.8,4,4.5,2.9,-0.5,30,33,17,7,52
96,Deanna Cooper,DF,Chelsea,26,1993,0.3,16,21,76.2,230,33,9,10,90,7,9,77.8,0,2,0,0,0,0,0,0,0,0,0,2
97,Jess Carter,"DF,MF",Chelsea,21,1997,1.9,109,129,84.5,2379,762,39,45,86.7,44,48,91.7,26,31,83.9,1,0.7,0.7,0.3,2,9,2,1,12
98,Millie Bright,DF,Chelsea,25,1993,15,793,1027,77.2,17860,7555,194,223,87,467,519,90,127,253,50.2,1,1.2,0.7,-0.2,7,75,8,1,76
99,Hannah Blundell,DF,Chelsea,25,1994,4.6,244,297,82.2,3667,1220,142,160,88.8,91,111,82,8,14,57.1,0,0.3,0.3,-0.3,5,17,5,2,18
100,Ann-Katrin Berger,GK,Chelsea,28,1990,13,406,474,85.7,10682,6962,49,49,100,238,240,99.2,119,184,64.7,0,0,0,0,0,1,0,0,1
101,Ramona Bachmann,"FW,MF",Chelsea,28,1990,6.3,161,227,70.9,2124,570,99,123,80.5,44,61,72.1,6,20,30,2,1,1,1,14,15,4,2,20
102,Jonna Andersson,DF,Chelsea,26,1993,14.1,659,883,74.6,10379,4044,359,421,85.3,243,315,77.1,47,94,50,5,3.6,3.2,1.4,14,57,24,11,78
103,Danielle Turner,DF,Everton,28,1991,14,543,835,65,8476,4538,316,387,81.7,177,288,61.5,39,112,34.8,1,1,0.6,0,8,30,5,2,35
104,Abbey-Leigh Stringer,MF,Everton,24,1995,5.6,161,222,72.5,2901,778,79,96,82.3,56,72,77.8,21,39,53.8,0,0,0.1,0,0,16,0,0,11
105,Molly Pike,MF,Everton,18,2001,6.3,82,136,60.3,1147,418,47,71,66.2,25,38,65.8,5,15,33.3,3,0.4,0.5,2.6,7,5,9,1,15
106,Esme Morgan,DF,Everton,18,2000,10.2,317,479,66.2,5155,3063,153,211,72.5,142,205,69.3,18,38,47.4,0,0.2,0.3,-0.2,3,31,4,0,47
107,Simone Magill,"FW,MF",Everton,24,1994,9.9,151,234,64.5,1952,636,95,128,74.2,39,59,66.1,7,16,43.8,2,1.1,0.5,0.9,16,18,7,0,25
108,Sandy MacIver,GK,Everton,21,1998,3,69,93,74.2,1457,717,12,12,100,52,53,98.1,5,28,17.9,0,0,0,0,0,1,0,0,0
109,Tinja-Riikka Korpela,GK,Everton,33,1986,11,407,504,80.8,8529,4488,91,91,100,262,268,97.8,53,143,37.1,0,0,0,0,0,0,0,0,0
110,Chloe Kelly,FW,Everton,21,1998,11.8,157,303,51.8,2523,928,83,114,72.8,48,87,55.2,17,70,24.3,1,2.4,2,-1.4,20,18,7,3,25
111,Inessa Kaagman,"FW,MF",Everton,23,1996,10.9,218,364,59.9,3632,1225,116,156,74.4,69,107,64.5,25,71,35.2,2,1.1,1.3,0.9,17,15,7,1,14
112,Elise Hughes,FW,Everton,18,2001,1.2,8,15,53.3,91,49,5,9,55.6,0,2,0,1,1,100,0,0,0,0,1,1,1,0,2
113,Taylor Hinds,DF,Everton,19,1999,2.4,97,135,71.9,1515,645,53,63,84.1,40,54,74.1,4,11,36.4,0,0,0,0,1,6,1,0,8
114,Lucy Graham,MF,Everton,22,1996,13.7,332,497,66.8,5248,1613,172,224,76.8,124,177,70.1,24,54,44.4,2,1.6,0.6,0.4,12,43,3,1,53
115,Gabrielle George,DF,Everton,22,1997,13,479,627,76.4,9553,4134,141,166,84.9,296,334,88.6,39,107,36.4,0,0.2,0.5,-0.2,3,21,2,0,40
116,Megan Finnigan,DF,Everton,21,1998,10,348,466,74.7,7070,3180,116,139,83.5,186,219,84.9,45,90,50,0,0,0.1,0,0,16,0,0,30
117,Kika van Es,DF,Everton,27,1991,7.1,236,342,69,4530,2027,77,94,81.9,127,167,76,27,71,38,0,0.1,0.1,-0.1,3,10,1,0,14
118,Maéva Clemaron,MF,Everton,26,1992,10.9,311,482,64.5,5258,2089,139,202,68.8,142,189,75.1,20,63,31.7,0,0.9,0.6,-0.9,7,36,7,0,62
119,Hannah Cain,FW,Everton,20,1999,6.1,76,139,54.7,979,239,43,72,59.7,21,40,52.5,2,8,25,1,1.6,0.8,-0.6,12,6,5,1,14
120,Chantelle Boye-Hlorkah,FW,Everton,23,1995,6.8,98,201,48.8,1482,657,58,96,60.4,31,58,53.4,6,19,31.6,0,1.3,0.6,-1.3,11,16,10,8,18
121,Courtney Sweetman-Kirk,FW,Liverpool,28,1990,6.7,93,122,76.2,1152,117,61,74,82.4,18,26,69.2,4,5,80,0,0.5,0.2,-0.5,6,4,2,1,3
122,Amy Rodgers,MF,Liverpool,19,2000,2.6,45,62,72.6,684,202,23,26,88.5,18,25,72,2,3,66.7,0,0.1,0,-0.1,3,4,1,0,7
123,Rhiannon Roberts,MF,Liverpool,28,1990,9.8,227,347,65.4,4075,1490,103,133,77.4,89,118,75.4,26,64,40.6,0,0.2,0.2,-0.2,5,23,1,1,38
124,Leigh-Anne Robe,DF,Liverpool,25,1993,14,412,624,66,6625,3563,214,267,80.1,160,244,65.6,27,82,32.9,0,0.2,0.2,-0.2,4,20,3,2,38
125,Jemma Purfield,DF,Liverpool,22,1997,1.3,41,68,60.3,603,434,25,34,73.5,13,18,72.2,1,12,8.3,0,0,0,0,0,2,0,0,3
126,Anke Preuß,GK,Liverpool,26,1992,10,189,332,56.9,4929,3647,32,32,100,101,105,96.2,54,191,28.3,0,0,0,0,0,0,0,0,0
127,Christie Murray,MF,Liverpool,29,1990,1,26,48,54.2,501,252,13,18,72.2,7,13,53.8,6,15,40,1,0.2,0.2,0.8,4,6,0,0,5
128,Kirsty Linnett,"MF,FW",Liverpool,25,1993,6.9,148,220,67.3,2124,503,92,116,79.3,35,53,66,13,34,38.2,0,0.2,0.1,-0.2,4,11,3,0,14
129,Melissa Lawley,"FW,MF",Liverpool,25,1994,13.4,290,427,67.9,4385,1132,147,181,81.2,97,133,72.9,24,62,38.7,0,1,1.4,-1,19,15,10,3,33
130,Frances Kitching,GK,Liverpool,21,1998,4,58,117,49.6,1865,1493,6,6,100,23,25,92,29,85,34.1,0,0,0,0,0,1,0,0,0
131,Rebecca Jane,DF,Liverpool,27,1992,14,562,802,70.1,8387,4590,335,394,85,176,253,69.6,32,106,30.2,0,0.5,0.3,-0.5,8,40,1,1,40
132,Ashley Hodson,"FW,MF",Liverpool,24,1995,2.8,29,47,61.7,420,132,17,25,68,8,14,57.1,2,3,66.7,0,0.6,0.2,-0.6,2,3,1,0,8
133,Rachel Furness,MF,Liverpool,31,1988,4,62,152,40.8,1029,517,36,65,55.4,17,47,36.2,8,27,29.6,1,1.4,0.3,-0.4,4,9,2,0,18
134,Niamh Fahey,DF,Liverpool,31,1987,12.7,375,500,75,7480,2936,113,133,85,210,259,81.1,47,85,55.3,0,0.3,0.1,-0.3,6,18,2,0,23
135,Jessica Clarke,"FW,MF",Liverpool,30,1989,4,58,94,61.7,751,194,33,45,73.3,16,30,53.3,3,4,75,0,0.8,1.1,-0.8,4,3,3,2,7
136,Niamh Charles,"FW,MF",Liverpool,20,1999,11.8,205,312,65.7,2868,751,123,153,80.4,63,95,66.3,8,27,29.6,0,0.5,0.5,-0.5,12,13,5,0,29
137,Sophie Bradley,DF,Liverpool,29,1989,14,398,562,70.8,7722,3923,141,170,82.9,208,264,78.8,47,117,40.2,0,0.2,0.7,-0.2,5,19,0,0,27
138,Jade Bailey,MF,Liverpool,23,1995,12.6,403,550,73.3,6276,2202,217,260,83.5,142,169,84,27,75,36,0,0.6,1.2,-0.6,13,30,3,2,45
139,Rinsola Babajide,"FW,MF",Liverpool,21,1998,8.2,85,174,48.9,1125,234,57,82,69.5,16,40,40,6,18,33.3,0,0.4,1.1,-0.4,6,8,6,5,7
140,Tessa Wullaert,"FW,MF",Manchester City,26,1993,9.7,299,411,72.7,4511,1517,158,195,81,99,133,74.4,22,46,47.8,1,2.3,3.1,-1.3,30,26,26,6,57
141,Ellen White,FW,Manchester City,30,1989,9.5,109,160,68.1,1411,318,70,92,76.1,30,44,68.2,1,5,20,3,1.4,0.7,1.6,10,8,1,1,8
142,Caroline Weir,MF,Manchester City,24,1995,16,884,1094,80.8,14970,4313,425,463,91.8,348,390,89.2,86,190,45.3,5,5.2,5.1,-0.2,38,75,18,2,96
143,Keira Walsh,MF,Manchester City,22,1997,14,781,918,85.1,13549,4467,370,398,93,321,356,90.2,73,125,58.4,4,2.6,1.9,1.4,15,127,18,1,122
144,Tyler Toland,MF,Manchester City,17,2001,0.2,4,5,80,95,47,2,2,100,1,1,100,1,2,50,0,0.1,0,-0.1,1,1,0,0,0
145,Demi Stokes,DF,Manchester City,27,1991,12.6,640,757,84.5,9212,3264,378,415,91.1,231,269,85.9,22,43,51.2,0,0.5,0.6,-0.5,9,30,10,6,33
146,Georgia Stanway,"FW,DF",Manchester City,20,1999,9.2,273,357,76.5,4617,1254,141,160,88.1,93,116,80.2,29,52,55.8,2,0.8,1.7,1.2,9,18,11,3,33
147,Jill Scott,MF,Manchester City,32,1987,14.3,438,583,75.1,6351,1546,229,285,80.4,170,212,80.2,17,36,47.2,3,3,2.2,0,24,30,22,4,73
148,Ellie Roebuck,GK,Manchester City,19,1999,16,542,619,87.6,12017,8036,135,138,97.8,317,321,98.8,89,155,57.4,0,0.1,0,-0.1,2,3,0,0,0
149,Jessica Park,MF,Manchester City,17,2001,0.2,7,7,100,87,6,5,5,100,2,2,100,0,0,,0,0,0,0,0,1,0,0,0
150,Aoife Mannion,DF,Manchester City,23,1995,4,223,279,79.9,3779,1301,106,117,90.6,96,119,80.7,19,37,51.4,0,0.1,0.1,-0.1,1,14,3,0,24
151,Steph Houghton,DF,Manchester City,31,1988,16,979,1203,81.4,21782,9924,258,299,86.3,547,613,89.2,172,275,62.5,1,1.5,2.1,-0.5,5,97,3,1,120
152,Lauren Hemp,"MF,FW",Manchester City,18,2000,12.6,286,410,69.8,4455,1008,154,187,82.4,103,144,71.5,18,45,40,5,2.7,2.3,2.3,25,14,18,3,34
153,Lee Geum-min,"MF,FW",Manchester City,25,1994,0.5,20,29,69,280,63,13,15,86.7,5,10,50,1,2,50,0,0,0.1,0,1,0,2,1,1
154,Matilde Fidalgo,DF,Manchester City,25,1994,0.7,30,43,69.8,406,165,21,27,77.8,9,13,69.2,0,0,,0,0,0,0,0,3,0,0,3
155,Laura Coombs,"MF,FW",Manchester City,28,1991,1.2,28,43,65.1,368,71,21,24,87.5,7,14,50,0,1,0,0,0,0,0,0,3,1,0,3
156,Megan Campbell,DF,Manchester City,26,1993,3.7,175,234,74.8,3324,1088,65,76,85.5,84,102,82.4,25,47,53.2,0,0.1,0.2,-0.1,3,13,4,0,17
