Rk,Player,Pos,"Squad
▲",Age,Born,90s,"SCA
▼",SCA90,PassLive_SCA,PassDead_SCA,TO_SCA,Sh_SCA,Fld_SCA,Def_SCA,GCA,GCA90,PassLive_GCA,PassDead_GCA,TO_GCA,Sh_GCA,Fld_GCA,Def_GCA
209,Josephine Green,MF,Tottenham,26,1993,12.4,29,2.35,26,0,0,0,2,1,3,0.24,2,0,0,0,1,0
210,Kit Graham,"FW,MF",Tottenham,23,1995,12,39,3.26,25,3,5,2,3,1,6,0.5,1,2,1,0,1,1
211,Hannah Godfrey,DF,Tottenham,22,1997,14,13,0.93,11,0,0,2,0,0,0,0,0,0,0,0,0,0
212,Rachel Furness,"MF,FW",Tottenham,31,1988,9,32,3.56,19,0,6,2,4,1,1,0.11,0,0,0,0,1,0
213,Anna Filbey,DF,Tottenham,19,1999,12.8,10,0.78,10,0,0,0,0,0,0,0,0,0,0,0,0,0
214,Rianna Dean,FW,Tottenham,20,1998,12.6,16,1.27,9,0,0,3,2,2,3,0.24,2,0,0,0,1,0
215,Gemma Davison,"MF,FW",Tottenham,32,1987,9.7,36,3.69,23,4,3,2,2,2,2,0.21,1,1,0,0,0,0
216,Rosella Ayane,"FW,MF",Tottenham,23,1996,6.4,19,2.97,11,2,1,2,2,1,2,0.31,1,0,0,0,1,0
217,Angela Addison,"FW,MF",Tottenham,19,1999,2.2,4,1.79,3,0,0,0,1,0,2,0.9,1,0,0,0,1,0
218,Filippa Wallén,DF,West Ham,19,2000,0.6,1,1.7,0,1,0,0,0,0,0,0,0,0,0,0,0,0
219,Laura Vetterlein,DF,West Ham,27,1992,12.7,6,0.47,4,1,0,1,0,0,0,0,0,0,0,0,0,0
220,Martha Thomas,FW,West Ham,23,1996,9.8,25,2.54,12,1,2,2,7,1,4,0.41,1,0,0,1,2,0
221,Cho So-hyun,MF,West Ham,31,1988,6.1,8,1.32,8,0,0,0,0,0,1,0.16,1,0,0,0,0,0
222,Erin Simon,DF,West Ham,24,1994,1.5,2,1.35,2,0,0,0,0,0,1,0.68,1,0,0,0,0,0
223,Julia Simic,"MF,FW",West Ham,30,1989,2.3,9,3.91,8,0,1,0,0,0,4,1.74,3,0,1,0,0,0
224,Anna Moorhouse,GK,West Ham,24,1995,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
225,Tessel Middag,MF,West Ham,26,1992,7.9,3,0.38,3,0,0,0,0,0,0,0,0,0,0,0,0,0
226,Kate Longhurst,MF,West Ham,30,1989,10.7,22,2.06,16,0,2,2,2,0,5,0.47,4,0,0,1,0,0
227,Ruesha Littlejohn,"MF,FW",West Ham,29,1990,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
228,Adriana Leon,"FW,MF",West Ham,26,1992,7.1,10,1.4,5,2,1,1,1,0,1,0.14,0,0,0,0,1,0
229,Alisha Lehmann,"FW,MF",West Ham,20,1999,10.7,18,1.68,14,0,1,1,1,1,3,0.28,2,0,1,0,0,0
230,Cecilie Kvamme,DF,West Ham,23,1995,10.8,30,2.77,24,6,0,0,0,0,3,0.28,3,0,0,0,0,0
231,Wiktoria Kiszkis,FW,West Ham,16,2003,0,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0
232,Leanne Kiernan,"FW,MF",West Ham,20,1999,5.8,4,0.69,3,0,0,0,1,0,2,0.34,2,0,0,0,0,0
233,Brooke Hendrix,DF,West Ham,26,1993,4.5,1,0.22,1,0,0,0,0,0,0,0,0,0,0,0,0,0
234,Esmee de Graaf,FW,West Ham,21,1997,0.4,1,2.43,1,0,0,0,0,0,0,0,0,0,0,0,0,0
235,Jacynta Galabadaarachchi,"MF,FW",West Ham,18,2001,5.4,9,1.65,3,1,1,2,2,0,0,0,0,0,0,0,0,0
236,Gilly Flaherty,DF,West Ham,27,1991,14,11,0.79,9,1,0,1,0,0,2,0.14,1,1,0,0,0,0
237,Grace Fisk,DF,West Ham,21,1998,4.7,1,0.21,0,1,0,0,0,0,1,0.21,0,1,0,0,0,0
238,Kenza Dali,"MF,FW",West Ham,28,1991,13,41,3.16,28,4,6,3,0,0,5,0.38,3,1,0,1,0,0
239,Courtney Brosnan,GK,West Ham,23,1995,10,4,0.4,3,1,0,0,0,0,1,0.1,0,1,0,0,0,0
240,Katharina Baunach,DF,West Ham,30,1989,11.6,22,1.9,10,11,1,0,0,0,0,0,0,0,0,0,0,0
