Rk,Player,Pos,Squad,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%
216,Rosella Ayane,"FW,MF",Tottenham,23,1996,6.4,2,1,0,8,12,7,25,7,8,0,0,0,30,2,4,33.3
217,Angela Addison,"FW,MF",Tottenham,19,1999,2.2,0,0,0,4,6,0,2,2,5,1,0,0,11,2,9,18.2
218,Filippa Wallén,DF,West Ham,19,2000,0.6,0,0,0,0,2,0,0,0,0,0,0,0,3,1,1,50
219,Laura Vetterlein,DF,West Ham,27,1992,12.7,1,0,0,18,20,0,2,21,16,0,1,0,66,18,19,48.6
220,Martha Thomas,FW,West Ham,23,1996,9.8,1,0,0,6,17,3,9,1,9,1,0,0,32,38,33,53.5
221,Cho So-hyun,MF,West Ham,31,1988,6.1,0,0,0,3,5,0,5,4,9,0,0,0,35,8,9,47.1
222,Erin Simon,DF,West Ham,24,1994,1.5,0,0,0,1,0,0,1,0,2,0,0,0,5,3,3,50
223,Julia Simic,"MF,FW",West Ham,30,1989,2.3,0,0,0,1,2,0,0,0,3,0,0,0,19,0,1,0
224,Anna Moorhouse,GK,West Ham,24,1995,4,0,0,0,0,0,0,0,0,0,0,0,0,11,1,0,100
225,Tessel Middag,MF,West Ham,26,1992,7.9,2,0,0,10,5,0,1,21,9,0,0,0,44,10,6,62.5
226,Kate Longhurst,MF,West Ham,30,1989,10.7,5,0,0,19,12,0,8,11,10,0,0,0,67,14,14,50
227,Ruesha Littlejohn,"MF,FW",West Ham,29,1990,0.4,0,0,0,1,0,0,0,1,3,0,0,0,3,1,0,100
228,Adriana Leon,"FW,MF",West Ham,26,1992,7.1,1,0,0,5,7,0,18,5,4,0,0,0,32,4,4,50
229,Alisha Lehmann,"FW,MF",West Ham,20,1999,10.7,1,0,0,11,14,5,27,8,6,0,0,0,39,2,7,22.2
230,Cecilie Kvamme,DF,West Ham,23,1995,10.8,3,0,0,9,2,1,42,11,11,0,0,0,65,4,11,26.7
231,Wiktoria Kiszkis,FW,West Ham,16,2003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
232,Leanne Kiernan,"FW,MF",West Ham,20,1999,5.8,3,1,1,14,10,4,7,4,6,0,0,0,25,2,16,11.1
233,Brooke Hendrix,DF,West Ham,26,1993,4.5,1,0,0,1,5,0,1,5,3,0,0,0,13,11,7,61.1
234,Esmee de Graaf,FW,West Ham,21,1997,0.4,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,50
235,Jacynta Galabadaarachchi,"MF,FW",West Ham,18,2001,5.4,3,0,0,11,16,0,15,0,6,0,0,0,24,2,8,20
236,Gilly Flaherty,DF,West Ham,27,1991,14,2,0,0,13,4,0,1,18,7,0,0,0,78,18,8,69.2
237,Grace Fisk,DF,West Ham,21,1998,4.7,1,0,0,7,1,0,0,14,4,0,0,0,26,12,6,66.7
238,Kenza Dali,"MF,FW",West Ham,28,1991,13,2,0,0,11,12,0,30,9,6,0,0,0,79,8,9,47.1
239,Courtney Brosnan,GK,West Ham,23,1995,10,1,0,0,0,3,0,0,0,0,0,0,0,12,6,0,100
240,Katharina Baunach,DF,West Ham,30,1989,11.6,0,0,0,4,5,0,54,18,19,0,0,0,73,5,11,31.3
